timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.282615078957,[-0.23269404 -0.27656814],[-2.71919918  0.21746461],-1.93233,"[ 1.18789466  1.72547446  0.48391909 -0.66910155 -0.19070988 -1.20532754
  0.20221314 -0.31251885  1.4671783   1.81492775  0.        ]","[[ 0.07529424  0.09380419 -0.02190665 -0.13811855]
 [-0.00121696  0.00344415  0.          0.        ]]",[-4.02808035 -0.01335841]
1,-0.278584771706,[-0.23269404 -0.27656814],[-2.24774623  0.45881683],-2.05015,"[ 1.19104596  1.72552369  0.42322274 -0.67018225 -0.19070973 -1.20532526
 -0.13870554 -0.3200391   1.47413491  1.73242382  0.        ]","[[ 0.03557977  0.09335708 -0.02190665 -0.13811855]
 [-3.9570584  -0.04798947  0.          0.        ]]",[-1.85400828  0.64372331]
2,-0.267377061479,[-0.23269404 -0.27656814],[-1.78043854  0.30755529],-1.876,"[ 1.18707907  1.7221278   0.24266089 -0.61065986 -0.19070958 -1.20532299
 -0.47296829  0.05300877  1.4786423   1.51420006  0.        ]","[[-0.08247665  0.11799554 -0.02190665 -0.13811855]
 [-7.83566907  2.50332298  0.          0.        ]]",[-1.18091955 -0.13187205]
3,-0.24763044235,[-0.23269404 -0.27656814],[-1.19886887  0.69556499],-1.73472,"[ 1.13718971  1.71404026 -0.05032612 -0.50399324 -0.19070943 -1.20532071
 -0.80051738 -0.0303814   1.44575046  1.16098285  0.        ]","[[ -0.27732366   0.16234002  -0.02190665  -0.13811855]
 [-11.63638222   1.93300945   0.           0.        ]]",[-0.6908905   0.45394435]
4,-0.218943925232,[-0.23269404 -0.27656814],[-0.58866513  0.66999471],-1.31543,"[ 0.99156347  1.70012385 -0.41190107 -0.36966333 -0.19070928 -1.20531844
 -1.01628485  0.22696081  1.32731525  0.71293756  0.        ]","[[ -0.53517124   0.21865895  -0.02190665  -0.13811855]
 [-14.14004823   3.69299744   0.           0.        ]]",[-1.39166175 -0.2711071 ]
5,-0.179947515121,[-0.23269404 -0.27656814],[ 0.50273597  1.11912   ],-1.13884,"[ 0.69940786  1.68000327 -0.78615141 -0.22287418 -0.19070912 -1.20531616
 -1.33307621  0.05947269  1.06866258  0.21852296  0.        ]","[[ -0.85485358   0.28102646  -0.02190665  -0.13811855]
 [-17.81595507   2.5475321    0.           0.        ]]",[-1.14117689  1.70894246]
6,-0.130767336425,[-0.23269404 -0.27656814],[ 1.83302701  0.79658675],-0.842263,"[ 0.21429691  1.64231744 -1.08261177 -0.01540287 -0.19070897 -1.20531388
 -1.64377715  0.63118327  0.62496044 -0.21887862  0.        ]","[[ -1.2473449    0.37120786  -0.02190665  -0.13811855]
 [-21.4212153    6.4575115    0.           0.        ]]",[ 2.23656961  0.55600072]
7,-0.0883744203764,[-0.23269404 -0.27656814],[ 2.14746881  0.4186357 ],-0.660386,"[-0.32865147  1.55798093 -1.15913797  0.31288201 -0.19070882 -1.20531161
 -1.26642421  0.93405934  0.15230593 -0.40756185  0.        ]","[[ -1.63183776   0.52114083  -0.02190665  -0.13811855]
 [-17.04263928   8.52891356   0.           0.        ]]",[ 1.66582315 -0.31320712]
8,-0.0636279717416,[-0.23269404 -0.27656814],[ 2.22139573  0.49006376],-0.655714,"[-0.74450557  1.44297269 -1.06449674  0.62633786 -0.19070867 -1.20530933
 -0.89641557  0.72773421 -0.1925911  -0.40473372  0.        ]","[[ -1.92961425   0.67756089  -0.02190665  -0.13811855]
 [-12.74926568   7.11784604   0.           0.        ]]",[ 2.15397385  0.36284281]
9,-0.0523873847706,[-0.23269404 -0.27656814],[ 1.97647166  0.09048507],-0.625745,"[-1.01651798  1.30418833 -0.91866211  0.90084179 -0.19070852 -1.20530706
 -0.53378118  0.91694989 -0.3915837  -0.32827117  0.        ]","[[-2.1423819   0.83290107 -0.02190665 -0.13811855]
 [-8.54145132  8.41191497  0.          0.        ]]",[ 1.98799382 -1.08957431]
10,-0.0469195480787,[-0.23269404 -0.27656814],[ 1.62166417  0.50525671],-0.619642,"[-1.16560106  1.17503868 -0.80101562  1.09312528 -0.19070836 -1.20530478
 -0.17814463  0.31342767 -0.47645124 -0.25287771  0.        ]","[[-2.27180771  0.95972603 -0.02190665 -0.13811855]
 [-4.41483405  4.28438406  0.          0.        ]]",[ 1.64173067 -0.42090903]
