timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.17440504326,[-0.41650149 -0.45102006],[ 2.59079361  0.71463847],-1.7973,"[ 1.17311816  1.49817918  0.3324696  -1.08129123  1.47366031  1.43469166
  0.17938385 -0.32860229 -0.10874211 -1.79760965  0.        ]","[[-0.05216686  0.06719995  0.17031698  0.16630432]
 [ 0.00168448 -0.00463842  0.          0.        ]]",[ 2.01819162  0.26041485]
1,-0.165187103319,[-0.41650149 -0.45102006],[ 1.70483971  0.33613679],-1.71405,"[ 1.17492828  1.49719049  0.39514648 -1.05617802  1.4736585   1.43468995
  0.58610973 -0.15311071 -0.10960729 -1.68092798  0.        ]","[[-0.01244698  0.07743839  0.17031698  0.16630432]
 [ 3.95713592  1.0250551   0.          0.        ]]",[ 1.1673934   0.85506036]
2,-0.134821282791,[-0.41650149 -0.45102006],[ 0.08862549 -0.70142096],-1.43344,"[ 1.167174    1.48963635  0.58120215 -0.92350642  1.47365668  1.43468824
  0.98470015  0.4201976  -0.1417819  -1.30464623  0.        ]","[[ 0.10558803  0.13169036  0.17031698  0.16630432]
 [ 7.83347256  4.38893168  0.          0.        ]]",[ 0.62105044 -2.01197094]
3,-0.0920844864966,[-0.41650149 -0.45102006],[-1.49079061 -0.35197455],-1.08886,"[ 1.11794     1.4799048   0.85927766 -0.80891321  1.47365486  1.43468654
  1.22155635 -0.26960852 -0.25585383 -0.79861478  0.        ]","[[  0.28536891   0.17885991   0.17031698   0.16630432]
 [ 10.13693284   0.3415082    0.           0.        ]]",[-0.87811438 -0.53136349]
4,-0.0599090833372,[-0.41650149 -0.45102006],[-1.50898051  0.07298411],-0.930628,"[ 1.03371834  1.48316961  1.10334417 -0.84364409  1.47365305  1.43468483
  0.84382821 -0.62911225 -0.39342984 -0.43157619  0.        ]","[[ 0.45125094  0.16452591  0.17031698  0.16630432]
 [ 6.46349596 -1.7678736   0.          0.        ]]",[-1.45734404 -0.76064133]
5,-0.0494766993365,[-0.41650149 -0.45102006],[-0.66345626  0.92037332],-1.00362,"[ 0.97446939  1.4946073   1.22597025 -1.00258381  1.47365123  1.43468313
  0.42402731 -1.13618855 -0.44729151 -0.31035635  0.        ]","[[ 0.53955889  0.09931664  0.17031698  0.16630432]
 [ 2.38089435 -4.74313726  0.          0.        ]]",[ 0.36090832  1.31506759]
6,-0.0435276969155,[-0.41650149 -0.45102006],[-1.61095238 -0.0398894 ],-0.915355,"[ 0.92763664  1.49982119  1.30763105 -1.13550269  1.47364941  1.43468142
  0.56583007 -0.44543905 -0.48318384 -0.23873423  0.        ]","[[ 0.60101312  0.0451185   0.17031698  0.16630432]
 [ 3.759942   -0.69018234  0.          0.        ]]",[-1.09767562  0.03917314]
7,-0.0388795647574,[-0.41650149 -0.45102006],[-0.67628157  0.28054598],-0.952678,"[ 0.8991869   1.50044946  1.35234826 -1.16522159  1.4736476   1.43467972
  0.15140553 -0.41640843 -0.51672707 -0.17937086  0.        ]","[[ 0.63577462  0.03302393  0.17031698  0.16630432]
 [-0.27037292 -0.51984698  0.          0.        ]]",[-0.61795648  1.03745369]
8,-0.0412284509387,[-0.41650149 -0.45102006],[-0.26162237 -0.55200332],-0.89285,"[ 0.92373753  1.49857314  1.31395316 -1.09289817  1.47364578  1.43467801
 -0.0995693   0.26034367 -0.4999506  -0.2098875   0.        ]","[[ 0.60587832  0.06246761  0.17031698  0.16630432]
 [-2.71112487  3.45097784  0.          0.        ]]",[-0.58861995 -0.83418997]
9,-0.0516075545196,[-0.41650149 -0.45102006],[ 1.00338173  0.49483639],-0.952537,"[ 0.98216846  1.49481574  1.21140468 -1.00661001  1.47364396  1.4346763
 -0.33335513 -0.31409391 -0.43450476 -0.3352791   0.        ]","[[ 0.5288443   0.09766993  0.17031698  0.16630432]
 [-4.98471252  0.08048164  0.          0.        ]]",[ 0.98010741  0.40015428]
10,-0.0613688624842,[-0.41650149 -0.45102006],[ 0.07755955 -0.19950336],-0.917049,"[ 1.02256524  1.49233819  1.12849402 -0.96387763  1.47364214  1.4346746
  0.0754001  -0.04458909 -0.38228372 -0.44739914  0.        ]","[[ 0.46903415  0.1151453   0.17031698  0.16630432]
 [-1.00953572  1.66179253  0.          0.        ]]",[-0.67100896 -0.91977552]
11,-0.0710498366359,[-0.41650149 -0.45102006],[ 1.31269145  0.84112316],-1.00863,"[ 1.05093     1.4928831   1.06209837 -0.97273358  1.47364033  1.43467289
 -0.19534839 -0.6707223  -0.33555225 -0.55699282  0.        ]","[[ 0.42242529  0.11152058  0.17031698  0.16630432]
 [-3.6425857  -2.01202497  0.          0.        ]]",[ 1.55056529  0.67389759]
12,-0.079072624211,[-0.41650149 -0.45102006],[ 0.26443261  0.04971924],-0.994761,"[ 1.06902911  1.49471001  1.01503515 -1.00473159  1.47363851  1.43467119
  0.21872473 -0.20942739 -0.30017765 -0.6477638   0.        ]","[[ 0.38997655  0.09843653  0.17031698  0.16630432]
 [ 0.3843056   0.69460611  0.          0.        ]]",[-0.15843084  0.03426827]
13,-0.0771859842385,[-0.41650149 -0.45102006],[ 0.38601321  0.04103231],-0.985889,"[ 1.068318    1.49257467  1.01696319 -0.96776178  1.47363669  1.43466948
  0.15349295 -0.18860371 -0.30883346 -0.62658061  0.        ]","[[ 0.39129771  0.11355455  0.17031698  0.16630432]
 [-0.25007725  0.81678783  0.          0.        ]]",[-0.59483886  0.3058374 ]
