timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.15611,"[ 0.86298124  2.60024639 -0.41420204  0.67523412 -1.38955329  0.2021748
 -0.53108012  0.37994489  2.63755674 -0.18708583  0.        ]",[ 0.1999454 -6.4124731],-0.3722557882,[ 0.45762262 -5.40369225],[-0.62058693 -0.06347794],"[[-0.01557485 -0.03957405 -0.16118138  0.02290594]
 [ 0.00400638 -0.00213842  0.          0.        ]]"
1,-1.17739,"[ 0.8631327   2.59661199 -0.40063617  0.50649248 -1.38955237  0.20217475
 -0.49896369 -0.13569108  2.63571238 -0.2119065   0.        ]",[ 0.18486545 -5.71587848],-0.372247607348,[ 0.53522861 -5.42843628],[-0.62058693 -0.06347794],"[[-0.00754414 -0.07934732 -0.16118138  0.02290594]
 [ 0.7964195  -3.96199044  0.          0.        ]]"
2,-1.20067,"[ 0.86298047  2.57157364 -0.36157471  0.00926378 -1.38955145  0.20217471
 -0.46990221 -0.64111439  2.62482528 -0.28646527  0.        ]",[ 0.94497298 -5.57663613],-0.371650127373,[ 0.73395765 -5.32202291],[-0.62058693 -0.06347794],"[[ 0.01557861 -0.19753074 -0.16118138  0.02290594]
 [ 1.51345722 -7.84341434  0.          0.        ]]"
3,-1.19398,"[ 0.85753982  2.484593   -0.24772028 -0.78269811 -1.38955054  0.20217466
 -0.31954739 -1.13667575  2.59592435 -0.35007107  0.        ]",[ 0.88540796 -5.41632323],-0.36876219455,[ 0.76835901 -5.24763107],[-0.62058693 -0.06347794],"[[  0.08306861  -0.39258297  -0.16118138   0.02290594]
 [  5.2231949  -11.64910537   0.           0.        ]]"
4,-1.11627,"[ 0.82317196  2.27606682 -0.01649827 -1.77261155 -1.38954962  0.20217461
 -0.18171353 -1.62238908  2.53869496 -0.34815784  0.        ]",[ 1.52912198 -7.05851848],-0.361385006105,[ 0.41366032 -5.55398607],[-0.62058693 -0.06347794],"[[  0.22165353  -0.66299054  -0.16118138   0.02290594]
 [  8.62400026 -15.37917389   0.           0.        ]]"
5,-1.05892,"[ 0.71285697  1.88599613  0.31962247 -2.74973724 -1.3895487   0.20217456
 -0.02821855 -2.09844937  2.43139451 -0.28283841  0.        ]",[ 0.66649959 -5.45288344],-0.346709331132,[ 0.07906399 -5.91095257],[-0.62058693 -0.06347794],"[[  0.43213094  -1.00725635  -0.16118138   0.02290594]
 [ 12.41121606 -19.03512215   0.           0.        ]]"
6,-0.931781,"[ 0.47402103  1.2903583   0.70605305 -3.36119223 -1.38954779  0.20217452
  0.06877737 -2.56495262  2.24479597 -0.18818459  0.        ]",[ 0.06101926 -4.84950526],-0.321580208309,[-0.1659964  -6.13925695],[-0.62058693 -0.06347794],"[[  0.70436638  -1.42390489  -0.16118138   0.02290594]
 [ 14.80441787 -22.6176934    0.           0.        ]]"
7,-0.741829,"[ 0.11151906  0.55237561  1.03360712 -3.16266779 -1.38954687  0.20217447
  0.06673489 -3.0221152   1.95520606 -0.14244698  0.        ]",[-0.41497841 -5.27002807],-0.283762856339,[-0.30959114 -6.042943  ],[-0.62058693 -0.06347794],"[[  9.99950310e-01  -1.91148431e+00  -1.61181377e-01   2.29059394e-02]
 [  1.47540237e+01  -2.61285563e+01   0.00000000e+00   0.00000000e+00]]"
8,-0.563341,"[-0.29637841 -0.13540729  1.22840204 -1.8060223  -1.38954595  0.20217442
 -0.01167366 -3.47024569  1.55585552 -0.17730185  0.        ]",[-0.47718148 -5.26051061],-0.232726975364,[-0.13148418 -5.44047546],[-0.62058693 -0.06347794],"[[  1.27562279e+00  -2.46858437e+00  -1.61181377e-01   2.29059394e-02]
 [  1.28194332e+01  -2.95700882e+01   0.00000000e+00   0.00000000e+00]]"
9,-0.431038,"[-0.67355552 -0.46855182  1.29839371  0.64049706 -1.38954504  0.20217438
 -0.09853482 -3.1092712   1.05399833 -0.21073564  0.        ]",[ 0.57450301 -4.05287369],-0.169096580907,[ 0.45181087 -4.23903465],[-0.62058693 -0.06347794],"[[  1.51050602e+00  -3.09383770e+00  -1.61181377e-01   2.29059394e-02]
 [  1.06762897e+01  -2.67980064e+01   0.00000000e+00   0.00000000e+00]]"
