timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.578093,"[ 0.81983854  2.17284817 -0.55644713  0.85078525  1.01124471  1.25100894
 -0.53244133  0.36594006  0.4477906  -1.46064726  0.        ]",[ 2.41448017  0.50704108],-0.186126587239,[ 2.37347269  1.78444767],[-0.79735696 -0.00557495],"[[-0.09760547  0.03240669  0.11601318  0.14415486]
 [-0.00374737 -0.00117301  0.          0.        ]]"
1,-0.576097,"[ 0.82496092  2.17168709 -0.4882966   0.93008913  1.01124438  1.25100843
 -0.38417595  0.63065095  0.45218801 -1.35995827  0.        ]",[ 2.0858334   1.24479034],-0.177396873776,[ 2.0726397   1.55669451],[-0.79735696 -0.00557495],"[[-0.05799698  0.05251167  0.11601318  0.14415486]
 [ 3.9514303   2.0049893   0.          0.        ]]"
2,-0.405976,"[ 0.82477184  2.16175458 -0.28489242  1.24221156  1.01124406  1.25100792
 -0.23886964  1.14767646  0.43567482 -1.04027003  0.        ]",[ 1.11323431 -1.39961931],-0.148864279919,[ 1.17569208  0.58804983],[-0.79735696 -0.00557495],"[[ 0.0599229   0.13192581  0.11601318  0.14415486]
 [ 7.82767082  5.92336718  0.          0.        ]]"
3,-0.347433,"[ 0.77410177  2.14386447  0.04648799  1.54385299  1.01124373  1.25100741
 -0.09631974  0.60953631  0.33251403 -0.58541231  0.        ]",[ 0.83715164  1.81389901],-0.105467065369,[ 0.4992103   0.36133701],[-0.79735696 -0.00557495],"[[  0.25463012   0.20947336   0.11601318   0.14415486]
 [ 11.63038068   1.84497209   0.           0.        ]]"
4,-0.179523,"[ 0.60932801  2.11848772  0.46654643  1.83563493  1.01124341  1.2510069
  0.01914957  1.12700058  0.07237419 -0.06506391  0.        ]",[-0.54257911 -1.18761867],-0.0496533906735,[-1.07553661 -1.01822162],[-0.79735696 -0.00557495],"[[  0.51814282   0.28572071   0.11601318   0.14415486]
 [ 14.71067935   5.76667479   0.           0.        ]]"
5,-0.154574,"[ 0.33738206  2.08639276  0.83523931  2.11437354  1.01124308  1.25100639
 -0.07215648  0.58955992 -0.3150652   0.34200949  0.        ]",[-1.3848067  -0.76844304],-0.0270569228174,[-1.62292898 -0.88424146],[-0.79735696 -0.00557495],"[[  0.78791863   0.36018752   0.11601318   0.14415486]
 [ 12.27496797   1.69358116   0.           0.        ]]"
6,-0.161798,"[ 0.07491604  2.08493918  1.055905    2.12552561  1.01124276  1.25100587
 -0.22951069  0.18383762 -0.6188678   0.53273215  0.        ]",[-1.8871135  -0.49147714],-0.0601886682436,[-1.71642685 -0.46159607],[-0.79735696 -0.00557495],"[[ 0.9913021   0.36320808  0.11601318  0.14415486]
 [ 8.07733405 -1.3812607   0.          0.        ]]"
7,-0.264605,"[-0.09871416  2.10614857  1.15886021  1.95110332  1.01124243  1.25100536
 -0.38376943 -0.06913658 -0.76857042  0.60370443  0.        ]",[-1.4893049   0.84011213],-0.0780673236403,[-1.52637303 -0.00631237],[-0.79735696 -0.00557495],"[[ 1.11156112  0.31634675  0.11601318  0.14415486]
 [ 3.96227542 -3.29847263  0.          0.        ]]"
8,-0.246775,"[-0.15706405  2.11897592  1.18733981  1.83071435  1.0112421   1.25100485
 -0.53505007  0.37860879 -0.803179    0.62051345  0.        ]",[-1.29550494 -0.68419628],-0.0823551792243,[-1.50264156 -0.23053676],[-0.79735696 -0.00557495],"[[ 1.15031602  0.2844236   0.11601318  0.14415486]
 [-0.07333885  0.09484854  0.          0.        ]]"
9,-0.275154,"[-0.0951688   2.1281945   1.15703561  1.73453877  1.01124178  1.25100434
 -0.68325078  0.02109042 -0.71423627  0.59190242  0.        ]",[-0.77676904  1.44085281],-0.072520856279,[-0.91478813  0.35668141],[-0.79735696 -0.00557495],"[[ 1.10918302  0.25913516  0.11601318  0.14415486]
 [-4.02679286 -2.61466978  0.          0.        ]]"
10,-0.157941,"[ 0.06472975  2.13228618  1.06276254  1.68853658  1.01124145  1.25100383
 -0.79551183  0.55053083 -0.52990691  0.50587547  0.        ]",[-1.001817   -0.81425233],-0.0516166771219,[-0.59736848  0.030451  ],[-0.79735696 -0.00557495],"[[ 0.99860031  0.24710019  0.11601318  0.14415486]
 [-7.02150974  1.39779148  0.          0.        ]]"
