timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.769347,"[ 0.86031518  2.57874105 -0.26374091  0.65004744  0.75990999  1.68005312
 -0.51503658  0.37842106  0.71801608 -1.65544039  0.        ]",[ 1.36819012 -0.12560094],-0.227819404787,[ 2.71056676 -1.37142563],[-0.51578659 -0.08615721],"[[ 0.03176827 -0.04364848  0.08695198  0.19363808]
 [-0.00347872 -0.00359589  0.          0.        ]]"
1,-0.701869,"[ 0.85707716  2.57837605 -0.19755853  0.62902441  0.75990957  1.68005092
 -0.33281308  0.31317262  0.71630095 -1.58465177  0.        ]",[ 2.80917185 -2.43864462],-0.221207670697,[ 2.59093094 -1.46153641],[-0.51578659 -0.08615721],"[[ 0.07139185 -0.04872497  0.08695198  0.19363808]
 [ 3.9526632  -0.50238504  0.          0.        ]]"
2,-0.710257,"[  8.32781926e-01   2.57278741e+00  -2.02081824e-03   4.23603519e-01
   7.59909163e-01   1.68004871e+00  -1.54131882e-01  -2.03688651e-01
   7.01344060e-01  -1.40945378e+00   0.00000000e+00]",[ 2.46553389  0.92469391],-0.204356125281,[ 2.33353281 -1.68197203],[-0.51578659 -0.08615721],"[[ 0.18936666 -0.09841577  0.08695198  0.19363808]
 [ 7.83190075 -4.45351744  0.          0.        ]]"
3,-0.547852,"[ 0.74561669  2.5630417   0.30994231  0.21191892  0.75990875  1.6800465
  0.02087922  0.28662198  0.63990232 -1.09731761  0.        ]",[ 2.48160066 -2.37302475],-0.172568965691,[ 2.05547714 -1.83114028],[-0.51578659 -0.08615721],"[[  0.38412672  -0.14987971   0.08695198   0.19363808]
 [ 11.63145913  -0.70535169   0.           0.        ]]"
4,-0.41618,"[ 0.53393448  2.54860465  0.70089557 -0.00723968  0.75990834  1.6800443
  0.19256692 -0.22968858  0.47706024 -0.67965892  0.        ]",[ 2.33971578 -1.0835279 ],-0.124759554988,[ 1.6138407  -2.08113861],[-0.51578659 -0.08615721],"[[  0.65415395  -0.20358774   0.08695198   0.19363808]
 [ 15.35886522  -4.65227171   0.           0.        ]]"
5,-0.239734,"[ 0.13522316  2.4949752   1.08876615 -0.53376662  0.75990793  1.68004209
  0.36086552 -0.73574465  0.19114763 -0.2875303   0.        ]",[ 0.77051499 -2.01776135],-0.068352661368,[ 0.7692076 -2.4684186],[-0.51578659 -0.08615721],"[[  0.99799078  -0.33544802   0.08695198   0.19363808]
 [ 19.01269306  -8.52080266   0.           0.        ]]"
6,-0.117663,"[-0.46232101  2.359604    1.33282522 -1.31433284  0.75990752  1.68003988
  0.48403635 -1.2316729  -0.21163428 -0.01021323  0.        ]",[-0.62448433 -2.63565592],-0.0116250361523,[-0.0124872  -2.76200819],[-0.51578659 -0.08615721],"[[  1.40507372  -0.54390259   0.08695198   0.19363808]
 [ 21.68678097 -12.31191648   0.           0.        ]]"
7,-0.14073,"[-1.09887544  2.08616254  1.3082186  -2.22096051  0.7599071   1.68003768
  0.35058108 -1.71747962 -0.59930047  0.04987022  0.        ]",[-0.13498875 -4.58415128],-0.0498140638909,[-0.51542246 -2.89484215],[-0.51578659 -0.08615721],"[[  1.80973951  -0.82740209   0.08695198   0.19363808]
 [ 18.78942237 -16.02566693   0.           0.        ]]"
8,-0.24133,"[-1.62606022  1.62767382  1.05821997 -3.00909233  0.75990669  1.68003547
  0.30896177 -2.19374561 -0.86001049 -0.08123375  0.        ]",[-1.10378979 -3.17874963],-0.0859198205764,[-0.68493998 -2.92193556],[-0.51578659 -0.08615721],"[[  2.17646254  -1.18444528   0.08695198   0.19363808]
 [ 17.88585511 -19.66650172   0.           0.        ]]"
9,-0.341409,"[-1.98484485  0.98639491  0.69623273 -3.31085775  0.75990628  1.68003327
  0.11045922 -2.66051699 -0.9554422  -0.34717923  0.        ]",[-0.79578639 -4.0081691 ],-0.107734763491,[-0.53269005 -2.81621194],[-0.51578659 -0.08615721],"[[  2.49094389  -1.61357553   0.08695198   0.19363808]
 [ 13.57629716 -23.23478287   0.           0.        ]]"
