timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.78676,"[ 1.05350501  1.56467576  0.03986126  0.3717413  -0.16054372 -1.31126597
  0.07261409  0.28828244  1.24162305  1.14583651  0.        ]",[-0.13852129 -1.17217391],-0.271419602222,[ 0.03634624 -0.83404887],[-0.01835685 -0.15413828],"[[ 0.03400333 -0.07663153 -0.01656015 -0.15098952]
 [ 0.00175707  0.00414982  0.          0.        ]]"
1,-0.772616,"[ 1.05372912  1.55997846  0.03149099  0.28200496 -0.1605428  -1.31124601
  0.02198198 -0.26749159  1.23958462  1.1054285   0.        ]",[-0.37908218 -1.69994975],-0.268172082961,[ 0.03600221 -0.83264518],[-0.01835685 -0.15413828],"[[ 0.02855554 -0.11627507 -0.01656015 -0.15098952]
 [-0.54472416 -3.95530816  0.          0.        ]]"
2,-0.820882,"[ 1.05427751  1.53479544 -0.00818939  0.01781206 -0.16054188 -1.31122606
 -0.11582597 -0.81220846  1.22322677  0.97160783  0.        ]",[ 0.53450663 -0.76252757],-0.256687745446,[ 0.03592848 -0.8286764 ],[-0.01835685 -0.15413828],"[[  2.73789086e-03  -2.34317609e-01  -1.65601546e-02  -1.50989523e-01]
 [ -2.03211216e+00  -7.83601492e+00   0.00000000e+00   0.00000000e+00]]"
3,-0.716875,"[ 1.05408636  1.46203205 -0.03741631 -0.38105604 -0.16054096 -1.31120611
  0.08389599 -1.21434022  1.17450519  0.80153611  0.        ]",[-1.12050357 -0.85748149],-0.239487239166,[ 0.03599617 -0.81728625],[-0.01835685 -0.15413828],"[[ -0.01627619  -0.41978313  -0.01656015  -0.15098952]
 [  0.12350867 -10.70098237   0.           0.        ]]"
4,-0.725916,"[ 1.05227015  1.30710071 -0.09462126 -0.85880794 -0.16054004 -1.31118616
 -0.2828104  -1.66095256  1.06161572  0.58286861  0.        ]",[ 0.43256451 -1.54256654],-0.21218936844,[ 0.03640588 -0.80161583],[-0.01835685 -0.15413828],"[[ -0.05351514  -0.66572857  -0.01656015  -0.15098952]
 [ -3.83438035 -13.88297379   0.           0.        ]]"
5,-0.695933,"[ 1.04550457  1.02621007 -0.18461338 -1.34336561 -0.16053912 -1.31116621
 -0.11720572 -2.17816938  0.84601007  0.35444906  0.        ]",[ 1.01382777 -1.31913686],-0.171792121751,[ 0.03463308 -0.76962018],[-0.01835685 -0.15413828],"[[ -1.12268627e-01  -9.80363758e-01  -1.65601546e-02  -1.50989523e-01]
 [ -2.04702157e+00  -1.75682497e+01   0.00000000e+00   0.00000000e+00]]"
6,-0.592469,"[ 1.04536134  0.59184343 -0.18589378 -1.68174947 -0.1605382  -1.31114626
  0.25311542 -2.68514747  0.57656928  0.26632295  0.        ]",[ 0.42519848 -1.14424281],-0.129337497733,[ 0.03078849 -0.72892863],[-0.01835685 -0.15413828],"[[ -1.13107584e-01  -1.36797759e+00  -1.65601546e-02  -1.50989523e-01]
 [  1.94983669e+00  -2.11810382e+01   0.00000000e+00   0.00000000e+00]]"
7,-0.519046,"[ 1.05191632  0.03562741 -0.10092548 -1.65402683 -0.16053727 -1.31112631
  0.4053494  -3.18188505  0.29008765  0.34328361  0.        ]",[-0.81024867 -0.32282347],-0.0918842575947,[ 0.02694397 -0.69490385],[-0.01835685 -0.15413828],"[[ -5.76249306e-02  -1.82712157e+00  -1.65601546e-02  -1.50989523e-01]
 [  3.59290400e+00  -2.47215246e+01   0.00000000e+00   0.00000000e+00]]"
8,-0.570973,"[ 1.05396632 -0.49548685 -0.04110223 -1.10461466 -0.16053635 -1.31110636
  0.10141104 -3.29234386  0.00570168  0.56477647  0.        ]",[ 1.38313093 -1.40465155],-0.0809472713786,[ 0.0232889  -0.67323041],[-0.01835685 -0.15413828],"[[ -1.86780586e-02  -2.32946345e+00  -1.65601546e-02  -1.50989523e-01]
 [  3.12563865e-01  -2.55100979e+01   0.00000000e+00   0.00000000e+00]]"
9,-0.584806,"[ 1.05368186 -0.83357191  0.02944186 -0.05469624 -0.16053543 -1.31108642
  0.46752787 -3.77683407 -0.18021235  0.94041906  0.        ]",[-0.09839303 -0.98890307],-0.122301683262,[ 0.01958685 -0.67051774],[-0.01835685 -0.15413828],"[[  2.72165905e-02  -2.87432580e+00  -1.65601546e-02  -1.50989523e-01]
 [  4.26400260e+00  -2.89645801e+01   0.00000000e+00   0.00000000e+00]]"
10,-0.581582,"[ 1.04613128 -0.87683437  0.15292894  0.57970016 -0.16053451 -1.31106647
  0.42370659 -0.03385979 -0.21274315  1.16937183  0.        ]",[-0.27361683  0.05435497],-0.153039451934,[ 0.02171712 -0.67156076],[-0.01835685 -0.15413828],"[[ 0.10775212 -3.15644635 -0.01656015 -0.15098952]
 [ 3.79108313 -2.29243664  0.          0.        ]]"
11,-0.587233,"[ 1.03369523 -0.87690079  0.25064271  0.52342852 -0.16053359 -1.31104652
  0.31639553  0.69018836 -0.20942081  1.13723607  0.        ]",[ 0.65793158  0.1952836 ],-0.148699018735,[ 0.02161514 -0.67437571],[-0.01835685 -0.15413828],"[[ 0.17195456 -3.13170443 -0.01656015 -0.15098952]
 [ 2.63293393  2.86708619  0.          0.        ]]"
12,-0.584771,"[ 1.01091882 -0.87354343  0.36826481  0.37620814 -0.16053267 -1.31102658
  0.55292916  0.7926179  -0.19380438  1.07907487  0.        ]",[ 2.49855612 -1.23147741],-0.140937702576,[ 0.02033844 -0.67335093],[-0.01835685 -0.15413828],"[[ 0.2502269  -3.06690312 -0.01656015 -0.15098952]
 [ 5.18578809  3.59703637  0.          0.        ]]"
13,-0.628556,"[ 0.94849418 -0.86847991  0.57579457  0.2787715  -0.16053175 -1.31100664
  0.91025103  0.45034775 -0.16866181  1.04091151  0.        ]",[ 2.88562191 -0.55857937],-0.13607368209,[ 0.01798911 -0.67071265],[-0.01835685 -0.15413828],"[[ 0.39263611 -3.0238586  -0.01656015 -0.15098952]
 [ 9.04230222  1.15809326  0.          0.        ]]"
14,-0.469982,"[ 0.80260978 -0.86630625  0.87001765  0.24667606 -0.16053082 -1.3109867
  1.26049746  0.34367879 -0.13910558  1.02971662  0.        ]",[-2.69687199 -1.9973872 ],-0.135066111815,[ 0.01445339 -0.66987127],[-0.01835685 -0.15413828],"[[  0.61141052  -3.00963614  -0.01656015  -0.15098952]
 [ 12.82254715   0.3980053    0.           0.        ]]"
15,-0.563047,"[ 0.60722814 -0.8655763   1.11738996  0.23673099 -0.1605299  -1.31096675
  0.87011428  0.30240211 -0.11271621  1.03201087  0.        ]",[ 1.0548651  -0.44270386],-0.135950175193,[ 0.0137289  -0.66977793],[-0.01835685 -0.15413828],"[[ 0.82558956 -3.0052243  -0.01656015 -0.15098952]
 [ 8.60940031  0.10388985  0.          0.        ]]"
16,-0.559677,"[ 0.37357663 -0.86528734  1.31002007  0.2329506  -0.16052898 -1.31094681
  1.2211587   0.29672479 -0.08928236  1.04174982  0.        ]",[ 0.52095653  0.12033913],-0.137858412416,[ 0.01002036 -0.66808057],[-0.01835685 -0.15413828],"[[  1.03579234  -3.00354693  -0.01656015  -0.15098952]
 [ 12.39825163   0.06344763   0.           0.        ]]"
17,-0.534558,"[ 0.03442466 -0.86424083  1.46959671  0.21935116 -0.16052806 -1.31092688
  1.38950995  0.36344197 -0.06008731  1.0614749   0.        ]",[ 0.7602306  -1.01301929],-0.141351296434,[ 0.00743959 -0.66534483],[-0.01835685 -0.15413828],"[[  1.30198986  -2.99750795  -0.01656015  -0.15098952]
 [ 14.21544328   0.53887116   0.           0.        ]]"
18,-0.501178,"[-0.39384207 -0.86595226  1.52336077  0.24221762 -0.16052714 -1.31090694
  1.64228994  0.24576272 -0.04612404  1.09343355  0.        ]",[-1.13316889 -1.2545563 ],-0.146046897726,[ 0.00460419 -0.66170597],[-0.01835685 -0.15413828],"[[  1.61367440e+00  -3.00766068e+00  -1.65601546e-02  -1.50989523e-01]
 [  1.69439746e+01  -2.99662317e-01   0.00000000e+00   0.00000000e+00]]"
19,-0.561087,"[-0.79561348 -0.86614292  1.43743044  0.24497845 -0.16052622 -1.310887
  1.24434718  0.2971657  -0.03472286  1.12797665  0.        ]",[ 0.45076987 -0.33103041],-0.151007875699,[ 0.00498709 -0.6584819 ],[-0.01835685 -0.15413828],"[[  1.90946379  -3.00888609  -0.01656015  -0.15098952]
 [ 12.64927037   0.06662946   0.           0.        ]]"
20,-0.52665,"[-1.12635575 -0.86572727  1.25008084  0.23935621 -0.1605253  -1.31086706
  1.38648614  0.30727375 -0.03081146  1.16294794  0.        ]",[ 0.47663407 -1.29440607],-0.155778210389,[ 0.0039245  -0.65702415],[-0.01835685 -0.15413828],"[[  2.17784354  -3.00639236  -0.01656015  -0.15098952]
 [ 14.18358968   0.13866877   0.           0.        ]]"
21,-0.540493,"[-1.42778915 -0.86544508  0.93479101  0.23563455 -0.16052437 -1.31084713
  1.53529142  0.29399514 -0.03734584  1.20139713  0.        ]",[-0.30215145 -0.67118555],-0.160681031902,[ 0.00347467 -0.65581965],[-0.01835685 -0.15413828],"[[  2.47763228  -3.00474138  -0.01656015  -0.15098952]
 [ 15.78993189   0.04406395   0.           0.        ]]"
22,-0.567435,"[-1.63209881 -0.8652913   0.53375398  0.2336765  -0.16052345 -1.31082719
  1.39546463  0.29310882 -0.05436356  1.2355033   0.        ]",[-0.23768778 -0.01796116],-0.164731424432,[ 0.0049907  -0.65572047],[-0.01835685 -0.15413828],"[[  2.77829173  -3.0038729   -0.01656015  -0.15098952]
 [ 14.28104114   0.03776115   0.           0.        ]]"
23,-0.579301,"[-1.71707293 -0.8650662   0.12557783  0.23078105 -0.16052253 -1.31080726
  1.28205819  0.29759026 -0.07728109  1.26080124  0.        ]",[-0.0437452   0.30051686],-0.167525164393,[ 0.00728726 -0.65601838],[-0.01835685 -0.15413828],"[[  3.0516339   -3.00258816  -0.01656015  -0.15098952]
 [ 13.05725289   0.06970653   0.           0.        ]]"
24,-0.564894,"[-1.70336713 -0.86269403 -0.26783392  0.20080579 -0.16052161 -1.31078733
  1.24204737  0.46440123 -0.10661799  1.28678667  0.        ]",[-0.42023205 -0.07574571],-0.170375514765,[ 0.01018197 -0.65736496],[-0.01835685 -0.15413828],"[[  3.30844814  -2.98926816  -0.01656015  -0.15098952]
 [ 12.62560616   1.25833285   0.           0.        ]]"
25,-0.541083,"[-1.61292624 -0.85833188 -0.61138974  0.15164135 -0.16052069 -1.31076739
  1.06471754  0.41881246 -0.14353486  1.30810902  0.        ]",[-1.98447526 -0.27832175],-0.172618979167,[ 0.01347588 -0.65817386],[-0.01835685 -0.15413828],"[[  3.54175855  -2.9673605   -0.01656015  -0.15098952]
 [ 10.71181421   0.93351328   0.           0.        ]]"
26,-0.537481,"[-1.50116759 -0.85671637 -0.84536178  0.13501597 -0.16051977 -1.31074746
  0.67822402  0.26153705 -0.17083403  1.31052892  0.        ]",[-1.87482646 -0.69972659],-0.172596627906,[ 0.01631615 -0.6594075 ],[-0.01835685 -0.15413828],"[[ 3.71414193 -2.95993387 -0.01656015 -0.15098952]
 [ 6.54042816 -0.18712422  0.          0.        ]]"
27,-0.546378,"[-1.42899762 -0.8630689  -0.95785131  0.20568543 -0.16051885 -1.31072753
  0.29937853 -0.12680521 -0.16638689  1.29008932  0.        ]",[-0.24835265 -1.38452843],-0.169879761954,[ 0.01761739 -0.65952146],[-0.01835685 -0.15413828],"[[ 3.80392556 -2.99143933 -0.01656015 -0.15098952]
 [ 2.45156005 -2.95420484  0.          0.        ]]"
28,-0.551142,"[-1.39513886 -0.86814024 -1.00400993  0.27542656 -0.16051793 -1.3107076
  0.20378625  0.25786543 -0.15362234  1.27148234  0.        ]",[-0.59000901 -0.9325296 ],-0.167525809834,[ 0.0183193  -0.66096097],[-0.01835685 -0.15413828],"[[ 3.84260531 -3.02238424 -0.01656015 -0.15098952]
 [ 1.41984842 -0.21329503  0.          0.        ]]"
29,-0.565703,"[-1.39091595 -0.86763282 -1.00948234  0.26778543 -0.160517   -1.31068767
 -0.01525585  0.33572463 -0.15648776  1.27385784  0.        ]",[-0.49385904 -0.57583547],-0.1678110087,[ 0.01891863 -0.66183811],[-0.01835685 -0.15413828],"[[ 3.84728256 -3.01900072 -0.01656015 -0.15098952]
 [-0.94425406  0.34148817  0.          0.        ]]"
