timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.326434797544,[-0.31108069 -0.25703675],[-1.36339569 -1.12076581],-2.5529,"[ 1.03086917  1.99388863  0.13529909  0.32971735 -0.90176094 -0.60970539
 -0.81144199  0.04650554  2.12877794  0.90624541  0.        ]","[[ 0.07900564  0.08474049 -0.10328776 -0.07177042]
 [-0.00037105 -0.00471403  0.          0.        ]]",[-1.37870326 -1.00132359]
1,-0.324153058847,[-0.31108069 -0.25703675],[-1.50378346 -1.62832761],-2.55375,"[ 1.03418404  1.99736362  0.07474198  0.24449268 -0.90175949 -0.60970465
 -0.92532368 -0.45387103  2.13859918  0.79442377  0.        ]","[[ 0.03932318  0.04493471 -0.10328776 -0.07177042]
 [-3.95471056 -3.96267798  0.          0.        ]]",[-1.30746576 -1.39899274]
2,-0.315276581651,[-0.31108069 -0.25703675],[-1.06565785 -1.67283356],-2.4829,"[ 1.03090371  1.9950965  -0.10549553 -0.00890642 -0.90175805 -0.60970391
 -1.03695358 -0.94434345  2.13031222  0.46071264  0.        ]","[[-0.07866157 -0.07324441 -0.10328776 -0.07177042]
 [-7.8308746  -7.84230642  0.          0.        ]]",[-2.08409907 -1.19818789]
3,-0.294072742183,[-0.31108069 -0.25703675],[-0.15455347 -1.39071393],-2.25906,"[ 0.9827678   1.95039999 -0.39815464 -0.42057446 -0.9017566  -0.60970317
 -1.14638296 -1.42509968  1.99665028 -0.06349094  0.        ]","[[ -0.27340244  -0.26824532  -0.10328776  -0.07177042]
 [-11.63064646 -11.64509758   0.           0.        ]]",[-1.14593691 -0.16115443]
4,-0.255107864995,[-0.31108069 -0.25703675],[ 0.97378612 -0.95002717],-1.94881,"[ 0.83164341  1.8299382  -0.77583828 -0.89038699 -0.90175516 -0.60970243
 -1.25370338 -1.47640612  1.62233594 -0.62425063  0.        ]","[[ -0.54340377  -0.50521985  -0.10328776  -0.07177042]
 [-15.35720755 -12.05096246   0.           0.        ]]",[ 1.23522538 -0.30319381]
5,-0.205426393718,[-0.31108069 -0.25703675],[ 1.39945483 -0.70834732],-1.7059,"[ 0.5985706   1.63079822 -1.09035501 -1.3236889  -0.90175371 -0.60970169
 -1.13104137 -1.59814259  1.0948269  -0.93617983  0.        ]","[[ -0.80781513  -0.75590097  -0.10328776  -0.07177042]
 [-11.09811954 -13.01393422   0.           0.        ]]",[ 1.68972187 -1.39429919]
6,-0.154322957336,[-0.31108069 -0.25703675],[ 1.49895334 -0.37391612],-1.41711,"[ 0.39978467  1.31607927 -1.26170705 -1.71662217 -0.90175227 -0.60970095
 -1.01078545 -2.06626813  0.61126508 -0.92964745  0.        ]","[[ -0.98788229  -1.05333256  -0.10328776  -0.07177042]
 [ -6.92256047 -16.71687535   0.           0.        ]]",[ 0.97610504 -0.04394481]
7,-0.106127357711,[-0.31108069 -0.25703675],[ 1.27446055 -0.21622524],-1.11278,"[ 0.28014733  0.89591844 -1.33816455 -1.96103903 -0.90175083 -0.60970021
 -0.89565504 -2.04652714  0.27585496 -0.71001567  0.        ]","[[ -1.08622586  -1.38610433  -0.10328776  -0.07177042]
 [ -2.92496028 -16.56079823   0.           0.        ]]",[ 1.18299697  0.3395143 ]
8,-0.0698292613635,[-0.31108069 -0.25703675],[ 0.89125741 -0.18797192],-0.929762,"[ 0.25723703  0.47305697 -1.35091746 -1.97948505 -0.90174938 -0.60969947
 -0.78005438 -1.83520515  0.13252261 -0.43483     0.        ]","[[ -1.10445439  -1.70054995  -0.10328776  -0.07177042]
 [  1.08897884 -14.88929136   0.           0.        ]]",[ 2.52644379  0.10840789]
9,-0.0515475114204,[-0.31108069 -0.25703675],[ 0.43111134 -0.15828332],-0.924301,"[ 0.33335808  0.09667527 -1.30626352 -1.81078983 -0.90174794 -0.60969874
 -0.66670106 -1.74371657  0.13137165 -0.19165701  0.        ]","[[ -1.04318642  -1.99107594  -0.10328776  -0.07177042]
 [  5.02489179 -14.1656619    0.           0.        ]]",[ 1.11333561  0.36995319]
10,-0.0553552500784,[-0.31108069 -0.25703675],[-0.11428216 -0.17171663],-0.938706,"[  4.95959964e-01  -2.07934917e-01  -1.18667222e+00  -1.51202367e+00
  -9.01746491e-01  -6.09697997e-01  -5.55564128e-01  -1.52307252e+00
   2.12766482e-01   6.82825437e-04   0.00000000e+00]","[[ -0.90397197  -2.2568789   -0.10328776  -0.07177042]
 [  8.88385063 -12.42038981   0.           0.        ]]",[ 1.05268486  0.91851443]
