timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.249334129698,"[[-0.0823951   0.03718387  0.06925818  0.19292003]
 [-0.00144006 -0.00239483  0.          0.        ]]",[ 4.21342993  1.94956481],-1.82265,"[ 1.01510164  1.98047019 -0.09546017  0.23784904  0.59866399  1.66395082
 -0.80556701  0.03426006  0.84728352 -1.76119752  0.        ]",[-0.35335252 -0.2867243 ],[ 3.63798387  2.83396528]
1,-0.239137882074,"[[-0.04274852  0.07684884  0.06925818  0.19292003]
 [ 3.95294027  3.95570598  0.          0.        ]]",[ 4.15737343  2.06566691],-1.74789,"[ 1.01861913  1.97740385 -0.03470323  0.3199626   0.59866335  1.6639459
 -0.69461661  0.53411292  0.84953694 -1.64726219  0.        ]",[-0.35335252 -0.2867243 ],[ 4.33069964  1.79608346]
2,-0.207316179257,"[[ 0.07520178  0.19488981  0.06925818  0.19292003]
 [ 7.8292171   7.83546045  0.          0.        ]]",[ 3.93869352  2.25616503],-1.4646,"[ 1.0159022   1.95577124  0.14628873  0.56234591  0.59866271  1.66394097
 -0.58585774  1.0240709   0.81824175 -1.31115761  0.        ]",[-0.35335252 -0.2867243 ],[ 4.38400771  1.75973111]
3,-0.150920021193,"[[  0.2699117    0.38975492   0.06925818   0.19292003]
 [ 11.62923563  11.63836027   0.           0.        ]]",[ 3.63040137  2.41582656],-0.978429,"[ 0.96851601  1.87988931  0.44037377  0.9486803   0.59866207  1.66393604
 -0.47923859  1.50432096  0.64765332 -0.79679247  0.        ]",[-0.35335252 -0.2867243 ],[ 3.5416985   2.87824663]
4,-0.0685751152176,"[[  0.53987729   0.65992114   0.06925818   0.19292003]
 [ 15.35518007  15.36579348   0.           0.        ]]",[ 3.26857686  2.43494439],-0.440343,"[ 0.81800651  1.69724089  0.82024918  1.43203982  0.59866143  1.66393112
 -0.37469782  1.97503641  0.20920238 -0.25881588  0.        ]",[-0.35335252 -0.2867243 ],[ 3.98424995  2.0210191 ]
5,-0.0415863364288,"[[  0.88364175   1.00389221   0.06925818   0.19292003]
 [ 19.00955266  19.0190585    0.           0.        ]]",[ 3.00371909  2.21996069],-0.623196,"[ 0.50082524  1.35483034  1.21799584  1.9100457   0.59866079  1.66392619
 -0.27216521  2.43637873 -0.52469456 -0.00784624  0.        ]",[-0.35335252 -0.2867243 ],[ 2.22477001  3.01853601]
6,-0.151871886379,"[[  1.29979881   1.42019771   0.06925818   0.19292003]
 [ 22.59480736  22.5994652    0.           0.        ]]",[ 3.02231264  1.7635783 ],-1.37642,"[-0.01966305  0.83111359  1.51044189  2.21095621  0.59866015  1.66392126
 -0.17157189  2.88851039 -1.30642283 -0.37163767  0.        ]",[-0.35335252 -0.2867243 ],[ 3.30775341  2.01096392]
7,-0.239553046396,"[[  1.78698412   1.90739525   0.06925818   0.19292003]
 [ 26.11250257  26.10855439   0.           0.        ]]",[ 3.25289965  1.25632107],-1.84925,"[-0.70418876  0.18111392  1.53073495  2.1180503   0.59865951  1.66391634
 -0.07287413  3.33162267 -1.62187089 -1.28364401  0.        ]",[-0.35335252 -0.2867243 ],[ 2.44094856  0.69586257]
8,-0.264993406563,"[[  2.34384521   2.45199518   0.06925818   0.19292003]
 [ 29.56200742  28.34410677   0.           0.        ]]",[ 3.37126088  0.96036828],-1.80339,"[-1.39100173 -0.41599159  1.13004574  1.4800665   0.59865887  1.66391141
  0.02391039  3.61389636 -1.20805472 -1.98445513  0.        ]",[-0.35335252 -0.2867243 ],[ 4.28723487 -0.17622802]
9,-0.218358340231,"[[  2.96898817   3.00622715   0.06925818   0.19292003]
 [ 32.93997285  22.64242366   0.           0.        ]]",[ 2.9822154   0.55023319],-1.84697,"[-1.79816216 -0.7128363   0.29464095  0.44058729  0.59865823  1.66390648
  0.11868768  2.89385276 -0.69861605 -1.78784508  0.        ]",[-0.35335252 -0.2867243 ],[ 1.32786046 -0.88859946]
