timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.00933167 -0.03582043  0.16671557 -0.17459788]
 [-0.00060545  0.00116736  0.          0.        ]]","[ 1.02492221  1.17459465  0.04990974 -0.47356071  1.44031865 -1.5129634
 -0.0949015  -0.22588809 -0.12231962  2.62818729  0.        ]",-0.177951304587,[-4.25064523 -3.14087   ],-3.63324,[-4.53918791 -3.60267448],[-0.71177435 -0.64143282]
1,"[[-0.03035541 -0.07550972  0.16671557 -0.17459788]
 [-3.95494507 -3.95690913  0.          0.        ]]","[ 1.02430242  1.17165809 -0.00924691 -0.53965433  1.44031792 -1.51296257
 -0.49265937 -0.94525419 -0.12927618  2.44318928  0.        ]",-0.165526462941,[-2.85994338 -1.97158277],-3.60684,[-2.88289452 -2.95982838],[-0.71177435 -0.64143282]
2,"[[-0.1483454  -0.19357451  0.16671557 -0.17459788]
 [-7.83118124 -7.83663984  0.          0.        ]]","[ 1.0086769   1.15061103 -0.18433805 -0.73468991  1.44031719 -1.51296175
 -0.88256089 -1.65038051 -0.20579     1.90300838  0.        ]",-0.128052029346,[ 0.58259083 -1.4235832 ],-3.1414,[-0.00361726 -1.91926348],[-0.71177435 -0.64143282]
3,"[[ -0.28027898  -0.38848739   0.16671557  -0.17459788]
 [ -5.37041898 -11.64195871   0.           0.        ]]","[ 0.96704039  1.07635818 -0.37638013 -1.04563472  1.44031646 -1.51296093
 -0.63503826 -2.34198106 -0.43222727  1.25768977  0.        ]",-0.0802804951704,[ 0.26477056 -1.08005067],-2.72692,[ 0.58217978 -0.21763071],[-0.71177435 -0.64143282]
4,"[[ -0.37610439  -0.6587456    0.16671557  -0.17459788]
 [ -4.21606825 -15.37142525   0.           0.        ]]","[ 0.92119098  0.8972121  -0.51155627 -1.43483266  1.44031573 -1.51296011
 -0.51892462 -3.01979267 -0.80584774  0.74033027  0.        ]",-0.04670705346,[ 2.83996009  1.47520722],-2.53489,[ 2.05480075  1.44040823],[-0.71177435 -0.64143282]
5,"[[ -0.41991598  -0.923406     0.16671557  -0.17459788]
 [ -0.17835595 -11.10879771   0.           0.        ]]","[ 0.89597713  0.64768094 -0.57175859 -1.74429868  1.440315   -1.51295929
 -0.1127802  -2.24507478 -1.17776793  0.49756077  0.        ]",-0.057194660052,[ 1.44292078  1.75059142],-2.62588,[ 0.97757387  1.32311785],[-0.71177435 -0.64143282]
6,"[[-0.38376426 -1.10365895  0.16671557 -0.17459788]
 [ 3.78049209 -6.93038733  0.          0.        ]]","[ 0.91697207  0.44453021 -0.52216072 -1.90308917  1.44031427 -1.51295847
  0.28543143 -1.48566499 -1.3378424   0.51034745  0.        ]",-0.0704388374058,[-0.72848847  1.53207249],-2.77304,[-0.74539977  1.38487351],[-0.71177435 -0.64143282]
7,"[[-0.33783702 -1.20115411  0.16671557 -0.17459788]
 [ 0.8220776  -2.8328063   0.          0.        ]]","[ 0.94104584  0.32611621 -0.45810808 -1.96913187  1.44031354 -1.51295765
 -0.01214892 -0.74094634 -1.38324663  0.56834605  0.        ]",-0.0757363811613,[ 0.08025622  0.7508724 ],-2.75159,[-0.01043004  0.89066613],[-0.71177435 -0.64143282]
8,"[[-0.31837989 -1.22741771  0.16671557 -0.17459788]
 [ 1.12264241  0.19635226  0.          0.        ]]","[ 0.95035624  0.29338931 -0.4306499  -1.98441868  1.44031281 -1.51295683
  0.01808423 -0.19040919 -1.38462774  0.59490364  0.        ]",-0.0766217990829,[ 0.1473552  -0.12950408],-2.70791,[-0.46412489  0.44835749],[-0.71177435 -0.64143282]
9,"[[-0.29029834 -1.22867589  0.16671557 -0.17459788]
 [ 1.68364434 -0.32044665  0.          0.        ]]","[ 0.96285142  0.29181351 -0.39071213 -1.98512236  1.44031208 -1.512956
  0.07451418 -0.28433523 -1.34198657  0.63566372  0.        ]",-0.0745389526626,[-0.02703141  0.51366314],-2.7492,[-0.78110403  0.50044858],[-0.71177435 -0.64143282]
