timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.01191305  0.0727075   0.06520695 -0.0971502 ]
 [-0.00286338  0.00300238  0.          0.        ]]","[ 1.0231361   1.17718594  0.06055601 -0.29282694  0.56722894 -0.83951843
 -0.09497237 -0.22759683  0.99129293  1.6740006   0.        ]",-0.180097831602,[-3.07984463 -1.16293637],-3.41364,[-3.53616095 -0.43141755],[-0.74187034 -0.61855757]
1,"[[-0.02781874  0.03305453  0.06520695 -0.0971502 ]
 [-3.95715235 -3.95511342  0.          0.        ]]","[  1.02266657e+00   1.17994781e+00   1.26704595e-03  -3.59495108e-01
   5.67228815e-01  -8.39518182e-01  -4.86627740e-01  -9.40065494e-01
   9.95312870e-01   1.49056831e+00   0.00000000e+00]",-0.173115231117,[-1.89967212  0.10971049],-3.33684,[-2.32348323  0.25821406],[-0.74187034 -0.61855757]
2,"[[-0.14586897 -0.0408884   0.06520695 -0.0971502 ]
 [-7.83496157 -3.44089629  0.          0.        ]]","[ 1.00747073  1.17956567 -0.17414237 -0.48396758  0.56722869 -0.83951794
 -0.870708   -0.8475051   0.96259437  1.01703997  0.        ]",-0.15485695455,[-1.64058879  0.77228606],-3.1535,[-1.01238596  0.46658096],[-0.74187034 -0.61855757]
3,"[[ -0.34071616  -0.07832653   0.06520695  -0.0971502 ]
 [-11.63709281  -0.31333864   0.           0.        ]]","[ 0.93787992  1.17662573 -0.45591766 -0.54688852  0.56722856 -0.83951769
 -1.24729241 -0.28453822  0.82553575  0.39230229  0.        ]",-0.130910903064,[ 0.58863075  0.28689004],-2.67091,[ 1.02870023  0.31401145],[-0.74187034 -0.61855757]
4,"[[-0.54778997 -0.07314311  0.06520695 -0.0971502 ]
 [-9.07880338  0.82787671  0.          0.        ]]","[ 0.80596115  1.17714218 -0.73445403 -0.53818581  0.56722843 -0.83951744
 -0.99390439 -0.07911705  0.60360709 -0.15570491  0.        ]",-0.111248549488,[ 0.81746961 -0.47303995],-2.2587,[ 1.01118779  0.16292244],[-0.74187034 -0.61855757]
5,"[[-0.69511114 -0.075556    0.06520695 -0.0971502 ]
 [-5.6646852  -1.06286184  0.          0.        ]]","[ 0.67870946  1.17690546 -0.91304481 -0.54223718  0.5672283  -0.8395172
 -0.65575035 -0.41945392  0.39042639 -0.51127636  0.        ]",-0.100431013108,[ 1.19181308  0.69726454],-2.19926,[ 1.04910469  0.12481362],[-0.74187034 -0.61855757]
6,"[[-0.76760096 -0.06891708  0.06520695 -0.0971502 ]
 [-1.59783369  1.71749064  0.          0.        ]]","[ 0.60683277  1.17753653 -0.99354346 -0.53108791  0.56722817 -0.83951695
 -0.25294592  0.08101548  0.27829078 -0.66195105  0.        ]",-0.0968667776485,[-0.04290216 -1.05326418],-2.17168,[-0.29648474 -0.55006456],[-0.74187034 -0.61855757]
7,"[[-0.80092779 -0.07463573  0.06520695 -0.0971502 ]
 [-1.73440049 -2.27604577  0.          0.        ]]","[ 0.57188055  1.1769955  -1.0287501  -0.5406918   0.56722804 -0.83951671
 -0.26647224 -0.63782962  0.21592898 -0.73668164  0.        ]",-0.0953891707627,[ 0.96399031  0.39067682],-2.19997,[ 0.66877043  0.06432781],[-0.74187034 -0.61855757]
8,"[[-0.7970165  -0.10419877  0.06520695 -0.0971502 ]
 [ 2.11272424 -0.6855538   0.          0.        ]]","[ 0.57604267  1.17351557 -1.02467868 -0.590268    0.56722791 -0.83951646
  0.11456924 -0.3515375   0.19458496 -0.75851952  0.        ]",-0.0948529244052,[-1.21457157  0.24775155],-2.32076,[-0.45991623 -0.38091353],[-0.74187034 -0.61855757]
9,"[[-0.79487575 -0.10791547  0.06520695 -0.0971502 ]
 [-1.88533659  0.31055889  0.          0.        ]]","[ 0.57831392  1.17299651 -1.02244321 -0.59649071  0.56722778 -0.83951622
 -0.28142186 -0.17223497  0.19483407 -0.7578401   0.        ]",-0.0948400878367,[ 0.5337541  -0.02353278],-2.19529,[ 0.36955425 -0.41541108],[-0.74187034 -0.61855757]
10,"[[-0.81102293 -0.10270924  0.06520695 -0.0971502 ]
 [ 0.26346431  0.21039999  0.          0.        ]]","[ 0.56106438  1.17371736 -1.03918059 -0.58777313  0.56722766 -0.83951597
 -0.0685921  -0.19026376  0.17125829 -0.78480176  0.        ]",-0.094445905723,[-0.10631719 -0.24662113],-2.22186,[-0.0617536  -0.47955242],[-0.74187034 -0.61855757]
11,"[[-0.8100219  -0.1083391   0.06520695 -0.0971502 ]
 [-0.16194697 -0.77011889  0.          0.        ]]","[ 0.56214141  1.1729353  -1.03815075 -0.59719957  0.56722753 -0.83951572
 -0.1107273  -0.36675933  0.16758621 -0.78826198  0.        ]",-0.0943579711263,[ 0.22802666 -0.38467005],-2.19175,[ 0.22022024 -0.30278274],[-0.74187034 -0.61855757]
12,"[[-0.80417233 -0.13887414  0.06520695 -0.0971502 ]
 [ 0.74388605 -2.27835657  0.          0.        ]]","[ 0.56841519  1.16797289 -1.0321129  -0.64821879  0.5672274  -0.83951548
 -0.02100829 -0.63824545  0.14800469 -0.80586727  0.        ]",-0.0938775442898,[ 0.11127584 -0.00036015],-2.21613,[ 0.3208566  -0.09321555],[-0.74187034 -0.61855757]
13,"[[-0.7850258  -0.18400465  0.06520695 -0.0971502 ]
 [ 1.16935123 -2.23483902  0.          0.        ]]","[ 0.58870287  1.15841173 -1.01209486 -0.72321304  0.56722727 -0.83951523
  0.02113228 -0.63041203  0.13720048 -0.81030932  0.        ]",-0.0933811661399,[-0.08520586  0.17292594],-2.22953,[ 0.2532272  -0.13574538],[-0.74187034 -0.61855757]
14,"[[-0.76525554 -0.22138613  0.06520695 -0.0971502 ]
 [ 0.80887588 -1.5057394   0.          0.        ]]","[ 0.6092473   1.14849311 -0.99101902 -0.78486206  0.56722714 -0.83951499
 -0.01457132 -0.49917228  0.13471697 -0.80553959  0.        ]",-0.0929926389724,[ 0.31407089  0.02837069],-2.18486,[ 0.2225475  -0.28400776],[-0.74187034 -0.61855757]
15,"[[-0.7367733  -0.25007941  0.06520695 -0.0971502 ]
 [ 2.03526567 -1.36405869  0.          0.        ]]","[ 0.63810697  1.13966004 -0.95994785 -0.83183662  0.56722701 -0.83951474
  0.10689754 -0.47366932  0.15616421 -0.77563758  0.        ]",-0.0930122880698,[ 0.07227041  0.3887003 ],-2.21275,[-0.17438698 -0.35256651],[-0.74187034 -0.61855757]
16,"[[-0.69360938 -0.2616483   0.06520695 -0.0971502 ]
 [ 2.28031231  0.20195155  0.          0.        ]]","[ 0.68013502  1.13580052 -0.91131872 -0.85068133  0.56722688 -0.8395145
  0.13116839 -0.19178369  0.2197177  -0.70017252  0.        ]",-0.094116256101,[-1.76296682 -1.1829579 ],-2.24383,[-0.71836609 -0.64425933],[-0.74187034 -0.61855757]
17,"[[-0.68813165 -0.29736189  0.06520695 -0.0971502 ]
 [-1.71923714 -3.76011328  0.          0.        ]]","[ 0.68531794  1.1228144  -0.90501818 -0.90847742  0.56722676 -0.83951425
 -0.26497068 -0.90496469  0.19306373 -0.72117753  0.        ]",-0.0931163963204,[ 1.80903937  0.27110187],-2.08891,[ 1.03176093  0.20393875],[-0.74187034 -0.61855757]
18,"[[-0.68248836 -0.36106208  0.06520695 -0.0971502 ]
 [ 2.27029746 -2.61371747  0.          0.        ]]","[ 0.69062152  1.09567437 -0.89849747 -1.00995577  0.56722663 -0.839514
  0.13017655 -0.69861048  0.13649719 -0.76368624  0.        ]",-0.0911467378086,[-0.36134719  0.16055877],-2.20358,[ 0.05390385 -0.16522524],[-0.74187034 -0.61855757]
19,"[[-0.65187799 -0.40643301  0.06520695 -0.0971502 ]
 [ 0.79564754 -1.92567223  0.          0.        ]]","[ 0.71874634  1.07328634 -0.86261216 -1.08078674  0.5672265  -0.83951376
 -0.01588158 -0.57476052  0.14194633 -0.74053955  0.        ]",-0.0904512920222,[ 0.24695077  0.1000422 ],-2.15111,[ 0.23152551 -0.27976283],[-0.74187034 -0.61855757]
20,"[[-0.62632258 -0.44059303  0.06520695 -0.0971502 ]
 [ 1.7566968  -1.49177324  0.          0.        ]]","[ 0.7413806   1.05478319 -0.83200171 -1.13321939  0.56722637 -0.83951351
  0.07930648 -0.49665752  0.14970637 -0.71756481  0.        ]",-0.0899480237068,[-0.09413694  0.04402367],-2.16098,[-0.10111818 -0.39374813],[-0.74187034 -0.61855757]
