timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.02607773  0.04054981 -0.09868822 -0.18393455]
 [-0.00401952  0.0031151   0.          0.        ]]","[ 1.04596382  1.15740931  0.00918895  0.1007501  -0.82337052 -1.54533635
  0.10205911  0.00336648  1.57627072  1.28701623  0.        ]",-0.364281083986,[ 0.30926119  0.27841915],-4.38904,[-0.06055367  0.01456544],[-0.03070089  0.04202706]
1,"[[ 0.03826858  0.05166771 -0.09868822 -0.18393455]
 [ 1.21903356  1.10500416  0.          0.        ]]","[ 1.04534251  1.15664981  0.02824771  0.11884887 -0.82331657 -1.54513191
  0.21500915  0.1462591   1.57460903  1.31261772  0.        ]",-0.366101200845,[-0.04683518  0.1633973 ],-4.38899,[-0.060291    0.01541209],[-0.03070089  0.04202706]
2,"[[ 0.06054599  0.08004053 -0.09868822 -0.18393455]
 [ 1.00940691  1.73019409  0.          0.        ]]","[ 1.04375393  1.15416231  0.06305139  0.16499158 -0.82326262 -1.54492755
  0.19563978  0.2273306   1.56986044  1.36540961  0.        ]",-0.369723734346,[ 0.09876363  1.26153511],-4.43666,[-0.06015337  0.01575246],[-0.03070089  0.04202706]
3,"[[ 0.08443861  0.15402712 -0.09868822 -0.18393455]
 [ 1.37863641  5.65538374  0.          0.        ]]","[ 1.04130449  1.14303837  0.10032595  0.28473886 -0.82320869 -1.54472327
  0.22973421  0.73636267  1.55636041  1.45358443  0.        ]",-0.375280640875,[ 0.35666052  0.37533412],-4.58128,[-0.05944451  0.01774476],[-0.03070089  0.04202706]
4,"[[ 0.1258891   0.28091726 -0.09868822 -0.18393455]
 [ 2.76182615  7.02905329  0.          0.        ]]","[ 1.0352755   1.10803168  0.16480407  0.48656902 -0.82315477 -1.54451907
  0.35748149  0.914458    1.51810983  1.60114706  0.        ]",-0.383353114421,[-2.18957807 -0.97252868],-4.36428,[-0.05905486  0.01866928],[-0.03070089  0.04202706]
5,"[[ 0.14090193  0.38148078 -0.09868822 -0.18393455]
 [-1.24723188  3.04058326  0.          0.        ]]","[ 1.03246377  1.06623508  0.18807542  0.64150602 -0.82310086 -1.54431496
 -0.01284088  0.39714394  1.48231149  1.68857608  0.        ]",-0.387046864864,[-0.06210364 -0.25772122],-4.5781,[-0.06010031  0.01671067],[-0.03070089  0.04202706]
6,"[[ 0.11374384  0.43145056 -0.09868822 -0.18393455]
 [-1.46784599  1.95999475  0.          0.        ]]","[ 1.03709191  1.04094482  0.14592392  0.7162854  -0.82304696 -1.54411092
 -0.03321885  0.2569786   1.47650989  1.68465519  0.        ]",-0.385991384819,[-0.13965162 -0.29549392],-4.50047,[-0.0602402   0.01637442],[-0.03070089  0.04202706]
7,"[[ 0.07913957  0.45852367 -0.09868822 -0.18393455]
 [-1.99084219  0.75134294  0.          0.        ]]","[ 1.04156017  1.02599373  0.09203146  0.75607826 -0.82299306 -1.54390697
 -0.08152938  0.1002042   1.480916    1.65608224  0.        ]",-0.383868367938,[-0.11329434  0.57576706],-4.40195,[-0.06044892  0.01589365],[-0.03070089  0.04202706]
8,"[[ 0.03521253  0.49627667 -0.09868822 -0.18393455]
 [-2.4004952   3.01640736  0.          0.        ]]","[ 1.0449047   1.0037832   0.02341584  0.81069256 -0.82293918 -1.5437031
 -0.11936935  0.39399221  1.4843414   1.62194988  0.        ]",-0.38113355664,[ 0.13887701 -0.50913238],-4.41177,[-0.06037318  0.01673769],[-0.03070089  0.04202706]
9,"[[-0.00680114  0.53577665 -0.09868822 -0.18393455]
 [-1.80286423  0.94051038  0.          0.        ]]","[ 1.04563473  0.97884125 -0.0423123   0.86664487 -0.82288532 -1.5434993
 -0.06415417  0.12470987  1.48535584  1.5914633   0.        ]",-0.378471074979,[ 0.95888315 -1.02145459],-4.41775,[-0.06051613  0.01617968],[-0.03070089  0.04202706]
