timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.06899539  0.04367351  0.13081445  0.05917403]
 [ 0.00035377 -0.00405164  0.          0.        ]]","[ 0.99770819  1.3533642   0.27765752 -0.34798405  1.13429757  0.51413641
 -0.17511608 -0.26257467  0.16298779 -0.29925126  0.        ]",-0.0878413663094,[ 1.06841344 -0.27055738],-0.932297,[ 0.80713844  0.15668064],[-0.44338012 -0.25706214]
1,"[[ 0.10869708  0.03282918  0.13081445  0.05917403]
 [ 3.95664117 -1.07680161  0.          0.        ]]","[ 0.99255189  1.35386223  0.33860107 -0.36974678  1.13429661  0.51413617
  0.11531096 -0.42918179  0.15567782 -0.21852364  0.        ]",-0.0841563778654,[-0.10689993 -0.73137107],-0.940112,[-0.25481409 -0.06669492],[-0.44338012 -0.25706214]
2,"[[ 0.18281299 -0.01754681  0.13081445  0.05917403]
 [ 3.45661124 -3.95121767  0.          0.        ]]","[ 0.97679953  1.35432435  0.45159272 -0.47090424  1.13429566  0.51413593
  0.07860422 -0.87560292  0.14137378 -0.10576833  0.        ]",-0.0793932028062,[-0.3677936  -0.51168643],-0.936558,[-0.12697929  0.25106913],[-0.44338012 -0.25706214]
3,"[[ 0.23666892 -0.11610853  0.13081445  0.05917403]
 [ 1.93404644 -5.89846733  0.          0.        ]]","[ 0.96038899  1.34639953  0.53276749 -0.66832608  1.1342947   0.51413569
 -0.0331658  -1.17802664  0.13729459 -0.1012168   0.        ]",-0.0788751980202,[ 0.91102445  0.11663589],-0.907822,[ 0.37588614  0.64572418],[-0.44338012 -0.25706214]
4,"[[ 0.31112303 -0.22828627  0.13081445  0.05917403]
 [ 5.49950498 -5.32121853  0.          0.        ]]","[ 0.93091974  1.32326134  0.6432145  -0.89016663  1.13429374  0.51413545
  0.22857113 -1.08837403  0.12187286 -0.06673314  0.        ]",-0.076524450454,[ 0.00098874  0.43148767],-0.964001,[-0.59848785  0.28313372],[-0.44338012 -0.25706214]
5,"[[ 0.42005435 -0.31651083  0.13081445  0.05917403]
 [ 5.39398302 -3.50728128  0.          0.        ]]","[ 0.87394967  1.29468308  0.79992871 -1.06076103  1.13429278  0.51413521
  0.22082477 -0.80665342  0.08208882  0.07469714  0.        ]",-0.0702551888816,[-0.83389029 -0.87009422],-0.890733,[ -1.12884736e+00   9.52780247e-04],[-0.44338012 -0.25706214]
6,"[[ 0.49377812 -0.42051361  0.13081445  0.05917403]
 [ 1.98969943 -6.88176494  0.          0.        ]]","[ 0.82635462  1.24958222  0.90187375 -1.25552073  1.13429182  0.51413497
 -0.02908071 -1.33073858  0.05341291  0.11224333  0.        ]",-0.0670478084684,[-1.60816742  0.98792851],-1.0262,[-0.13803446  1.03323388],[-0.44338012 -0.25706214]
7,"[[ 0.49346963 -0.51751894  0.13081445  0.05917403]
 [-2.00724207 -2.83227463  0.          0.        ]]","[ 0.82656804  1.1967951   0.90145445 -1.42923144  1.13429087  0.51413473
 -0.32249267 -0.70181747  0.05610731 -0.00972717  0.        ]",-0.0687578068109,[-0.77248203  0.32564167],-0.962212,[ 0.59512472  0.80069518],[-0.44338012 -0.25706214]
8,"[[ 0.42305582 -0.56065371  0.13081445  0.05917403]
 [-5.02409463 -1.48568847  0.          0.        ]]","[ 0.87215055  1.17012819  0.80414795 -1.50356664  1.13428991  0.51413449
 -0.54395708 -0.49268077  0.07652725 -0.22298784  0.        ]",-0.076870969908,[ 1.78448258  0.18772467],-0.841333,[ 1.6817944   0.92218387],[-0.44338012 -0.25706214]
9,"[[ 0.36326126 -0.58262857  0.13081445  0.05917403]
 [-0.96885446 -0.71437122  0.          0.        ]]","[ 0.90567331  1.15580954  0.71903475 -1.54068014  1.13428895  0.51413425
 -0.24626506 -0.37288835  0.08325862 -0.38646247  0.        ]",-0.0846607937112,[ 0.08781683  1.17165586],-1.10886,[ 0.803671    0.52105021],[-0.44338012 -0.25706214]
10,"[[ 0.3475481  -0.55704754  0.13081445  0.05917403]
 [-0.60367638  3.25923182  0.          0.        ]]","[ 0.91367527  1.17242889  0.69633059 -1.49742241  1.13428799  0.51413401
 -0.21945753  0.24424682  0.09079176 -0.39113374  0.        ]",-0.0855346419488,[ 0.62856766 -0.29089484],-0.933802,[ 0.24500901 -0.11715758],[-0.44338012 -0.25706214]
11,"[[ 0.36054825 -0.50407592  0.13081445  0.05917403]
 [ 1.89536241  2.04198894  0.          0.        ]]","[ 0.90707798  1.20470568  0.71512346 -1.40567292  1.13428703  0.51413377
 -0.03600496  0.05519828  0.09877795 -0.29604671  0.        ]",-0.0818581422806,[-0.70008238 -0.10557296],-1.01229,[-0.42034677 -0.21677327],[-0.44338012 -0.25706214]
12,"[[ 0.37029281 -0.46782568  0.13081445  0.05917403]
 [-0.91155238  1.58455669  0.          0.        ]]","[ 0.90198085  1.22509356  0.72914992 -1.34130116  1.13428608  0.51413353
 -0.24205845 -0.01584499  0.10129306 -0.22854634  0.        ]",-0.0793895489309,[ 0.1452085   0.20823403],-0.959409,[ 0.26614183  0.02014148],[-0.44338012 -0.25706214]
13,"[[ 0.35800339 -0.42817878  0.13081445  0.05917403]
 [-0.3193631   2.37749039  0.          0.        ]]","[ 0.90838636  1.24577385  0.71145089 -1.2695387   1.13428512  0.51413329
 -0.19858617  0.10730464  0.10798095 -0.20754707  0.        ]",-0.0792549026608,[-0.31169969  1.06718188],-1.05501,[ 0.01559114 -0.14627945],[-0.44338012 -0.25706214]
14,"[[ 0.33929284 -0.34136881  0.13081445  0.05917403]
 [-1.54760258  6.29046608  0.          0.        ]]","[ 0.91774114  1.28500233  0.68434875 -1.10799369  1.13428416  0.51413305
 -0.28875029  0.71502443  0.11679558 -0.1424377   0.        ]",-0.0779886856909,[ 0.52614076 -0.78198457],-0.826358,[-0.13731116 -0.54788071],[-0.44338012 -0.25706214]
