timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.08112265  0.07416416 -0.00073114  0.17919654]
 [ 0.00438966  0.00492058  0.          0.        ]]","[  9.93035094e-01   1.26565984e+00  -1.15834274e-02  -2.75597246e-01
   2.54189756e-04   1.55111019e+00  -1.27544698e-01  -2.45341082e-01
   1.56779229e+00  -2.26714801e+00   0.00000000e+00]",-0.282199514884,[ 3.03771105  3.14792615],-3.07264,[ 3.90116668  2.16861153],[-0.62531018 -0.44828629]
1,"[[ -4.13605560e-02   1.13974005e-01  -7.31135788e-04   1.79196538e-01]
 [  3.95866386e+00   3.96287794e+00   0.00000000e+00   0.00000000e+00]]","[  9.96633992e-01   1.26099011e+00   4.88171558e-02  -2.04063256e-01
   2.54189694e-04   1.55110889e+00   2.10505606e-01   4.12887265e-01
   1.56733263e+00  -2.10253821e+00   0.00000000e+00]",-0.273860236783,[ 3.17898309  1.62801079],-2.93267,[ 3.21424723  1.61778605],[-0.62531018 -0.44828629]
2,"[[  7.67033342e-02   2.32156984e-01  -7.31135788e-04   1.79196538e-01]
 [  7.83485875e+00   7.84248925e+00   0.00000000e+00   0.00000000e+00]]","[  9.93549425e-01   1.23559182e+00   2.28378353e-01   5.94688351e-03
   2.54189631e-04   1.55110759e+00   5.41880881e-01   1.05808597e+00
   1.51356893e+00  -1.62002015e+00   0.00000000e+00]",-0.247371659636,[ 1.69515578 -0.21752329],-2.74318,[ 2.50644565  0.92197192],[-0.62531018 -0.44828629]
3,"[[  2.71543046e-01   3.78791664e-01  -7.31135788e-04   1.79196538e-01]
 [  1.16364881e+01   6.82435670e+00   0.00000000e+00   0.00000000e+00]]","[  9.43699233e-01   1.18057430e+00   5.19979071e-01   2.58141655e-01
   2.54189569e-04   1.55110629e+00   8.66881411e-01   8.88764916e-01
   1.29718439e+00  -9.42322259e-01   0.00000000e+00]",-0.203569396022,[ 1.892582   -0.26554824],-2.35408,[ 1.87643528  0.33029813],[-0.62531018 -0.44828629]
4,"[[  5.41663526e-01   5.03356723e-01  -7.31135788e-04   1.79196538e-01]
 [  1.53631785e+01   5.63607477e+00   0.00000000e+00   0.00000000e+00]]","[  7.86160400e-01   1.11421442e+00   8.96436996e-01   4.61330354e-01
   2.54189506e-04   1.55110499e+00   1.18547511e+00   6.91147283e-01
   8.46014864e-01  -2.52271626e-01   0.00000000e+00]",-0.145306512674,[ 0.11243745 -0.6382214 ],-1.97279,[ 0.31415245 -0.76457143],[-0.62531018 -0.44828629]
5,"[[  8.50354246e-01   5.89597729e-01  -7.31135788e-04   1.79196538e-01]
 [  1.55053820e+01   2.99680775e+00   0.00000000e+00   0.00000000e+00]]","[  4.94567177e-01   1.05826845e+00   1.25555620e+00   5.94282331e-01
   2.54189444e-04   1.55110369e+00   1.19763135e+00   2.52223513e-01
   2.10322897e-01   2.33607183e-01   0.00000000e+00]",-0.081208573478,[-0.84125076  0.25581307],-1.41823,[-1.39393103 -1.56518197],[-0.62531018 -0.44828629]
6,"[[  1.12399156e+00   6.59109161e-01  -7.31135788e-04   1.79196538e-01]
 [  1.18704526e+01   3.95117975e+00   0.00000000e+00   0.00000000e+00]]","[  1.57866457e-01   1.00753897e+00   1.48433986e+00   6.96058567e-01
   2.54189381e-04   1.55110239e+00   8.86881264e-01   4.10940412e-01
  -4.22461976e-01   4.08491891e-01   0.00000000e+00]",-0.0278175791109,[-3.70413167 -1.74654189],-0.98441,[-2.76066709 -2.29509306],[-0.62531018 -0.44828629]
7,"[[  1.31936588e+00   6.97631386e-01  -7.31135788e-04   1.79196538e-01]
 [  7.68086488e+00  -8.54771044e-02   0.00000000e+00   0.00000000e+00]]","[ -1.13257075e-01   9.77355379e-01   1.58589449e+00   7.50192525e-01
   2.54189318e-04   1.55110109e+00   5.28713709e-01  -2.60376644e-01
  -8.69786424e-01   3.87391726e-01   0.00000000e+00]",-0.027627384415,[-3.18254344 -2.29804255],-0.975565,[-2.85333228 -1.85369778],[-0.62531018 -0.44828629]
8,"[[  1.43177739e+00   6.56223841e-01  -7.31135788e-04   1.79196538e-01]
 [  3.57396443e+00  -4.04206984e+00   0.00000000e+00   0.00000000e+00]]","[ -2.76286482e-01   1.00974030e+00   1.61906493e+00   6.91936320e-01
   2.54189256e-04   1.55109979e+00   1.77615134e-01  -9.18378421e-01
  -1.05808281e+00   3.68758494e-01   0.00000000e+00]",-0.0426994321013,[-1.40105099 -0.80006132],-1.09155,[-1.73814404 -0.43620324],[-0.62531018 -0.44828629]
9,"[[  1.46286450e+00   5.44414562e-01  -7.31135788e-04   1.79196538e-01]
 [ -4.51798803e-01  -7.12856153e+00   0.00000000e+00   0.00000000e+00]]","[ -3.21917083e-01   1.08856697e+00   1.62489060e+00   5.25494281e-01
   2.54189193e-04   1.55109849e+00  -1.66547023e-01  -1.43167718e+00
  -1.00768466e+00   4.26492841e-01   0.00000000e+00]",-0.0402690611327,[ 0.65277188  0.39737949],-1.14437,[ 0.01614621  1.26993823],[-0.62531018 -0.44828629]
