timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.09949182 -0.03646044 -0.13900026 -0.06034417]
 [-0.0028102   0.00365072  0.          0.        ]]","[ 0.99592319  1.36341108  0.02262842 -0.51326446 -1.19059396 -0.51204289
 -0.18056468 -0.26266954  2.75064646  0.54862217  0.        ]",-0.349299656483,[-0.20464151  2.38755222],-2.60326,[-0.94901216  1.77871299],[-0.43004242 -0.25560683]
1,"[[ -1.07685233e-01   3.34284765e-03  -1.39000259e-01  -6.03441666e-02]
 [ -8.13825808e-01   3.96348028e+00   0.00000000e+00   0.00000000e+00]]","[ 0.99468423  1.3642022   0.01006053 -0.43263802 -1.19059286 -0.51204264
 -0.23921257  0.34888932  2.75382715  0.57825382  0.        ]",-0.349907319907,[-0.0395083   1.30647112],-2.57505,[-1.0023284   1.53388572],[-0.43004242 -0.25560683]
2,"[[-0.12538344  0.12155354 -0.13900026 -0.06034417]
 [-0.95551323  7.84465357  0.          0.        ]]","[ 0.99167609  1.35533314 -0.01704769 -0.19374558 -1.19059175 -0.5120424
 -0.2494585   0.94830012  2.75758336  0.68254782  0.        ]",-0.351427857774,[-1.82083864  1.13947646],-2.64362,[-1.08386028  1.39303684],[-0.43004242 -0.25560683]
3,"[[ -0.18400926   0.31663136  -0.13900026  -0.06034417]
 [ -4.89395587  11.65042922   0.           0.        ]]","[ 0.97847553  1.30441861 -0.10636641  0.19142848 -1.19059065 -0.51204215
 -0.53426399  1.53606517  2.73962177  0.78573302  0.        ]",-0.350939794633,[-0.65424154  1.805875  ],-2.64358,[-0.96903765  1.29941177],[-0.43004242 -0.25560683]
4,"[[ -0.3068988    0.58706227  -0.13900026  -0.06034417]
 [ -7.38669942  15.38020055   0.           0.        ]]","[ 0.93485975  1.16283588 -0.29008735  0.68284272 -1.19058954 -0.5120419
 -0.71452465  2.11208931  2.67900015  0.83020973  0.        ]",-0.345388401325,[-1.43700711  1.41374072],-2.61708,[-0.76976967  1.194116  ],[-0.43004242 -0.25560683]
5,"[[ -0.49287406   0.93134979  -0.13900026  -0.06034417]
 [-11.19820563  19.03627822   0.           0.        ]]","[ 0.82919603  0.87921035 -0.55388538  1.18632789 -1.19058844 -0.51204165
 -0.99015046  2.67672744  2.55072546  0.82099728  0.        ]",-0.332108257563,[-1.5924961  -0.39074547],-2.48319,[-0.42632657  0.96119213],[-0.43004242 -0.25560683]
6,"[[ -0.7543138    1.29277506  -0.13900026  -0.06034417]
 [-14.93355643  17.11252975   0.           0.        ]]","[ 0.60670629  0.49157671 -0.88025372  1.50881794 -1.19058733 -0.5120414
 -1.26026865  2.37961736  2.35482546  0.69224334  0.        ]",-0.310090335235,[ 0.15905211  0.37471034],-2.28859,[-0.29719114  0.56087005],[-0.43004242 -0.25560683]
7,"[[ -1.04371623   1.64650181  -0.13900026  -0.06034417]
 [-14.00970171  18.25635906   0.           0.        ]]","[ 0.27680506  0.07052128 -1.15705889  1.58081144 -1.19058623 -0.51204115
 -1.1934596   2.55626282  2.101167    0.55734189  0.        ]",-0.282256366141,[-0.52678131 -0.33427223],-2.11378,[-0.38408726  0.29441303],[-0.43004242 -0.25560683]
8,"[[ -1.34205406   1.99471592  -0.13900026  -0.06034417]
 [-15.81815796  16.57062436   0.           0.        ]]","[-0.12694421 -0.33323478 -1.32619225  1.40727633 -1.19058512 -0.51204091
 -1.32423548  2.29591319  1.80470216  0.48398922  0.        ]",-0.250837903653,[ 0.01350512  0.58937599],-1.92819,[-0.25776216 -0.28095484],[-0.43004242 -0.25560683]
9,"[[ -1.65474992   2.34624207  -0.13900026  -0.06034417]
 [-15.45257062  18.57535523   0.           0.        ]]","[-0.58089347 -0.68045711 -1.36092919  1.00738903 -1.19058402 -0.51204066
 -1.29779695  2.60551462  1.48064739  0.49621386  0.        ]",-0.217545045493,[ 0.63712002 -1.15505878],-1.72044,[ 0.25059578 -0.71060979],[-0.43004242 -0.25560683]
