timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.06438945  0.04158526 -0.08000791  0.08851996]
 [-0.00327564 -0.00162192  0.          0.        ]]","[ 1.00635065  1.2114176   0.16364885 -0.34176659 -0.69286614  0.76633275
 -0.11099872 -0.23447304  2.54610459 -0.84037385  0.        ]",-0.297641311514,[ 2.14927394  2.54116707],-3.48051,[ 2.6701889   2.18412519],[-0.73191035 -0.56222534]
1,"[[ 0.10399969  0.08126555 -0.08000791  0.08851996]
 [ 3.95114191  3.95646367  0.          0.        ]]","[ 1.00140512  1.20826645  0.22302092 -0.27388256 -0.69286593  0.76633251
  0.26015544  0.45806832  2.52858397 -0.66615498  0.        ]",-0.293352979203,[ 2.64233539  1.64244262],-3.34383,[ 2.51328516  1.8349781 ],[-0.73191035 -0.56222534]
2,"[[ 0.2219144   0.19932152 -0.08000791  0.08851996]
 [ 7.82745783  7.83620294  0.          0.        ]]","[ 0.97301941  1.18692487  0.39795271 -0.07362515 -0.69286573  0.76633228
  0.62397909  1.13690123  2.42283014 -0.16238916  0.        ]",-0.278774981316,[ 2.7240897   1.31814262],-3.21326,[ 2.61721015  1.81535649],[-0.73191035 -0.56222534]
3,"[[  0.41658956   0.39420133  -0.08000791   0.08851996]
 [ 11.62751955  11.63908737   0.           0.        ]]","[ 0.88244922  1.11332725  0.67557248  0.24531503 -0.69286553  0.76633204
  0.98064549  1.8022859   2.08618303  0.57515205  0.        ]",-0.249260683573,[ 1.98155937  1.35439387],-3.20805,[ 1.96222448  1.31634068],[-0.73191035 -0.56222534]
4,"[[  0.68652131   0.66438193  -0.08000791   0.08851996]
 [ 15.35351239  15.366505     0.           0.        ]]","[ 0.6730837   0.9374033   1.02037538  0.64385059 -0.69286533  0.7663318
  1.33035958  2.45446407  1.36370596  1.2757232   0.        ]",-0.199117043365,[-0.42086122 -1.59816561],-2.97637,[-0.27367532 -0.91135281],[-0.73191035 -0.56222534]
5,"[[  0.97387007   0.92893186  -0.08000791   0.08851996]
 [ 13.3877736   11.10268447   0.           0.        ]]","[ 0.35929573  0.69343794  1.31103771  0.95994805 -0.69286513  0.76633156
  1.14585847  1.7084282   0.47564235  1.49701201  0.        ]",-0.140397973769,[-2.73178156 -0.28920819],-2.228,[-1.74215198 -1.86993766],[-0.73191035 -0.56222534]
6,"[[ 1.19928712  1.13729749 -0.08000791  0.08851996]
 [ 9.16785498  9.73844326  0.          0.        ]]","[ 0.06372738  0.46236476  1.46856066  1.14253677 -0.69286493  0.76633132
  0.74978455  1.46972805 -0.18551352  1.29976363  0.        ]",-0.0930195295694,[-3.10536652 -2.8883184 ],-1.62886,[-2.37234187 -2.37755418],[-0.73191035 -0.56222534]
7,"[[ 1.34114153  1.29041204 -0.08000791  0.08851996]
 [ 5.03117512  5.58686122  0.          0.        ]]","[-0.1372676   0.27697515  1.53168833  1.23415163 -0.69286473  0.76633108
  0.36152338  0.74333192 -0.5506106   1.00321804  0.        ]",-0.0629200103741,[-2.22693641 -2.11007249],-1.41142,[-1.82477224 -2.07485175],[-0.73191035 -0.56222534]
8,"[[ 1.40107416  1.36132024 -0.08000791  0.08851996]
 [ 0.97550433  1.51752388  0.          0.        ]]","[-0.22446623  0.18801121  1.54956886  1.26361811 -0.69286452  0.76633084
 -0.01913441  0.03132617 -0.6828364   0.83971924  0.        ]",-0.0510342885421,[-0.25068568 -0.58894827],-1.45393,[-0.38028839 -0.75788969],[-0.73191035 -0.56222534]
9,"[[ 1.41044249  1.3679738  -0.08000791  0.08851996]
 [-0.03531015 -0.84429634  0.          0.        ]]","[-0.23818598  0.17958701  1.55188317  1.26595197 -0.69286432  0.7663306
 -0.1140076  -0.38191791 -0.69995584  0.81911224  0.        ]",-0.0497467701573,[ 0.02895719 -0.25116976],-1.45543,[ 0.17336145 -0.05191076],[-0.73191035 -0.56222534]
10,"[[ 1.41089521  1.3412769  -0.08000791  0.08851996]
 [ 0.0801986  -1.82213474  0.          0.        ]]","[-0.23884946  0.2133148   1.55199072  1.25613615 -0.69286412  0.76633036
 -0.10316613 -0.55300872 -0.68880407  0.85644015  0.        ]",-0.0522922250557,[-0.62382158  1.30727635],-1.39164,[ 0.27214959  0.28570238],[-0.73191035 -0.56222534]
11,"[[ 1.38770634  1.34492946 -0.08000791  0.08851996]
 [-2.3908584   2.17406661  0.          0.        ]]","[-0.20492749  0.20871209  1.54603669  1.2575488  -0.69286392  0.76633013
 -0.33509506  0.14620085 -0.65459908  0.87841643  0.        ]",-0.0536199941369,[-0.4394521   0.33033809],-1.43713,[ 0.62158382 -0.26136762],[-0.73191035 -0.56222534]
12,"[[ 1.32291261  1.40110586 -0.08000791  0.08851996]
 [-4.08289018  3.43934384  0.          0.        ]]","[-0.11097162  0.13747358  1.52519772  1.27646643 -0.69286372  0.76632989
 -0.49390604  0.36758455 -0.58103333  0.87123705  0.        ]",-0.0531834825261,[ 0.59755828  0.54832776],-1.52745,[ 1.06587076 -0.261338  ],[-0.73191035 -0.56222534]
13,"[[ 1.26578692  1.49098798 -0.08000791  0.08851996]
 [-1.63777808  5.54188023  0.          0.        ]]","[-0.02939031  0.02215296  1.50174466  1.29562945 -0.69286352  0.76632965
 -0.26441206  0.73546223 -0.53618176  0.80367385  0.        ]",-0.0488328690869,[ 0.04382764 -1.70150078],-1.54596,[ 0.08354893 -1.31471992],[-0.73191035 -0.56222534]
14,"[[ 1.23510444  1.56099643 -0.08000791  0.08851996]
 [-1.43117971  1.47252783  0.          0.        ]]","[ 0.01384373 -0.06829394  1.4872096   1.30100248 -0.69286332  0.76632941
 -0.24502104  0.02345317 -0.52121286  0.73423139  0.        ]",-0.0441717555907,[ 0.42678224 -0.20596464],-1.54206,[ 0.49689791 -0.49900955],[-0.73191035 -0.56222534]
15,"[[ 1.22371297  1.58196895 -0.08000791  0.08851996]
 [ 0.28631461  0.62754412  0.          0.        ]]","[ 0.02978018 -0.09542149  1.48147146  1.30097712 -0.69286311  0.76632917
 -0.08381997 -0.12439249 -0.51328973  0.71520159  0.        ]",-0.0429968594223,[-0.13306599 -0.18825416],-1.51473,[ 0.09723875 -0.61987525],[-0.73191035 -0.56222534]
16,"[[ 1.22409993  1.58691715 -0.08000791  0.08851996]
 [-0.24584715 -0.13019948  0.          0.        ]]","[ 0.02923989 -0.10182138  1.48166844  1.30086069 -0.69286291  0.76632893
 -0.13376774 -0.25697385 -0.51580686  0.70768804  0.        ]",-0.0424159962453,[ 0.44502616 -0.30236737],-1.54259,[ 0.33158538 -0.3637386 ],[-0.73191035 -0.56222534]
17,"[[ 1.23690489  1.57232361 -0.08000791  0.08851996]
 [ 1.52045641 -1.32517298  0.          0.        ]]","[ 0.01131905 -0.08294545  1.48809672  1.30108073 -0.69286271  0.76632869
  0.03201453 -0.46605675 -0.52832721  0.71619724  0.        ]",-0.0427635284098,[-0.66543906  0.32705545],-1.46541,[-0.05873609 -0.33072346],[-0.73191035 -0.56222534]
18,"[[ 1.24058681  1.55908118 -0.08000791  0.08851996]
 [-1.1433869  -0.00347512  0.          0.        ]]","[ 0.00615122 -0.06581661  1.48990134  1.30096441 -0.69286251  0.76632845
 -0.21800932 -0.23480086 -0.52835171  0.73161396  0.        ]",-0.0438521109379,[ 0.83536238 -0.85077849],-1.56447,[ 0.57201624 -0.20098168],[-0.73191035 -0.56222534]
19,"[[ 1.25112214  1.52520688 -0.08000791  0.08851996]
 [ 2.18582192 -3.37272986  0.          0.        ]]","[-0.00867165 -0.02202008  1.4949601   1.29930035 -0.69286231  0.76632821
  0.09446472 -0.82431504 -0.52952329  0.7696557   0.        ]",-0.0465239890707,[-0.23833463  0.41442548],-1.47876,[-0.01015079  0.27472192],[-0.73191035 -0.56222534]
20,"[[ 1.28493787  1.47488816 -0.08000791  0.08851996]
 [ 1.19904038 -1.6648309   0.          0.        ]]","[-0.05659094  0.04289782  1.5101259   1.29320317 -0.69286211  0.76632798
  0.00184701 -0.52548586 -0.55766851  0.80706977  0.        ]",-0.0487900821119,[ 1.12024013 -0.14419778],-1.55567,[ 0.07123575 -0.02064294],[-0.73191035 -0.56222534]
21,"[[ 1.3483873   1.43618556 -0.08000791  0.08851996]
 [ 5.13277785 -2.20365411  0.          0.        ]]","[-0.14775143  0.0926246   1.53411738  1.2855735  -0.69286191  0.76632774
  0.37106118 -0.61976296 -0.63574544  0.794       0.        ]",-0.0474716610348,[-0.89003981 -0.81842368],-1.42601,[-1.08119643 -0.49175638],[-0.73191035 -0.56222534]
22,"[[ 1.41469079  1.36004278 -0.08000791  0.08851996]
 [ 1.50968656 -5.3999469   0.          0.        ]]","[-0.24441472  0.18962752  1.55287737  1.26315206 -0.6928617   0.7663275
  0.03100361 -1.1790141  -0.70298682  0.82526379  0.        ]",-0.0502251129913,[-0.00872473  1.54907623],-1.41011,[ 0.19859776  1.09155869],[-0.73191035 -0.56222534]
23,"[[ 1.44422952  1.29284437 -0.08000791  0.08851996]
 [ 1.44438774 -1.33344622  0.          0.        ]]","[-0.28783105  0.27395114  1.55913561  1.23528996 -0.6928615   0.76632726
  0.02487476 -0.46750307 -0.71792821  0.88429115  0.        ]",-0.0546389779678,[-0.27057732 -0.67487235],-1.42621,[-0.22510846  0.01735586],[-0.73191035 -0.56222534]
24,"[[ 1.46209412  1.23963163 -0.08000791  0.08851996]
 [ 0.34574862 -3.97900802  0.          0.        ]]","[-0.31417037  0.33960674  1.56228856  1.20794045 -0.6928613   0.76632702
 -0.07824178 -0.93039369 -0.71993235  0.93631349  0.        ]",-0.0583763208418,[-0.67179741  1.15161212],-1.36675,[ 0.40670225  1.0586251 ],[-0.73191035 -0.56222534]
25,"[[ 1.44225929  1.20057626 -0.08000791  0.08851996]
 [-2.32035627  0.06000757  0.          0.        ]]","[-0.28492954  0.38704726  1.55875648  1.18494238 -0.6928611   0.76632678
 -0.3284782  -0.22369163 -0.66621109  1.01316157  0.        ]",-0.063385032348,[ 1.44819439  0.88847175],-1.57188,[ 0.86528838  0.51800072],[-0.73191035 -0.56222534]
26,"[[ 1.43600565  1.23705147 -0.08000791  0.08851996]
 [ 1.68169755  3.57580641  0.          0.        ]]","[-0.27572526  0.34276128  1.55752038  1.2064959  -0.6928609   0.76632654
  0.04714846  0.39146376 -0.67631899  0.97126026  0.        ]",-0.0604323865536,[-0.66649565 -1.61554918],-1.44394,[-0.80407393 -1.09398007],[-0.73191035 -0.56222534]
27,"[[ 1.44285441  1.26813584 -0.08000791  0.08851996]
 [-0.98795874 -0.45394313  0.          0.        ]]","[-0.28580573  0.30457334  1.55886888  1.2231645  -0.6928607   0.7663263
 -0.20342142 -0.31361716 -0.70370755  0.92033966  0.        ]",-0.0570315683949,[ 0.10137978  0.10516121],-1.44668,[ 0.45431104  0.200149  ],[-0.73191035 -0.56222534]
28,"[[ 1.42731542  1.26332395 -0.08000791  0.08851996]
 [-0.56734271 -0.028663    0.          0.        ]]","[-0.26294773  0.3105101   1.55570524  1.22068652 -0.6928605   0.76632606
 -0.16394299 -0.23920629 -0.6763231   0.94552975  0.        ]",-0.058581949858,[ 0.77855267  0.34811731],-1.50443,[ 0.31067523  0.08474091],[-0.73191035 -0.56222534]
29,"[[ 1.44698849  1.27657894 -0.08000791  0.08851996]
 [ 2.52436324  1.34956877  0.          0.        ]]","[-0.29189479  0.29413477  1.55964753  1.22741859 -0.69286029  0.76632582
  0.12623996  0.00194155 -0.71440036  0.90364302  0.        ]",-0.0559708729582,[-1.1230324  -0.82956404],-1.39175,[-0.83661377 -0.85403091],[-0.73191035 -0.56222534]
30,"[[ 1.45727972  1.27035477 -0.08000791  0.08851996]
 [-1.48189599 -1.96095222  0.          0.        ]]","[-0.30706632  0.30183245  1.56147921  1.22429234 -0.69286009  0.76632559
 -0.24978166 -0.57729696 -0.72764385  0.89959519  0.        ]",-0.0558719800067,[ 0.60633793  0.7354321 ],-1.46576,[ 0.74653196  0.64705801],[-0.73191035 -0.56222534]
31,"[[ 1.45200222  1.26073655 -0.08000791  0.08851996]
 [ 0.94605445  0.98929968  0.          0.        ]]","[-0.2992837   0.31369846  1.56055807  1.21933697 -0.69285989  0.76632535
 -0.02189771 -0.06109416 -0.71449122  0.91954143  0.        ]",-0.0571070536792,[-0.28885821 -0.91784492],-1.43513,[-0.33335876 -0.46587402],[-0.73191035 -0.56222534]
32,"[[ 1.45927588  1.24386479 -0.08000791  0.08851996]
 [-0.21481796 -2.66429849  0.          0.        ]]","[-0.31001109  0.33442434  1.56181427  1.21028049 -0.69285969  0.76632511
 -0.13085553 -0.7003607  -0.71758735  0.93392269  0.        ]",-0.0581744942013,[-0.00802148  0.92049266],-1.42498,[ 0.44237986  0.7377013 ],[-0.73191035 -0.56222534]
33,"[[ 1.45469479  1.22767731 -0.08000791  0.08851996]
 [-0.24320063  1.0332269   0.          0.        ]]","[-0.30325361  0.35419856  1.56103059  1.20115693 -0.69285949  0.76632487
 -0.13351946 -0.05340797 -0.70170314  0.96177863  0.        ]",-0.059976976565,[ 0.47019467 -0.57919753],-1.48798,[ 0.05777094 -0.18551266],[-0.73191035 -0.56222534]
34,"[[ 1.46855239  1.22512175 -0.08000791  0.08851996]
 [ 1.62274177 -1.2810697   0.          0.        ]]","[-0.32370489  0.35731001  1.56330084  1.19967737 -0.69285929  0.76632463
  0.04161531 -0.45833835 -0.72278118  0.9483564   0.        ]",-0.0592745209228,[ 0.18906227  0.41104045],-1.45178,[-0.2671082   0.09019792],[-0.73191035 -0.56222534]
35,"[[ 1.50818704  1.21608266 -0.08000791  0.08851996]
 [ 2.33834387  0.37165112  0.          0.        ]]","[-0.38234568  0.3682924   1.56820845  1.19436112 -0.69285909  0.76632439
  0.10878073 -0.16916313 -0.78156104  0.91054599  0.        ]",-0.0576692382928,[-1.62323369 -1.08489372],-1.3387,[-0.7710439  -0.53625059],[-0.73191035 -0.56222534]
36,"[[ 1.51479799  1.18372391 -0.08000791  0.08851996]
 [-1.6638939  -3.59430587  0.          0.        ]]","[-0.39214342  0.40730091  1.56879681  1.1742577  -0.69285888  0.76632415
 -0.26686387 -0.86308317 -0.7758892   0.94671071  0.        ]",-0.0600796867704,[ 1.37493095  1.63936783],-1.52231,[ 0.96143794  1.29641509],[-0.73191035 -0.56222534]
37,"[[ 1.52154133  1.15226927 -0.08000791  0.08851996]
 [ 2.32491914  0.43540861  0.          0.        ]]","[-0.40214111  0.44472988  1.56932935  1.15312288 -0.69285868  0.76632391
  0.1075208  -0.15800717 -0.77009101  0.98112792  0.        ]",-0.0623847252442,[ 0.27147494  0.35190958],-1.4661,[-0.73538953 -0.43142533],[-0.73191035 -0.56222534]
38,"[[ 1.57835262  1.1748686  -0.08000791  0.08851996]
 [ 3.35279932  1.81990801  0.          0.        ]]","[-0.48645754  0.41788844  1.57110975  1.16846471 -0.69285848  0.76632367
  0.20399625  0.08423763 -0.87214128  0.87261405  0.        ]",-0.0577222373622,[-1.92076638 -0.18467706],-1.30357,[-1.4137218  -1.05387926],[-0.73191035 -0.56222534]
39,"[[ 1.60504411  1.20357846 -0.08000791  0.08851996]
 [-0.67027163  1.05363243  0.          0.        ]]","[-0.52607573  0.38342387  1.57026949  1.1867891  -0.69285828  0.76632344
 -0.17360396 -0.04983705 -0.92501587  0.79276994  0.        ]",-0.0547146178562,[ 0.46824827 -0.44650658],-1.47506,[-0.16743791 -0.34984416],[-0.73191035 -0.56222534]
40,"[[ 1.61036641  1.20669841 -0.08000791  0.08851996]
 [ 1.19628296 -0.73567362  0.          0.        ]]","[-0.53397208  0.37965491  1.56997298  1.18870077 -0.69285808  0.7663232
  0.00158848 -0.36291062 -0.93410011  0.78034528  0.        ]",-0.0543655889672,[-1.06330852 -0.00435828],-1.35397,[-0.56407273 -0.10459214],[-0.73191035 -0.56222534]
41,"[[ 1.59435311  1.19196788 -0.08000791  0.08851996]
 [-2.78434701 -0.73737921  0.          0.        ]]","[-0.51020952  0.39740922  1.57073211  1.17953515 -0.69285788  0.76632296
 -0.37202837 -0.36320896 -0.90422145  0.82521244  0.        ]",-0.0558631475881,[ 0.36708116  0.65990841],-1.43736,[ 0.77139306  0.45908719],[-0.73191035 -0.56222534]
42,"[[ 1.55378587  1.20357947 -0.08000791  0.08851996]
 [-1.27739622  1.88978878  0.          0.        ]]","[-0.44998471  0.38342239  1.57093078  1.18678804 -0.69285767  0.76632272
 -0.23058779  0.09646496 -0.847081    0.86660905  0.        ]",-0.0564636800169,[ 0.38408614 -0.83182921],-1.46777,[ 0.06921819 -0.38865823],[-0.73191035 -0.56222534]
43,"[[ 1.54374865  1.20794921 -0.08000791  0.08851996]
 [ 0.26852465 -1.44170985  0.          0.        ]]","[-0.43508629  0.37814243  1.57059712  1.18946133 -0.69285747  0.76632248
 -0.08548953 -0.48644527 -0.83350823  0.87426926  0.        ]",-0.0565513633682,[ 0.50857848 -0.20538588],-1.454,[-0.00533772  0.27144414],[-0.73191035 -0.56222534]
44,"[[ 1.5692591   1.17123675 -0.08000791  0.08851996]
 [ 2.2758257  -2.22692313  0.          0.        ]]","[-0.472956    0.42221905  1.5711445   1.16605003 -0.69285727  0.76632224
  0.10291331 -0.62383342 -0.85626342  0.89055368  0.        ]",-0.0583769042116,[-1.13819571 -0.2679828 ],-1.33619,[-0.55756313  0.24967569],[-0.73191035 -0.56222534]
45,"[[ 1.57462582  1.11650462 -0.08000791  0.08851996]
 [-1.72579322 -3.24289883  0.          0.        ]]","[-0.48092371  0.48665306  1.57113417  1.12720715 -0.69285707  0.766322
 -0.27267384 -0.80159788 -0.83759837  0.95905006  0.        ]",-0.0624599669621,[ 0.87814824  1.17004452],-1.47874,[ 0.87356329  1.27848005],[-0.73191035 -0.56222534]
46,"[[ 1.57530438  1.0920091  -0.08000791  0.08851996]
 [ 1.78195036  0.77994036  0.          0.        ]]","[-0.48193103  0.51495128  1.57112885  1.10832097 -0.69285687  0.76632176
  0.05655886 -0.09772383 -0.82546514  0.99161801  0.        ]",-0.0643742143352,[-0.93567207 -0.53188601],-1.37133,[-0.69546676 -0.37743759],[-0.73191035 -0.56222534]
47,"[[ 1.57344948  1.08633244 -0.08000791  0.08851996]
 [-1.95499254 -1.34054222  0.          0.        ]]","[-0.47917701  0.52145867  1.57113777  1.10381316 -0.69285667  0.76632152
 -0.29418624 -0.4687435  -0.81931613  1.00174693  0.        ]",-0.0649197279886,[ 0.15113414  1.85254598],-1.44197,[ 0.73953962  0.80634123],[-0.73191035 -0.56222534]
48,"[[ 1.54072679  1.09951386 -0.08000791  0.08851996]
 [-1.31939232  2.64540175  0.          0.        ]]","[-0.43060104  0.50631839  1.57046196  1.11420358 -0.69285647  0.76632129
 -0.23452948  0.22867519 -0.77226965  1.02745024  0.        ]",-0.0656949140897,[ 0.49274472 -1.08417932],-1.49769,[ 0.12211236 -0.23247045],[-0.73191035 -0.56222534]
49,"[[ 1.53417364  1.11216323 -0.08000791  0.08851996]
 [ 0.65749014 -1.36708866  0.          0.        ]]","[-0.42087707  0.49169324  1.57013223  1.1239251  -0.69285626  0.76632105
 -0.04898148 -0.47338838 -0.76861203  1.01894467  0.        ]",-0.065026344447,[-0.5307875   1.25269116],-1.39344,[-0.01758921  0.42883551],[-0.73191035 -0.56222534]
