timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.08392495  0.09376501  0.10027364  0.00046523]
 [ 0.00074397  0.00408451  0.          0.        ]]","[  1.02065789e+00   1.16981551e+00  -8.65228544e-02  -2.60124634e-01
   8.71041195e-01   3.77438177e-03  -9.20475801e-02  -2.26422203e-01
   6.08910611e-01  -7.82316290e-04   0.00000000e+00]",-0.10964440949,[-0.81796671  0.63484518],-2.68047,[-0.51585525  0.88067186],[-0.71658266 -0.63871461]
1,"[[ -1.16385582e-01   1.19079509e-01   1.00273640e-01   4.65229244e-04]
 [ -3.23602776e+00   2.51897860e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01583762  1.16625338 -0.13465101 -0.21791125  0.87104094  0.00377438
 -0.41646739  0.2291689   0.60533212 -0.05931179  0.        ]",-0.109683967151,[ 0.39578985  1.16151867],-2.62438,[ 0.4831284   0.96438676],[-0.71658266 -0.63871461]
2,"[[ -1.64769955e-01   2.08680184e-01   1.00273640e-01   4.65229244e-04]
 [ -1.60781827e+00   6.42806446e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00577023  1.1468963  -0.20603494 -0.06970584  0.87104068  0.00377438
 -0.25327276  0.93732773  0.5965543  -0.06314501  0.        ]",-0.108933622167,[-1.41428602 -0.06959514],-2.64018,[-0.57818472  0.7289325 ],[-0.71658266 -0.63871461]
3,"[[ -2.36296726e-01   3.33214685e-01   1.00273640e-01   4.65229244e-04]
 [ -5.53181427e+00   6.02670659e+00   0.00000000e+00   0.00000000e+00]]","[ 0.98461542  1.10277429 -0.31046557  0.13140009  0.87104043  0.00377438
 -0.64657274  0.8646186   0.57600668 -0.08042874  0.        ]",-0.107250345264,[ 0.50734288  1.23308167],-2.58624,[ 0.93879282  1.29302549],[-0.71658266 -0.63871461]
4,"[[ -3.25712462e-01   4.92271214e-01   1.00273640e-01   4.65229244e-04]
 [ -3.41676132e+00   9.86616120e+00   0.00000000e+00   0.00000000e+00]]","[ 0.94780166  1.01835193 -0.43844357  0.37549381  0.87104017  0.00377438
 -0.43458195  1.56016267  0.53697207 -0.09504671  0.        ]",-0.103925424986,[-0.04196028  1.10619148],-2.55,[-0.30484474  0.89131999],[-0.71658266 -0.63871461]
5,"[[ -3.95047382e-01   7.27362546e-01   1.00273640e-01   4.65229244e-04]
 [ -3.51634426e+00   1.36304241e+01   0.00000000e+00   0.00000000e+00]]","[ 0.91149871  0.84041708 -0.53510963  0.69795327  0.87103992  0.00377438
 -0.44456301  2.2420837   0.45923832  0.06773617  0.        ]",-0.0960555725091,[-1.31947837  0.43112378],-2.47775,[-1.08847678  0.20532697],[-0.71658266 -0.63871461]
6,"[[ -5.04375011e-01   1.01440279e+00   1.00273640e-01   4.65229244e-04]
 [ -7.40356395e+00   1.50687440e+01   0.00000000e+00   0.00000000e+00]]","[ 0.84095394  0.5505903  -0.68175745  1.00697915  0.87103966  0.00377438
 -0.83417697  2.50264248  0.31662886  0.18408952  0.        ]",-0.0834194904016,[-0.23920136 -0.24506806],-2.29701,[ 0.12135175 -0.04885179],[-0.71658266 -0.63871461]
7,"[[ -6.60470000e-01   1.30304826e+00   1.00273640e-01   4.65229244e-04]
 [ -8.20332793e+00   1.38000092e+01   0.00000000e+00   0.00000000e+00]]","[ 0.71357304  0.20147027 -0.87582216  1.20018582  0.87103941  0.00377438
 -0.91433667  2.27280008  0.13161875  0.17231459  0.        ]",-0.0668834024549,[ 0.69998437 -0.22063402],-2.12862,[ 0.79202926 -0.36875629],[-0.71658266 -0.63871461]
8,"[[ -7.95113514e-01   1.56753348e+00   1.00273640e-01   4.65229244e-04]
 [ -5.27070247e+00   1.26523950e+01   0.00000000e+00   0.00000000e+00]]","[ 0.5806564  -0.14464403 -1.02551959  1.25993255  0.87103915  0.00377438
 -0.62040083  2.06490018 -0.07253148  0.1839658   0.        ]",-0.0487782793969,[-0.79007039 -1.29770581],-2.07855,[-0.31810111 -1.23695064],[-0.71658266 -0.63871461]
9,"[[ -9.30847969e-01   1.77834328e+00   1.00273640e-01   4.65229244e-04]
 [ -8.29282456e+00   8.44256134e+00   0.00000000e+00   0.00000000e+00]]","[ 0.42761754 -0.42191283 -1.15692995  1.22394951  0.8710389   0.00377438
 -0.92330648  1.30226009 -0.25494808  0.13845772  0.        ]",-0.0322944957116,[ 2.65304397 -1.11922327],-1.93677,[ 1.75363338 -0.7261368 ],[-0.71658266 -0.63871461]
