timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.03290654  0.07023827  0.19523526  0.12196944]
 [ 0.00406911  0.00285337  0.          0.        ]]","[ 1.03594348  1.50337972  0.2364727  -0.38283271  1.68934786  1.05037221
 -0.20422687 -0.27982969 -0.37150211 -0.99176749  0.        ]",-0.108278944753,[ 2.76780186 -1.21629446],-0.823958,[ 1.93136275 -0.5085271 ],[-0.33632961 -0.21963605]
1,"[[ 0.07269307  0.0305515   0.19523526  0.12196944]
 [ 3.96140185 -3.9583249   0.          0.        ]]","[ 1.03290358  1.50578742  0.29724984 -0.47297545  1.68934406  1.05037092
  0.06183843 -0.8573893  -0.37334127 -0.9522754   0.        ]",-0.104303802771,[ 0.55013502 -0.98618733],-1.00132,[ 1.655563   -0.09514374],[-0.33632961 -0.21963605]
2,"[[ 0.17298503 -0.087016    0.19523526  0.12196944]
 [ 6.06080095 -7.78566365  0.          0.        ]]","[ 1.01512492  1.50178488  0.44945814 -0.74010988  1.68934025  1.05036963
  0.20298834 -1.41543288 -0.3824861  -0.87235018  0.        ]",-0.0961766776871,[ 1.20034822 -1.01601679],-0.866333,[ 1.50283992  0.49892458],[-0.33632961 -0.21963605]
3,"[[  0.33270406  -0.28092509   0.19523526   0.12196944]
 [  9.89834132 -11.59253084   0.           0.        ]]","[ 0.95736039  1.45907378  0.68577862 -1.17301403  1.68933645  1.05036834
  0.46099958 -1.97048814 -0.41502459 -0.75637505  0.        ]",-0.084115228767,[ 0.70601296 -0.22356111],-0.85791,[ 0.94924259  1.06568527],[-0.33632961 -0.21963605]
4,"[[  0.55673353  -0.51936254   0.19523526   0.12196944]
 [ 12.49600824 -12.24897779   0.           0.        ]]","[ 0.81816798  1.3473314   0.99451943 -1.67129112  1.68933264  1.05036705
  0.63564958 -2.06619496 -0.49826276 -0.57193603  0.        ]",-0.0650211092914,[-1.13184346  0.97344062],-0.919643,[ 0.14063403  1.23254061],[-0.33632961 -0.21963605]
5,"[[ 0.7644687  -0.72321847  0.19523526  0.12196944]
 [ 8.29147149 -8.15032207  0.          0.        ]]","[ 0.63402653  1.20448722  1.24500697 -2.04763886  1.68932884  1.05036576
  0.35296307 -1.46858925 -0.60935871 -0.40529595  0.        ]",-0.0499788882226,[ 0.09131918  1.59930418],-0.790356,[-0.14700887  1.04129648],[-0.33632961 -0.21963605]
6,"[[ 0.93226588 -0.84487663  0.19523526  0.12196944]
 [ 8.48760712 -4.02922172  0.          0.        ]]","[ 0.45205806  1.10095472  1.41453739 -2.24342968  1.68932503  1.05036447
  0.36614975 -0.86771324 -0.72181478 -0.24520469  0.        ]",-0.0413217312176,[-0.95188129  1.15519723],-0.739959,[-1.01752579  0.45900241],[-0.33632961 -0.21963605]
7,"[[ 1.06253535 -0.88491879  0.19523526  0.12196944]
 [ 4.55241667  0.01150245  0.          0.        ]]","[ 0.29379094  1.06420915  1.5225697  -2.30249693  1.68932123  1.05036317
  0.10157227 -0.27855706 -0.82860387 -0.07761125  0.        ]",-0.041197717627,[-2.56889679 -0.19900618],-0.663746,[-1.21270096 -0.0082351 ],[-0.33632961 -0.21963605]
8,"[[ 1.11298575 -0.89258418  0.19523526  0.12196944]
 [ 0.50609526 -0.77543556  0.          0.        ]]","[ 0.22913709  1.0570323   1.55841051 -2.31347842  1.68931742  1.05036188
 -0.17047694 -0.393296   -0.87566985 -0.00860486  0.        ]",-0.0444652957612,[ 0.02542528 -0.17623591],-0.611227,[-0.5442456   0.35011429],[-0.33632961 -0.21963605]
9,"[[ 1.12401861 -0.91494061  0.19523526  0.12196944]
 [ 0.59688734 -1.45793173  0.          0.        ]]","[ 0.21477531  1.03585097  1.56578362 -2.34492574  1.68931362  1.05036059
 -0.16437255 -0.4928068  -0.88198952 -0.01591849  0.        ]",-0.0453178645253,[-0.73481287 -0.18285904],-0.637228,[-0.48435301  0.49386302],[-0.33632961 -0.21963605]
10,"[[ 1.1066697  -0.95106535  0.19523526  0.12196944]
 [-2.32207419 -2.15223203  0.          0.        ]]","[ 0.2373236   1.00085376  1.55410628 -2.39383434  1.68930981  1.0503593
 -0.36062523 -0.59403863 -0.85911754 -0.08082688  0.        ]",-0.044582076164,[ 0.94533285  1.14008171],-0.684118,[ 0.17016223  0.83858621],[-0.33632961 -0.21963605]
11,"[[ 1.09820471 -0.95396584  0.19523526  0.12196944]
 [ 1.46297837  1.84885105  0.          0.        ]]","[ 0.24825507  0.99800249  1.54825736 -2.3976486   1.68930601  1.05035801
 -0.10614152 -0.01066139 -0.85087443 -0.09693972  0.        ]",-0.0442992588052,[-1.61587828  1.18912392],-0.734679,[-0.88013756 -0.06812292],[-0.33632961 -0.21963605]
12,"[[ 1.08746421 -0.87761617  0.19523526  0.12196944]
 [-2.5237358   5.7730445   0.          0.        ]]","[ 0.26205705  1.07099712  1.54069661 -2.2918868   1.6893022   1.05035672
 -0.37418356  0.56150486 -0.85366847 -0.03134801  0.        ]",-0.0424965919664,[-0.75745806 -1.51135588],-0.565584,[-0.54678148 -0.51492375],[-0.33632961 -0.21963605]
13,"[[ 1.00743532 -0.80302012  0.19523526  0.12196944]
 [-5.46931848  1.70014936  0.          0.        ]]","[ 0.36234935  1.13798199  1.47952237 -2.17870569  1.6892984   1.05035543
 -0.5722262  -0.03234348 -0.79217769 -0.07677294  0.        ]",-0.0373115646889,[-0.88041845  1.90728157],-0.766254,[ 0.42462084  0.2038061 ],[-0.33632961 -0.21963605]
14,"[[ 0.86417394 -0.72961463  0.19523526  0.12196944]
 [-8.84554195  5.62733615  0.          0.        ]]","[ 0.52912703  1.19935205  1.34963034 -2.0584443   1.68929459  1.05035414
 -0.79922227  0.54025981 -0.68039889 -0.23610431  0.        ]",-0.037743134085,[ 0.71130961 -0.08204624],-0.616239,[ 0.91718781 -0.29476637],[-0.33632961 -0.21963605]
15,"[[ 0.7172568  -0.62145368  0.19523526  0.12196944]
 [-5.85615869  5.19018914  0.          0.        ]]","[ 0.68013727  1.28086863  1.19169212 -1.86656496  1.68929079  1.05035285
 -0.59823371  0.47652119 -0.58513448 -0.38051188  0.        ]",-0.0468803758412,[ 0.19188442 -0.91532609],-0.632908,[ 0.75323641 -0.49403971],[-0.33632961 -0.21963605]
16,"[[ 0.60892627 -0.55504713  0.19523526  0.12196944]
 [-4.97982405  1.4628821   0.          0.        ]]","[ 0.77659728  1.32529379  1.0611479  -1.74093926  1.68928698  1.05035155
 -0.53931383 -0.06693945 -0.52402294 -0.51070953  0.        ]",-0.0589422204574,[ 0.80265985  0.52892366],-0.758757,[ 1.27418327  0.03039575],[-0.33632961 -0.21963605]
17,"[[ 0.5421709  -0.50507849  0.19523526  0.12196944]
 [-1.70662257  3.52709535  0.          0.        ]]","[ 0.8291721   1.3557528   0.97549236 -1.64289531  1.68928318  1.05035026
 -0.31924314  0.23403357 -0.49161107 -0.58457492  0.        ]",-0.0662950817173,[ 0.04880324 -1.14098584],-0.732183,[ 0.64653313 -0.55699146],[-0.33632961 -0.21963605]
18,"[[ 0.510329   -0.47496582  0.19523526  0.12196944]
 [-1.47833152 -0.50239895  0.          0.        ]]","[ 0.85231763  1.37283983  0.93337198 -1.58246734  1.68927937  1.05034897
 -0.30389402 -0.35348802 -0.4776134  -0.61371146  0.        ]",-0.0692597791468,[ 1.59932251  0.32903837],-0.732425,[ 1.10917187  0.07577538],[-0.33632961 -0.21963605]
19,"[[ 0.52074336 -0.47185659  0.19523526  0.12196944]
 [ 2.50649934  0.80895713  0.          0.        ]]","[ 0.8448862   1.37454691  0.94723215 -1.57617045  1.68927557  1.05034768
 -0.03597753 -0.16228509 -0.48262736 -0.59004072  0.        ]",-0.0668596336927,[ 0.43828115 -1.14653005],-0.694517,[ 0.2460784  -0.40550524],[-0.33632961 -0.21963605]
20,"[[ 0.58778694 -0.49557196  0.19523526  0.12196944]
 [ 4.19224798 -3.16723595  0.          0.        ]]","[ 0.79382679  1.36124509  1.03442337 -1.62391454  1.68927177  1.05034639
  0.07736226 -0.74203527 -0.51632162 -0.48632856  0.        ]",-0.0564423678316,[-0.29519613  1.13122199],-0.85055,[ 0.21643427  0.17004633],[-0.33632961 -0.21963605]
21,"[[ 0.6590684  -0.51855486  0.19523526  0.12196944]
 [ 2.94006499  0.85553397  0.          0.        ]]","[ 0.73361046  1.3477848   1.12293648 -1.66960353  1.68926796  1.0503451
 -0.00682721 -0.15549301 -0.55797896 -0.37663354  0.        ]",-0.0459048007946,[-0.66887897  0.20769399],-0.754312,[-0.29937592 -0.44788438],[-0.33632961 -0.21963605]
22,"[[ 0.69073355 -0.49335299  0.19523526  0.12196944]
 [ 0.23545969  1.66196042  0.          0.        ]]","[ 0.70497708  1.3625104   1.16075502 -1.61946527  1.68926416  1.05034381
 -0.18866908 -0.03791148 -0.58440395 -0.29094607  0.        ]",-0.0381031599663,[-1.58460555 -1.47249394],-0.666249,[-0.04215133 -0.48213542],[-0.33632961 -0.21963605]
23,"[[ 0.65571801 -0.50015726  0.19523526  0.12196944]
 [-3.72384337 -2.32908667  0.          0.        ]]","[ 0.73657212  1.35859785  1.11887617 -1.63306644  1.68926035  1.05034252
 -0.45486951 -0.61982844 -0.55833415 -0.36297085  0.        ]",-0.0445517273566,[ 2.39773033  1.41040198],-0.667202,[ 1.20463228  0.47754306],[-0.33632961 -0.21963605]
24,"[[ 0.62165818 -0.50656299  0.19523526  0.12196944]
 [ 0.3044597   1.67516939  0.          0.        ]]","[ 0.76595581  1.35486957  1.07704283 -1.64582453  1.68925655  1.05034123
 -0.18402936 -0.0359848  -0.53536971 -0.43392457  0.        ]",-0.05131650815,[ 0.90371021 -0.59090408],-0.620892,[ 0.20346341 -0.42342949],[-0.33632961 -0.21963605]
25,"[[ 0.66356613 -0.49688062  0.19523526  0.12196944]
 [ 3.87444738 -0.69901128  0.          0.        ]]","[ 0.72961006  1.36048249  1.12836066 -1.62651428  1.68925274  1.05033993
  0.05599627 -0.38215398 -0.56421585 -0.34490717  0.        ]",-0.0428764359439,[ 0.76760257  0.7645158 ],-0.693638,[-0.31157917 -0.27796751],[-0.33632961 -0.21963605]
26,"[[ 0.77074311 -0.48035971  0.19523526  0.12196944]
 [ 6.83338473  2.34098412  0.          0.        ]]","[ 0.62771173  1.36983158  1.25187299 -1.59333439  1.68924894  1.05033864
  0.25493834  0.06109532 -0.65245708 -0.13350617  0.        ]",-0.0275805949278,[-0.85855112 -1.29349453],-0.560409,[-1.49873793 -1.06906605],[-0.33632961 -0.21963605]
27,"[[ 0.87199108 -0.47371929  0.19523526  0.12196944]
 [ 3.30317868 -1.66361141  0.          0.        ]]","[ 0.52048447  1.37350588  1.35733995 -1.57991483  1.68924513  1.05033735
  0.01758709 -0.52279838 -0.75200231  0.04567486  0.        ]",-0.0296440105622,[-0.44853737 -0.22595327],-0.613327,[-0.84927714 -0.24188864],[-0.33632961 -0.21963605]
