timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.03205127  0.09455737  0.07203793 -0.0243387 ]
 [-0.0007275  -0.00144371  0.          0.        ]]","[ 0.99767925  1.33545056  0.21212976 -0.23964488  0.62817665 -0.20329167
 -0.16634589 -0.25964289  0.73897698  0.64233914  0.        ]",-0.143157208937,[-0.51283375 -0.36640665],-1.53518,[-1.65407729  1.0421145 ],[-0.4825846 -0.2829721]
1,"[[ 0.01168785  0.07998013  0.07203793 -0.0243387 ]
 [-2.02886279 -1.45144992  0.          0.        ]]","[ 0.99833106  1.33698411  0.18077498 -0.26833677  0.62817635 -0.2032916
 -0.3190352  -0.4867966   0.74352197  0.5744578   0.        ]",-0.142022090771,[-1.37662335  1.60040977],-1.65247,[-1.05767787  1.37125349],[-0.4825846 -0.2829721]
2,"[[-0.06819286  0.09098252  0.07203793 -0.0243387 ]
 [-5.94616164  2.53838375  0.          0.        ]]","[ 0.9950247   1.33584805  0.05782829 -0.24667754  0.62817605 -0.20329152
 -0.6139513   0.13823972  0.74556315  0.39418104  0.        ]",-0.139150771355,[-1.14457547 -0.55834237],-1.4992,[-0.27268943  1.12616611],[-0.4825846 -0.2829721]
3,"[[-0.22561795  0.11907893  0.07203793 -0.0243387 ]
 [-9.78357375  0.27877663  0.          0.        ]]","[ 0.96129269  1.3322885  -0.18177118 -0.19147198  0.62817574 -0.20329145
 -0.90285286 -0.21574416  0.71712594  0.04910551  0.        ]",-0.135154968276,[ 2.70498282  1.57285073],-1.2107,[ 1.51120281  1.65835857],[-0.4825846 -0.2829721]
4,"[[-0.37967268  0.16431041  0.07203793 -0.0243387 ]
 [-5.63570516  4.23120989  0.          0.        ]]","[ 0.89407758  1.32457133 -0.40803153 -0.1030062   0.62817544 -0.20329138
 -0.59057751  0.40343342  0.65324804 -0.25831167  0.        ]",-0.133316948436,[ 0.32218254  1.05752991],-1.35658,[ 0.69813436  0.93527758],[-0.4825846 -0.2829721]
5,"[[-0.47849582  0.28781639  0.07203793 -0.0243387 ]
 [-4.25120407  8.10647582  0.          0.        ]]","[ 0.83385591  1.29114904 -0.54638018  0.13465848  0.62817514 -0.2032913
 -0.48634419  1.0105218   0.61828181 -0.33161229  0.        ]",-0.131796265288,[ 0.41179994  2.03385464],-1.35181,[ 0.12314028  0.4822199 ],[-0.4825846 -0.2829721]
6,"[[ -0.54634521   0.48805682   0.07203793  -0.0243387 ]
 [ -2.5393829   11.90491684   0.           0.        ]]","[ 0.78511965  1.19979517 -0.63743917  0.5002853   0.62817483 -0.20329123
 -0.35746838  1.6055737   0.60337007 -0.23273007  0.        ]",-0.127830296808,[ 0.47625476  0.07882285],-1.18703,[-0.570858    0.20388031],[-0.4825846 -0.2829721]
7,"[[ -0.57772278   0.72691487   0.07203793  -0.0243387 ]
 [ -0.60476177  11.98064904   0.           0.        ]]","[  7.60617982e-01   1.03547898e+00  -6.78329560e-01   8.86866723e-01
   6.28174528e-01  -2.03291156e-01  -2.11818939e-01   1.61743568e+00
   5.76794084e-01   4.09642999e-04   0.00000000e+00]",-0.121312446433,[-2.46069148  0.32814698],-1.35935,[-1.34099829  0.22923531],[-0.4825846 -0.2829721]
8,"[[ -0.62939402   0.97719717   0.07203793  -0.0243387 ]
 [ -4.54930368  13.043994     0.           0.        ]]","[ 0.71764827  0.80851056 -0.74384318  1.21162117  0.62817422 -0.20329108
 -0.50878653  1.78401377  0.49534764  0.19628832  0.        ]",-0.112253863841,[-0.59974991  0.1449386 ],-1.17151,[-0.75203139  0.1727176 ],[-0.4825846 -0.2829721]
9,"[[ -0.74328642   1.24124935   0.07203793  -0.0243387 ]
 [ -6.83240274  13.36012922   0.           0.        ]]","[ 0.61194552  0.52373302 -0.8794628   1.44329604  0.62817392 -0.20329101
 -0.68067107  1.83353582  0.35803832  0.26866765  0.        ]",-0.0986591925508,[-0.81774502 -0.28621087],-1.04129,[-0.22148454 -0.05648941],[-0.4825846 -0.2829721]
10,"[[ -0.91104394   1.49443188   0.07203793  -0.0243387 ]
 [ -9.93315689  11.962711     0.           0.        ]]","[ 0.43123049  0.2249537  -1.0541662   1.54385643  0.62817362 -0.20329094
 -0.91411321  1.61461849  0.18948919  0.23053589  0.        ]",-0.0812761518819,[-0.53752653  0.58853544],-0.918157,[ 0.92395169 -0.06649846],[-0.4825846 -0.2829721]
11,"[[ -1.12908723   1.75468951   0.07203793  -0.0243387 ]
 [-11.86478249  14.05602685   0.           0.        ]]","[ 0.15950596 -0.08811024 -1.22955545  1.51629921  0.62817331 -0.20329086
 -1.05953639  1.94254763 -0.01846183  0.14275719  0.        ]",-0.0599012208155,[ 1.62513603 -0.35200858],-0.685982,[ 1.7387681  -0.76522106],[-0.4825846 -0.2829721]
12,"[[ -1.32431691   2.01902406   0.07203793  -0.0243387 ]
 [ -7.67201882  12.38310518   0.           0.        ]]","[-0.10937257 -0.39073879 -1.33082712  1.3544341   0.62817301 -0.20329079
 -0.74388047  1.68047095 -0.24437957  0.13610294  0.        ]",-0.0369337079188,[ 0.98774873 -0.53885945],-0.676684,[ 0.8640731  -1.39111972],[-0.4825846 -0.2829721]
13,"[[ -1.43700293   2.24281457   0.07203793  -0.0243387 ]
 [ -3.6100386   10.0039356    0.           0.        ]]","[-0.27143292 -0.61929838 -1.36360886  1.12000364  0.62817271 -0.20329072
 -0.43807085  1.307757   -0.43472614  0.21504421  0.        ]",-0.0180695961685,[ 0.40660031 -1.71003469],-0.635605,[-0.13674599 -1.82711673],[-0.4825846 -0.2829721]
14,"[[-1.49233508  2.40117752  0.07203793 -0.0243387 ]
 [-1.92879162  5.84622822  0.          0.        ]]","[-0.35204609 -0.75897483 -1.37263354  0.90667013  0.6281724  -0.20329064
 -0.31149668  0.65642436 -0.57283058  0.29423791  0.        ]",-0.0119129851074,[ 0.05578936 -1.42257658],-0.654128,[-0.3617337  -1.42095733],[-0.4825846 -0.2829721]
15,"[[-1.52831144  2.47721284  0.07203793 -0.0243387 ]
 [-1.66972136  1.77088734  0.          0.        ]]","[-0.40466393 -0.81830254 -1.3759807   0.79202633  0.6281721  -0.20329057
 -0.29199224  0.01799516 -0.64273009  0.32231333  0.        ]",-0.014323804589,[-0.93100518 -1.1892982 ],-0.685082,[-0.16217056 -0.77263743],[-0.4825846 -0.2829721]
16,"[[-1.59835506  2.47255074  0.07203793 -0.0243387 ]
 [-5.32245352 -2.22379538  0.          0.        ]]","[-0.50727684 -0.81481919 -1.37678425  0.79926477  0.6281718  -0.2032905
 -0.5669911  -0.60779832 -0.6477193   0.26336565  0.        ]",-0.00971494434376,[ 1.48998516  0.79665941],-0.715451,[ 1.25893259  0.20483127],[-0.4825846 -0.2829721]
17,"[[-1.66402563  2.46016556  0.07203793 -0.0243387 ]
 [-1.25816287  0.9746293   0.          0.        ]]","[-0.60331288 -0.8054664  -1.37067928  0.81836509  0.62817149 -0.20329042
 -0.26100728 -0.10674355 -0.6495629   0.20111292  0.        ]",-0.00555441887401,[-0.2324806  -1.64315432],-0.647912,[ 0.15139198 -0.49437761],[-0.4825846 -0.2829721]
18,"[[-1.69817321  2.43973667  0.07203793 -0.0243387 ]
 [-2.1535983  -3.00425881  0.          0.        ]]","[-0.65304353 -0.78972584 -1.36488885  0.84945212  0.62817119 -0.20329035
 -0.32842082 -0.73006296 -0.6419242   0.1554877   0.        ]",-0.00366848110034,[ 1.06360839 -0.09986138],-0.683854,[ 0.78857297  0.50104904],[-0.4825846 -0.2829721]
19,"[[-1.70109633  2.37628059  0.07203793 -0.0243387 ]
 [ 1.84792993 -3.34023536  0.          0.        ]]","[-0.65729104 -0.73840871 -1.36430907  0.94256356  0.62817089 -0.20329028
 -0.02716202 -0.78269553 -0.59813518  0.091602    0.        ]",-0.00611721024353,[-0.00975608  0.96229049],-0.731644,[ 0.05081257  0.6174835 ],[-0.4825846 -0.2829721]
20,"[[-1.664893    2.34836902  0.07203793 -0.0243387 ]
 [ 1.77265378  0.53615897  0.          0.        ]]","[-0.60457733 -0.71471309 -1.37055026  0.98179548  0.62817058 -0.2032902
 -0.03282924 -0.17543184 -0.56842638  0.09512745  0.        ]",-0.00693028279064,[-0.92842945 -1.14615828],-0.675465,[-0.28674918 -0.22528297],[-0.4825846 -0.2829721]
21,"[[-1.66666815  2.31925856  0.07203793 -0.0243387 ]
 [-1.93778513 -3.43397094  0.          0.        ]]","[-0.60716651 -0.68929664 -1.3702896   1.02154352  0.62817028 -0.20329013
 -0.31217318 -0.79737954 -0.54951788  0.06444225  0.        ]",-0.0102014706389,[ 1.08829914  1.38835787],-0.739123,[ 0.84427363  0.79305172],[-0.4825846 -0.2829721]
22,"[[-1.6653205   2.290988    0.07203793 -0.0243387 ]
 [ 2.05921144  0.59348922  0.          0.        ]]","[-0.60520041 -0.66394656 -1.37048553  1.0589708   0.62816998 -0.20329006
 -0.01125525 -0.16645007 -0.53084731  0.03666704  0.        ]",-0.013254389454,[-1.17875241 -0.42488128],-0.708421,[-0.24989061 -0.13448054],[-0.4825846 -0.2829721]
23,"[[-1.66426385  2.28586137  0.07203793 -0.0243387 ]
 [-1.94021746 -1.10050642  0.          0.        ]]","[-0.60365861 -0.65928046 -1.3706369   1.065631    0.62816967 -0.20328998
 -0.31235628 -0.43182609 -0.527251    0.03239353  0.        ]",-0.0137673033169,[ 1.40286542  0.15710284],-0.691711,[ 0.71296912  0.33155596],[-0.4825846 -0.2829721]
24,"[[-1.66296403  2.27030994  0.07203793 -0.0243387 ]
 [ 2.05687338 -0.45678302  0.          0.        ]]","[-0.60176186 -0.64499987 -1.37082108  1.08559544  0.62816937 -0.20328991
 -0.01143106 -0.33098219 -0.51711285  0.01735876  0.        ]",-0.0154231222584,[ 0.99214591  0.91474545],-0.72624,[-0.14680824  0.13020667],[-0.4825846 -0.2829721]
25,"[[-1.58282898  2.29760425  0.07203793 -0.0243387 ]
 [ 5.94371628  3.17409944  0.          0.        ]]","[-0.48452791 -0.6699361  -1.37724527  1.05031432  0.62816907 -0.20328984
  0.28119403  0.23782103 -0.50975115  0.12062446  0.        ]",-0.0104594851509,[-1.07164876 -1.13336549],-0.677162,[-1.27180004 -0.77203673],[-0.4825846 -0.2829721]
26,"[[-1.50485271  2.32072822  0.07203793 -0.0243387 ]
 [ 1.86745801 -0.84828224  0.          0.        ]]","[-0.37033704 -0.69059503 -1.37400789  1.01956204  0.62816876 -0.20328976
 -0.02569159 -0.39231343 -0.50886629  0.21608373  0.        ]",-0.0109716811045,[-0.53055641  0.22117743],-0.701908,[-0.59563434  0.03438056],[-0.4825846 -0.2829721]
27,"[[-1.48894809  2.31271845  0.07203793 -0.0243387 ]
 [-0.26987173  0.04433232  0.          0.        ]]","[-0.34709518 -0.68348792 -1.37219807  1.0303015   0.62816846 -0.20328969
 -0.18660283 -0.2524789  -0.49951246  0.22429135  0.        ]",-0.012137451328,[-0.22942076 -0.74356757],-0.664401,[-0.25846484 -0.10092622],[-0.4825846 -0.2829721]
28,"[[-1.50340352  2.28405618  0.07203793 -0.0243387 ]
 [-1.17265178 -2.90074427  0.          0.        ]]","[-0.36821793 -0.6576309  -1.37385645  1.06796331  0.62816816 -0.20328962
 -0.25456958 -0.71384594 -0.4802054   0.18482249  0.        ]",-0.0129968732126,[-0.24423795 -0.5664971 ],-0.669008,[ 0.23353606  0.63466918],[-0.4825846 -0.2829721]
29,"[[-1.53632294  2.20411203  0.07203793 -0.0243387 ]
 [-2.11611796 -5.08638619  0.          0.        ]]","[-0.41639097 -0.58214945 -1.37643619  1.16643022  0.62816785 -0.20328954
 -0.32559942 -1.05624175 -0.43176488  0.07510134  0.        ]",-0.019290004384,[ 0.80706137  1.49651249],-0.736417,[ 0.80758733  1.28655863],[-0.4825846 -0.2829721]
30,"[[-1.54617165  2.14312088  0.07203793 -0.0243387 ]
 [ 1.12041599 -1.02626337  0.          0.        ]]","[-0.43081609 -0.52146508 -1.37688295  1.23474213  0.62816755 -0.20328947
 -0.08193302 -0.42019407 -0.39621172  0.00184444  0.        ]",-0.0254645826281,[ 0.82324772  0.99706984],-0.729289,[-0.01879746  0.47649762],[-0.4825846 -0.2829721]
31,"[[-1.49129084  2.16240894  0.07203793 -0.0243387 ]
 [ 4.3569095   2.94183647  0.          0.        ]]","[-0.35051626 -0.54092976 -1.37248335  1.21379376  0.62816724 -0.2032894
  0.16173033  0.20143749 -0.3898487   0.08136068  0.        ]",-0.0231163113107,[-1.09797126  1.6637393 ],-0.775384,[-0.98339123 -0.43449026],[-0.4825846 -0.2829721]
32,"[[-1.44473591  2.26039066  0.07203793 -0.0243387 ]
 [ 0.3120576   6.84333111  0.          0.        ]]","[-0.28266372 -0.63579052 -1.36512595  1.09813248  0.62816694 -0.20328932
 -0.14279139  0.81263466 -0.44992635  0.222544    0.        ]",-0.0167665869807,[-0.67796882 -1.39529659],-0.662788,[-0.77088952 -1.31709504],[-0.4825846 -0.2829721]
33,"[[-1.46548317  2.3561708   0.07203793 -0.0243387 ]
 [-2.3778767   2.74832056  0.          0.        ]]","[-0.31286155 -0.72139972 -1.36881291  0.97092788  0.62816664 -0.20328925
 -0.34530642  0.1711212  -0.53121863  0.2827123   0.        ]",-0.0129263989243,[ 0.00076984 -0.66747724],-0.670338,[-0.10983682 -0.74761468],[-0.4825846 -0.2829721]
34,"[[-1.51253759  2.38407368  0.07203793 -0.0243387 ]
 [-2.32773212  0.05095765  0.          0.        ]]","[-0.38157513 -0.74489955 -1.37473146  0.93140604  0.62816633 -0.20328918
 -0.34153109 -0.2514405  -0.56129706  0.26269587  0.        ]",-0.00982926318003,[ 0.16345606  0.31918172],-0.697355,[ 0.15807557 -0.20698899],[-0.4825846 -0.2829721]
35,"[[-1.55213764  2.39776288  0.07203793 -0.0243387 ]
 [-1.63458208  1.31375588  0.          0.        ]]","[-0.43955564 -0.75617966 -1.37707494  0.91162787  0.62816603 -0.2032891
 -0.28934625 -0.05361376 -0.57895057  0.23931525  0.        ]",-0.00723626754114,[-0.16606433  0.23313138],-0.701858,[-0.00288215 -0.49760592],[-0.4825846 -0.2829721]
36,"[[-1.59110101  2.43303881  0.07203793 -0.0243387 ]
 [-2.25967324  2.21084518  0.          0.        ]]","[-0.49664625 -0.78447539 -1.37702417  0.85951585  0.62816573 -0.20328903
 -0.33640696  0.08692196 -0.61422529  0.23623206  0.        ]",-0.00646252710535,[ 0.94048875 -1.12899669],-0.641764,[ 0.15966648 -0.73370641],[-0.4825846 -0.2829721]
37,"[[-1.59848842  2.43708845  0.07203793 -0.0243387 ]
 [ 1.50837758 -1.79253667  0.          0.        ]]","[-0.50746795 -0.78765095 -1.37674977  0.85342937  0.62816542 -0.20328896
 -0.05272404 -0.54023774 -0.61881053  0.23359899  0.        ]",-0.00631466227438,[-0.76995842  0.0433316 ],-0.702236,[-0.38123006  0.06104901],[-0.4825846 -0.2829721]
38,"[[-1.59920375  2.40331548  0.07203793 -0.0243387 ]
 [-1.56964475 -1.58544872  0.          0.        ]]","[-0.50851551 -0.76070658 -1.37671749  0.90353244  0.62816512 -0.20328888
 -0.28445717 -0.50779562 -0.59222807  0.20366336  0.        ]",-0.00387863559266,[ 1.09677478  1.17073217],-0.726176,[ 0.30592114  0.15169448],[-0.4825846 -0.2829721]
39,"[[-1.59056483  2.41164878  0.07203793 -0.0243387 ]
 [ 2.42024953  2.4054776   0.          0.        ]]","[-0.49586007 -0.76745034 -1.37703657  0.89130784  0.62816482 -0.20328881
  0.01592772  0.11741334 -0.59705022  0.21826947  0.        ]",-0.00495377885501,[-1.49219002 -0.28773912],-0.702682,[-0.75005478 -0.77063221],[-0.4825846 -0.2829721]
40,"[[-1.58236092  2.44784951  0.07203793 -0.0243387 ]
 [-1.5865251   1.21854929  0.          0.        ]]","[-0.48383987 -0.7960157  -1.37723313  0.8371539   0.62816451 -0.20328874
 -0.28572803 -0.06852806 -0.62481878  0.25583122  0.        ]",-0.00831863037795,[ 0.30519928 -0.5548273 ],-0.6698,[ 0.01587382 -0.56271631],[-0.4825846 -0.2829721]
41,"[[-1.60165343  2.44993627  0.07203793 -0.0243387 ]
 [-0.34685446 -1.00247045  0.          0.        ]]","[-0.51210291 -0.79762514 -1.37660157  0.83398063  0.62816421 -0.20328866
 -0.19239753 -0.41646778 -0.62971797  0.24192066  0.        ]",-0.00730278778696,[-1.09923544 -0.60973258],-0.69085,[-0.05217627 -0.08856791],[-0.4825846 -0.2829721]
42,"[[-1.6482421   2.40586276  0.07203793 -0.0243387 ]
 [-4.29881458 -3.39690515  0.          0.        ]]","[-0.58026462 -0.76277296 -1.37271691  0.89980353  0.62816391 -0.20328859
 -0.48992658 -0.79157413 -0.60496777  0.16456429  0.        ]",-0.000269278132583,[ 1.55720777  0.64977808],-0.701609,[ 1.2652061  0.6402908],[-0.4825846 -0.2829721]
43,"[[-1.693644    2.36441287  0.07203793 -0.0243387 ]
 [-0.25488084 -0.75687742  0.          0.        ]]","[-0.64645447 -0.72840706 -1.36572507  0.9593603   0.6281636  -0.20328852
 -0.1854728  -0.37799308 -0.58789152  0.08609216  0.        ]",-0.00679915271212,[ 0.43871225  1.20045802],-0.73917,[ 0.27951211  0.08377904],[-0.4825846 -0.2829721]
44,"[[-1.68126591  2.38915321  0.07203793 -0.0243387 ]
 [ 1.4869007   3.21766493  0.          0.        ]]","[-0.62843945 -0.74910034 -1.36794263  0.92409137  0.6281633  -0.20328844
 -0.05434006  0.24465003 -0.60130782  0.12095972  0.        ]",-0.00356497050896,[ 0.93692296 -1.33822249],-0.638647,[-0.38249069 -0.83054525],[-0.4825846 -0.2829721]
45,"[[-1.61460732  2.41313887  0.07203793 -0.0243387 ]
 [ 5.16668507 -0.80569894  0.          0.        ]]","[-0.53107021 -0.76864717 -1.37585143  0.88910905  0.628163   -0.20328837
  0.22269822 -0.3856415  -0.60302963  0.1993472   0.        ]",-0.00324861539947,[-1.23712616 -0.0239687 ],-0.705795,[-1.05823886 -0.16236222],[-0.4825846 -0.2829721]
46,"[[-1.55202045  2.39623269  0.07203793 -0.0243387 ]
 [ 1.10554096 -0.88464256  0.          0.        ]]","[-0.43938111 -0.75492226 -1.37705642  0.91384511  0.62816269 -0.2032883
 -0.08305148 -0.39800848 -0.57769212  0.23814278  0.        ]",-0.00719397031589,[-0.23679646  0.77323626],-0.717975,[-0.42747316 -0.06998789],[-0.4825846 -0.2829721]
47,"[[-1.53953521  2.40943466  0.07203793 -0.0243387 ]
 [ 0.14618358  2.19457798  0.          0.        ]]","[-0.42109164 -0.76566116 -1.37657401  0.89456021  0.62816239 -0.20328822
 -0.1552782   0.08437595 -0.58639867  0.25993306  0.        ]",-0.00869582248879,[-0.49853266 -1.01368317],-0.670794,[-0.45019674 -0.72403795],[-0.4825846 -0.2829721]
48,"[[-1.55644221  2.41316262  0.07203793 -0.0243387 ]
 [-1.83029674 -1.80844299  0.          0.        ]]","[-0.44585925 -0.76866502 -1.37716646  0.88907234  0.62816209 -0.20328815
 -0.30408067 -0.54272919 -0.59219945  0.24858819  0.        ]",-0.00761455967522,[ 0.46807748 -0.96313354],-0.649678,[ 0.26214761  0.16028538],[-0.4825846 -0.2829721]
49,"[[-1.57409145  2.3390895   0.07203793 -0.0243387 ]
 [ 0.05908782 -5.58628064  0.          0.        ]]","[-0.47172049 -0.70667743 -1.37731538  0.99457786  0.62816178 -0.20328808
 -0.16183513 -1.13455704 -0.53775026  0.16789089  0.        ]",-0.00700261419845,[-0.27670763 -0.7230247 ],-0.66437,[ 0.30533957  1.14070332],[-0.4825846 -0.2829721]
