timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.0118705  -0.0715323   0.13185386  0.0008734 ]
 [ 0.00273686  0.00155695  0.          0.        ]]","[ 1.02136726  1.42810934  0.17281507 -0.64937264  1.14193146  0.01081513
 -0.20092759 -0.27272746  0.16874602 -0.00832546  0.        ]",-0.0785626463207,[-0.20105979 -0.29756735],-0.620077,[-0.0731512  -0.27357763],[-0.38896325 -0.22758025]
1,"[[ -1.97918963e-02  -8.33200775e-02   1.31853865e-01   8.73396964e-04]
 [ -7.92230909e-01  -1.17640986e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02118393  1.42701434  0.16063745 -0.67477821  1.14193019  0.01081513
 -0.25523714 -0.44897276  0.16679029 -0.03928323  0.        ]",-0.0788270959944,[ 0.29082663 -0.08842255],-0.609833,[ 0.22399509 -0.0830003 ],[-0.38896325 -0.22758025]
2,"[[ -2.39349571e-02  -1.10131972e-01   1.31853865e-01   8.73396964e-04]
 [  3.74041472e-01  -1.50368729e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02105123  1.42390854  0.15426897 -0.73246633  1.14192892  0.01081512
 -0.17556098 -0.49793922  0.16303032 -0.07914148  0.        ]",-0.0791961984407,[ 0.15123342 -1.01151914],-0.507642,[ 0.04463261 -0.10451466],[-0.38896325 -0.22758025]
3,"[[ -1.05105782e-02  -1.79637163e-01   1.31853865e-01   8.73396964e-04]
 [  9.66415687e-01  -5.43373291e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02138636  1.41188021  0.17490559 -0.88111607  1.14192764  0.01081512
 -0.13509174 -1.08594584  0.1541607  -0.12892465  0.        ]",-0.07947322876,[-0.10001903  0.22069853],-0.654888,[ 0.28971273  0.46837008],[-0.38896325 -0.22758025]
4,"[[  4.65215999e-03  -2.78462988e-01   1.31853865e-01   8.73396964e-04]
 [  5.51241384e-01  -4.45212194e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02144993  1.38499263  0.19821783 -1.08908994  1.14192637  0.01081511
 -0.16345509 -0.93907778  0.13489773 -0.20700672  0.        ]",-0.0799509943397,[-0.79076159  1.0666081 ],-0.785887,[ 0.46455556  0.4531818 ],[-0.38896325 -0.22758025]
5,"[[ -1.58342947e-02  -3.26881261e-01   1.31853865e-01   8.73396964e-04]
 [ -2.58942309e+00  -4.03203480e-01   0.00000000e+00   0.00000000e+00]]","[ 1.02128239  1.36769306  0.16672092 -1.18899038  1.1419251   0.0108151
 -0.37801555 -0.33328427  0.11381339 -0.30429199  0.        ]",-0.0818543318584,[ 0.39997     1.89864909],-0.800714,[ 1.04133916  0.14968923],[-0.38896325 -0.22758025]
6,"[[ -5.12485137e-02  -2.95143530e-01   1.31853865e-01   8.73396964e-04]
 [ -9.57431149e-01   3.56375578e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01955472  1.37933267  0.11230503 -1.12367363  1.14192383  0.0108151
 -0.26652263  0.26024656  0.1114761  -0.34547912  0.        ]",-0.0835955300952,[ 0.24422687  0.2372332 ],-0.65844,[ 0.40743417 -0.4894973 ],[-0.38896325 -0.22758025]
7,"[[ -6.05169247e-02  -2.15155316e-01   1.31853865e-01   8.73396964e-04]
 [  2.73083673e-02   4.43217180e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01880104  1.40352322  0.09807711 -0.9563988   1.14192256  0.01081509
 -0.19924806  0.3901776   0.13272854 -0.27745272  0.        ]",-0.0825032811126,[-0.07417122 -1.0221974 ],-0.54158,[ 0.06139216 -0.66969627],[-0.38896325 -0.22758025]
8,"[[-0.06290456 -0.16711899  0.13185386  0.0008734 ]
 [-0.26509864  0.38494895  0.          0.        ]]","[ 1.01858594  1.41445884  0.09441307 -0.85445521  1.14192129  0.01081509
 -0.21922433 -0.2153627   0.14406162 -0.22889303  0.        ]",-0.0816823128407,[ 0.90012292 -1.44605727],-0.42536,[ 0.32989979 -0.22784501],[-0.38896325 -0.22758025]
9,"[[ -3.24120022e-02  -1.99238115e-01   1.31853865e-01   8.73396964e-04]
 [  3.30247243e+00  -3.58362847e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02069698  1.40744408  0.14124027 -0.92272417  1.14192001  0.01081508
  0.02450172 -0.80913591  0.1450092  -0.19878771  0.        ]",-0.0806901679203,[ 0.69592679 -0.46250456],-0.523995,[-0.21013311  0.07991827],[-0.38896325 -0.22758025]
