timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.01245101 -0.08439941 -0.02033707  0.08747679]
 [-0.00092884 -0.00275689  0.          0.        ]]","[ 1.07177104  1.39453314 -0.01194436 -0.52412584 -0.13727649  0.74640398
  0.16976205 -0.16615667  1.19850634 -0.73231691  0.        ]",-0.250372830009,[-0.23112764  0.01461449],-1.03207,[ 0.2948522   0.94746792],[-0.02420081 -0.05036621]
1,"[[-0.02164322 -0.08386984 -0.02033707  0.08747679]
 [-0.91524712  0.05551906  0.          0.        ]]","[ 1.07154343  1.39456774 -0.02603721 -0.52312734 -0.1372758   0.74639829
  0.0915977  -0.15863245  1.19776677 -0.7458314   0.        ]",-0.251016936035,[-0.41778166  1.11301508],-1.01695,[ 0.2942729   0.94636178],[-0.02420081 -0.05036621]
2,"[[-0.05636392 -0.04303626 -0.02033707  0.08747679]
 [-2.55137032  4.0146418   0.          0.        ]]","[ 1.06966296  1.39772929 -0.07923367 -0.44627292 -0.13727512  0.7463926
 -0.04827283  0.35249051  1.1973199  -0.76612051  0.        ]",-0.252098927458,[ 1.07817278  1.53677243],-0.925534,[ 0.29996866  0.95727503],[-0.02420081 -0.05036621]
3,"[[-0.06720961  0.07617131 -0.02033707  0.08747679]
 [ 1.45347633  7.8931949   0.          0.        ]]","[ 1.06872711  1.39528368 -0.09583202 -0.22160934 -0.13727444  0.74638692
  0.29409817  0.85320877  1.200363   -0.68777273  0.        ]",-0.248269320514,[-0.19818863  0.36076207],-1.0131,[ 0.30597728  0.97071767],[-0.02420081 -0.05036621]
4,"[[-0.0462992   0.24680276 -0.02033707  0.08747679]
 [ 0.64028621  9.1657071   0.          0.        ]]","[ 1.07035354  1.36159072 -0.06382001  0.09563166 -0.13727375  0.74638123
  0.22457744  1.01748158  1.18686004 -0.52103967  0.        ]",-0.238586669937,[ 1.40076048 -0.50844868],-0.912742,[ 0.30202949  0.96689343],[-0.02420081 -0.05036621]
5,"[[  6.08045178e-03   4.08081603e-01  -2.03370676e-02   8.74767882e-02]
 [  4.58456927e+00   6.96950291e+00   0.00000000e+00   0.00000000e+00]]","[ 1.07179636  1.29789935  0.01647355  0.383332   -0.13727307  0.74637555
  0.56177191  0.73394335  1.14152293 -0.32114863  0.        ]",-0.225104048255,[ 1.17956922  0.13284042],-0.87609,[ 0.29927146  0.9644171 ],[-0.02420081 -0.05036621]
6,"[[ 0.13655539  0.55134979 -0.02033707  0.08747679]
 [ 8.45010913  7.35602011  0.          0.        ]]","[ 1.0589575   1.21669775  0.21589383  0.6228319  -0.13727238  0.74636986
  0.89223147  0.78383713  1.03360056 -0.0416666   0.        ]",-0.204430794914,[ 2.60624397  0.29660803],-0.708797,[ 0.28843468  0.9503355 ],[-0.02420081 -0.05036621]
7,"[[  0.3435756    0.70877688  -0.02033707   0.08747679]
 [ 12.23938704   8.38323961   0.           0.        ]]","[ 0.99110697  1.10281825  0.52368481  0.86248018 -0.1372717   0.74636418
  1.21616477  0.91644475  0.80416043  0.28995854  0.        ]",-0.174084163725,[ 0.65487364 -0.59459854],-0.716234,[ 0.26495636  0.91751182],[-0.02420081 -0.05036621]
8,"[[  0.61194536   0.85114145  -0.02033707   0.08747679]
 [ 14.5897489    5.86158664   0.           0.        ]]","[ 0.82123866  0.97987999  0.88802579  1.05320002 -0.13727101  0.74635849
  1.41707754  0.5908907   0.44765137  0.56220002  0.        ]",-0.138899401216,[-0.08321352  2.1132551 ],-0.634913,[ 0.23259877  0.86416602],[-0.02420081 -0.05036621]
9,"[[  0.89753809   1.00693157  -0.02033707   0.08747679]
 [ 13.97171043   9.70461003   0.           0.        ]]","[ 0.55200117  0.82667075  1.20594109  1.22889339 -0.13727033  0.74635281
  1.36422228  1.08702224  0.01098638  0.67307392  0.        ]",-0.105516185503,[ 0.35663839 -0.62347892],-0.475075,[ 0.18913473  0.7971431 ],[-0.02420081 -0.05036621]
10,"[[  1.18837723   1.17431558  -0.02033707   0.08747679]
 [ 15.10836413   7.04263705   0.           0.        ]]","[ 0.20630741  0.64444526  1.42975381  1.37453224 -0.13726965  0.74634712
  1.46137208  0.74335008 -0.42533004  0.58568222  0.        ]",-0.0851121945951,[-0.64532371  2.23614654],-0.459066,[ 0.14127503  0.72509325],[-0.02420081 -0.05036621]
11,"[[  1.46192784   1.35349602  -0.02033707   0.08747679]
 [ 12.25628453  10.86270223   0.           0.        ]]","[-0.158912    0.43481938  1.53141707  1.47646281 -0.13726896  0.74634144
  1.21753515  1.2365146  -0.76484666  0.32925204  0.        ]",-0.0869171080917,[-1.74183287 -1.69478212],-0.467734,[ 0.09337428  0.64796776],[-0.02420081 -0.05036621]
12,"[[ 1.66493654  1.528868   -0.02033707  0.08747679]
 [ 8.05832298  6.68843808  0.          0.        ]]","[-0.43872236  0.22138712  1.53368038  1.51913404 -0.13726828  0.74633575
  0.85864812  0.69760314 -0.93286216  0.03337145  0.        ]",-0.0991173748052,[ 1.07109554  1.49806455],-0.493702,[ 0.05720016  0.59112692],[-0.02420081 -0.05036621]
13,"[[  1.8642138    1.70102572  -0.02033707   0.08747679]
 [ 11.85697335  10.51455396   0.           0.        ]]","[-0.70827134  0.01029049  1.47491163  1.50479711 -0.13726759  0.74633007
  1.18337765  1.19154998 -0.99733926 -0.28033559  0.        ]",-0.114966262939,[ 0.97855128  0.46840811],-0.550957,[ 0.04112114  0.56056404],[-0.02420081 -0.05036621]
14,"[[  2.13787387   1.92782507  -0.02033707   0.08747679]
 [ 15.49707745  12.15986541   0.           0.        ]]","[-1.05060813 -0.2596119   1.30041601  1.40181527 -0.13726691  0.74632438
  1.49454283  1.40394289 -0.93768144 -0.6711745   0.        ]",-0.13490006467,[-1.17253493 -0.73539895],-0.637391,[ 0.02980329  0.53903174],[-0.02420081 -0.05036621]
15,"[[  2.40504297   2.13938674  -0.02033707   0.08747679]
 [ 11.2337717    9.0068651    0.           0.        ]]","[-1.33173921 -0.49181424  1.03706546  1.22399242 -0.13726623  0.7463187
  1.13006674  0.99687586 -0.75916994 -0.9453101   0.        ]",-0.147583658198,[ 1.46208905 -0.12847469],-0.631506,[ 0.00403653  0.49647239],[-0.02420081 -0.05036621]
16,"[[  2.66721606   2.31262375  -0.02033707   0.08747679]
 [ 14.9711154    8.31910481   0.           0.        ]]","[-1.53715003 -0.66040569  0.70745772  1.02515149 -0.13726554  0.74631301
  1.44954413  0.90807682 -0.54794979 -1.08388498  0.        ]",-0.1530841348,[ 1.62091301  0.33996288],-0.629162,[ 0.00202218  0.49025637],[-0.02420081 -0.05036621]
17,"[[  3.00339584   2.49085081  -0.02033707   0.08747679]
 [ 18.63471734   9.49964976   0.           0.        ]]","[-1.67641841 -0.8078668   0.21826715  0.77721781 -0.13726486  0.74630733
  1.76270234  1.06047614 -0.29932841 -1.11191778  0.        ]",-0.151762537363,[ 0.6256866  -0.07528257],-0.651806,[ 0.001921    0.48357868],[-0.02420081 -0.05036621]
