timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.197006216217,[-0.67481148 -0.0161637 ],[ -4.16032171 -16.20403862],-1.41955,"[ 1.46783418  2.69329199  0.47519941  0.9835301   0.89620027 -1.40021837
 -0.56838083  0.37089906  0.65967899  1.42571005  0.        ]","[[-0.00225761  0.0344591   0.10280953 -0.16201397]
 [ 0.00171575  0.00433349  0.          0.        ]]",[ -4.28565194 -15.94164034]
1,-0.18640972716,[-0.67481148 -0.0161637 ],[ -2.76585269 -15.87706184],-1.48501,"[ 1.46662427  2.69419858  0.41123078  0.81039746  0.8961998  -1.40021716
 -0.67857993 -0.12714175  0.65851776  1.31751136  0.        ]","[[-0.04189869 -0.0051675   0.10280953 -0.16201397]
 [-3.95266245 -3.95380644  0.          0.        ]]",[ -1.46306434 -14.8073985 ]
2,-0.15370189975,[-0.67481148 -0.0161637 ],[ -1.06573844 -15.24372673],-0.969043,"[ 1.45022918  2.6822928   0.22192343  0.29610033  0.89619933 -1.40021595
 -0.7866012  -0.61532492  0.61698133  0.99934903  0.        ]","[[-0.15984309 -0.1231709   0.10280953 -0.16201397]
 [-7.82889445 -7.83360405  0.          0.        ]]",[ -1.47175048 -16.52991399]
3,-0.0968837473125,[-0.67481148 -0.0161637 ],[ -0.35481334 -15.17152023],-0.665386,"[ 1.38193565  2.61531905 -0.08154595 -0.53332806  0.89619886 -1.40021474
 -0.89249504 -1.09383831  0.42976133  0.51608229  0.        ]","[[ -0.35454547  -0.31799937   0.10280953  -0.16201397]
 [-11.62878912 -11.63655489   0.           0.        ]]",[ -0.10625018 -15.40173868]
4,-0.0230507262892,[-0.67481148 -0.0161637 ],[ -0.45313936 -15.50178337],-0.155897,"[ 1.23509433  2.42981947 -0.41792138 -1.59148898  0.89619839 -1.40021353
 -0.89778662 -1.5630308   0.01372691  0.05594029  0.        ]","[[ -0.58902485  -0.5881438    0.10280953  -0.16201397]
 [-11.81868811 -15.36543572   0.           0.        ]]",[ -0.15006519 -16.24838051]
5,-0.059428463921,[-0.67481148 -0.0161637 ],[ -0.34611779 -16.17124748],-0.0521777,"[ 1.01980646  2.05873404 -0.71124659 -2.67550915  0.89619791 -1.40021232
 -0.90784173 -2.02290518 -0.58630535 -0.15404694  0.        ]","[[ -0.82901613  -0.93212298   0.10280953  -0.16201397]
 [-12.17952137 -19.02027453   0.           0.        ]]",[ -1.18587093 -17.2838887 ]
6,-0.143673779708,[-0.67481148 -0.0161637 ],[  0.3657378  -16.75839615],-0.193978,"[ 0.7009612   1.46771292 -0.96692406 -3.42928414  0.89619744 -1.40021111
 -1.0114805  -2.47351998 -1.25500965  0.03999333  0.        ]","[[ -1.10991472  -1.34846091   0.10280953  -0.16201397]
 [-15.8984995  -22.60154385   0.           0.        ]]",[  0.69423829 -16.72541505]
7,-0.208485306833,[-0.67481148 -0.0161637 ],[  0.19171204 -16.66633797],-0.353839,"[ 0.32527124  0.70876439 -1.11108861 -3.38437506  0.89619697 -1.4002099
 -0.92628352 -2.91538361 -1.6477432   0.64222122  0.        ]","[[ -1.39721075  -1.83572623   0.10280953  -0.16201397]
 [-12.84132316 -26.11329239   0.           0.        ]]",[  0.29144257 -16.72434565]
8,-0.232036476797,[-0.67481148 -0.0161637 ],[  1.25549883e-02  -1.61246719e+01],-0.608699,"[-0.00871759 -0.03151456 -1.13148639 -2.14265996  0.8961965  -1.40020869
 -0.88719229 -3.34848378 -1.5240523   1.27600103  0.        ]","[[ -1.63996489  -2.39252792   0.10280953  -0.16201397]
 [-11.43859639 -29.55543211   0.           0.        ]]",[  0.52031028 -16.36559472]
9,-0.20814466583,[-0.67481148 -0.0161637 ],[  0.04038654 -14.95409203],-1.19961,"[-0.28834667 -0.44058239 -1.07467654  0.29206779  0.89619603 -1.40020748
 -0.82355132 -3.04002913 -1.02432753  1.50417942  0.        ]","[[ -1.84583295  -3.01749064   0.10280953  -0.16201397]
 [ -9.15492902 -27.10406695   0.           0.        ]]",[  0.22717344 -13.79847748]
