timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.382382737611,[-0.59938318  0.04374324],[ -1.07488358 -11.49242115],-2.43101,"[ 1.33036507  2.6592556   0.5287994   0.55914414 -1.33471947  1.13773827
 -0.63177873  0.36986182  2.60028484 -0.97984387  0.        ]","[[ 0.09917665 -0.06081496 -0.15466418  0.13096913]
 [-0.00081559  0.0029303   0.          0.        ]]",[-1.82701239 -9.85092247]
1,-0.386730703781,[-0.59938318  0.04374324],[ -1.10176241 -11.68181324],-2.15547,"[ 1.33478618  2.65426249  0.46849105  0.38979332 -1.33471799  1.13773723
 -0.74244212 -0.12952937  2.6025824  -1.08924178  0.        ]","[[ 0.05948536 -0.10046934 -0.15466418  0.13096913]
 [-3.95515669 -3.95518184  0.          0.        ]]",[ -2.21846611 -11.27047589]
2,-0.397077238124,[-0.59938318  0.04374324],[ -1.2045455  -11.98627663],-1.83721,"[ 1.33486564  2.62501997  0.28873365 -0.10924458 -1.3347165   1.13773618
 -0.85092006 -0.61903534  2.57143329 -1.41172507  0.        ]","[[-0.05850899 -0.21849993 -0.15466418  0.13096913]
 [-7.83140899 -7.83494582  0.          0.        ]]",[ -1.11943379 -12.15856981]
3,-0.405447900429,[-0.59938318  0.04374324],[ -1.30247545 -12.25135517],-1.9227,"[ 1.29241517  2.53068579 -0.00407127 -0.90159598 -1.33471502  1.13773514
 -0.95726448 -1.09884374  2.40125803 -1.90485796  0.        ]","[[ -0.25326271  -0.41335481  -0.15466418   0.13096913]
 [-11.6314293  -11.63785212   0.           0.        ]]",[ -2.4324941  -10.62238761]
4,-0.39894267749,[-0.59938318  0.04374324],[ -1.19507277 -12.37807751],-1.22415,"[ 1.14911411  2.3115538  -0.38386199 -1.8864079  -1.33471353  1.1377341
 -1.06153662 -1.56912897  1.96408031 -2.41999074  0.        ]","[[ -0.52327246  -0.6835109   -0.15466418   0.13096913]
 [-15.35740725 -15.36528883   0.           0.        ]]",[ -0.82515083 -13.17058311]
5,-0.362435082498,[-0.59938318  0.04374324],[ -0.78235322 -12.253335  ],-1.16626,"[ 0.84840342  1.90834544 -0.77746856 -2.84825197 -1.33471205  1.13773305
 -1.14444524 -2.03008686  1.2428895  -2.65779811  0.        ]","[[ -0.860141    -1.02747442  -0.15466418   0.13096913]
 [-18.32001008 -19.01881615   0.           0.        ]]",[ -1.10656475 -12.82069655]
6,-0.285650920985,[-0.59938318  0.04374324],[  0.17575559 -12.01526737],-1.12242,"[ 0.35762184  1.29926691 -1.0746518  -3.43075123 -1.33471057  1.13773201
 -1.24516004 -2.48183049  0.47938834 -2.32421114  0.        ]","[[ -1.26264399  -1.44377616  -0.15466418   0.13096913]
 [-21.91888721 -22.59934023   0.           0.        ]]",[  0.65751509 -10.77160656]
7,-0.187402058724,[-0.59938318  0.04374324],[  0.45022637 -11.4887085 ],-0.632881,"[-0.2089876   0.55157037 -1.13886436 -3.19029562 -1.33470908  1.13773097
 -1.16036854 -2.92477654  0.18186434 -1.53891571  0.        ]","[[ -1.6706226   -1.93098782  -0.15466418   0.13096913]
 [-18.88907925 -26.11017518   0.           0.        ]]",[  0.549299  -11.4486174]
8,-0.143919172601,[-0.59938318  0.04374324],[  0.73936611 -10.68249798],-0.800714,"[-0.68312726 -0.13705976 -0.99330458 -1.78672912 -1.3347076   1.13772992
 -1.08921618 -3.35899231  0.50740684 -0.94793212  0.        ]","[[ -2.02289848  -2.48772211  -0.15466418   0.13096913]
 [-16.34663234 -29.55186735   0.           0.        ]]",[  0.96993879 -10.21326218]
9,-0.200078063816,[-0.59938318  0.04374324],[ 1.55014539 -9.83876514],-1.6193,"[-1.01417011 -0.45828473 -0.75056943  0.69540849 -1.33470611  1.13772888
 -0.97276106 -2.99975423  1.04029925 -1.01958652  0.        ]","[[ -2.30809096  -3.11261185  -0.15466418   0.13096913]
 [-12.18537796 -26.70465679   0.           0.        ]]",[ 1.09304364 -8.54305204]
10,-0.220831922375,[-0.59938318  0.04374324],[ 1.66153097 -9.71807003],-1.67243,"[-1.20341296 -0.44411617 -0.52258246  1.40875803 -1.33470463  1.13772783
 -0.85517028  0.61544935  1.13531817 -1.17214555  0.        ]","[[-2.50963624 -3.27953629 -0.15466418  0.13096913]
 [-7.983538    1.9493865   0.          0.        ]]",[ 1.24645263 -9.92646354]
11,-0.211718948098,[-0.59938318  0.04374324],[ 1.32367229 -9.66486931],-1.52781,"[-1.29355659 -0.4569431  -0.37104892  1.03624056 -1.33470314  1.13772679
 -0.73994092  1.00685978  1.09452572 -1.10412559  0.        ]","[[-2.62799443 -3.19218211 -0.15466418  0.13096913]
 [-3.86607348  5.05170439  0.          0.        ]]",[  0.99740916 -10.42066117]
12,-0.203081064969,[-0.59938318  0.04374324],[ 0.82097095 -9.62814236],-1.42063,"[-1.3182287  -0.45790918 -0.32151582  0.6638982  -1.33470166  1.13772575
 -0.62728505  0.80551173  1.06065173 -1.03203285  0.        ]","[[-2.66492658 -3.10525459 -0.15466418  0.13096913]
 [ 0.15943532  3.45582783  0.          0.        ]]",[  0.25341014 -10.85829733]
13,-0.197547436921,[-0.59938318  0.04374324],[ 0.54163104 -9.64073086],-1.39203,"[-1.30958744 -0.45282951 -0.33936331  0.44077899 -1.33470018  1.1377247
 -0.59929661  0.60424539  1.03672287 -0.98867788  0.        ]","[[-2.65170362 -3.05307507 -0.15466418  0.13096913]
 [ 1.15953186  1.86059756  0.          0.        ]]",[  0.66723895 -10.59026353]
14,-0.194109606054,[-0.59938318  0.04374324],[ 0.17960143 -9.6206131 ],-1.52841,"[-1.27535424 -0.44860117 -0.40499241  0.32718025 -1.33469869  1.13772366
 -0.52600822  0.48330993  1.01841341 -0.9668809   0.        ]","[[-2.60223779 -3.02642434 -0.15466418  0.13096913]
 [ 3.77832807  0.90206768  0.          0.        ]]",[ 0.93416343 -9.51465772]
15,-0.191304487412,[-0.59938318  0.04374324],[-0.32236922 -9.5871582 ],-1.69392,"[-1.1871446  -0.44622677 -0.54617927  0.27376716 -1.33469721  1.13772262
 -0.4245943   0.4215143   0.99776929 -0.95782174  0.        ]","[[-2.49031245 -3.01386614 -0.15466418  0.13096913]
 [ 7.40213204  0.41227869  0.          0.        ]]",[ 0.13652368 -8.63206117]
16,-0.188913812308,[-0.59938318  0.04374324],[-0.58889383 -9.60554886],-1.41192,"[-1.04518833 -0.4450812  -0.71908267  0.24981397 -1.33469572  1.13772157
 -0.41356817  0.39238753  0.97491556 -0.95796577  0.        ]","[[-2.33831681 -3.00822794 -0.15466418  0.13096913]
 [ 7.79612054  0.18142215  0.          0.        ]]",[ -1.22207661 -10.60181411]
17,-0.187523109291,[-0.59938318  0.04374324],[-0.62224877 -9.67072678],-1.40745,"[-0.92301942 -0.44456776 -0.83296199  0.23940676 -1.33469424  1.13772053
 -0.52868971  0.37930806  0.95887134 -0.96197761  0.        ]","[[-2.2236678  -3.00577694 -0.15466418  0.13096913]
 [ 3.68248942  0.07775598  0.          0.        ]]",[ -0.9368134  -10.64600703]
18,-0.1871043087,[-0.59938318  0.04374324],[-0.47359371 -9.73193836],-1.47652,"[-0.88260409 -0.4443467  -0.86524363  0.23498651 -1.33469275  1.13771948
 -0.63453087  0.37362172  0.95374279 -0.96357706  0.        ]","[[-2.18796424 -3.0047357  -0.15466418  0.13096913]
 [-0.09952865  0.03268765  0.          0.        ]]",[ -0.18596713 -10.10782533]
19,-0.187136202479,[-0.59938318  0.04374324],[-0.41419911 -9.74734211],-1.56914,"[-0.89329905 -0.44425376 -0.85693307  0.23314065 -1.33469127  1.13771844
 -0.65508101  0.37120604  0.95456773 -0.9628207   0.        ]","[[-2.19732256 -3.00430086 -0.15466418  0.13096913]
 [-0.83385689  0.01354236  0.          0.        ]]",[ 0.28724311 -9.46230493]
20,-0.18716035179,[-0.59938318  0.04374324],[-0.4768275  -9.72659588],-1.42458,"[-0.89909778 -0.44421524 -0.85235748  0.23237981 -1.33468979  1.1377174
 -0.62279143  0.3701971   0.95506258 -0.96243618  0.        ]","[[-2.2024234  -3.00412162 -0.15466418  0.13096913]
 [ 0.31992885  0.00554691  0.          0.        ]]",[  0.57583625 -10.20473764]
