timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0989664738008,"[[ 0.07642186 -0.06622382  0.17038179 -0.08206337]
 [ 0.00342318  0.00286792  0.          0.        ]]",[ -2.89594221 -16.83843613],-1.46608,"[ 1.53002849  2.70467726  0.65512192  0.54909144  1.47544411 -0.71514349
 -0.53759384  0.37110477  0.14868671  0.79103489  0.        ]",[-0.75520539  0.01174403],[ -2.58482815 -14.9303605 ]
1,-0.0874772973499,"[[ 0.03681449 -0.10587944  0.17038179 -0.08206337]
 [-3.95100319 -3.9552432   0.          0.        ]]",[ -1.80217731 -16.83618546],-0.782096,"[ 1.53311494  2.69928972  0.5892189   0.37509061  1.47544293 -0.71514322
 -0.64828542 -0.12645182  0.14844036  0.68360051  0.        ]",[-0.75520539  0.01174403],[ -2.37604123 -18.58983521]
2,-0.0533497035867,"[[-0.08109765 -0.22391124  0.17038179 -0.08206337]
 [-7.82734223 -7.83500583  0.          0.        ]]",[ -0.70117146 -16.78682709],-0.716539,"[ 1.52951908  2.66870528  0.39285865 -0.13741708  1.47544175 -0.71514295
 -0.75679114 -0.61415952  0.10964386  0.36775772  0.        ]",[-0.75520539  0.01174403],[ -1.18267158 -16.79168871]
3,-0.0186977780613,"[[ -0.27577093  -0.41876731   0.17038179  -0.08206337]
 [-11.62745337 -11.63791025   0.           0.        ]]",[ -0.21999599 -16.99760437],-0.226144,"[ 1.48198871  2.57166551  0.07405545 -0.95041992  1.47544058 -0.71514268
 -0.86316303 -1.09220539 -0.07270965 -0.1116341   0.        ]",[-0.75520539  0.01174403],[  0.18058901 -17.17521277]
4,-0.0794767967876,"[[ -0.49884045  -0.68894238   0.17038179  -0.08206337]
 [-10.68279862 -15.36714855   0.           0.        ]]",[ -0.51042461 -17.45293045],-0.0144315,"[ 1.36615021  2.34793333 -0.26947924 -1.95940206  1.4754394  -0.71514241
 -0.83672    -1.56099025 -0.4688637  -0.55490756  0.        ]",[-0.75520539  0.01174403],[ -0.15957317 -17.6975588 ]
5,-0.146845301824,"[[ -0.71671846  -1.03295566   0.17038179  -0.08206337]
 [-11.10387691 -19.02197929   0.           0.        ]]",[ -0.54495418 -17.89370346],-0.132368,"[ 1.19507171  1.93791457 -0.56699282 -2.94199293  1.47543823 -0.71514214
 -0.84850641 -2.02042027 -1.02768727 -0.75910737  0.        ]",[-0.75520539  0.01174403],[ -0.74582696 -17.09591192]
6,-0.20904863639,"[[ -0.96622843  -1.44933173   0.17038179  -0.08206337]
 [-13.83847816 -22.60367017   0.           0.        ]]",[ -0.36658275 -18.11157608],0.0891716,"[ 0.93941875  1.32026409 -0.8433849  -3.53135337  1.47543705 -0.71514187
 -0.92505264 -2.47065402 -1.64878407 -0.60102973  0.        ]",[-0.75520539  0.01174403],[ -0.43955013 -18.67431458]
7,-0.249538554348,"[[ -1.25775234  -1.9366317    0.17038179  -0.08206337]
 [-15.3093189  -26.11463082   0.           0.        ]]",[ -0.18270899 -17.69718742],-0.12969,"[ 0.58058452  0.56399413 -1.0578079  -3.27233676  1.47543588 -0.7151416
 -0.96622378 -2.91199351 -2.05881569 -0.0412903   0.        ]",[-0.75520539  0.01174403],[ -0.11464614 -17.54352805]
8,-0.246688756608,"[[ -1.5655079   -2.49345598   0.17038179  -0.08206337]
 [-15.46555805 -29.55638334   0.           0.        ]]",[ -0.07955517 -16.95550156],-0.451466,"[ 0.16358592 -0.13003159 -1.13878384 -1.81835762  1.4754347  -0.71514133
 -0.97059673 -3.34462906 -1.96165919  0.60932692  0.        ]",[-0.75520539  0.01174403],[ -0.77164256 -17.27240599]
9,-0.193050869901,"[[ -1.90243563  -3.11843618   0.17038179  -0.08206337]
 [-18.21707616 -26.68417676   0.           0.        ]]",[  0.98379815 -15.83495045],-0.861143,"[-0.29228454 -0.44985311 -1.04798876  0.73857328  1.47543353 -0.71514105
 -1.04761638 -2.98357162 -1.44807802  0.80376725  0.        ]",[-0.75520539  0.01174403],[  1.0073718  -16.05291114]
