timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.26068959564,[-0.20364815  0.85098704],-0.26068959564,"[ 1.06836508  1.55368891 -0.03844682 -0.56223763 -0.35997287 -0.38855383
  0.14432084 -0.27998687  1.39091054  0.21588318  0.        ]","[[-0.05386916  0.00097316 -0.04882909 -0.04468469]
 [ 0.00309451  0.00455099  0.          0.        ]]",[ 0.02301557 -0.09802736],[-0.06707969  0.81335092]
1,-0.261026017191,[-0.59801433 -0.25407509],-0.261026017191,"[ 1.06770275  1.55289899 -0.0507488  -0.48632958 -0.3599694  -0.38855002
  0.07055114  0.18563984  1.39131983  0.23110006  0.        ]","[[-0.06190392  0.0348743  -0.04882909 -0.04468469]
 [-0.80387942  3.37433135  0.          0.        ]]",[ 0.02301557 -0.09802736],[-0.06592664  0.81365097]
2,-0.260466034505,[ 0.47963708  0.75077541],-0.260466034505,"[ 1.06320719  1.5484597  -0.11135253 -0.35955049 -0.35996594 -0.38854621
 -0.14421493  0.03752171  1.38937601  0.21565998  0.        ]","[[-0.1015533   0.09160595 -0.04882909 -0.04468469]
 [-3.15323939  2.30240265  0.          0.        ]]",[ 0.02301557 -0.09802736],[-0.06522062  0.81246471]
3,-0.25981440561,[-0.01698404  0.63183251],-0.25981440561,"[ 1.05580696  1.53649837 -0.17742571 -0.19212229 -0.35996248 -0.3885424
  0.0348352   0.44188973  1.38567143  0.20973247  0.        ]","[[-0.14496663  0.16701569 -0.04882909 -0.04468469]
 [-1.19460622  5.2288219   0.          0.        ]]",[ 0.02301557 -0.09802736],[-0.06329972  0.81354904]
4,-0.259889095524,[-0.89162517  1.43599508],-0.259889095524,"[ 1.05052094  1.50032736 -0.21429195  0.08809269 -0.35995901 -0.38853859
  0.03077168  0.77327733  1.37750141  0.27713275  0.        ]","[[-0.16930483  0.29565498 -0.04882909 -0.04468469]
 [-1.23905382  7.62711355  0.          0.        ]]",[ 0.02301557 -0.09802736],[-0.06416173  0.81258303]
5,-0.257485126902,[ 0.15786443  1.10393326],-0.257485126902,"[ 1.03409554  1.41129679 -0.30438913  0.48246181 -0.35995555 -0.38853478
 -0.28956452  1.29970084  1.35150976  0.33864408  0.        ]","[[ -0.22924382   0.48642314  -0.04882909  -0.04468469]
 [ -4.74318215  11.43698463   0.           0.        ]]",[ 0.02301557 -0.09802736],[-0.06420539  0.80496603]
6,-0.250841024139,[-0.82783373  0.55804202],-0.250841024139,"[ 1.00139001  1.22236695 -0.43382498  0.96636467 -0.35995209 -0.38853097
 -0.22399448  1.8154434   1.29183923  0.4132744   0.        ]","[[ -0.31691206   0.75261581  -0.04882909  -0.04468469]
 [ -4.02595101  15.16984639   0.           0.        ]]",[ 0.02301557 -0.09802736],[-0.06840641  0.79416102]
7,-0.237900645551,[-0.43676457  0.01864482],-0.237900645551,"[ 0.94463525  0.91060012 -0.594529    1.4055502  -0.35994862 -0.38852716
 -0.51616738  2.07928831  1.18624569  0.48259525  0.        ]","[[ -0.42949723   1.07517839  -0.04882909  -0.04468469]
 [ -7.22198703  17.07998705   0.           0.        ]]",[ 0.02301557 -0.09802736],[-0.07237238  0.77073824]
8,-0.218104636049,[ 1.04710338  1.61325666],-0.218104636049,"[ 0.83654797  0.51889676 -0.80896767  1.64753578 -0.35994516 -0.38852335
 -0.66108533  2.04269184  1.04759579  0.4868659   0.        ]","[[ -0.58984182   1.41412768  -0.04882909  -0.04468469]
 [ -8.8072714   16.81578044   0.           0.        ]]",[ 0.02301557 -0.09802736],[-0.0760328   0.73739302]
9,-0.192281053705,[ 0.14438149 -0.93219574],-0.192281053705,"[ 0.72282777  0.06488854 -0.97239138  1.62286221 -0.3599417  -0.38851955
 -0.28335898  2.54350516  0.85348979  0.52173885  0.        ]","[[ -0.72453558   1.78682096  -0.04882909  -0.04468469]
 [ -4.67553175  20.44156245   0.           0.        ]]",[ 0.02301557 -0.09802736],[-0.07743548  0.68871862]
