timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.349026198592,[-0.08999425  2.16915485],-0.349026198592,"[ 0.98121939  1.77995915  0.24973133 -0.68548872 -1.14752403 -0.32188318
  0.40339939 -0.34981482  2.45845917  0.54878081  0.        ]","[[ 0.08085152  0.09950195 -0.13482711 -0.03825907]
 [ 0.00248482 -0.00387681  0.          0.        ]]",[-0.27070054 -0.21504708],[-0.30457488  1.96019888]
1,-0.348974039374,[-2.04178543  0.97997651],-0.348974039374,"[ 0.98163184  1.773906    0.24432799 -0.57219594 -1.14752133 -0.32188282
  0.37063333  0.22845669  2.45214922  0.5845223   0.        ]","[[ 0.07731341  0.13915441 -0.13482711 -0.03825907]
 [-0.35509816  3.95592544  0.          0.        ]]",[-0.27070054 -0.21504708],[-0.36920455  1.76402915]
2,-0.347909508369,[-1.92900173  1.49726792],-0.347909508369,"[ 0.98536579  1.74439728  0.17284231 -0.24145922 -1.14751862 -0.32188246
  0.00865991  0.78390099  2.43811721  0.6132985   0.        ]","[[ 0.03057651  0.25643473 -0.13482711 -0.03825907]
 [-4.30543914  7.75941846  0.          0.        ]]",[-0.27070054 -0.21504708],[-0.28615648  1.58388865]
3,-0.34411516809,[ 0.26814125  2.43144899],-0.34411516809,"[ 0.97945782  1.65886188 -0.01836261  0.27991783 -1.14751592 -0.3218821
 -0.34616172  1.33990696  2.41497022  0.55937615  0.        ]","[[ -0.09438391   0.44982385  -0.13482711  -0.03825907]
 [ -8.17773074  11.56677342   0.           0.        ]]",[-0.27070054 -0.21504708],[-0.10532778  1.4549185 ]
4,-0.335912964062,[-0.67618468  1.93560932],-0.335912964062,"[ 0.94153206  1.46957127 -0.24658231  0.92313632 -1.14751321 -0.32188174
 -0.23426001  1.88461467  2.35030861  0.52827145  0.        ]","[[ -0.24568634   0.71858383  -0.13482711  -0.03825907]
 [ -6.95651373  15.29679861   0.           0.        ]]",[-0.27070054 -0.21504708],[-0.07049075  1.37483966]
5,-0.320697145182,[-0.77439753  1.14260833],-0.320697145182,"[ 0.86300203  1.13024505 -0.48502576  1.54078857 -1.14751051 -0.32188137
 -0.46689306  2.41869136  2.21925563  0.53824533  0.        ]","[[ -0.410289     1.06121523  -0.13482711  -0.03825907]
 [ -9.49531767  18.95409148   0.           0.        ]]",[-0.27070054 -0.21504708],[ 0.1302138   1.23545241]
6,-0.295072031119,[ 1.20700686  0.90701191],-0.295072031119,"[ 0.70224113  0.62634636 -0.77534246  1.89355548 -1.14750781 -0.32188101
 -0.73055434  2.94212587  2.00646826  0.50628316  0.        ]","[[ -0.62906483   1.47626269  -0.13482711  -0.03825907]
 [-12.37274631  22.53861047   0.           0.        ]]",[-0.27070054 -0.21504708],[ 0.36585623  1.17010379]
7,-0.257425722374,[ 0.15939134  1.52365561],-0.257425722374,"[ 0.49922961  0.02112093 -1.00891964  1.69272224 -1.1475051  -0.32188065
 -0.34546346  3.40122981  1.68118098  0.5216734   0.        ]","[[ -0.83435769   1.95857954  -0.13482711  -0.03825907]
 [ -8.17013804  25.68273764   0.           0.        ]]",[-0.27070054 -0.21504708],[ 0.38819048  1.00944996]
8,-0.205984557291,[ 2.1616562   0.89250621],-0.205984557291,"[ 0.31716637 -0.52590617 -1.15452481  0.73504199 -1.1475024  -0.32188029
 -0.27274183  3.90510394  1.23197445  0.53304067  0.        ]","[[ -0.98979873   2.5068578   -0.13482711  -0.03825907]
 [ -7.37650897  29.13362124   0.           0.        ]]",[-0.27070054 -0.21504708],[ 0.48846367  0.81770313]
9,-0.140977208872,[ 1.1530162   1.98737153],-0.140977208872,"[ 0.18103376 -0.77505069 -1.23652439 -0.90693571 -1.14749969 -0.32187993
  0.10347816  3.44949802  0.70536954  0.36894791  0.        ]","[[ -1.09613048   3.11920071  -0.13482711  -0.03825907]
 [ -3.27071352  26.01397676   0.           0.        ]]",[-0.27070054 -0.21504708],[ 0.29022154  0.7377032 ]
