timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.369603459146,[ 0.40148396  1.19517183],-0.369603459146,"[ 1.05689264  1.41596361  0.09605101 -1.09381556 -1.34059193 -0.45063797
  0.27836878 -0.31887375  3.22160921  0.7205438   0.        ]","[[ 0.0083688   0.07610144 -0.15448223 -0.05350413]
 [ 0.00201082  0.00107655  0.          0.        ]]",[-0.75039172 -0.64011693],[ 0.56097233  1.62256336]
1,-0.370303576958,[ 0.79166661  1.47277239],-0.370303576958,"[ 1.05651083  1.41100427  0.11980558 -0.99196061 -1.34059013 -0.45063771
  0.46442957  0.34896246  3.21446371  0.82357859  0.        ]","[[ 0.02432835  0.11584441 -0.15448223 -0.05350413]
 [ 1.58866895  3.96002822  0.          0.        ]]",[-0.75039172 -0.64011693],[ 0.75012678  1.48916578]
2,-0.371352914291,[ 0.36250162  2.00169453],-0.371352914291,"[ 1.05139764  1.38425772  0.21322859 -0.69261047 -1.34058833 -0.45063745
  0.82782483  1.00347748  3.16546763  1.1674161   0.        ]","[[ 0.0871936   0.23397412 -0.15448223 -0.05350413]
 [ 4.68757053  7.84001454  0.          0.        ]]",[-0.75039172 -0.64011693],[ 0.92241865  1.29871392]
3,-0.368350592777,[ 0.25909174  1.19193373],-0.368350592777,"[ 1.02945472  1.30179514  0.37115205 -0.21868232 -1.34058653 -0.45063719
  0.98498211  1.64514305  2.99970951  1.70533978  0.        ]","[[  0.19439068   0.42893947  -0.15448223  -0.05350413]
 [  6.02775542  11.64384068   0.           0.        ]]",[-0.75039172 -0.64011693],[ 1.14037704  1.10771537]
4,-0.355111420651,[ 2.04876523  0.83455919],-0.355111420651,"[ 0.98099691  1.11425174  0.55755686  0.36765885 -1.34058473 -0.45063693
  1.09114042  2.274122    2.64582343  2.27186156  0.        ]","[[  0.3240272    0.69922706  -0.15448223  -0.05350413]
 [  6.93304251  15.37248581   0.           0.        ]]",[-0.75039172 -0.64011693],[ 1.55967939  0.90895832]
5,-0.324271849117,[ 2.03776242  0.53943957],-0.324271849117,"[ 0.87757929  0.78056736  0.7986117   0.92674625 -1.34058293 -0.45063667
  1.53913425  2.77996226  2.03830746  2.70401477  0.        ]","[[  0.50101517   1.03676392  -0.15448223  -0.05350413]
 [ 10.7533835   18.37119631   0.           0.        ]]",[-0.75039172 -0.64011693],[ 1.69773662  0.2693865 ]
6,-0.268886999959,[ 1.42548828 -1.31686632],-0.268886999959,"[ 0.66171621  0.31100046  1.10230676  1.25679233 -1.34058113 -0.45063641
  1.97856294  3.07864073  1.22814372  2.71672345  0.        ]","[[  0.75367707   1.42195389  -0.15448223  -0.05350413]
 [ 14.50070526  20.14187183   0.           0.        ]]",[-0.75039172 -0.64011693],[ 1.38252449 -0.94155389]
7,-0.197010983353,[-0.35786228 -1.81265612],-0.197010983353,"[ 0.28469529 -0.15372629  1.39690871  1.22855928 -1.34057933 -0.45063615
  2.40954577  2.34313275  0.53772552  2.17608537  0.        ]","[[  1.08056784   1.78104526  -0.15448223  -0.05350413]
 [ 18.17603644  15.78176222   0.           0.        ]]",[-0.75039172 -0.64011693],[-0.12107449 -2.21462083]
8,-0.132969616551,[-0.53808973 -1.79451778],-0.132969616551,"[-0.19226876 -0.48664545  1.55671737  0.99069921 -1.34057754 -0.45063589
  2.20161483  1.62231235  0.23030795  1.42224632  0.        ]","[[  1.42630171   2.05380688  -0.15448223  -0.05350413]
 [ 16.40292591  11.50868603   0.           0.        ]]",[-0.75039172 -0.64011693],[-0.63335645 -2.82247329]
9,-0.0959194073038,[-0.57520751 -2.97284816],-0.0959194073038,"[-0.63339417 -0.69160782  1.55346168  0.72677362 -1.34057574 -0.45063563
  1.91394475  0.91582173  0.2233416   0.82030991  0.        ]","[[  1.72974965   2.24195911  -0.15448223  -0.05350413]
 [ 13.94980694   7.32054296   0.           0.        ]]",[-0.75039172 -0.64011693],[-0.84501159 -2.98311138]
