timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.270777826332,[ 4.12524741  1.03222386],-0.270777826332,"[ 0.99433139  2.01321058 -0.02471572 -0.74912969  0.1968864   1.55529005
  0.43091038 -0.36218283  1.14378099 -1.87914447  0.        ]","[[-0.09261074  0.04116542  0.02044702  0.17902246]
 [ 0.00335641  0.00093575  0.          0.        ]]",[-0.21745092 -0.16582713],[ 3.31790352  1.65243769]
1,-0.262116763378,[ 0.97066108  1.2037296 ],-0.262116763378,"[ 0.99849625  2.0099558   0.03645035 -0.62648436  0.19688612  1.55528275
  0.76940547  0.19604027  1.14681413 -1.76188722  0.        ]","[[-0.05286917  0.08089635  0.02044702  0.17902246]
 [ 3.95764273  3.95897074  0.          0.        ]]",[-0.21745092 -0.16582713],[ 2.45251942  1.15980005]
2,-0.234904409102,[ 1.73569708  0.54495184],-0.234904409102,"[ 0.99755457  1.98792037  0.21672167 -0.2649833   0.19688584  1.55527546
  1.09127845  0.74321971  1.11728047 -1.41839353  0.        ]","[[ 0.06400978  0.19900242  0.02044702  0.17902246]
 [ 7.71776768  7.83870568  0.          0.        ]]",[-0.21745092 -0.16582713],[ 1.20168972  0.61769521]
3,-0.18731146135,[-0.3794225   0.50300885],-0.18731146135,"[ 0.9532894   1.92094171  0.50955776  0.25886616  0.19688556  1.55526817
  1.41680597  1.02543427  0.95769849 -0.90687854  0.        ]","[[  0.25651944   0.37585372   0.02044702   0.17902246]
 [ 11.52061566   9.83974041   0.           0.        ]]",[-0.21745092 -0.16582713],[-0.29125199  0.05216235]
4,-0.128178055119,[-0.53952115  0.49933135],-0.128178055119,"[ 0.84430492  1.78767617  0.81636208  0.84607215  0.19688528  1.55526088
  1.26880622  1.27891371  0.62748313 -0.43740596  0.        ]","[[  0.46958494   0.59068158   0.02044702   0.17902246]
 [  9.79174813  11.63704408   0.           0.        ]]",[-0.21745092 -0.16582713],[-1.02371967 -0.37621677]
5,-0.069937869943,[-0.29313001 -1.61960115],-0.069937869943,"[ 0.71313789  1.56858167  1.04219422  1.42860997  0.196885    1.55525359
  1.06954361  1.52534211  0.21447576 -0.1766657   0.        ]","[[  0.64206462   0.84095405   0.02044702   0.17902246]
 [  7.46401408  13.38437105   0.           0.        ]]",[-0.21745092 -0.16582713],[-1.23448944 -0.73434234]
6,-0.0212316817811,[-1.30984121 -0.25699917],-0.0212316817811,"[ 0.58511251  1.32335776  1.20143317  1.83103211  0.19688472  1.55524629
  0.9578108   0.92955711 -0.16012748 -0.11529561  0.        ]","[[ 0.77825049  1.06625723  0.02044702  0.17902246]
 [ 6.15878889  9.16002201  0.          0.        ]]",[-0.21745092 -0.16582713],[-1.14941204 -0.79139924]
7,-0.0133510338528,[-0.68947046 -1.37353435],-0.0133510338528,"[ 0.49839305  1.1144639   1.28807234  2.04612801  0.19688444  1.555239
  0.60873469  0.76059844 -0.40557385 -0.16353544  0.        ]","[[ 0.86051291  1.23743804  0.02044702  0.17902246]
 [ 2.08092095  7.96204594  0.          0.        ]]",[-0.21745092 -0.16582713],[-0.85302413 -0.81552792]
8,-0.0281905895006,[-1.011263   -0.67271145],-0.0281905895006,"[ 0.48315655  0.96271423  1.30188565  2.14488931  0.19688416  1.55523171
  0.3717549   0.18001273 -0.50702751 -0.23003463  0.        ]","[[ 0.87435645  1.35537595  0.02044702  0.17902246]
 [-0.68745028  3.84545433  0.          0.        ]]",[-0.21745092 -0.16582713],[-0.64089221 -0.68242574]
9,-0.0268201733949,[-0.46521237 -1.21311181],-0.0268201733949,"[ 0.54082829  0.89780956  1.24744624  2.17384639  0.19688388  1.55522442
  0.0342145  -0.2062829  -0.47337452 -0.26019216  0.        ]","[[ 0.82104531  1.40480406  0.02044702  0.17902246]
 [-4.63056369  1.1064597   0.          0.        ]]",[-0.21745092 -0.16582713],[-0.13349877 -0.36647236]
10,-0.0187017222322,[ 0.58627593  1.10014482],-0.0187017222322,"[ 0.65096708  0.92127133  1.12498395  2.16424155  0.1968836   1.55521713
 -0.11546    -0.76778174 -0.32342564 -0.26107907  0.        ]","[[ 0.71089057  1.3869881   0.02044702  0.17902246]
 [-6.37904601 -2.87480126  0.          0.        ]]",[-0.21745092 -0.16582713],[ 0.39427695  0.10910666]
