timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.420619698576,[ 2.24304734  0.5682783 ],-0.420619698576,"[ 1.03303723  2.16665412  0.04354387 -0.99428127 -1.48065715  1.38586754
  0.43703096 -0.37306348  2.56364347 -1.5826548   0.        ]","[[-0.04051461 -0.05399135 -0.17405003  0.15838796]
 [ 0.00396212 -0.00095154  0.          0.        ]]",[-0.16323763 -0.12327059],[ 3.07979774  2.16869617]
1,-0.416770523968,[ 3.06738157  0.77444152],-0.416770523968,"[ 1.03419733  2.16796427  0.10451615 -0.92065292 -1.4806487   1.38586031
  0.75940375 -0.05957829  2.56742441 -1.48794124  0.        ]","[[ -7.54409244e-04  -3.14491462e-02  -1.74050034e-01   1.58387961e-01]
 [  3.95889145e+00   2.24768279e+00   0.00000000e+00   0.00000000e+00]]",[-0.16323763 -0.12327059],[ 2.64942813  2.0794971 ]
2,-0.403148299474,[ 3.7193829  3.5671743],-0.403148299474,"[ 1.02444114  2.16729872  0.28521618 -0.67468016 -1.48064026  1.38585308
  1.07537421  0.36150871  2.55219198 -1.19906743  0.        ]","[[ 0.11731647  0.04380979 -0.17405003  0.15838796]
 [ 7.83529785  5.26814743  0.          0.        ]]",[-0.16323763 -0.12327059],[ 1.84169948  1.93108654]
3,-0.373354791247,[ 0.22055898  1.75096061],-0.373354791247,"[ 0.9656274   2.14426359  0.57674265 -0.20738332 -1.48063182  1.38584585
  1.38507485  0.89876697  2.43243419 -0.72511143  0.        ]","[[  0.31214373   0.18783898  -0.17405003   0.15838796]
 [ 11.6348245    9.12191889   0.           0.        ]]",[-0.16323763 -0.12327059],[ 0.65604913  1.64233828]
4,-0.322766618051,[ 0.34595546  1.42748957],-0.322766618051,"[ 0.82399376  2.05489257  0.90910492  0.47983369 -1.48062338  1.38583862
  1.43735327  1.42553667  2.11147348 -0.20805219  0.        ]","[[  0.55127497   0.40818922  -0.17405003   0.15838796]
 [ 12.27627884  12.90048916   0.           0.        ]]",[-0.16323763 -0.12327059],[-0.40263605  1.25086927]
5,-0.250788213947,[-0.98691366  1.32271006],-0.250788213947,"[ 0.59558316  1.84015779  1.21465763  1.29657748 -1.48061494  1.38583139
  1.5291161   1.94181824  1.57356733  0.13935287  0.        ]","[[  0.80809437   0.70335686  -0.17405003   0.15838796]
 [ 13.40215016  16.60389833   0.           0.        ]]",[-0.16323763 -0.12327059],[-1.15299106  0.74630433]
6,-0.170488418741,[-2.05242659 -0.00590899],-0.170488418741,"[ 0.34052581  1.44687854  1.42409296  2.05277313 -1.48060649  1.38582416
  1.18933227  2.44808997  0.97711265  0.12582844  0.        ]","[[  1.03431274   1.0718733   -0.17405003   0.15838796]
 [  9.23368682  20.2356255    0.           0.        ]]",[-0.16323763 -0.12327059],[-1.06975746  0.38928494]
7,-0.116264116309,[-1.08055059  1.16280627],-0.116264116309,"[ 0.15910172  0.92077799  1.52245926  2.43542569 -1.48059805  1.38581693
  0.85212683  2.38905413  0.58033917 -0.1918383   0.        ]","[[  1.17748197   1.4723393   -0.17405003   0.15838796]
 [  5.09682181  19.81236051   0.           0.        ]]",[-0.16323763 -0.12327059],[-0.63021004  0.25323242]
8,-0.115927963738,[-1.12871442  0.31049463],-0.115927963738,"[ 0.07788059  0.33164494  1.55577127  2.27101734 -1.48058961  1.3858097
  0.52146404  2.88640078  0.44156363 -0.62934351  0.        ]","[[  1.23871803   1.90438484  -0.17405003   0.15838796]
 [  1.04020756  23.38025523   0.           0.        ]]",[-0.16323763 -0.12327059],[-0.52424681  0.2175175 ]
9,-0.15761220805,[-0.84014528  0.77372732],-0.15761220805,"[ 0.10341166 -0.21645802  1.54594767  1.43879579 -1.48058117  1.38580247
  0.19727067  2.99323936  0.53864364 -1.05940188  0.        ]","[[  1.21962009   2.37968375  -0.17405003   0.15838796]
 [ -2.9370436   24.14701799   0.           0.        ]]",[-0.16323763 -0.12327059],[-0.51732516  0.21014813]
10,-0.211359602212,[-0.02406831  0.31579677],-0.211359602212,"[  2.23127860e-01  -5.54990983e-01   1.49168652e+00   4.98976959e-04
  -1.48057273e+00   1.38579525e+00  -6.90400078e-02   3.35359503e+00
   8.09490038e-01  -1.40428094e+00   0.00000000e+00]","[[  1.12810086   2.88856547  -0.17405003   0.15838796]
 [ -6.20418112  26.73250553   0.           0.        ]]",[-0.16323763 -0.12327059],[-0.49783182  0.21731645]
11,-0.238934009653,[-0.14683008  0.27712977],-0.238934009653,"[ 0.37681632 -0.59903922  1.39991496 -0.83157873 -1.48056429  1.38578802
 -0.06688002 -0.09510281  0.98532393 -1.53816246  0.        ]","[[ 1.00428233  3.14578558 -0.17405003  0.15838796]
 [-6.17768361  1.99329679  0.          0.        ]]",[-0.16323763 -0.12327059],[ 0.18146555  0.43370765]
12,-0.234139232287,[-0.37011448  0.21656612],-0.234139232287,"[ 0.52358847 -0.59878514  1.28407334 -0.75392038 -1.48055585  1.38578079
 -0.104315   -0.74209635  0.95639668 -1.51304774  0.        ]","[[ 0.87611998  3.12202971 -0.17405003  0.15838796]
 [-6.63694175 -2.64791295  0.          0.        ]]",[-0.16323763 -0.12327059],[ 0.45177367  0.55652952]
13,-0.226782461447,[ 1.45376515  0.0655732 ],-0.226782461447,"[ 0.67262598 -0.59555109  1.12853923 -0.58559287 -1.4805474   1.38577356
 -0.21305051 -0.68492331  0.92222474 -1.46228577  0.        ]","[[ 0.72999675  3.07048107 -0.17405003  0.15838796]
 [-7.97092169 -2.23779653  0.          0.        ]]",[-0.16323763 -0.12327059],[ 0.61304283  0.61288279]
