timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.444500702379,[-2.04102167 -1.41413154],-0.444500702379,"[ 1.05438582  1.40327619  0.22722908 -1.05017948 -1.58107035 -1.56991165
  0.27303768 -0.31900751  3.50556744  2.77149901  0.        ]","[[ 0.09730476  0.09820593 -0.18219904 -0.18285251]
 [-0.00440331 -0.00326954  0.          0.        ]]",[-0.76028961 -0.66882133],[-2.10416484 -1.34341574]
1,-0.440054226393,[-2.68513088 -0.96882766],-0.440054226393,"[ 1.05885947  1.40733635  0.16822443 -1.15227974 -1.58106778 -1.56990912
 -0.19551419 -0.99148161  3.52230497  2.60044958  0.        ]","[[ 0.05754244  0.05842874 -0.18219904 -0.18285251]
 [-3.95866483 -3.96126334  0.          0.        ]]",[-0.76028961 -0.66882133],[-2.3971045  -1.30918765]
2,-0.42412432766,[-1.97260995 -1.44641109],-0.42412432766,"[ 1.05860273  1.40733019 -0.00740953 -1.45314449 -1.58106521 -1.56990659
 -0.65480751 -1.62967342  3.52172238  2.09020776  0.        ]","[[-0.06052105 -0.05848398 -0.18219904 -0.18285251]
 [-7.83479167 -7.71749237  0.          0.        ]]",[-0.76028961 -0.66882133],[-2.72473359 -0.89152801]
3,-0.389371610115,[-3.14487189  0.24574032],-0.389371610115,"[ 1.01408936  1.36865152 -0.29333269 -1.94220339 -1.58106264 -1.56990407
 -1.10503997 -2.27619263  3.35970455  1.2825347   0.        ]","[[ -0.25533923  -0.25101344  -0.18219904  -0.18285251]
 [-11.63445583 -11.52275912   0.           0.        ]]",[-0.76028961 -0.66882133],[-3.00781155 -0.01441997]
4,-0.331103217714,[-3.82446992  0.34473291],-0.331103217714,"[ 0.86499625  1.26836969 -0.66397181 -2.46738579 -1.58106007 -1.56990154
 -1.54665463 -2.07182233  2.89097535  0.41638391  0.        ]","[[ -0.52542108  -0.46940054  -0.18219904  -0.18285251]
 [-15.36140311 -10.31992128   0.           0.        ]]",[-0.76028961 -0.66882133],[-2.92099476  0.50738543]
5,-0.251318822123,[-1.81214916  1.73474761],-0.251318822123,"[ 0.54523542  1.135393   -1.05440994 -2.88139489 -1.5810575  -1.56989902
 -1.97960116 -1.80485073  2.11204526 -0.17932577  0.        ]","[[ -0.86930832  -0.66003422  -0.18219904  -0.18285251]
 [-19.0152171   -8.74861787   0.           0.        ]]",[-0.76028961 -0.66882133],[-1.95727205  1.37447441]
6,-0.157074561779,[ 0.60379742  2.28317186],-0.157074561779,"[ 0.01564013  1.01969914 -1.34572314 -3.1380443  -1.58105493 -1.56989649
 -2.40408954 -1.10226252  1.16025088 -0.25752031  0.        ]","[[ -1.28555718  -0.79351718  -0.18219904  -0.18285251]
 [-22.59768069  -4.61337132   0.           0.        ]]",[-0.76028961 -0.66882133],[ 1.03987539  2.11110139]
7,-0.0801739441095,[ 2.30103943  2.50510458],-0.0801739441095,"[-0.59435788  0.97047039 -1.39165652 -3.22875529 -1.58105236 -1.56989396
 -2.06824719 -0.41391253  0.35486218  0.17754764  0.        ]","[[ -1.70907517  -0.84513463  -0.18219904  -0.18285251]
 [-19.76343106  -0.56192152   0.           0.        ]]",[-0.76028961 -0.66882133],[ 2.57014012  2.09967947]
8,-0.0719669365028,[ 2.81787275  0.78030582],-0.0719669365028,"[-1.07850589  0.99803729 -1.23075865 -3.17909081 -1.5810498  -1.56989144
 -1.55324211  0.26065636 -0.12752519  0.76171198  0.        ]","[[ -2.06073666  -0.8165365   -0.18219904  -0.18285251]
 [-15.41713515   3.40841683   0.           0.        ]]",[-0.76028961 -0.66882133],[ 3.26604581  1.45322359]
9,-0.0994769485768,[ 4.0720297   0.70270246],-0.0994769485768,"[-1.39149385  1.08724304 -1.00085229 -2.99662647 -1.58104723 -1.56988891
 -1.0483847   0.77399138 -0.37743792  1.21655762  0.        ]","[[ -2.32633051  -0.71805315  -0.18219904  -0.18285251]
 [-11.15646417   6.42977571   0.           0.        ]]",[-0.76028961 -0.66882133],[ 3.46304488  0.7365458 ]
