timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.282622511825,[ 4.99867587  1.6176232 ],-0.282622511825,"[ 1.03167044  1.48083207 -0.03785009 -1.39789045  0.0047393   1.43678237
  0.30710314 -0.32285748  1.56599714 -2.517462    0.        ]","[[-0.08956288 -0.0716293  -0.00025511  0.16427582]
 [ 0.00390207  0.00088211  0.          0.        ]]",[-0.56368393 -0.45830539],[ 4.46604443  1.97634971]
1,-0.275262899228,[ 3.32172673  1.41278638],-0.275262899228,"[ 1.03575612  1.48346726  0.02133733 -1.29514217  0.0047393   1.43677982
  0.74256918  0.31810708  1.57879473 -2.35965696  0.        ]","[[ -4.98105192e-02  -3.18994152e-02  -2.55114901e-04   1.64275824e-01]
 [  3.95817043e+00   3.95892094e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[ 2.77551985  0.78907031]
2,-0.251620580408,[ 0.05843412  1.20126865],-0.251620580408,"[ 1.0341493   1.47935194  0.19743681 -0.98956875  0.0047393   1.43677727
  1.16942628  0.94638511  1.56872566 -1.88890211  0.        ]","[[  6.82427873e-02   8.62052991e-02  -2.55114901e-04   1.64275824e-01]
 [  7.83427257e+00   7.83862190e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[ 0.93790001 -0.06866068]
3,-0.213137035359,[ 1.03696677 -0.63463339],-0.213137035359,"[ 1.00014185  1.43372844  0.42965766 -0.49399211  0.00473929  1.43677473
  1.1776777   1.5624543   1.42664331 -1.23912932  0.        ]","[[  2.25679528e-01   2.81147837e-01  -2.55114901e-04   1.64275824e-01]
 [  7.90921461e+00   1.16429444e+01   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[ 0.18219587 -0.4108156 ]
4,-0.163278092404,[-1.28077549 -1.09533133],-0.163278092404,"[ 0.90804373  1.33523509  0.70701372 -0.00181874  0.00473929  1.43677218
  1.59627115  1.11793264  1.09339933 -0.59067582  0.        ]","[[  4.22000756e-01   4.86465736e-01  -2.55114901e-04   1.64275824e-01]
 [  1.17102954e+01   8.89797503e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[-1.26696789 -0.47382653]
5,-0.118028281856,[-1.83958694  1.04669444],-0.118028281856,"[ 0.767704    1.24305793  0.95587238  0.29839396  0.00473929  1.43676963
  1.13529425  0.44839528  0.6991166  -0.16773757  0.        ]","[[  6.14209194e-01   6.22942595e-01  -2.55114901e-04   1.64275824e-01]
 [  7.52439004e+00   4.76349704e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[-0.67565817  0.47426441]
6,-0.0858920979583,[ 0.75390088  0.94585765],-0.0858920979583,"[ 0.66768485  1.1336266   1.08378751  0.56597187  0.00473929  1.43676709
  0.6831075   1.07454927  0.38397225  0.00941313  0.        ]","[[  7.23499137e-01   7.57007275e-01  -2.55114901e-04   1.64275824e-01]
 [  3.41829494e+00   8.63008549e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[-0.35986942 -0.24781281]
7,-0.0477405650628,[-1.44660288 -1.86271782],-0.0477405650628,"[ 0.56715268  0.93104387  1.18810544  0.91704583  0.00473928  1.43676454
  1.00409509  1.65321458 -0.00208352  0.07041153  0.        ]","[[  8.21107881e-01   9.65461599e-01  -2.55114901e-04   1.64275824e-01]
 [  6.33304561e+00   1.22034394e+01   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[-1.76872098 -1.89582491]
8,-0.0139607465449,[-1.2867932  -1.66889036],-0.0139607465449,"[  4.70925410e-01   7.04558571e-01   1.27117544e+00   1.16933158e+00
   4.73928082e-03   1.43676199e+00   5.54761029e-01   9.73042852e-01
  -3.47572286e-01   1.33760430e-03   0.00000000e+00]","[[  9.06832988e-01   1.16738906e+00  -2.55114901e-04   1.64275824e-01]
 [  2.25285431e+00   8.00329505e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[-0.94301409 -1.47622061]
9,-0.00491979350549,[ 0.62579397 -1.4473938 ],-0.00491979350549,"[ 0.46519169  0.56116767  1.27568547  1.27300164  0.00473928  1.43675944
  0.11421117  0.306325   -0.4613487  -0.08583259  0.        ]","[[  9.11753752e-01   1.28614722e+00  -2.55114901e-04   1.64275824e-01]
 [ -1.74757332e+00   3.88622476e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[ 0.13013311 -0.63844478]
10,-0.00492748637533,[-0.29762467 -0.74955699],-0.00492748637533,"[ 0.47652913  0.51508641  1.26671663  1.29833979  0.00473928  1.4367569
  0.39083124 -0.34744228 -0.47716198 -0.11589178  0.        ]","[[  9.02004568e-01   1.32336611e+00  -2.55114901e-04   1.64275824e-01]
 [  7.64285764e-01  -1.50874537e-01   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[-0.32879689 -0.15564692]
11,-0.00430004961552,[-0.52414127  0.64379443],-0.00430004961552,"[ 0.47267282  0.55567521  1.2697846   1.27621352  0.00473927  1.43675435
  0.25954109 -0.82754169 -0.45478549 -0.08917633  0.        ]","[[  9.05328627e-01   1.29060301e+00  -2.55114901e-04   1.64275824e-01]
 [ -4.27896306e-01  -3.11555427e+00   0.00000000e+00   0.00000000e+00]]",[-0.56368393 -0.45830539],[ 0.19570909  0.70918697]
