timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.04879461  2.14194092  0.16784533 -0.83255623  0.45513122 -0.01741103
  0.41938366 -0.3696397   0.89847841  0.05002508  0.        ]",[ 0.40849918  0.07373454],-0.159306261325,-0.159306261325,[-0.36651143  1.21184242],"[[ 0.05877362 -0.01631739  0.05101672 -0.00321031]
 [-0.00313306  0.00374745  0.          0.        ]]",[-0.12028801 -0.13554682]
1,"[ 1.04727375  2.14197639  0.19248868 -0.82286898  0.45513006 -0.017411
  0.54708407 -0.32906617  0.89689553  0.08172688  0.        ]",[-2.407623    0.57980645],-0.159453679614,-0.159453679614,[-0.51590121  1.17826331],"[[ 0.07492398 -0.01332018  0.05101672 -0.00321031]
 [ 1.61278901  0.29500499  0.          0.        ]]",[-0.12028801 -0.13554682]
2,"[ 1.04804358  2.1419063   0.18064497 -0.72950789  0.45512889 -0.01741096
  0.23186967 -0.00985489  0.89607265  0.09493906  0.        ]",[-0.40809022  0.01971115],-0.159518664175,-0.159518664175,[-0.37119341  1.19031024],"[[ 0.06716027  0.01557135  0.05101672 -0.00321031]
 [-2.37587695  2.58650571  0.          0.        ]]",[-0.12028801 -0.13554682]
3,"[ 1.05119645  2.1389154   0.08400152 -0.56161617  0.45512772 -0.01741092
  0.10800362 -0.00603157  0.89839515  0.03045519  0.        ]",[-0.2146746  -0.10692892],-0.159114760149,-0.159114760149,[-0.15402578  1.22660136],"[[  3.91679820e-03   6.75768633e-02   5.10167153e-02  -3.21030571e-03]
 [ -3.94325186e+00   2.61395178e+00   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
4,"[ 1.0464011   2.13294435 -0.04829691 -0.40872699  0.45512655 -0.01741088
  0.04706879 -0.07218001  0.89753723 -0.08006154  0.        ]",[ 0.86983835 -0.26833745],-0.158590834739,-0.158590834739,[ 0.10125986  1.27099192],"[[ -8.26844486e-02   1.15091550e-01   5.10167153e-02  -3.21030571e-03]
 [ -4.71430708e+00   2.13909724e+00   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
5,"[ 1.03715044  2.12724379 -0.1376779  -0.30722463  0.45512538 -0.01741085
  0.32640446 -0.2262801   0.89315939 -0.15547105  0.        ]",[ 1.01510346  0.76750489],-0.158318491435,-0.158318491435,[ 0.06609528  1.26255298],"[[-0.14150634  0.14677431  0.05101672 -0.00321031]
 [-1.17965063  1.03287253  0.          0.        ]]",[-0.12028801 -0.13554682]
6,"[ 1.04019524  2.11524392 -0.11294034 -0.14510325  0.45512421 -0.01741081
  0.64078284  0.19400095  0.89264456 -0.07858406  0.        ]",[ 0.18427492  0.97594692],-0.157917096424,-0.157917096424,[-0.35854709  1.14481723],"[[ -1.25186174e-01   1.97702472e-01   5.10167153e-02  -3.21030571e-03]
 [  2.79843488e+00   4.04989409e+00   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
7,"[ 1.04844704  2.07372603 -0.01746712  0.2264614   0.45512304 -0.01741077
  0.69390891  0.72111008  0.87332554  0.14285511  0.        ]",[-0.58339027  2.12319347],-0.157194938981,-0.157194938981,[-0.79501885  1.0109663 ],"[[ -6.24726987e-02   3.16665468e-01   5.10167153e-02  -3.21030571e-03]
 [  3.47070502e+00   7.83379471e+00   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
8,"[ 1.05098292  1.96629964  0.05214513  0.80200606  0.45512187 -0.01741074
  0.50600061  1.25120526  0.80451165  0.39137734  0.        ]",[-3.26596076  1.69357654],-0.155374044857,-0.155374044857,[-1.04417861  0.87746847],"[[ -1.69152948e-02   5.11521905e-01   5.10167153e-02  -3.21030571e-03]
 [  1.09298568e+00   1.16391593e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
9,"[ 1.05031977  1.74358279  0.02453465  1.49679089  0.4551207  -0.0174107
  0.19156835  1.77086494  0.68723232  0.5681041   0.        ]",[-0.95724889  0.02508414],-0.149498155465,-0.149498155465,[-0.98416299  0.75816339],"[[ -3.49752687e-02   7.81734938e-01   5.10167153e-02  -3.21030571e-03]
 [ -2.88573632e+00   1.53696794e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
10,"[ 1.03929512  1.40793046 -0.12041429  2.08089966  0.45511953 -0.01741066
 -0.10320644  1.74244141  0.55528827  0.61696806  0.        ]",[-1.3188181   0.84838642],-0.137319991207,-0.137319991207,[-0.66693294  0.71162361],"[[ -1.30112783e-01   1.08708300e+00   5.10167153e-02  -3.21030571e-03]
 [ -6.61571935e+00   1.51657459e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
11,"[ 0.98805779  0.97444555 -0.37514402  2.41545719  0.45511836 -0.01741062
 -0.40564215  2.16862767  0.41642349  0.55248706  0.        ]",[-0.06570361  0.61666951],-0.117505748522,-0.117505748522,[-0.28341717  0.62881601],"[[ -3.00822819e-01   1.42109707e+00   5.10167153e-02  -3.21030571e-03]
 [ -1.04426428e+01   1.82253657e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
12,"[ 0.87217243  0.44942065 -0.66887177  2.36223245  0.45511719 -0.01741059
 -0.40989807  2.45840303  0.22511448  0.44703203  0.        ]",[-1.40407025 -1.79979427],-0.089418475553,-0.089418475553,[-0.07181551  0.53866798],"[[ -5.10216665e-01   1.80647841e+00   5.10167153e-02  -3.21030571e-03]
 [ -1.04965084e+01   2.03058350e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
13,"[ 0.66659803 -0.00270042 -0.97312139  1.89071317  0.45511603 -0.01741055
 -0.70630485  1.85077443  0.02920438  0.30040906  0.        ]",[ 0.38633997 -0.9060928 ],-0.0581882635601,-0.0581882635601,[ 0.36391437  0.6243338 ],"[[ -7.57775630e-01   2.16883172e+00   5.10167153e-02  -3.21030571e-03]
 [ -1.42471466e+01   1.59439417e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
14,"[ 0.37584201 -0.28573301 -1.22878284  1.28464469  0.45511486 -0.01741051
 -0.56318495  1.30693957 -0.13137236  0.15951761  0.        ]",[-0.19215437  0.83483896],-0.0315617084896,-0.0315617084896,[ 0.44327193  0.6637426 ],"[[ -1.02454910e+00   2.44853955e+00   5.10167153e-02  -3.21030571e-03]
 [ -1.24361881e+01   1.20399171e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
15,"[ 0.05080559 -0.48219306 -1.38643206  0.54215545  0.45511369 -0.01741048
 -0.60387543  1.73413743 -0.31344269  0.07378801  0.        ]",[ 1.60396422  0.02695466],-0.0183840638857,-0.0183840638857,[ 0.39427653  0.61699289],"[[ -1.27843937e+00   2.72010867e+00   5.10167153e-02  -3.21030571e-03]
 [ -1.29510896e+01   1.51067935e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
16,"[-0.24805916 -0.59219479 -1.44694576 -0.38891526  0.45511252 -0.01741044
 -0.27073717  1.35138369 -0.53447579  0.04683941  0.        ]",[-1.85094238  1.06156005],-0.0407036839615,-0.0407036839615,[ 0.26298699  0.58002126],"[[ -1.49516654e+00   3.02031413e+00   5.10167153e-02  -3.21030571e-03]
 [ -8.73571905e+00   1.23591255e+01   0.00000000e+00   0.00000000e+00]]",[-0.12028801 -0.13554682]
