timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.27689093953,[ 3.66309528  1.70466353],-0.27689093953,"[ 1.03436341  1.4902039   0.02473382 -1.25832962 -0.2653517   1.08341344
  0.30945591 -0.32306313  1.86849295 -1.81890886  0.        ]","[[-0.04814871 -0.02077958 -0.0316036   0.12354603]
 [-0.00106791  0.00311666  0.          0.        ]]",[-0.55744207 -0.43497029],[ 3.28814363  2.6560564 ]
1,-0.271214267873,[ 1.74239976  2.01180185],-0.271214267873,"[ 1.0360215   1.49024656  0.08391306 -1.15521098 -0.26535153  1.08341205
  0.74196344  0.31537416  1.87199365 -1.66161628  0.        ]","[[-0.0084948   0.01899453 -0.0316036   0.12354603]
 [ 3.95329796  3.96110862  0.          0.        ]]",[-0.55744207 -0.43497029],[ 1.88089108  1.622262  ]
2,-0.252682027996,[ 0.44820396  0.4424491 ],-0.252682027996,"[ 1.02722883  1.4784419   0.25970733 -0.84999392 -0.26535137  1.08341066
  1.16592385  0.94117439  1.83463176 -1.1971407   0.        ]","[[ 0.10946225  0.13714251 -0.0316036   0.12354603]
 [ 7.82952628  7.84076025  0.          0.        ]]",[-0.55744207 -0.43497029],[ 0.63766783  0.82440019]
3,-0.221580868981,[-0.39411223  1.64596448],-0.221580868981,"[ 0.97758302  1.42939585  0.51249713 -0.41358919 -0.2653512   1.08340927
  1.34286867  1.19861199  1.65558928 -0.55893833  0.        ]","[[ 0.28228418  0.30997093 -0.0316036   0.12354603]
 [ 9.44732972  9.43675385  0.          0.        ]]",[-0.55744207 -0.43497029],[ 0.12452418  0.62570113]
4,-0.182231327979,[ 0.04888559  0.2516796 ],-0.182231327979,"[ 0.8865609   1.31037107  0.75101425  0.12091825 -0.26535103  1.08340788
  1.15181055  1.80724993  1.30169646  0.01806818  0.        ]","[[  0.45370368   0.53656463  -0.0316036    0.12354603]
 [  7.70052417  13.21003039   0.           0.        ]]",[-0.55744207 -0.43497029],[ 0.05463948  0.14139646]
5,-0.137277726314,[-2.08239003 -0.98104753],-0.137277726314,"[ 0.77112184  1.09426609  0.94965322  0.67010134 -0.26535086  1.08340649
  1.15639054  1.92577687  0.81310517  0.39010282  0.        ]","[[  0.60813364   0.80813824  -0.0316036    0.12354603]
 [  7.74241301  13.94487182   0.           0.        ]]",[-0.55744207 -0.43497029],[-0.57183093 -0.54497337]
6,-0.099006854213,[ 0.17806096 -0.65798187],-0.099006854213,"[ 0.66755672  0.85178586  1.08310304  1.03846102 -0.2653507   1.0834051
  0.7071289   1.25483429  0.3800129   0.49096479  0.        ]","[[ 0.72177175  1.04530208 -0.0316036   0.12354603]
 [ 3.63487508  9.78536571  0.          0.        ]]",[-0.55744207 -0.43497029],[-0.131947   -0.16388261]
7,-0.0720545624159,[-0.7694279  -0.40169878],-0.0720545624159,"[ 0.58697803  0.65780995  1.16853394  1.22401612 -0.26535053  1.08340371
  0.77646298  0.80329909  0.08288872  0.45646167  0.        ]","[[ 0.80082998  1.21292315 -0.0316036   0.12354603]
 [ 4.26879457  6.98607081  0.          0.        ]]",[-0.55744207 -0.43497029],[-0.61636645 -0.38662624]
8,-0.053235632386,[ 0.28718203  0.72183191],-0.053235632386,"[ 0.52822679  0.50791403  1.22305589  1.31671995 -0.26535036  1.08340233
  0.43428788  0.52453935 -0.11444381  0.38007879  0.        ]","[[ 0.85481789  1.33530529 -0.0316036   0.12354603]
 [ 1.14033434  5.25789814  0.          0.        ]]",[-0.55744207 -0.43497029],[-0.17059264 -0.05239683]
9,-0.035979179838,[-1.49024772 -1.77599666],-0.035979179838,"[ 0.48978896  0.34028725  1.25569702  1.37461551 -0.26535019  1.08340094
  0.55608913  0.96873704 -0.27261315  0.26040893  0.        ]","[[ 0.88879713  1.46809315 -0.0316036   0.12354603]
 [ 2.25395092  8.01171397  0.          0.        ]]",[-0.55744207 -0.43497029],[-0.7717191  -1.11012959]
