timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.02051872  1.51247506  0.15201973 -0.96038672  0.25693511  1.00062312
  0.31602504 -0.32186174  1.25530651 -1.31055441  0.        ]",[ 3.58676303  2.55963026],-0.204650305917,-0.204650305917,[ 2.54497981  2.59881592],"[[ 0.04357567  0.07652865  0.02922509  0.11511776]
 [ 0.00268962  0.00271577  0.          0.        ]]",[-0.49170133 -0.38949427]
1,"[ 1.01677884  1.50759497  0.2114021  -0.85767172  0.25693494  1.00062183
  0.73540056  0.30449456  1.23995199 -1.15937965  0.        ]",[ 0.81766127  0.87958928],-0.197471293148,-0.197471293148,[ 1.05659747  1.61040652],"[[ 0.0833041   0.11629484  0.02922509  0.11511776]
 [ 3.95699811  3.96071688  0.          0.        ]]",[-0.49170133 -0.38949427]
2,"[ 0.99405029  1.48274677  0.37567614 -0.56802952  0.25693476  1.00062054
  1.0700137   0.84304623  1.15511796 -0.74646152  0.        ]",[ 0.38227274  1.52247688],-0.176575531124,-0.176575531124,[-0.12425511  0.99524796],"[[ 0.19409967  0.22965419  0.02922509  0.11511776]
 [ 7.11208622  7.36387542  0.          0.        ]]",[-0.49170133 -0.38949427]
3,"[ 0.93188119  1.40794724  0.60049893 -0.11199594  0.25693458  1.00061925
  1.21535766  1.44648511  0.92024517 -0.19432874  0.        ]",[-0.64577716 -0.8344226 ],-0.144115575114,-0.144115575114,[-1.21184134  0.14976001],"[[  0.35009088   0.41519084   0.02922509   0.11511776]
 [  8.48255586  11.17707328   0.           0.        ]]",[-0.49170133 -0.38949427]
4,"[ 0.84554387  1.29122279  0.79491218  0.31376029  0.25693441  1.00061796
  0.92679913  0.88874821  0.59453337  0.22119845  0.        ]",[-1.09096503 -0.73094423],-0.113237559477,-0.113237559477,[-1.01977181  0.53828079],"[[ 0.49244392  0.60337109  0.02922509  0.11511776]
 [ 5.76174087  7.65269219  0.          0.        ]]",[-0.49170133 -0.38949427]
5,"[ 0.78974974  1.19501204  0.89107193  0.56386204  0.25693423  1.00061667
  0.49526312  0.40696973  0.37141115  0.39376468  0.        ]",[-0.2463219   1.35669039],-0.096165783715,-0.096165783715,[-0.28526399  1.19211757],"[[ 0.56685442  0.72587953  0.02922509  0.11511776]
 [ 1.69278143  4.60829473  0.          0.        ]]",[-0.49170133 -0.38949427]
6,"[ 0.77048225  1.07638872  0.92082655  0.80261076  0.25693405  1.00061538
  0.38824206  1.01918951  0.20360335  0.45829062  0.        ]",[ 0.14802335  0.8577409 ],-0.0837385303164,-0.0837385303164,[-0.45515457  0.2968713 ],"[[ 0.59058505  0.85686114  0.02922509  0.11511776]
 [ 0.68368053  8.47697016  0.          0.        ]]",[-0.49170133 -0.38949427]
7,"[ 0.75420768  0.86630661  0.9448126   1.10357953  0.25693388  1.00061409
  0.4488656   1.53006745 -0.03372965  0.48121679  0.        ]",[-1.44450845 -2.22342547],-0.0665517178335,-0.0665517178335,[-0.94220656 -0.71917629],"[[  0.60999304   1.05879111   0.02922509   0.11511776]
 [  1.25530396  11.70527067   0.           0.        ]]",[-0.49170133 -0.38949427]
8,"[ 0.76668214  0.64281135  0.92651332  1.30467685  0.2569337   1.0006128
  0.02672703  0.8669468  -0.20476555  0.42317873  0.        ]",[-0.61469507 -0.294839  ],-0.0524572860353,-0.0524572860353,[ 0.04315517 -0.24416518],"[[ 0.59516485  1.25085409  0.02922509  0.11511776]
 [-2.72504425  7.51495935  0.          0.        ]]",[-0.49170133 -0.38949427]
9,"[ 0.82805834  0.47375817  0.8268436   1.39310987  0.25693353  1.00061152
 -0.22550158  0.65872717 -0.22369801  0.32001508  0.        ]",[ 0.08768536 -0.34442796],-0.0439254601142,-0.0439254601142,[  7.21612692e-01  -2.55644321e-04],"[[ 0.51680268  1.38795215  0.02922509  0.11511776]
 [-5.10330998  6.19920529  0.          0.        ]]",[-0.49170133 -0.38949427]
10,"[ 0.89336902  0.33600638  0.6964681   1.42930768  0.25693335  1.00061023
 -0.17796969  0.423453   -0.19370275  0.2104312   0.        ]",[ 1.89554624 -0.73444096],-0.0382686694406,-0.0382686694406,[ 0.88354158  0.12670761],"[[ 0.41923319  1.49701951  0.02922509  0.11511776]
 [-4.65513311  4.71249005  0.          0.        ]]",[-0.49170133 -0.38949427]
