timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 0.99417662  1.64211884  0.11163056 -1.21242182 -1.42786808 -0.37685782
  0.36203147 -0.33593735  2.88755993  0.27657545  0.        ]",[ 0.19162584  2.1468925 ],-0.378043059652,-0.378043059652,[ 0.06349474  2.1611104 ],"[[ 0.00672451 -0.06279495 -0.16627397 -0.04378329]
 [ 0.00355979 -0.00270122  0.          0.        ]]",[-0.33580661 -0.26032174]
1,"[ 0.99405323  1.64426729  0.12319287 -1.1049216  -1.42786445 -0.37685746
  0.43543777  0.26153467  2.88894892  0.34134563  0.        ]",[ 1.03163662  1.65160455],-0.378853429676,-0.378853429676,[-0.03801448  1.95859063],"[[ 0.01438529 -0.02312355 -0.16627397 -0.04378329]
 [ 0.76000396  3.95664645  0.          0.        ]]",[-0.33580661 -0.26032174]
2,"[ 0.99061343  1.63890794  0.20571118 -0.78508901 -1.42786083 -0.3768571
  0.81771953  0.84699094  2.87398024  0.6060962   0.        ]",[ 0.09435675  1.51567016],-0.38079796558,-0.38079796558,[-0.39957768  1.76140857],"[[ 0.06910996  0.09493589 -0.16627397 -0.04378329]
 [ 4.69936274  7.83637128  0.          0.        ]]",[-0.33580661 -0.26032174]
3,"[ 0.97353589  1.59187223  0.35073491 -0.26702361 -1.42785721 -0.37685674
  0.84479475  1.42106584  2.77828312  1.04094968  0.        ]",[-0.22276996  1.23748791],-0.379574987916,-0.379574987916,[-0.59492689  1.46365047],"[[  0.16589615   0.2898333   -0.16627397  -0.04378329]
 [  4.97838053  11.64068858   0.           0.        ]]",[-0.33580661 -0.26032174]
4,"[ 0.94528277  1.45146436  0.48312785  0.39873283 -1.42785358 -0.37685638
  0.74963573  1.98383842  2.55621718  1.48015802  0.        ]",[ 0.23374603  1.29081898],-0.369833339129,-0.369833339129,[-0.59443551  1.23126078],"[[  0.25562426   0.56006595  -0.16627397  -0.04378329]
 [  3.99779397  15.37014095   0.           0.        ]]",[-0.33580661 -0.26032174]
5,"[ 0.90596573  1.16216507  0.61061962  1.08944776 -1.42784996 -0.37685602
  0.83171091  2.5353599   2.17708861  1.83478596  0.        ]",[-1.44026172  0.223467  ],-0.346786289496,-0.346786289496,[-0.55509555  0.9302932 ],"[[  0.3440639    0.9041401   -0.16627397  -0.04378329]
 [  4.84357581  19.02509315   0.           0.        ]]",[-0.33580661 -0.26032174]
6,"[ 0.8751845   0.73110787  0.68966847  1.56376726 -1.42784634 -0.37685566
  0.43859832  2.61218715  1.73748414  1.9447663   0.        ]",[-2.4417643   1.74503316],-0.311473499857,-0.311473499857,[-0.08219467  0.82605493],"[[  0.40029221   1.28975172  -0.16627397  -0.04378329]
 [  0.79262808  19.53433094   0.           0.        ]]",[-0.33580661 -0.26032174]
7,"[ 0.88886304  0.19722784  0.65613988  1.64152021 -1.42784271 -0.3768553
  0.05313803  3.15141117  1.37854985  1.77023518  0.        ]",[ 1.84913519 -0.23695141],-0.269700215869,-0.269700215869,[ 0.65637332  0.93892884],"[[  0.37629228   1.71629393  -0.16627397  -0.04378329]
 [ -3.17946549  23.10790983   0.           0.        ]]",[-0.33580661 -0.26032174]
8,"[ 0.90133261 -0.32661426  0.62338813  1.20610272 -1.42783909 -0.37685494
  0.44354356  2.94071697  1.08312274  1.40924808  0.        ]",[ 1.41075875  0.86254022],-0.222559905217,-0.222559905217,[ 0.89036119  0.87090635],"[[  0.35306626   2.16444387  -0.16627397  -0.04378329]
 [  0.84358943  21.71180518   0.           0.        ]]",[-0.33580661 -0.26032174]
9,"[ 0.86971465 -0.72089227  0.7024522   0.28891422 -1.42783547 -0.37685459
  0.82627894  3.39116809  0.88755509  0.89169336  0.        ]",[ 2.52461052 -0.19222414],-0.176345735071,-0.176345735071,[ 0.89921749  0.389891  ],"[[  0.40950844   2.62863284  -0.16627397  -0.04378329]
 [  4.78760989  24.69717947   0.           0.        ]]",[-0.33580661 -0.26032174]
10,"[ 0.7768289  -0.88295521  0.88273866 -0.95662993 -1.42783184 -0.37685423
  1.20136657  2.55844667  0.95237232  0.31252515  0.        ]",[-0.08639261 -0.99969361],-0.161422137854,-0.161422137854,[ 0.49297425 -0.13407785],"[[  0.54404617   3.11003465  -0.16627397  -0.04378329]
 [  8.65283408  19.17879285   0.           0.        ]]",[-0.33580661 -0.26032174]
11,"[ 0.62849423 -0.8796637   1.08756372 -1.25564479 -1.42782822 -0.37685387
  1.15145434 -0.64642514  1.03510903  0.18840761  0.        ]",[-0.22950137  0.01077626],-0.168110092286,-0.168110092286,[ 0.38066694  0.20619327],"[[ 0.7119398   3.22036255 -0.16627397 -0.04378329]
 [ 8.13852194 -2.06018294  0.          0.        ]]",[-0.33580661 -0.26032174]
12,"[ 0.46638239 -0.88356494  1.24925751 -1.05630209 -1.4278246  -0.37685351
  1.04763053 -0.95756738  0.99105597  0.24819926  0.        ]",[ 0.09657809  0.94489697],-0.164290354408,-0.164290354408,[ 0.41193855  0.24263138],"[[ 0.86397543  3.1467885  -0.16627397 -0.04378329]
 [ 7.06865765 -4.12215946  0.          0.        ]]",[-0.33580661 -0.26032174]
13,"[ 0.29221845 -0.88107773  1.37788426 -0.87160319 -1.42782098 -0.37685315
  1.07116232 -0.73190574  0.94575699  0.28634688  0.        ]",[ 0.97597228 -0.00977405],-0.160088246963,-0.160088246963,[ 0.34219643  0.03615475],"[[ 1.00778176  3.07865292 -0.16627397 -0.04378329]
 [ 7.31116783 -2.62668674  0.          0.        ]]",[-0.33580661 -0.26032174]
14,"[ 0.0463529  -0.87518063  1.50347674 -0.73005647 -1.42781735 -0.37685279
  1.43209876 -0.72987779  0.90940985  0.29361667  0.        ]",[-1.01232227 -1.65963625],-0.156252253335,-0.156252253335,[-0.15092556 -0.3285082 ],"[[  1.19132325   3.02625405  -0.16627397  -0.04378329]
 [ 11.03058251  -2.61325351   0.           0.        ]]",[-0.33580661 -0.26032174]
15,"[-0.21109222 -0.85664032  1.58052884 -0.48523385 -1.42781373 -0.37685243
  1.02666915 -1.3195886   0.83497914  0.3036213   0.        ]",[ 0.8609842  -0.81547364],-0.148331996767,-0.148331996767,[ 0.0980214   0.00226724],"[[ 1.37001708  2.93477787 -0.16627397 -0.04378329]
 [ 6.85272676 -6.52133432  0.          0.        ]]",[-0.33580661 -0.26032174]
