timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.252265834364,[-1.61047635  2.34143539],-0.252265834364,"[ 1.03850656  1.47391049  0.12123929 -1.23879528 -0.27569635 -0.57037202
  0.30328438 -0.32171267  1.9033426   0.74496884  0.        ]","[[ 0.01814297 -0.0072575  -0.03242914 -0.06682609]
 [-0.00235261  0.00389869  0.          0.        ]]",[-0.58903152 -0.48348743],[-1.09793913  2.17882156]
1,-0.251190135337,[-1.71151924  2.58522106],-0.251190135337,"[ 1.03840374  1.47326088  0.06190298 -1.13578559 -0.27569618 -0.57037159
 -0.13543016  0.32269878  1.90327081  0.6950725   0.        ]","[[-0.02160957  0.03256299 -0.03242914 -0.06682609]
 [-3.95971931  3.96494323  0.          0.        ]]",[-0.58903152 -0.48348743],[-1.01904058  1.74332047]
2,-0.247439365142,[-0.98695045  1.54608788],-0.247439365142,"[ 1.02437567  1.45936193 -0.1137358  -0.83130122 -0.27569602 -0.57037116
 -0.56546576  0.95434375  1.89410594  0.54723078  0.        ]","[[-0.13972389  0.15081713 -0.03242914 -0.06682609]
 [-7.83879971  7.84751848  0.          0.        ]]",[-0.58903152 -0.48348743],[-0.98784375  1.40197229]
3,-0.239511920419,[-1.4706523   1.04391709],-0.239511920419,"[ 0.95719076  1.39785412 -0.3953867  -0.3427234  -0.27569585 -0.57037073
 -0.98128101  1.57345533  1.85022143  0.31084616  0.        ]","[[ -0.33413262   0.34595018  -0.03242914  -0.06682609]
 [-11.58961204  11.6530665    0.           0.        ]]",[-0.58903152 -0.48348743],[-0.9645353   1.12075531]
4,-0.225060958678,[-0.1486376  -0.03996656],-0.225060958678,"[ 0.77839461  1.23757567 -0.75281009  0.27571818 -0.27569568 -0.5703703
 -1.39462685  2.18024982  1.73344341  0.01137201  0.        ]","[[ -0.60333372   0.61643534  -0.03242914  -0.06682609]
 [-15.31816046  15.38293213   0.           0.        ]]",[-0.58903152 -0.48348743],[-0.77536404  0.77528256]
5,-0.20392459146,[-0.22840763  1.17234661],-0.20392459146,"[ 0.46617113  0.96830582 -1.08671011  0.8374876  -0.27569551 -0.57036987
 -1.42628716  2.10484987  1.52960461 -0.27866781  0.        ]","[[ -0.91256203   0.91944472  -0.03242914  -0.06682609]
 [-15.60377017  14.91950543   0.           0.        ]]",[-0.58903152 -0.48348743],[-0.36229834  0.56976068]
6,-0.177504774075,[ 0.05663183  0.48105515],-0.177504774075,"[ 0.05610953  0.58908898 -1.31304508  1.2389082  -0.27569534 -0.57036944
 -1.49246932  2.70082495  1.26153934 -0.445817    0.        ]","[[ -1.23062736   1.25459151  -0.03242914  -0.06682609]
 [-16.20078225  18.58291607   0.           0.        ]]",[-0.58903152 -0.48348743],[-0.00466703  0.06098926]
7,-0.145942286674,[-0.95658133 -0.19154488],-0.145942286674,"[-0.40404443  0.09883779 -1.39823115  1.36068    -0.27569517 -0.57036902
 -1.43223192  2.9506432   0.95681504 -0.42298792  0.        ]","[[ -1.54919201   1.64165775  -0.03242914  -0.06682609]
 [-15.65744071  20.11860121   0.           0.        ]]",[-0.58903152 -0.48348743],[ 0.15272333 -0.52586997]
8,-0.110137774552,[ 0.30957175 -1.23280232],-0.110137774552,"[-0.90876924 -0.38220969 -1.31974907  1.09637553 -0.27569501 -0.57036859
 -1.81773492  2.76230419  0.62208142 -0.29807248  0.        ]","[[ -1.89722904   2.03241623  -0.03242914  -0.06682609]
 [-19.13486414  18.96099521   0.           0.        ]]",[-0.58903152 -0.48348743],[ 1.03083718 -1.00441396]
9,-0.0779542689275,[ 1.14233528 -1.06192229],-0.0779542689275,"[-1.37802408 -0.72905931 -1.05420671  0.58743749 -0.27569484 -0.57036816
 -1.63999678  2.05686244  0.31953169 -0.11672     0.        ]","[[ -2.26384129   2.36812849  -0.03242914  -0.06682609]
 [-17.53162751  14.62478106   0.           0.        ]]",[-0.58903152 -0.48348743],[ 1.17830074 -1.0326457 ]
