timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.255733027985,[ 0.29155152  1.27387297],-0.255733027985,"[ 1.06261955  2.11193618  0.1142273  -1.078733   -0.37092485  0.07046663
  0.41182613 -0.36776706  1.58519948 -0.14668663  0.        ]","[[ 0.03424331 -0.09639102 -0.04574077  0.0081923 ]
 [ 0.0005828  -0.0010779   0.          0.        ]]",[-0.09669255 -0.14568886],[ 0.27651161  1.51833367]
1,-0.255674630935,[ 1.51689392  0.84751984],-0.255674630935,"[ 1.0619653   2.11605015  0.13183006 -0.95259504 -0.37092385  0.07046646
  0.50341516  0.18237507  1.58634049 -0.08934935  0.        ]","[[ 0.04581127 -0.05668902 -0.04574077  0.0081923 ]
 [ 1.15238153  3.95808507  0.          0.        ]]",[-0.09669255 -0.14568886],[ 0.07859302  1.45601559]
2,-0.254515503536,[ 0.90682031  1.56303054],-0.254515503536,"[ 1.05521664  2.11612574  0.22671029 -0.59578999 -0.37092286  0.0704663
  0.81606897  0.63758006  1.5722692   0.12473079  0.        ]","[[ 0.1083079   0.05534124 -0.04574077  0.0081923 ]
 [ 5.08420033  7.23402678  0.          0.        ]]",[-0.09669255 -0.14568886],[-0.41329634  1.32824636]
3,-0.249376793786,[-0.36886007  1.02982504],-0.249376793786,"[ 1.02157657  2.07963653  0.43142709 -0.01986202 -0.37092186  0.07046613
  1.09322122  1.16768505  1.47442265  0.51862988  0.        ]","[[  2.44961304e-01   2.38298887e-01  -4.57407681e-02   8.19230311e-03]
 [  8.56959740e+00   1.10490199e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-1.07806623  1.12236464]
4,-0.237191524777,[-1.17371758  1.48069468],-0.237191524777,"[ 0.95276096  1.95323785  0.65514885  0.7467595  -0.37092087  0.07046596
  0.96363645  1.68754881  1.23091431  0.93697134  0.        ]","[[  4.00002615e-01   4.96817669e-01  -4.57407681e-02   8.19230311e-03]
 [  6.94005964e+00   1.47903777e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-1.43173075  0.90787268]
5,-0.216911012449,[-0.97432391  0.47141778],-0.216911012449,"[ 0.89333117  1.67518965  0.78918366  1.57817017 -0.37091987  0.07046579
  0.63811064  2.19721671  0.89559433  1.18703008  0.        ]","[[  4.97730641e-01   8.29428752e-01  -4.57407681e-02   8.19230311e-03]
 [  2.84643797e+00   1.84584833e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-1.36214435  0.78655612]
6,-0.189039680305,[ 0.29769232  0.00456763],-0.189039680305,"[ 0.88129202  1.23084282  0.81274492  2.21341118 -0.37091888  0.07046563
  0.32715724  2.4059247   0.57199473  1.21591154  0.        ]","[[  5.15426106e-01   1.21367179e+00  -4.57407681e-02   8.19230311e-03]
 [ -1.06393893e+00   1.99607671e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-1.11782622  0.69391197]
7,-0.154496601195,[ 0.27215101  0.33270755],-0.154496601195,"[ 0.88761505  0.70170128  0.80047714  2.4120858  -0.37091788  0.07046546
  0.4226419   2.35345599  0.28854987  1.08634734  0.        ]","[[  5.06194411e-01   1.60910093e+00  -4.57407681e-02   8.19230311e-03]
 [  1.36838606e-01   1.95834232e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-0.93155849  0.61745316]
8,-0.112943461978,[-1.4397858   0.25637381],-0.112943461978,"[ 0.878301    0.17374351  0.81843175  2.11183862 -0.37091688  0.07046529
  0.50821556  2.48257352  0.04452667  0.83516438  0.        ]","[[  5.19727760e-01   2.01009564e+00  -4.57407681e-02   8.19230311e-03]
 [  1.21298286e+00   2.05129644e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-0.752123    0.54003823]
9,-0.0681976062212,[ 0.74474956 -0.06345866],-0.0681976062212,"[ 0.88906601 -0.27603982  0.79760556  1.31732409 -0.37091589  0.07046513
  0.19162372  2.56717187 -0.07658215  0.48467222  0.        ]","[[  5.04044545e-01   2.42646754e+00  -4.57407681e-02   8.19230311e-03]
 [ -2.76828180e+00   2.11221442e+01   0.00000000e+00   0.00000000e+00]]",[-0.09669255 -0.14568886],[-0.50851136  0.5148105 ]
