timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.259109927337,[ 3.05776215  0.96763722],-0.259109927337,"[ 0.98917999  1.69385101 -0.0052604  -1.26031911 -0.08229867  0.97431208
  0.38312606 -0.34240572  1.47116993 -1.58332585  0.        ]","[[-0.08175124 -0.08660001 -0.0112907   0.11124645]
 [ 0.00254103 -0.00034935  0.          0.        ]]",[-0.30533943 -0.24834137],[ 2.83288145  2.29876423]
1,-0.25386676199,[ 3.40508769  1.95786921],-0.25386676199,"[ 0.992859    1.69712802  0.05484042 -1.15383417 -0.08229859  0.97431038
  0.75910089  0.22845933  1.48282533 -1.45162494  0.        ]","[[-0.04202531 -0.0481802  -0.0112907   0.11124645]
 [ 3.9568876   3.82957179  0.          0.        ]]",[-0.30533943 -0.24834137],[ 1.73469603  1.59018397]
2,-0.236808988254,[ 0.33480045 -0.26949789],-0.236808988254,"[ 0.98985511  1.6957166   0.23362783 -0.83304325 -0.08229852  0.97430868
  1.12763668  0.80712587  1.47523316 -1.05679841  0.        ]","[[ 0.07600252  0.06736325 -0.0112907   0.11124645]
 [ 7.83300502  7.7118362   0.          0.        ]]",[-0.30533943 -0.24834137],[ 0.46539176  0.90082598]
3,-0.210795111209,[-0.20016338 -0.12401664],-0.210795111209,"[ 0.94965587  1.67088035  0.48533649 -0.44267886 -0.08229845  0.97430699
  1.23888362  0.62523808  1.36591869 -0.53861271  0.        ]","[[ 0.24440219  0.20935664 -0.0112907   0.11124645]
 [ 9.00307999  6.49156211  0.          0.        ]]",[-0.30533943 -0.24834137],[-0.0191171   1.03237879]
4,-0.183509798485,[-0.66486888  0.02928372],-0.183509798485,"[ 0.86716559  1.62888342  0.72935229 -0.11202401 -0.08229837  0.97430529
  1.14670088  0.53292964  1.16155275 -0.08832526  0.        ]","[[ 0.41473636  0.33297439 -0.0112907   0.11124645]
 [ 8.03356769  5.87227216  0.          0.        ]]",[-0.30533943 -0.24834137],[-0.332647    1.00845122]
5,-0.159802620218,[-0.90871756  1.03949707],-0.159802620218,"[ 0.77524355  1.57201151  0.90753195  0.1893757  -0.0822983   0.97430359
  0.88152893  0.53302678  0.92751604  0.22180856  0.        ]","[[ 0.54742547  0.45042643 -0.0112907   0.11124645]
 [ 5.24462057  5.872928    0.          0.        ]]",[-0.30533943 -0.24834137],[-0.39896241  1.00149024]
6,-0.139770187235,[-0.09932283 -0.68483095],-0.139770187235,"[ 0.71949993  1.47227702  0.99337205  0.56333288 -0.08229822  0.97430189
  0.52974897  1.10608204  0.70588744  0.39687235  0.        ]","[[ 0.61519593  0.60645936 -0.0112907   0.11124645]
 [ 1.54476092  9.71754503  0.          0.        ]]",[-0.30533943 -0.24834137],[-0.42922759  0.55833906]
7,-0.122787035936,[-0.88028593  0.10748149],-0.122787035936,"[ 0.69601714  1.33912227  1.02605816  0.91718283 -0.08229815  0.9743002
  0.48959863  0.67324225  0.5165862   0.47531648  0.        ]","[[ 0.64185469  0.77167453 -0.0112907   0.11124645]
 [ 1.1224834   6.81364736  0.          0.        ]]",[-0.30533943 -0.24834137],[-0.35794303  0.74463451]
8,-0.111522206722,[-0.67991074  1.29899779],-0.111522206722,"[ 0.70732458  1.20753898  1.01054302  1.17471611 -0.08229807  0.9742985
  0.15634781  0.71673352  0.40381076  0.4783006   0.        ]","[[ 0.62913833  0.91087527 -0.0112907   0.11124645]
 [-2.38249519  7.10543482  0.          0.        ]]",[-0.30533943 -0.24834137],[ 0.10371751  0.78726703]
9,-0.101767184765,[ 1.20207366  0.63061665],-0.101767184765,"[ 0.7693285   1.01499497  0.91725433  1.44471057 -0.082298    0.9742968
 -0.09505076  1.28606329  0.33885596  0.41061159  0.        ]","[[  0.5549595    1.09130782  -0.0112907    0.11124645]
 [ -5.02658932  10.92506064   0.           0.        ]]",[-0.30533943 -0.24834137],[ 0.40007529  0.31395018]
