timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.15294905 -0.14171931],[ 1.60548615  3.346627  ],"[ 1.0596185   1.72922102  0.05305493 -0.56946767 -1.58892924  1.67862483
  0.64519636 -0.29389779  2.55346531 -1.84679969  0.        ]",-0.44668963761,-1.73489,[ 1.95397464  2.85256522],"[[-0.08333304 -0.0211899  -0.18221045  0.19571033]
 [-0.0007274  -0.00312274  0.          0.        ]]"
1,[-0.15294905 -0.14171931],[ 1.30321503  3.22199345],"[ 1.06313317  1.72927944  0.11431016 -0.47351657 -1.58892167  1.67861618
  0.92801178  0.24363695  2.55943086 -1.73695652  0.        ]",-0.441448353263,-1.64999,[-0.38931909  2.4181994 ],"[[-0.04367239  0.01846066 -0.18221045  0.19571033]
 [ 3.95363166  3.95499276  0.          0.        ]]"
2,[-0.15294905 -0.14171931],[ 1.04220092  3.07204318],"[ 1.0642066   1.71783624  0.21151495 -0.18885455 -1.58891411  1.67860753
  0.81216256  0.77082205  2.55047399 -1.51034449  0.        ]",-0.428965452497,-1.58645,[ 1.06933738  3.26182492],"[[ 0.01914838  0.13650903 -0.18221045  0.19571033]
 [ 2.3338531   7.83690386  0.          0.        ]]"
3,[-0.15294905 -0.14171931],[ 0.37032324  2.77885461],"[ 1.05675596  1.66134917  0.34415269  0.26922588 -1.58890655  1.67859888
  1.09169754  1.2872768   2.48067746 -1.1804688   0.        ]",-0.405800433539,-1.41518,[-0.05101356  3.88787095],"[[  0.10503981   0.33140301  -0.18221045   0.19571033]
 [  6.24235497  11.63982227   0.           0.        ]]"
4,[-0.15294905 -0.14171931],[-0.11537144  2.47109628],"[ 1.02871995  1.50964346  0.5296202   0.85150479 -1.58889899  1.67859022
  1.06838108  1.79371288  2.28031222 -0.77667388  0.        ]",-0.365843908911,-1.20205,[-0.67589027  3.58840458],"[[  0.22661514   0.60161572  -0.18221045   0.19571033]
 [  5.91638738  15.3690134    0.           0.        ]]"
5,[-0.15294905 -0.14171931],[-0.28048557  2.27726793],"[ 0.99483749  1.21012155  0.66423845  1.44422095 -1.58889143  1.67858157
  0.86876939  2.29022069  1.96168882 -0.49483279  0.        ]",-0.316285582314,-1.06884,[-0.33977465  1.32003037],"[[  0.31693953   0.94567965  -0.18221045   0.19571033]
 [  3.12544532  19.02517609   0.           0.        ]]"
6,[-0.15294905 -0.14171931],[-0.24828419  2.16579437],"[ 0.97219897  0.73680951  0.73483651  1.84936349 -1.58888387  1.67857292
  0.76827333  2.77681307  1.57918769 -0.42196924  0.        ]",-0.263493827814,-0.752819,[-0.6584224   3.67798068],"[[  0.36534901   1.36213546  -0.18221045   0.19571033]
 [  1.72033281  22.6084456    0.           0.        ]]"
7,[-0.15294905 -0.14171931],[-0.06880551  1.99715436],"[ 0.96818978  0.13296187  0.74629647  1.80843233 -1.58887631  1.67856427
  0.57961572  3.253761    1.21340028 -0.59968291  0.        ]",-0.220589528927,-0.694513,[ 0.98205483  2.11568437],"[[  0.37328989   1.84954608  -0.18221045   0.19571033]
 [ -0.91746126  26.12086432   0.           0.        ]]"
8,[-0.15294905 -0.14171931],[-0.087906    1.65335035],"[ 0.95727064 -0.45124235  0.77623516  1.10481421 -1.58886874  1.67855561
  0.85914515  3.72114449  0.93689481 -1.02246271  0.        ]",-0.209104925581,-0.665694,[ 1.88543305  2.09091751],"[[  0.39415223   2.40649954  -0.18221045   0.19571033]
 [  2.99094088  29.56307351   0.           0.        ]]"
9,[-0.15294905 -0.14171931],[-0.1222451   1.28447449],"[ 0.89791305 -0.76698544  0.91453079 -0.252595   -1.58886118  1.67854696
  1.13820893  3.38004362  0.9177908  -1.62098235  0.        ]",-0.253422685798,-0.839735,[ 0.18445578  1.16815143],"[[  0.49312566   3.03161662  -0.18221045   0.19571033]
 [  6.89285197  27.05169173   0.           0.        ]]"
10,[-0.15294905 -0.14171931],[-0.03826013  1.48811102],"[ 0.79038233 -0.77044556  1.10233681 -0.71394305 -1.58885362  1.67853831
  1.18059346 -0.3566211   1.00836816 -1.79528295  0.        ]",-0.276672242685,-1.06985,[-0.5399101  -0.59406738],"[[ 0.63692632  3.22256282 -0.18221045  0.19571033]
 [ 7.48552491 -0.46475963  0.          0.        ]]"
