timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.0927714  -0.10739083],[ 0.01533318  0.52625769],"[ 1.09597905  1.67483504 -0.01494508 -0.39894713  1.47700792  0.17732197
  0.62224695 -0.26517205 -0.00566209 -0.28429564  0.        ]",-0.0529120614993,0.00579524,[ 1.38268864  0.868438  ],"[[-0.09313987  0.03998063  0.17155673  0.02182399]
 [-0.0031212  -0.00407161  0.          0.        ]]"
1,[-0.0927714  -0.10739083],[-0.302131    0.38463384],"[ 1.09998807  1.67236859  0.04537103 -0.32076063  1.47699771  0.17732157
  0.93139719  0.19539112 -0.00276655 -0.18652415  0.        ]",-0.0456540526028,0.127306,[-0.0653587  -0.26781744],"[[-0.05352454  0.07438573  0.17155673  0.02182399]
 [ 3.95149343  3.43313112  0.          0.        ]]"
2,[-0.0927714  -0.10739083],[-0.4408507   0.33232874],"[ 1.10162486  1.66499756  0.16083709 -0.19094032  1.47698749  0.17732117
  0.90510623  0.04420667 -0.01071065 -0.00746815  0.        ]",-0.0372211462255,0.0990961,[ 0.59809585  0.49952352],"[[ 0.02213154  0.13172784  0.17155673  0.02182399]
 [ 3.61523253  2.30483921  0.          0.        ]]"
3,[-0.0927714  -0.10739083],[-0.78292298  0.18421763],"[ 1.09242932  1.6516148   0.30595574 -0.04393412  1.47697727  0.17732077
  1.0844193   0.30299934 -0.04343004  0.20844072  0.        ]",-0.0402453175086,0.143381,[-1.17979359  1.93688106],"[[ 0.11745032  0.19720276  0.17155673  0.02182399]
 [ 5.90902082  4.23621539  0.          0.        ]]"
4,[-0.0927714  -0.10739083],[-0.92183006  0.11843136],"[ 1.0758055   1.61213008  0.42251323  0.22792128  1.47696705  0.17732038
  0.76591433  0.82252735 -0.11279551  0.43359486  0.        ]",-0.0563452445853,0.0610746,[-0.90531748 -1.07987866],"[[ 0.19475301  0.32082888  0.17155673  0.02182399]
 [ 1.83482654  8.11346974  0.          0.        ]]"
5,[-0.0927714  -0.10739083],[-0.74352926  0.21591033],"[ 1.07568921  1.55601295  0.42313398  0.48330224  1.47695683  0.17731998
  0.48321889  0.27061943 -0.16278422  0.52444902  0.        ]",-0.0647498538823,0.0227562,[-1.94937969 -0.29478591],"[[ 0.19516817  0.44177236  0.17155673  0.02182399]
 [-1.78131621  3.99459446  0.          0.        ]]"
6,[-0.0927714  -0.10739083],[-0.47290358  0.35534817],"[ 1.09196192  1.51752356  0.31013218  0.61968534  1.47694661  0.17731958
  0.17673763  0.10380608 -0.15131809  0.45913805  0.        ]",-0.0573886013888,0.0283066,[-1.77177173 -0.37748633],"[[ 0.12020742  0.50917374  0.17155673  0.02182399]
 [-5.70172517  2.74967327  0.          0.        ]]"
7,[-0.0927714  -0.10739083],[-0.0445814   0.58102095],"[ 1.10121257  1.49267624  0.07761168  0.69723616  1.47693639  0.17731918
 -0.12367896 -0.10360273 -0.10042855  0.25136325  0.        ]",-0.0378631041388,0.0210511,[ 0.2754951  0.3504583],"[[-0.03238328  0.54863709  0.17155673  0.02182399]
 [-9.54455736  1.20178939  0.          0.        ]]"
8,[-0.0927714  -0.10739083],[ 0.17268062  0.69245082],"[ 1.07141618  1.46738143 -0.19189782  0.76962209  1.47692617  0.17731879
 -0.02375852  0.07906523 -0.06950647 -0.00408809  0.        ]",-0.0286520118557,0.0684803,[-0.6089189  -0.15350314],"[[-0.21045039  0.58635062  0.17155673  0.02182399]
 [-8.26641189  2.56503011  0.          0.        ]]"
9,[-0.0927714  -0.10739083],[ 0.58254766  0.89778662],"[ 0.99365411  1.43549365 -0.46512487  0.85308723  1.47691595  0.17731839
 -0.19929041 -0.00910787 -0.0757379  -0.27028762  0.        ]",-0.0447894695035,-0.145616,[ 2.42039604  0.37691823],"[[ -0.39830674   0.63104925   0.17155673   0.02182399]
 [-10.51175313   1.90700115   0.           0.        ]]"
10,[-0.0927714  -0.10739083],[ 0.64571255  0.94139624],"[ 0.88565683  1.39530618 -0.69268829  0.94806749  1.47690574  0.17731799
  0.12620252  0.18559716 -0.11415658 -0.49230243  0.        ]",-0.0664451109083,-0.211677,[ 2.12600583  0.51381086],"[[-0.56676757  0.683768    0.17155673  0.02182399]
 [-6.34817945  3.36006932  0.          0.        ]]"
11,[-0.0927714  -0.10739083],[ 0.54932773  0.89634085],"[ 0.81754069  1.32323282 -0.80031172  1.09584226  1.47689552  0.17731759
  0.44525418  0.44910514 -0.14805465 -0.54852404  0.        ]",-0.071700820095,-0.142139,[ 0.46295582  0.94288215],"[[-0.65278383  0.77070003  0.17155673  0.02182399]
 [-2.26699728  5.32660885  0.          0.        ]]"
12,[-0.0927714  -0.10739083],[ 0.34269112  0.78561258],"[ 0.79487091  1.19032799 -0.83214822  1.31228696  1.4768853   0.17731719
  0.59187062  0.9351564  -0.17469958 -0.46345258  0.        ]",-0.0605767623736,-0.171874,[ 1.42171089  1.08557441],"[[-0.67930733  0.91362666  0.17155673  0.02182399]
 [-0.39152592  8.95397758  0.          0.        ]]"
13,[-0.0927714  -0.10739083],[-0.10005207  0.56681484],"[ 0.82206833  0.95981273 -0.79372418  1.56941842  1.47687508  0.1773168
  0.90175529  1.44181108 -0.22705605 -0.2361874   0.        ]",-0.0315262135117,-0.0125732,[-0.9139299   0.52555912],"[[ -0.64736851   1.13064373   0.17155673   0.02182399]
 [  3.57241438  12.73514961   0.           0.        ]]"
14,[-0.0927714  -0.10739083],[-0.2024354   0.47307849],"[ 0.85014955  0.63579581 -0.7512157   1.75466663  1.47686487  0.1773164
  0.61354297  1.68697307 -0.35074379  0.00552411  0.        ]",-0.0124508007907,-0.0487994,[-0.61879152  0.41411034],"[[ -0.6129088    1.40370522   0.17155673   0.02182399]
 [ -0.11423317  14.56487226   0.           0.        ]]"
15,[-0.0927714  -0.10739083],[-0.20067789  0.44511881],"[ 0.82839759  0.25703878 -0.78439537  1.76478528  1.47685465  0.177316
  0.42231653  1.86808623 -0.52933434  0.13542267  0.        ]",-0.0411970939226,-0.168798,[ 0.55941773  1.07394765],"[[ -0.63973488   1.70856575   0.17155673   0.02182399]
 [ -2.56029113  15.91664164   0.           0.        ]]"
16,[-0.0927714  -0.10739083],[-0.32547039  0.37288082],"[ 0.80443446 -0.16162519 -0.81889805  1.51563039  1.47684443  0.1773156
  0.59943357  2.35636027 -0.77274297  0.21322887  0.        ]",-0.0778166089886,-0.179263,[-1.20251573 -0.21443361],"[[ -0.6682113    2.06346191   0.17155673   0.02182399]
 [ -0.29468104  19.56086271   0.           0.        ]]"
17,[-0.0927714  -0.10739083],[-0.13903902  0.40474308],"[ 0.76429153 -0.52623373 -0.87247288  0.97526968  1.47683422  0.17731521
  0.29048716  2.19068761 -1.04326631  0.18748365  0.        ]",-0.115238946574,-0.305223,[-1.15782817 -1.33051731],"[[ -0.71375272   2.44227633   0.17155673   0.02182399]
 [ -4.24654575  18.32464791   0.           0.        ]]"
18,[-0.0927714  -0.10739083],[ 0.09756386  0.4757247 ],"[ 0.64446275 -0.73178069 -1.00734073  0.34628931  1.476824    0.17731481
 -0.0124425   1.61148964 -1.24811894  0.07092502  0.        ]",-0.14324504062,-0.320919,[-1.18340264  0.4560563 ],"[[ -0.83756015   2.76540039   0.17155673   0.02182399]
 [ -8.12144885  14.00213114   0.           0.        ]]"
19,[-0.0927714  -0.10739083],[ 0.28884843  0.53904176],"[ 0.4211918  -0.81493413 -1.18814989 -0.3062311   1.47681379  0.17731441
 -0.30940863  1.41945966 -1.42477329 -0.05808811  0.        ]",-0.16904316014,-0.374316,[-0.94051336  0.26762296],"[[ -1.03810044   3.06077735   0.17155673   0.02182399]
 [-11.92007072  12.5690572    0.           0.        ]]"
20,[-0.0927714  -0.10739083],[ 0.43410748  0.6131649 ],"[ 0.07337998 -0.81898949 -1.3486536  -0.47968975  1.47680357  0.17731401
 -0.58212431 -0.40871182 -1.46248509 -0.08394747  0.        ]",-0.174722842945,-0.468815,[ 0.37453996  1.89143162],"[[ -1.31150423   3.13706655   0.17155673   0.02182399]
 [-15.40850079  -1.0748498    0.           0.        ]]"
21,[-0.0927714  -0.10739083],[ 0.42312163  0.62628746],"[-0.32404584 -0.81758107 -1.39895161 -0.38147281  1.47679335  0.17731361
 -0.44234919 -0.59161074 -1.40657481 -0.08313582  0.        ]",-0.166595947114,-0.442069,[-0.0676697   2.41545467],"[[ -1.60173607   3.09390209   0.17155673   0.02182399]
 [-13.62060218  -2.43986043   0.           0.        ]]"
22,[-0.0927714  -0.10739083],[ 0.39841837  0.63008022],"[-0.69441306 -0.81401351 -1.32997054 -0.2867266   1.47678314  0.17731322
 -0.44220973 -0.48591267 -1.35979003 -0.11163266  0.        ]",-0.160108364216,-0.486769,[ 0.45126601  0.77488524],"[[ -1.87413041   3.05217933   0.17155673   0.02182399]
 [-13.61883298  -1.65103325   0.           0.        ]]"
23,[-0.0927714  -0.10739083],[ 0.35531497  0.62160885],"[-1.01019521 -0.81082157 -1.17043625 -0.22985182  1.47677292  0.17731282
 -0.28144769 -0.38552393 -1.33667581 -0.15159321  0.        ]",-0.157329141687,-0.447949,[-0.13739033  1.2903751 ],"[[ -2.12587501   3.02706338   0.17155673   0.02182399]
 [-11.56248414  -0.90182892   0.           0.        ]]"
24,[-0.0927714  -0.10739083],[ 0.31896052  0.61417162],"[-1.26328536 -0.80890433 -0.94805595 -0.20109433  1.47676271  0.17731242
 -0.30607649 -0.32149566 -1.33167635 -0.19010937  0.        ]",-0.157304517098,-0.464017,[ 0.89374599  1.58465749],"[[ -2.3602856    3.01433749   0.17155673   0.02182399]
 [-11.87752747  -0.423986     0.           0.        ]]"
25,[-0.0927714  -0.10739083],[ 0.24637344  0.59227979],"[-1.43697426 -0.80795434 -0.71166292 -0.18789225  1.47675249  0.17731202
 -0.01105103 -0.29015237 -1.33674869 -0.22037254  0.        ]",-0.15867715614,-0.451529,[ 0.04469772 -0.13421795],"[[-2.55997289  3.00848854  0.17155673  0.02182399]
 [-8.10378031 -0.19007373  0.          0.        ]]"
26,[-0.0927714  -0.10739083],[ 0.20758325  0.58118594],"[-1.54252155 -0.80639455 -0.49952371 -0.16738168  1.47674228  0.17731163
  0.01532472 -0.3608607  -1.3440184  -0.24726438  0.        ]",-0.160357386007,-0.458734,[ 0.56072322 -0.26471068],"[[-2.71866348  2.99939241  0.17155673  0.02182399]
 [-7.76640149 -0.71778088  0.          0.        ]]"
27,[-0.0927714  -0.10739083],[ 0.16275489  0.56904334],"[-1.60606086 -0.80164311 -0.31154184 -0.11176223  1.47673207  0.17731123
  0.20090316 -0.49939007 -1.35183838 -0.28371535  0.        ]",-0.162437759731,-0.431563,[-0.04746803  0.19682541],"[[-2.85017464  2.9746637   0.17155673  0.02182399]
 [-5.39262375 -1.75164204  0.          0.        ]]"
28,[-0.0927714  -0.10739083],[ 0.13560691  0.56560701],"[-1.6413319  -0.795629   -0.15035159 -0.05159951  1.47672185  0.17731083
  0.19455946 -0.39031819 -1.36354658 -0.31863772  0.        ]",-0.16512392248,-0.42624,[ 0.08915546  0.66011177],"[[-2.95884118  2.94779799  0.17155673  0.02182399]
 [-5.47376155 -0.93764227  0.          0.        ]]"
29,[-0.0927714  -0.10739083],[ 0.09428981  0.5537529 ],"[-1.66015612 -0.79742992  0.00829446 -0.06871863  1.47671164  0.17731043
  0.23063526 -0.0376017  -1.37726532 -0.32088118  0.        ]",-0.167129087637,-0.370749,[-2.49015657 -0.48817607],"[[-3.06368642  2.95545616  0.17155673  0.02182399]
 [-5.01230379  1.69468738  0.          0.        ]]"
30,[-0.0927714  -0.10739083],[ 0.10064539  0.55178356],"[-1.66175939 -0.80057301  0.22030315 -0.10043864  1.47670142  0.17731004
 -0.07114746 -0.30113119 -1.39405402 -0.3179137   0.        ]",-0.169410360411,-0.383388,[-1.03750484  0.82628294],"[[-3.20266258  2.96961716  0.17155673  0.02182399]
 [-8.87244631 -0.27203957  0.          0.        ]]"
31,[-0.0927714  -0.10739083],[ 0.05811213  0.53463435],"[-1.61179664 -0.80596363  0.54388882 -0.16211388  1.47669121  0.17730964
 -0.36693982  0.13795294 -1.41479593 -0.30464976  0.        ]",-0.171959628287,-0.431733,[ 0.94054044  0.28857617],"[[ -3.4180727    2.99705447   0.17155673   0.02182399]
 [-12.65596682   3.00484275   0.           0.        ]]"
32,[-0.0927714  -0.10739083],[-0.00937697  0.50077194],"[-1.50174415 -0.81044463  0.84529291 -0.22433986  1.476681    0.17730924
 -0.05623291 -0.25614071 -1.42836305 -0.28754647  0.        ]",-0.173416714586,-0.409014,[ 0.47863616  0.37261351],"[[-3.63131708  3.02462623  0.17155673  0.02182399]
 [-8.68169345  0.06372804  0.          0.        ]]"
33,[-0.0927714  -0.10739083],[-0.08236284  0.46487069],"[-1.38840923 -0.80959673  1.04211134 -0.21152905  1.47667079  0.17730884
  0.10535716 -0.32147012 -1.44832886 -0.29318218  0.        ]",-0.176407444022,-0.432923,[ 1.58335545  0.45335236],"[[-3.78421308  3.01895815  0.17155673  0.02182399]
 [-6.61478458 -0.42382838  0.          0.        ]]"
34,[-0.0927714  -0.10739083],[-0.16988394  0.42175868],"[-1.30825616 -0.80838985  1.14968159 -0.19424686  1.47666057  0.17730844
  0.42513109 -0.30685958 -1.46301137 -0.29673303  0.        ]",-0.178591364831,-0.400187,[ 0.36594642  0.57368128],"[[-3.87546999  3.01130533  0.17155673  0.02182399]
 [-2.52453642 -0.3147962   0.          0.        ]]"
35,[-0.0927714  -0.10739083],[-0.20233734  0.40596753],"[-1.27476922 -0.80761217  1.18921894 -0.18364866  1.47665036  0.17730805
  0.54231139 -0.28686589 -1.46986864 -0.29846169  0.        ]",-0.179613995356,-0.384286,[-0.50385413  0.19289447],"[[-3.91092204  3.00660859  0.17155673  0.02182399]
 [-1.02566429 -0.16558975  0.          0.        ]]"
36,[-0.0927714  -0.10739083],[-0.18473223  0.41304767],"[-1.2351654  -0.80714099  1.23256586 -0.17742016  1.47664015  0.17730765
  0.38793618 -0.27904254 -1.47619162 -0.29852639  0.        ]",-0.180516432534,-0.391719,[-0.04305242  0.44770579],"[[-3.9512471   3.00384702  0.17155673  0.02182399]
 [-3.00026144 -0.10720961  0.          0.        ]]"
37,[-0.0927714  -0.10739083],[-0.20105267  0.40308702],"[-1.17220805 -0.80690901  1.29481923 -0.17441857  1.47662994  0.17730725
  0.3792526  -0.2697474  -1.48407884 -0.29656245  0.        ]",-0.181588335239,-0.422574,[ 1.02819246 -0.01315267],"[[-4.01236662  3.00251591  0.17155673  0.02182399]
 [-3.11132065 -0.03784567  0.          0.        ]]"
38,[-0.0927714  -0.10739083],[-0.26805708  0.3711963 ],"[-1.14884116 -0.80668518  1.31605507 -0.17155109  1.47661972  0.17730685
  0.69360441 -0.27661274 -1.48737707 -0.29605491  0.        ]",-0.182046011831,-0.400512,[ 0.2520846   0.33409013],"[[-4.03425023  3.00124404  0.17155673  0.02182399]
 [ 0.90955938 -0.0890857   0.          0.        ]]"
39,[-0.0927714  -0.10739083],[-0.27475035  0.36941117],"[-1.17867551 -0.8065793   1.28874169 -0.17022327  1.47660951  0.17730646
  0.7702244  -0.26367112 -1.48454293 -0.29774109  0.        ]",-0.181688288237,-0.394974,[ 0.30022056  1.00449774],"[[-4.00622563  3.0006551   0.17155673  0.02182399]
 [ 1.88963323  0.00749136  0.          0.        ]]"
40,[-0.0927714  -0.10739083],[-0.27762741  0.36993822],"[-1.22948235 -0.80675408  1.2384531  -0.17251675  1.4765993   0.17730606
  0.86022687 -0.25631967 -1.47817205 -0.29944548  0.        ]",-0.180828438967,-0.378509,[-1.09343897 -0.28253526],"[[-3.95688205  3.00167278  0.17155673  0.02182399]
 [ 3.04088765  0.06234969  0.          0.        ]]"
41,[-0.0927714  -0.10739083],[-0.20530957  0.40512007],"[-1.24990277 -0.80495138  1.21676644 -0.15000948  1.47658909  0.17730566
  0.5459756  -0.40641336 -1.48182677 -0.30547954  0.        ]",-0.181510958364,-0.405705,[-0.42803235 -1.26818079],"[[-3.93639361  2.9916811   0.17155673  0.02182399]
 [-0.97864772 -1.05778297  0.          0.        ]]"
42,[-0.0927714  -0.10739083],[-0.16764562  0.42588854],"[-1.21334641 -0.79138252  1.25493827 -0.01414682  1.47657888  0.17730526
  0.41498476 -0.93418809 -1.52505981 -0.33238557  0.        ]",-0.188391521415,-0.408386,[ 0.04064395  0.07722918],"[[-3.97277724  2.93100698  0.17155673  0.02182399]
 [-2.65412175 -4.9965018   0.          0.        ]]"
43,[-0.0927714  -0.10739083],[-0.17364508  0.43518668],"[-1.16010581 -0.76081948  1.3058648   0.19676126  1.47656867  0.17730487
  0.43167752 -0.8799536  -1.59812102 -0.36284215  0.        ]",-0.199614722502,-0.463235,[ 1.04535604 -1.1394675 ],"[[-4.02371728  2.83513761  0.17155673  0.02182399]
 [-2.44059281 -4.59178471  0.          0.        ]]"
44,[-0.0927714  -0.10739083],[-0.2098653   0.43606716],"[-1.15087976 -0.70165618  1.31416133  0.47366279  1.47655846  0.17730447
  0.74498212 -1.39832209 -1.69352552 -0.39651462  0.        ]",-0.214099927279,-0.459793,[ 0.25697428 -0.38393149],"[[-4.03232099  2.70448748  0.17155673  0.02182399]
 [ 1.5668653  -8.46034216  0.          0.        ]]"
