timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.68785423 -0.45116076],[ 2.71765709  2.33045459],"[ 0.79072506  1.13267251  0.32189333  0.21232997  0.45334584  1.03625556
  0.42257517 -0.16886424  0.8956583  -1.27422673  0.        ]",-0.192845467819,-1.96271,[ 2.89713803  0.87131817],"[[ 0.02681769  0.02631495  0.05244131  0.11999008]
 [-0.00020578  0.0011046   0.          0.        ]]"
1,[-0.68785423 -0.45116076],[ 1.64297497  1.19551647],"[ 0.78761851  1.13085381  0.38986572  0.27560279  0.45334572  1.03625509
  0.64214408  0.40069867  0.88553765 -1.10317835  0.        ]",-0.185338142452,-1.86289,[ 1.88491401  0.77762128],"[[ 0.06649068  0.06093697  0.05244131  0.11999008]
 [ 3.95434457  3.44960894  0.          0.        ]]"
2,[-0.68785423 -0.45116076],[-0.01716215 -0.33945805],"[ 0.76284179  1.11768437  0.59053104  0.45586704  0.45334559  1.03625461
  0.8573823   0.89771275  0.80808262 -0.60991112  0.        ]",-0.162722633354,-1.5762,[-0.62034032 -0.46644299],"[[ 0.18447196  0.16012191  0.05244131  0.11999008]
 [ 7.83089882  6.45885654  0.          0.        ]]"
3,[-0.68785423 -0.45116076],[-0.58478355 -0.09766744],"[ 0.70875754  1.08962385  0.80719936  0.65125422  0.45334547  1.03625413
  0.71257427  0.57170932  0.6431237  -0.0984243   0.        ]",-0.137335517445,-1.39394,[-0.16397659 -0.28306648],"[[ 0.31492262  0.26949495  0.05244131  0.11999008]
 [ 5.22283798  4.48502155  0.          0.        ]]"
4,[-0.68785423 -0.45116076],[-1.16223538 -0.30496663],"[ 0.65094346  1.06129021  0.96252445  0.78642807  0.45334535  1.03625365
  0.67085026  0.37196713  0.47423877  0.24181407  0.        ]",-0.119088144835,-1.33323,[-1.34294239 -0.69783277],"[[ 0.41183976  0.34706141  0.05244131  0.11999008]
 [ 4.47137165  3.27565366  0.          0.        ]]"
5,[-0.68785423 -0.45116076],[-0.64456069  0.35359728],"[ 0.61628285  1.04529414  1.03847486  0.84989947  0.45334523  1.03625318
  0.44634989 -0.0948617   0.37684369  0.39748123  0.        ]",-0.110353345186,-1.37271,[-0.07483572  0.35523026],"[[ 0.46069914  0.38421547  0.05244131  0.11999008]
 [ 0.42801069  0.44917025  0.          0.        ]]"
6,[-0.68785423 -0.45116076],[-0.69728774  0.20405786],"[ 0.61215484  1.03461426  1.04691291  0.88873532  0.45334511  1.0362527
  0.42941343  0.136       0.34808927  0.43334505  0.        ]",-0.107929614774,-1.33166,[-1.05456683  0.39648969],"[[ 0.46619885  0.40722332  0.05244131  0.11999008]
 [ 0.12297878  1.84695597  0.          0.        ]]"
7,[-0.68785423 -0.45116076],[ 0.06977912  0.71352333],"[ 0.63922837  1.00814955  0.98929503  0.97561929  0.45334499  1.03625222
  0.2095949   0.38949423  0.35173126  0.40080086  0.        ]",-0.108086989953,-1.33921,[-0.0522242   0.64069763],"[[ 0.42893631  0.45956189  0.05244131  0.11999008]
 [-3.83605982  3.38177371  0.          0.        ]]"
8,[-0.68785423 -0.45116076],[ 0.28566843  0.60802215],"[ 0.68902105  0.9542522   0.86550839  1.12346468  0.45334486  1.03625174
  0.20228549  0.79743908  0.37077931  0.31267946  0.        ]",-0.109597831493,-1.34211,[ 0.32263292 -0.04522574],"[[ 0.35089421  0.55197932  0.05244131  0.11999008]
 [-3.96770511  5.85173555  0.          0.        ]]"
9,[-0.68785423 -0.45116076],[ 0.20745838  0.53381616],"[ 0.72353683  0.87571624  0.75838633  1.29453032  0.45334474  1.03625126
  0.27751784  0.74864536  0.34666704  0.26946218  0.        ]",-0.107425564963,-1.31158,[-0.48773951 -0.06065843],"[[ 0.28513484  0.66604984  0.05244131  0.11999008]
 [-2.61273299  5.5563086   0.          0.        ]]"
10,[-0.68785423 -0.45116076],[ 0.71103185  0.99308181],"[ 0.75301436  0.79032049  0.64023935  1.44248718  0.45334462  1.03625079
  0.17325226  0.69090494  0.32954452  0.20422682  0.        ]",-0.106068508955,-1.31795,[ 0.82575776  1.97472721],"[[ 0.21403914  0.77366854  0.05244131  0.11999008]
 [-4.49060529  5.20671248  0.          0.        ]]"
11,[-0.68785423 -0.45116076],[ 0.15687445 -0.14881279],"[ 0.77044345  0.66178814  0.54559148  1.61573253  0.4533445   1.03625031
  0.35951783  1.32767486  0.25117526  0.19539588  0.        ]",-0.098997637532,-1.31312,[ 0.41054601  0.02924804],"[[ 0.15788518  0.9164852   0.05244131  0.11999008]
 [-1.13587222  9.06213023  0.          0.        ]]"
12,[-0.68785423 -0.45116076],[-0.39851087 -0.82868963],"[ 0.7720458   0.47824782  0.53509832  1.79210702  0.45334438  1.03624983
  0.45097374  1.31709128  0.0590611   0.29459154  0.        ]",-0.0812258112946,-1.29948,[-0.27110343 -1.22097726],"[[ 0.15169384  1.0970848   0.05244131  0.11999008]
 [ 0.51129403  8.99805529  0.          0.        ]]"
13,[-0.68785423 -0.45116076],[-0.34308854 -0.45087099],"[ 0.77220386  0.32510758  0.53403774  1.89170046  0.45334426  1.03624935
  0.39091957  0.63373861 -0.10200672  0.34738868  0.        ]",-0.0666412038235,-1.3389,[ 0.2751339  -1.13181153],"[[ 0.15106847  1.23553353  0.05244131  0.11999008]
 [-0.5703079   4.86060046  0.          0.        ]]"
14,[-0.68785423 -0.45116076],[-0.59299421 -0.13063158],"[ 0.77229427  0.26024329  0.53342828  1.92293875  0.45334414  1.03624888
  0.4520506  -0.03617332 -0.16897069  0.36045085  0.        ]",-0.060609985012,-1.31889,[-0.38189763 -0.2044827 ],"[[ 0.15070917  1.29204956  0.05244131  0.11999008]
 [ 0.53069255  0.80452382  0.          0.        ]]"
15,[-0.68785423 -0.45116076],[-0.29314023  0.25948995],"[ 0.77344871  0.25119104  0.52553612  1.92681448  0.45334401  1.0362484
  0.3675703  -0.17247313 -0.17200051  0.35457857  0.        ]",-0.0603079088668,-1.32294,[-0.33393037 -0.09280495],"[[ 0.14605709  1.29986009  0.05244131  0.11999008]
 [-0.99083502 -0.0207227   0.          0.        ]]"
16,[-0.68785423 -0.45116076],[ 0.12671947  0.64213639],"[ 0.78058296  0.25593872  0.4696173   1.92479311  0.45334389  1.03624792
  0.29529477 -0.23305014 -0.12310555  0.30025719  0.        ]",-0.0646441546885,-1.255,[-1.08943559  1.32768699],"[[ 0.11317988  1.29576573  0.05244131  0.11999008]
 [-2.29254915 -0.38749493  0.          0.        ]]"
17,[-0.68785423 -0.45116076],[ 1.09055173  0.95207375],"[ 0.79066319  0.21861827  0.32403856  1.93981282  0.45334377  1.03624744
  0.0780466   0.4223267  -0.05353203  0.16479532  0.        ]",-0.071637657607,-1.34178,[ 0.88591483 -0.03857224],"[[ 0.02807145  1.32782909  0.05244131  0.11999008]
 [-6.2052871   3.580575    0.          0.        ]]"
18,[-0.68785423 -0.45116076],[ 0.77202636  0.63578504],"[ 0.78834044  0.13691992  0.17367356  1.96604276  0.45334365  1.03624697
  0.27951426  0.38524967 -0.03342362  0.03443535  0.        ]",-0.0752270974712,-1.34826,[ 0.86290963  0.17902972],"[[-0.05962854  1.39718789  0.05244131  0.11999008]
 [-2.5767625   3.35608763  0.          0.        ]]"
19,[-0.68785423 -0.45116076],[ 0.14148387 -0.14930029],"[ 0.78642757  0.04918833  0.14498688  1.98439177  0.45334353  1.03624649
  0.47194305  0.49124046 -0.10187205  0.02875549  0.        ]",-0.0693263559493,-1.34242,[ 0.4495778  -0.69481497],"[[-0.07639146  1.47074824  0.05244131  0.11999008]
 [ 0.88896829  3.99782405  0.          0.        ]]"
20,[-0.68785423 -0.45116076],[-0.37324834 -0.33425224],"[ 0.78991757 -0.01271523  0.20570386  1.99138704  0.45334341  1.03624601
  0.56978587  0.02371888 -0.20381777  0.09676542  0.        ]",-0.0591096548958,-1.28133,[-1.38434857 -1.04169911],"[[-0.04093133  1.52230366  0.05244131  0.11999008]
 [ 2.65116384  1.16715184  0.          0.        ]]"
21,[-0.68785423 -0.45116076],[ 0.3331669  0.9293853],"[ 0.79065911  0.00725289  0.22764193  1.98966003  0.45334329  1.03624553
  0.34718019 -0.6339545  -0.19877832  0.1143502   0.        ]",-0.059263426272,-1.29115,[ 0.79722221  2.78556938],"[[-0.02813395  1.50569423  0.05244131  0.11999008]
 [-1.35806106 -2.81482029  0.          0.        ]]"
22,[-0.68785423 -0.45116076],[-0.25848824 -0.19126244],"[ 0.79086446  0.02648656  0.23579692  1.98751781  0.45334316  1.03624506
  0.52380556  0.02912648 -0.18502641  0.11929254  0.        ]",-0.0604081225357,-1.31226,[ 0.08423294  0.46262655],"[[-0.02337808  1.48967875  0.05244131  0.11999008]
 [ 1.82304169  1.19989123  0.          0.        ]]"
23,[-0.68785423 -0.45116076],[-0.54255378 -0.84247488],"[ 0.79110637 -0.02415954  0.30344451  1.99214134  0.45334304  1.03624458
  0.54029584  0.32773802 -0.28326034  0.18316445  0.        ]",-0.0507693258687,-1.3048,[-0.93990094 -1.3426626 ],"[[ 0.01606248  1.53181666  0.05244131  0.11999008]
 [ 2.12004162  3.00787433  0.          0.        ]]"
24,[-0.68785423 -0.45116076],[ 0.1060138   0.36107236],"[ 0.79096196 -0.04803839  0.31144754  1.99319363  0.45334292  1.0362441
  0.3314763  -0.33596563 -0.3130192   0.1901934   0.        ]",-0.0480159033991,-1.37414,[ 0.15254834 -1.81224783],"[[ 0.02072899  1.55165545  0.05244131  0.11999008]
 [-1.64088693 -1.01060593  0.          0.        ]]"
25,[-0.68785423 -0.45116076],[ 0.13604125  1.2489686 ],"[ 0.79129513  0.02380236  0.26611961  1.98783814  0.4533428   1.03624362
  0.36684289 -0.98665781 -0.20875899  0.14723905  0.        ]",-0.0578937821583,-1.33712,[ 0.54063558  1.19649674],"[[-0.0056981   1.49191501  0.05244131  0.11999008]
 [-1.00391783 -4.95030795  0.          0.        ]]"
26,[-0.68785423 -0.45116076],[-0.13091341  0.31798339],"[ 0.79130786  0.09358556  0.26883004  1.97633856  0.45334268  1.03624314
  0.48669694 -0.31656402 -0.14059859  0.13951453  0.        ]",-0.0640918958384,-1.3092,[ 0.09348398  0.88649421],"[[-0.0041179   1.43361579  0.05244131  0.11999008]
 [ 1.15470687 -0.89313956  0.          0.        ]]"
27,[-0.68785423 -0.45116076],[-0.36869231 -0.45861548],"[ 0.79089866  0.07264766  0.31440175  1.98044363  0.45334256  1.03624267
  0.50593093  0.26609054 -0.19379605  0.18526211  0.        ]",-0.0587938127679,-1.33559,[ 0.59796868  0.08234207],"[[ 0.02245176  1.45114813  0.05244131  0.11999008]
 [ 1.50112168  2.63461703  0.          0.        ]]"
28,[-0.68785423 -0.45116076],[-1.10150075 -1.27809417],"[ 0.78648529  0.00618408  0.40599318  1.98974985  0.45334244  1.03624219
  0.63567582  0.31124619 -0.32812315  0.2680029   0.        ]",-0.0460475126471,-1.29897,[-0.94512367 -0.51995659],"[[ 0.07591945  1.50658363  0.05244131  0.11999008]
 [ 3.83788514  2.90801802  0.          0.        ]]"
