timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.6834898 -0.4511998],-4.49237,"[ 0.78329046  1.13271042  0.18531076  0.22128385 -1.33752707 -1.66495872
  0.41720001 -0.16823422  3.16373683  2.93321358  0.        ]",-0.409246779653,[-4.78939772 -3.85692239],[-4.388547   -3.58840706],"[[-0.04441668  0.03259428 -0.15454636 -0.19192974]
 [ 0.00193753  0.00427896  0.          0.        ]]"
1,[-0.6834898 -0.4511998],-4.40408,"[ 0.77899991  1.13331936  0.11742083  0.14876326 -1.33752623 -1.66495731
  0.19468328 -0.82068932  3.15600098  2.75325091  0.        ]",-0.403012627018,[-3.93579912 -3.33058405],[-4.04755161 -3.73314333],"[[-0.08405337 -0.00703339 -0.15454636 -0.19192974]
 [-3.95244508 -3.95385981  0.          0.        ]]"
2,[-0.6834898 -0.4511998],-4.05647,"[ 0.75066764  1.12395194 -0.08283516 -0.06662662 -1.33752539 -1.6649559
 -0.02343614 -1.46022987  3.07837841  2.22714995  0.        ]",-0.381924435444,[-2.90860176 -2.86695075],[-3.23031116 -3.47621564],"[[-0.20199347 -0.12503785 -0.15454636 -0.19192974]
 [-7.82868253 -7.83365617  0.          0.        ]]"
3,[-0.6834898 -0.4511998],-3.54855,"[ 0.6539998   1.07229767 -0.40166082 -0.41388982 -1.33752455 -1.66495449
 -0.23726011 -2.0871014   2.78176684  1.43812247  0.        ]",-0.339546516841,[-1.68083942 -2.0743773 ],[-1.45761743 -1.91891384],"[[ -0.39669169  -0.31986735  -0.15454636  -0.19192974]
 [-11.62858464 -11.63660555   0.           0.        ]]"
4,[-0.6834898 -0.4511998],-2.82766,"[ 0.42391372  0.92986741 -0.79984713 -0.85667943 -1.33752372 -1.66495308
 -0.44691046 -2.7015314   2.0928957   0.64793228  0.        ]",-0.268344680099,[ 0.01193389 -0.29341513],[ 0.17913258 -0.08094929],"[[ -0.6666423   -0.58999904  -0.15454636  -0.19192974]
 [-15.35431712 -15.36409618   0.           0.        ]]"
5,[-0.6834898 -0.4511998],-2.05734,"[ 0.06080182  0.68032385 -1.14810639 -1.26918528 -1.33752288 -1.66495167
 -0.39005268 -2.70417031  1.13541499  0.34824826  0.        ]",-0.180177384297,[ 1.0736891   1.58556724],[ 1.30014277  1.48015707],"[[ -0.96358989  -0.8974422   -0.15454636  -0.19192974]
 [-14.34389037 -15.38013586   0.           0.        ]]"
6,[-0.6834898 -0.4511998],-1.64096,"[-0.30284371  0.4078843  -1.34317561 -1.51805653 -1.33752204 -1.66495026
 -0.15160756 -2.00138873  0.37662182  0.59502197  0.        ]",-0.113279573273,[ 1.12387705  2.28081608],[ 1.46851912  1.68497278],"[[ -1.20795478  -1.16226825  -0.15454636  -0.19192974]
 [-10.10644568 -11.11668955   0.           0.        ]]"
7,[-0.6834898 -0.4511998],-1.60027,"[-0.56238918  0.20193612 -1.41989165 -1.62125948 -1.3375212  -1.66494885
  0.08220348 -1.31253608 -0.02489773  0.96909719  0.        ]",-0.0888137766536,[ 0.90877956  2.52800417],[ 0.66844246  2.55256769],"[[-1.36839661 -1.34267306 -0.15454636 -0.19192974]
 [-5.951354   -6.93773224  0.          0.        ]]"
8,[-0.6834898 -0.4511998],-1.72615,"[-0.71444055  0.08632979 -1.44434975 -1.65312091 -1.33752036 -1.66494744
  0.237614   -0.63728352 -0.19942327  1.22747167  0.        ]",-0.0885854765256,[ 0.70657486  2.25354743],[ 0.85937113  2.19470645],"[[-1.45971456 -1.44032656 -0.15454636 -0.19192974]
 [-3.18952968 -2.84127626  0.          0.        ]]"
9,[-0.6834898 -0.4511998],-1.71512,"[-0.76318794  0.06657085 -1.44915484 -1.65680967 -1.33751953 -1.66494603
  0.43248963  0.02457033 -0.24321055  1.2930907   0.        ]",-0.0895974234251,[ 0.11497574  1.37856638],[ 0.37465912  2.16925335],"[[-1.48875842 -1.45686651 -0.15454636 -0.19192974]
 [ 0.27363521  1.17389641  0.          0.        ]]"
10,[-0.6834898 -0.4511998],-1.69508,"[-0.72912454  0.14154928 -1.44594869 -1.6401104  -1.33751869 -1.66494461
  0.51556649  0.67338247 -0.19725983  1.16919912  0.        ]",-0.0857000396294,[-0.22543861  0.17979074],[ 0.89936592  0.12138711],"[[-1.46847237 -1.39389685 -0.15454636 -0.19192974]
 [ 1.75000846  5.1099512   0.          0.        ]]"
11,[-0.6834898 -0.4511998],-1.43445,"[-0.61162164  0.26571572 -1.42939767 -1.59591855 -1.33751785 -1.6649432
  0.71386458  0.73581572 -0.04401155  0.92578169  0.        ]",-0.0857200605233,[-1.13273311 -1.15307677],[-1.22679477 -0.82905381],"[[-1.39811438 -1.28789771 -0.15454636 -0.19192974]
 [ 5.27399531  5.48870734  0.          0.        ]]"
