timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.37612823 -0.30129406],[-0.51388687  3.27412701],"[ 0.8433862   1.21642895  0.29695024  0.20102673 -1.4229944   0.40310534
  0.50803906 -0.22051249  2.92050745 -0.19241179  0.        ]",-0.374709190841,-2.49647,[-0.96367901  2.5833905 ],"[[ 0.01421436  0.08797081 -0.1637339   0.04678975]
 [ 0.00129437 -0.00018196  0.          0.        ]]"
1,[-0.37612823 -0.30129406],[-0.33760184  3.29521894],"[ 0.84309606  1.21150716  0.2322013   0.281557   -1.42299267  0.40310515
  0.27936074  0.38866253  2.92015046 -0.23531477  0.        ]",-0.375024743328,-2.44224,[-0.93251431  3.52950032],"[[-0.0240244   0.12770989 -0.1637339   0.04678975]
 [-3.8124691   3.96088148  0.          0.        ]]"
2,[-0.37612823 -0.30129406],[-0.06492127  3.39681888],"[ 0.82917065  1.18627168  0.04237335  0.51811785 -1.42299093  0.40310496
  0.06259766  0.9857597   2.91075653 -0.35954404  0.        ]",-0.375280300475,-2.45816,[ 0.49191316  3.11227088],"[[-0.13654458  0.24588239 -0.1637339   0.04678975]
 [-7.4275173   7.84341324  0.          0.        ]]"
3,[-0.37612823 -0.30129406],[-0.02851391  3.44039202],"[ 0.79000505  1.1108435  -0.16918444  0.89187224 -1.4229892   0.40310478
  0.18800389  1.57069526  2.87589779 -0.41999695  0.        ]",-0.372422153582,-2.35617,[-0.66444484  3.6325465 ],"[[ -0.26411112   0.44091195  -0.1637339    0.04678975]
 [ -5.33606476  11.64687524   0.           0.        ]]"
4,[-0.37612823 -0.30129406],[ 0.07280442  3.64096355],"[ 0.72396273  0.94191329 -0.38056783  1.35262991 -1.42298746  0.40310459
  0.03663727  2.14429756  2.79853832 -0.39342233  0.        ]",-0.364202243939,-2.28925,[-0.09579776  3.88886183],"[[ -0.39616041   0.71127201  -0.1637339    0.04678975]
 [ -7.86046696  15.37666395   0.           0.        ]]"
5,[-0.37612823 -0.30129406],[-0.10555658  3.63370061],"[ 0.61129069  0.6373515  -0.62034374  1.79565994 -1.42298573  0.4031044
  0.02317159  2.70639596  2.64982038 -0.34099355  0.        ]",-0.348393443898,-2.22094,[ 0.84235325  3.28107214],"[[ -0.55562367   1.05547744  -0.1637339    0.04678975]
 [ -8.08503934  19.03168327   0.           0.        ]]"
6,[-0.37612823 -0.30129406],[-0.75317198  3.10198307],"[ 0.49791276  0.18379445 -0.79491883  2.05044736 -1.422984    0.40310421
  0.23262182  3.25722696  2.39345754 -0.16404104  0.        ]",-0.320365197593,-1.95097,[-0.71833006  3.46417521],"[[ -0.68228068   1.47204772  -0.1637339    0.04678975]
 [ -4.59195408  22.61348719   0.           0.        ]]"
7,[-0.37612823 -0.30129406],[-1.04495072  2.66954851],"[  3.73367616e-01  -3.65720924e-01  -9.43923746e-01   1.90826479e+00
  -1.42298226e+00   4.03104020e-01   6.76458618e-02   3.79733120e+00
   1.99246818e+00  -1.75019297e-03   0.00000000e+00]",-0.27800415681,-1.63272,[-1.34574831  2.52454501],"[[ -0.80172458   1.95955645  -0.1637339    0.04678975]
 [ -7.34332127  26.12560972   0.           0.        ]]"
8,[-0.37612823 -0.30129406],[-1.00526512  2.06620121],"[ 0.15082555 -0.8626582  -1.13990428  1.21459282 -1.42298053  0.40310383
 -0.16095937  4.32667172  1.46850297 -0.03011593  0.        ]",-0.224301484954,-1.30158,[-0.94787903  0.63268256],"[[ -0.98684163   2.51660637  -0.1637339    0.04678975]
 [-11.15585847  29.56783105   0.           0.        ]]"
9,[-0.37612823 -0.30129406],[-0.79235148  1.30818069],"[-0.20680182 -1.08001733 -1.3316517   0.05121956 -1.42297879  0.40310364
 -0.37274224  3.71012556  0.8738363  -0.22375194  0.        ]",-0.166169711997,-1.00646,[-0.42338094  0.57189002],"[[ -1.24539234   3.12722132  -0.1637339    0.04678975]
 [-14.68784307  25.55889982   0.           0.        ]]"
10,[-0.37612823 -0.30129406],[-1.06522715  1.38449371],"[-0.67300722 -1.06890635 -1.42025084 -0.26217763 -1.42297706  0.40310345
 -0.45589155 -0.5665474   0.72686985 -0.24185085  0.        ]",-0.151806593121,-0.897326,[-1.05745809  1.62601189],"[[ -1.55306607   3.28142007  -0.1637339    0.04678975]
 [-16.07455842  -2.25019519   0.           0.        ]]"
