timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.38160941 -0.28686967],[ 3.22557378  2.7499311 ],"[ 0.8477673   1.22735905  0.26549723 -0.06699576  0.17679398  1.45741883
  0.51227813 -0.22366884  1.12914811 -1.81562484  0.        ]",-0.256517672781,-1.63509,[ 3.06008463  3.29978567],"[[-0.00351282 -0.03829812  0.02107124  0.16867053]
 [-0.00115897 -0.00356148  0.          0.        ]]"
1,[-0.38160941 -0.28686967],[ 2.28945255  1.82793677],"[ 0.84677226  1.22819944  0.33251372  0.01422845  0.1767939   1.45741694
  0.74983429  0.38284504  1.12870804 -1.66833724  0.        ]",-0.248076899404,-1.53651,[ 3.30788245  3.61434887],"[[  3.61392935e-02   1.34376138e-03   2.10712449e-02   1.68670529e-01]
 [  3.95320818e+00   3.95456333e+00   0.00000000e+00   0.00000000e+00]]"
2,[-0.38160941 -0.28686967],[ 0.8378818   0.71603477],"[ 0.8295576   1.2200222   0.53089462  0.25551881  0.17679383  1.45741504
  0.98269545  0.97735399  1.07934691 -1.23481351  0.        ]",-0.221386913278,-1.31612,[ 0.78130309  1.36259828],"[[ 0.15409448  0.11936215  0.02107124  0.16867053]
 [ 7.82942708  7.83434639  0.          0.        ]]"
3,[-0.38160941 -0.28686967],[-1.14919853 -0.77709448],"[ 0.75969505  1.1719331   0.83538082  0.6448806   0.17679375  1.45741315
  1.15899625  1.56013836  0.85629072 -0.59293893  0.        ]",-0.174436529917,-1.01182,[-0.55090687 -1.94299064],"[[  0.34012705   0.31420873   0.02107124   0.16867053]
 [ 10.76414784  11.63762382   0.           0.        ]]"
4,[-0.38160941 -0.28686967],[-1.71686792 -0.99918014],"[ 0.63572889  1.08478313  1.12809511  1.0028778   0.17679368  1.45741126
  1.01539908  0.91820562  0.47786905 -0.06982012  0.        ]",-0.123389319015,-0.735992,[-1.99471118 -0.28320951],"[[ 0.53142792  0.50492903  0.02107124  0.16867053]
 [ 8.37384411  7.44835953  0.          0.        ]]"
5,[-0.38160941 -0.28686967],[-1.53579032 -1.07980824],"[ 0.52718536  0.99994869  1.304612    1.23732246  0.1767936   1.45740936
  0.76782919  0.72398346  0.15515171  0.18265853  0.        ]",-0.0876473262665,-0.715292,[-2.43162842 -2.02470057],"[[ 0.6575577   0.64117901  0.02107124  0.16867053]
 [ 4.2528051   6.18086402  0.          0.        ]]"
6,[-0.38160941 -0.28686967],[-0.91923124 -0.5765999 ],"[ 0.4841446   0.94003578  1.36315044  1.36876489  0.17679353  1.45740747
  0.52519338  0.09870121 -0.00347481  0.25649919  0.        ]",-0.0713104037612,-0.753569,[ 0.06742799 -1.69411603],"[[ 0.70209087  0.72385428  0.02107124  0.16867053]
 [ 0.21389571  2.10025794  0.          0.        ]]"
7,[-0.38160941 -0.28686967],[-0.86887372 -0.18854468],"[ 0.47723968  0.93861847  1.37206086  1.37161587  0.17679345  1.45740558
  0.54104483 -0.51442199 -0.01697548  0.26417522  0.        ]",-0.0699589658762,-0.688902,[-1.30069634  0.25655344],"[[ 0.70901631  0.72571352  0.02107124  0.16867053]
 [ 0.4777635  -1.90099825  0.          0.        ]]"
8,[-0.38160941 -0.28686967],[-0.03022245  0.30993211],"[ 0.50697081  0.95921778  1.33276544  1.32904641  0.17679337  1.45740368
  0.30278414 -0.35279158  0.06185201  0.22509367  0.        ]",-0.0779659854305,-0.682409,[-0.52221074  1.89882499],"[[ 0.67877863  0.6982768   0.02107124  0.16867053]
 [-3.48831768 -0.84619634  0.          0.        ]]"
9,[-0.38160941 -0.28686967],[ 0.44470546  0.46144307],"[ 0.58873128  0.9420089   1.21046934  1.36476431  0.1767933   1.45740179
  0.18273267  0.25660844  0.18199043  0.12181252  0.        ]",-0.0906792303928,-0.716751,[ 0.37458297  0.57633537],"[[ 0.5889621   0.72125509  0.02107124  0.16867053]
 [-5.48669042  3.13075866  0.          0.        ]]"
