timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.06852461 -0.12116055],[ 0.49313462  0.91163224],"[ 1.09549355  1.59304869  0.20422356 -0.25090342  1.58663503  1.37427757
  0.58182706 -0.24029661 -0.0986215  -1.06020883  0.        ]",-0.138973070346,-0.164271,[ 1.21077256  0.59261006],"[[ 0.06437075  0.08807099  0.18383714  0.15990041]
 [ 0.00388926  0.00065825  0.          0.        ]]"
1,[-0.06852461 -0.12116055],[ 0.3084712   0.81502837],"[ 1.09086612  1.5901364   0.26469962 -0.20051039  1.58662047  1.37426721
  0.89794651  0.07230269 -0.10950284 -0.97515909  0.        ]",-0.1280584853,-0.0560618,[ 0.37553844  2.56775651],"[[ 0.10412922  0.11161173  0.18383714  0.15990041]
 [ 3.95879548  2.34560425  0.          0.        ]]"
2,[-0.06852461 -0.12116055],[ 0.05877613  0.68928659],"[ 1.07151377  1.57373119  0.40543645 -0.01739636  1.5866059   1.37425685
  1.01031158  0.59388094 -0.15909336 -0.75452782  0.        ]",-0.099199233823,0.134573,[-0.94589166  0.78540928],"[[ 0.19740996  0.19778014  0.18383714  0.15990041]
 [ 5.3646191   6.25819719  0.          0.        ]]"
3,[-0.06852461 -0.12116055],[-0.03497095  0.64123589],"[ 1.04972469  1.52168158  0.50745168  0.30347573  1.58659134  1.37424649
  0.70264981  0.99212715 -0.25050998 -0.53277484  0.        ]",-0.0698142258445,0.179645,[-0.78123078  0.69896638],"[[ 0.26608402  0.35291817  0.18383714  0.15990041]
 [ 1.51561283  9.24564256  0.          0.        ]]"
4,[-0.06852461 -0.12116055],[-0.0732154   0.62158841],"[ 1.05008322  1.40666931  0.50596987  0.70953986  1.58657678  1.37423613
  0.45315542  1.33681455 -0.35359646 -0.39761818  0.        ]",-0.0541956541175,0.169082,[-0.39734032  0.73987253],"[[  0.26507924   0.56377448   0.18383714   0.15990041]
 [ -1.60569564  11.83135572   0.           0.        ]]"
5,[-0.06852461 -0.12116055],[-0.11576287  0.59506738],"[ 1.0657789   1.19859055  0.43545156  1.14375199  1.58656222  1.37422577
  0.32999255  1.69617686 -0.47524942 -0.32335396  0.        ]",-0.053144686152,0.205613,[-1.5136284   0.60880776],"[[  0.2175055    0.82745016   0.18383714   0.15990041]
 [ -3.14652277  14.52721273   0.           0.        ]]"
6,[-0.06852461 -0.12116055],[-0.07426554  0.59332007],"[ 1.0891152   0.87932114  0.28194423  1.5140767   1.58654766  1.37421542
  0.01867784  1.97930348 -0.60612535 -0.3283859   0.        ]",-0.0667265546456,0.169459,[-1.65892959  2.21008966],"[[  0.11549903   1.13930642   0.18383714   0.15990041]
 [ -7.04124094  16.65126591   0.           0.        ]]"
7,[-0.06852461 -0.12116055],[-0.00718161  0.57426584],"[ 1.09551602  0.43940745  0.00892343  1.70711218  1.58653309  1.37420506
 -0.28655485  2.4632194  -0.74098741 -0.43314808  0.        ]",-0.0905463417958,-0.0376534,[ 0.62589706  0.20776146],"[[ -0.06363828   1.50875823   0.18383714   0.15990041]
 [-10.85987059  20.28170957   0.           0.        ]]"
8,[-0.06852461 -0.12116055],[ 0.024037    0.55055171],"[ 1.05404694 -0.05807095 -0.2773426   1.58241085  1.58651853  1.3741947
 -0.07136148  2.51920523 -0.92444312 -0.57780208  0.        ]",-0.123205346139,-0.112948,[-0.07197743 -0.20733666],"[[ -0.25382599   1.91860908   0.18383714   0.15990041]
 [ -8.16769859  20.702056     0.           0.        ]]"
9,[-0.06852461 -0.12116055],[ 0.08484115  0.56174272],"[ 0.97914126 -0.47847899 -0.51427878  1.13471325  1.58650397  1.37418434
 -0.08118673  2.35506042 -1.1332503  -0.74321284  0.        ]",-0.160481572509,-0.291864,[ 0.47288461  0.54069691],"[[ -0.41841276   2.32029843   0.18383714   0.15990041]
 [ -8.29061961  19.47098946   0.           0.        ]]"
10,[-0.06852461 -0.12116055],[ 0.13675971  0.56879812],"[ 0.88451552 -0.76762132 -0.70981706  0.42579727  1.58648941  1.37417399
  0.08160054  2.58899498 -1.35343312 -0.94476556  0.        ]",-0.201876462853,-0.454481,[ 0.77451551  1.02658258],"[[ -0.56379263   2.72732952   0.18383714   0.15990041]
 [ -6.25407907  21.22631208   0.           0.        ]]"
11,[-0.06852461 -0.12116055],[ 0.17898722  0.55411887],"[ 0.81085506 -0.87177028 -0.82620649 -0.39227519  1.58647486  1.37416363
  0.33658281  0.93490674 -1.51990996 -1.13477606  0.        ]",-0.236106274378,-0.588123,[ 0.52500055  1.81965674],"[[-0.65686399  3.11932566  0.18383714  0.15990041]
 [-3.06413863  8.81750839  0.          0.        ]]"
12,[-0.06852461 -0.12116055],[ 0.20837255  0.56787628],"[ 0.7764014  -0.87198677 -0.87359793 -0.46551192  1.5864603   1.37415327
  0.50754364 -0.52034649 -1.56952478 -1.20326257  0.        ]",-0.247262887032,-0.676409,[ 1.218457    1.69041623],"[[-0.69668897  3.15336969  0.18383714  0.15990041]
 [-0.9253358  -2.09969458  0.          0.        ]]"
13,[-0.06852461 -0.12116055],[ 0.17356871  0.54927987],"[ 0.79512366 -0.87091508 -0.8483127  -0.34721453  1.58644574  1.37414292
  0.82548462 -0.60571645 -1.54224269 -1.1651424   0.        ]",-0.241092457987,-0.6727,[ 1.5446194  0.0987304],"[[-0.67528748  3.09837063  0.18383714  0.15990041]
 [ 3.05225889 -2.74014793  0.          0.        ]]"
14,[-0.06852461 -0.12116055],[ 0.09202419  0.5082227 ],"[ 0.8760627  -0.8666638  -0.7243708  -0.23918745  1.58643118  1.37413256
  1.13713163 -0.54634991 -1.52574179 -1.13367056  0.        ]",-0.236703250054,-0.588717,[ 0.29494295  0.54807741],"[[-0.57512343  3.04803603  0.18383714  0.15990041]
 [ 6.95115044 -2.29480055  0.          0.        ]]"
15,[-0.06852461 -0.12116055],[ 0.03317934  0.48179519],"[ 0.97495878 -0.86279525 -0.52449632 -0.17712725  1.58641662  1.3741222
  1.21947264 -0.35287323 -1.52831457 -1.11578034  0.        ]",-0.235610727528,-0.548333,[-0.08596473  0.45873219],"[[-0.42576386  3.01901992  0.18383714  0.15990041]
 [ 7.9813634  -0.84336997  0.          0.        ]]"
16,[-0.06852461 -0.12116055],[-0.00221196  0.46645492],"[ 1.04780945 -0.86109929 -0.30283985 -0.15421263  1.58640207  1.37411185
  1.17963079 -0.28259763 -1.54178769 -1.11227494  0.        ]",-0.236923319176,-0.620097,[ 1.46694493  1.75894793],"[[-0.27113661  3.00828143  0.18383714  0.15990041]
 [ 7.48301979 -0.31617823  0.          0.        ]]"
17,[-0.06852461 -0.12116055],[-0.09978196  0.42680639],"[ 1.0934847  -0.86052132 -0.02088756 -0.14685126  1.58638751  1.37410149
  1.48425864 -0.25097331 -1.56153134 -1.1187004   0.        ]",-0.239744759753,-0.421474,[-1.97644963  0.81263998],"[[ -0.08323757   3.00482857   0.18383714   0.15990041]
 [ 11.29418115  -0.07894276   0.           0.        ]]"
18,[-0.06852461 -0.12116055],[-0.09237646  0.42345819],"[ 1.09126627 -0.86034889  0.25948338 -0.14472551  1.58637295  1.37409114
  1.1499002  -0.24432176 -1.58004481 -1.13105161  0.        ]",-0.242876583227,-0.492772,[-0.58817667 -0.54869103],"[[ 0.10067794  3.00383131  0.18383714  0.15990041]
 [ 7.11130844 -0.02904908  0.          0.        ]]"
19,[-0.06852461 -0.12116055],[-0.09202794  0.41915464],"[ 1.06552418 -0.85624462  0.43641089 -0.09712092  1.5863584   1.37408078
  0.95248878 -0.53386936 -1.59189711 -1.12212093  0.        ]",-0.243606998785,-0.593981,[ 1.52685527  0.89622733],"[[ 0.21812541  2.98145647  0.18383714  0.15990041]
 [ 4.64166872 -2.2011923   0.          0.        ]]"
20,[-0.06852461 -0.12116055],[-0.17322019  0.39507726],"[ 1.01461558 -0.85463057  0.62919005 -0.08018277  1.58634384  1.37407043
  1.26162619 -0.05499691 -1.60582236 -1.12893045  0.        ]",-0.245779303356,-0.523959,[ 0.32176253 -0.07730611],"[[ 0.34976307  2.97347642  0.18383714  0.15990041]
 [ 8.50921226  1.39120792  0.          0.        ]]"
21,[-0.06852461 -0.12116055],[-0.21520588  0.37377954],"[ 0.90801041 -0.85931924  0.87918613 -0.13220294  1.58632929  1.37406007
  1.34998243 -0.09947293 -1.61511297 -1.17074103  0.        ]",-0.25005587385,-0.585291,[ 1.70477713  0.17989148],"[[ 0.53103915  2.99795296  0.18383714  0.15990041]
 [ 9.61471144  1.05755695  0.          0.        ]]"
22,[-0.06852461 -0.12116055],[-0.28123099  0.34806567],"[ 0.71705706 -0.86105725  1.15905507 -0.1539684   1.58631473  1.37404972
  1.65122754 -0.23430032 -1.62168137 -1.20820959  0.        ]",-0.253722929779,-0.455004,[-0.84653585  1.07425948],"[[  0.76114812   3.00816763   0.18383714   0.15990041]
 [ 13.38362703   0.04611038   0.           0.        ]]"
23,[-0.06852461 -0.12116055],[-0.26775053  0.35036132],"[ 0.47190404 -0.8609269   1.38447416 -0.15233159  1.58630018  1.37403936
  1.36212976 -0.25061868 -1.62606297 -1.23839809  0.        ]",-0.256601308295,-0.478477,[-0.23020744 -1.24134062],"[[ 0.99253376  3.00740017  0.18383714  0.15990041]
 [ 9.76699156 -0.07631082  0.          0.        ]]"
24,[-0.06852461 -0.12116055],[-0.25973171  0.35867837],"[ 0.24719334 -0.85307063  1.51569961 -0.06467204  1.58628562  1.37402901
  1.27379551 -0.77825181 -1.65090599 -1.24467065  0.        ]",-0.259981115747,-0.425631,[-1.61337134  0.03472303],"[[ 1.17678681  2.96616025  0.18383714  0.15990041]
 [ 8.66199118 -4.034489    0.          0.        ]]"
25,[-0.06852461 -0.12116055],[-0.23014571  0.37956235],"[ 0.07497728 -0.83241632  1.58047833  0.1003227   1.58627107  1.37401866
  0.94360867 -0.74930113 -1.7013038  -1.23507563  0.        ]",-0.265156988658,-0.515426,[ 0.18232309  2.46739054],"[[ 1.30858124  2.88764919  0.18383714  0.15990041]
 [ 4.53122573 -3.81733233  0.          0.        ]]"
26,[-0.06852461 -0.12116055],[-0.24301374  0.38381678],"[-0.05587017 -0.82052099  1.61185087  0.17463792  1.58625652  1.3740083
  0.99414441 -0.21140137 -1.72517252 -1.24356773  0.        ]",-0.26863246128,-0.46657,[-0.93838589  2.69896742],"[[ 1.40554976  2.85178862  0.18383714  0.15990041]
 [ 5.16352062  0.2178256   0.          0.        ]]"
27,[-0.06852461 -0.12116055],[-0.21169764  0.39072707],"[-0.14480998 -0.83490652  1.62496263  0.08327142  1.58624196  1.37399795
  0.68901184  0.31582867 -1.69404541 -1.27358998  0.        ]",-0.267275708146,-0.504516,[ 0.10693767 -0.2945806 ],"[[ 1.47051948  2.89582809  0.18383714  0.15990041]
 [ 1.34617448  4.17294384  0.          0.        ]]"
28,[-0.06852461 -0.12116055],[-0.21193606  0.38061479],"[-0.18734335 -0.85318389  1.62894414 -0.06593457  1.58622741  1.3739876
  0.72071953  0.14932929 -1.64236555 -1.29716342  0.        ]",-0.263174799228,-0.498093,[-0.03978182  1.57376957],"[[ 1.50142337  2.96675515  0.18383714  0.15990041]
 [ 1.74289058  2.92392457  0.          0.        ]]"
29,[-0.06852461 -0.12116055],[-0.20691031  0.37332174],"[-0.2327671  -0.86407933  1.63158708 -0.19679194  1.58621286  1.37397724
  0.70536334 -0.09237332 -1.59339412 -1.31218553  0.        ]",-0.258861511869,-0.517843,[ 0.65839643 -0.26947708],"[[ 1.53435495  3.02822341  0.18383714  0.15990041]
 [ 1.55081111  1.11075582  0.          0.        ]]"
30,[-0.06852461 -0.12116055],[-0.22157101  0.36984003],"[-0.31129968 -0.86407531  1.63226674 -0.19679022  1.58619831  1.37396689
  0.91126638 -0.32987356 -1.59193629 -1.3173992   0.        ]",-0.259133126249,-0.526185,[ 0.85628196 -0.56582564],"[[ 1.59121689  3.02822286  0.18383714  0.15990041]
 [ 4.12681781 -0.67088899  0.          0.        ]]"
31,[-0.06852461 -0.12116055],[-0.23469673  0.37346277],"[-0.47058606 -0.85829172  1.61844177 -0.12051276  1.58618375  1.37395654
  1.1757141  -0.62674485 -1.6107592  -1.32815099  0.        ]",-0.262134451211,-0.531921,[ 0.80304631  1.05879229],"[[ 1.7069482   2.99246063  0.18383714  0.15990041]
 [ 7.43528376 -2.89791782  0.          0.        ]]"
32,[-0.06852461 -0.12116055],[-0.24917029  0.37866551],"[-0.71142925 -0.85485839  1.55730643 -0.08300276  1.5861692   1.37394619
  1.41809565 -0.09125436 -1.60895653 -1.35020806  0.        ]",-0.263770370035,-0.506581,[ 0.02683792  1.16452639],"[[  1.88607946   2.97480654   0.18383714   0.15990041]
 [ 10.46774193   1.11911329   0.           0.        ]]"
