timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.90896273 -0.56250411],[-0.38428918 -1.42404115],"[ 0.77810678  1.1031656   0.13163927  0.20546738  1.55322039 -0.11896796
  0.37999391 -0.13878933 -0.53204644  0.30690342  0.        ]",-0.0299138523433,-1.80665,[ 0.16850067 -1.64786421],"[[-0.07177892  0.00130178  0.17958792 -0.01352699]
 [ 0.00422105  0.0010424   0.          0.        ]]"
1,[-0.90896273 -0.56250411],[-0.29736364  0.1023844 ],"[ 0.77892434  1.10224366  0.14313699  0.13670132  1.55321955 -0.11896795
  0.41711354 -0.82498468 -0.5351901   0.26077264  0.        ]",-0.0299270407852,-1.82472,[ 0.3984948   0.64960869],"[[-0.06499201 -0.03840802  0.17958792 -0.01352699]
 [ 0.6722396  -3.95882463  0.          0.        ]]"
2,[-0.90896273 -0.56250411],[-0.85702181 -1.03057063],"[ 0.78151233  1.09799002  0.19251622  0.04581219  1.55321871 -0.11896793
  0.50391321 -0.36578049 -0.53695266  0.26611853  0.        ]",-0.0297310479212,-1.73345,[-1.50399422 -1.04908296],"[[-0.03587449 -0.09099668  0.17958792 -0.01352699]
 [ 2.23431633 -1.30886993  0.          0.        ]]"
3,[-0.90896273 -0.56250411],[ 0.69611591  1.41045535],"[ 0.78178262  1.08785204  0.20026794 -0.06697626  1.55321786 -0.11896791
  0.28172478 -1.04716918 -0.54911318  0.16897929  0.        ]",-0.0301843954092,-1.80814,[ 0.58168498  1.30976456],"[[-0.0313069  -0.15662635  0.17958792 -0.01352699]
 [-1.76425753 -5.24099894  0.          0.        ]]"
4,[-0.90896273 -0.56250411],[ 0.14841297 -0.47542167],"[ 0.78100362  1.07282483  0.18013703 -0.17594905  1.55321702 -0.11896789
  0.4114412  -0.34319653 -0.57159308  0.02202055  0.        ]",-0.032899170979,-1.73234,[ 0.07327667 -0.09373793],"[[-0.04317028 -0.22068644  0.17958792 -0.01352699]
 [ 0.57016218 -1.17854572  0.          0.        ]]"
5,[-0.90896273 -0.56250411],[ 0.06500626 -0.32227838],"[ 0.78190637  1.06496763  0.2042336  -0.22154239  1.55321618 -0.11896787
  0.42692941 -0.40348956 -0.57541518  0.02295486  0.        ]",-0.0326018666649,-1.74138,[ 0.51381071 -0.11924193],"[[-0.02897043 -0.24774832  0.17958792 -0.01352699]
 [ 0.84889442 -1.52648242  0.          0.        ]]"
6,[-0.90896273 -0.56250411],[-0.6573174  -0.39744365],"[ 0.78258629  1.05349954  0.26740335 -0.27999597  1.55321533 -0.11896785
  0.53895138 -0.48020214 -0.57418027  0.08523783  0.        ]",-0.0305027634854,-1.73971,[-0.30400358  1.05333182],"[[ 0.00823441 -0.28271967  0.17958792 -0.01352699]
 [ 2.86487902 -1.96917232  0.          0.        ]]"
7,[-0.90896273 -0.56250411],[-0.83997631 -1.85129249],"[ 0.78018091  1.05375727  0.34317676 -0.27876419  1.55321449 -0.11896783
  0.46889229  0.21278489 -0.56118807  0.23166033  0.        ]",-0.0280837566098,-1.72709,[-0.7790437  -1.76810083],"[[ 0.05288196 -0.28197924  0.17958792 -0.01352699]
 [ 1.60407528  2.02988453  0.          0.        ]]"
8,[-0.90896273 -0.56250411],[ 0.23741907  0.38260582],"[ 0.78010017  1.05392336  0.34463033 -0.27796792  1.55321365 -0.11896781
  0.29596417 -0.48012167 -0.56083958  0.23534394  0.        ]",-0.0280623213358,-1.77051,[ 0.49406474 -0.57482053],"[[ 0.05373922 -0.2815007   0.17958792 -0.01352699]
 [-1.507992   -1.96870771  0.          0.        ]]"
9,[-0.90896273 -0.56250411],[ 0.11512109  1.17466247],"[ 0.78097766  1.03015385  0.32725888 -0.37986007  1.5532128  -0.11896779
  0.40627313 -0.86790884 -0.58451211  0.09865425  0.        ]",-0.0293132234249,-1.74546,[ 0.06051793  0.83360654],"[[ 0.04349707 -0.34332771  0.17958792 -0.01352699]
 [ 0.47716346 -4.20653225  0.          0.        ]]"
10,[-0.90896273 -0.56250411],[-0.09175777 -0.20338918],"[ 0.7799464   1.00754851  0.34733574 -0.46093498  1.55321196 -0.11896777
  0.41898139 -0.28151474 -0.60072441  0.05419702  0.        ]",-0.0296891177844,-1.7462,[ 0.4315537   0.06226293],"[[ 0.05533488 -0.39350625  0.17958792 -0.01352699]
 [ 0.70586665 -0.82259838  0.          0.        ]]"
11,[-0.90896273 -0.56250411],[-0.78834981 -0.57696092],"[ 0.77606156  1.00080833  0.40002051 -0.48298124  1.55321112 -0.11896775
  0.51306593 -0.23607898 -0.59608646  0.13138725  0.        ]",-0.0274530840561,-1.70727,[-1.00617367 -0.54913266],"[[ 0.08644033 -0.40732753  0.17958792 -0.01352699]
 [ 2.39904252 -0.56040018  0.          0.        ]]"
12,[-0.90896273 -0.56250411],[ 0.57273889  1.2281934 ],"[ 0.77481709  0.98388546  0.41324661 -0.53492114  1.55321027 -0.11896773
  0.29064855 -0.61068609 -0.60749517  0.1026997   0.        ]",-0.0274975521905,-1.78812,[ 0.39878234  2.36640992],"[[ 0.09426114 -0.44022515  0.17958792 -0.01352699]
 [-1.60364688 -2.72216459  0.          0.        ]]"
13,[-0.90896273 -0.56250411],[ 0.04826603 -0.82072401],"[ 0.77723937  0.97621178  0.38627838 -0.55706684  1.55320943 -0.11896772
  0.37999182  0.08469924 -0.61963563  0.02876012  0.        ]",-0.0294198876544,-1.71901,[-0.21353558 -0.92530244],"[[ 0.07832013 -0.45440578  0.17958792 -0.01352699]
 [ 0.00420258  1.29072927  0.          0.        ]]"
14,[-0.90896273 -0.56250411],[ 0.5956189  1.006109 ],"[ 0.77833342  0.96999171  0.37208932 -0.57444824  1.55320859 -0.1189677
  0.33312119 -0.55456974 -0.62839818 -0.01573408  0.        ]",-0.0307937608287,-1.78657,[ 1.14998222  1.09141811],"[[ 0.06994121 -0.46560474  0.17958792 -0.01352699]
 [-0.83929428 -2.39833124  0.          0.        ]]"
15,[-0.90896273 -0.56250411],[-0.85892355 -1.40340745],"[ 0.77502447  0.96558968  0.41111354 -0.58646115  1.55320774 -0.11896768
  0.55378916  0.13955705 -0.62316046  0.04484435  0.        ]",-0.0285354847285,-1.6979,[-1.29560568 -0.68648364],"[[ 0.09299958 -0.47338165  0.17958792 -0.01352699]
 [ 3.13191356  1.60729888  0.          0.        ]]"
16,[-0.90896273 -0.56250411],[ 0.19358239  0.50308353],"[ 0.77092947  0.96818363  0.44883269 -0.57940898  1.5532069  -0.11896766
  0.33057559 -0.33673194 -0.61340348  0.12347675  0.        ]",-0.0263932576136,-1.76235,[ 0.11475805  0.66072749],"[[ 0.11533393 -0.46881263  0.17958792 -0.01352699]
 [-0.885102   -1.1412442   0.          0.        ]]"
17,[-0.90896273 -0.56250411],[ 0.01112404 -0.81506544],"[ 0.7734157   0.97023867  0.42692031 -0.5737645   1.55320606 -0.11896764
  0.35672183  0.1205109  -0.61598691  0.08791994  0.        ]",-0.0273957010473,-1.74209,[ 0.17394161 -0.70663053],"[[ 0.10235289 -0.46516325  0.17958792 -0.01352699]
 [-0.41456546  1.49738776  0.          0.        ]]"
18,[-0.90896273 -0.56250411],[-0.0429086   0.34534284],"[ 0.77364726  0.97112073  0.4247334  -0.57132541  1.55320521 -0.11896762
  0.39547167 -0.36952378 -0.61569403  0.08637994  0.        ]",-0.0274710823146,-1.74335,[ 0.02224437  0.18465823],"[[ 0.10105838 -0.4635884   0.17958792 -0.01352699]
 [ 0.28278908 -1.33047741  0.          0.        ]]"
19,[-0.90896273 -0.56250411],[-0.10300399  0.04046559],"[ 0.77245753  0.96028492  0.43567676 -0.60063516  1.55320437 -0.1189676
  0.40003534 -0.23826138 -0.62232145  0.07626749  0.        ]",-0.0273762684202,-1.73296,[-0.30101421 -0.05937404],"[[ 0.10753818 -0.4825979   0.17958792 -0.01352699]
 [ 0.36491953 -0.57299599  0.          0.        ]]"
20,[-0.90896273 -0.56250411],[ 0.33915794  0.40555233],"[ 0.77333132  0.95222673  0.42770394 -0.62157975  1.55320353 -0.11896758
  0.33346737 -0.27695964 -0.63064935  0.03931355  0.        ]",-0.0282707831238,-1.75203,[ 0.46928082  0.03438066],"[[ 0.10281695 -0.49629842  0.17958792 -0.01352699]
 [-0.83305547 -0.79631397  0.          0.        ]]"
21,[-0.90896273 -0.56250411],[-0.18197815  0.02719016],"[ 0.77294154  0.94352908  0.43130235 -0.64344036  1.55320268 -0.11896756
  0.43754104 -0.25075443 -0.63708005  0.02301423  0.        ]",-0.0285503044093,-1.76114,[ 0.93605115 -0.06164382],"[[ 0.10494758 -0.51070746  0.17958792 -0.01352699]
 [ 1.03988485 -0.64509074  0.          0.        ]]"
22,[-0.90896273 -0.56250411],[-1.5923816  -0.46817064],"[ 0.75935762  0.93408594  0.52847073 -0.66636409  1.55320184 -0.11896754
  0.64217416 -0.2910639  -0.62553951  0.18136342  0.        ]",-0.0238297742313,-1.70237,[-2.02012368 -0.14292656],"[[ 0.16269423 -0.52594332  0.17958792 -0.01352699]
 [ 4.72252182 -0.87770652  0.          0.        ]]"
23,[-0.90896273 -0.56250411],[-0.7059899   0.65836799],"[ 0.74147272  0.91932761  0.61821684 -0.70064936  1.553201   -0.11896752
  0.41716487 -0.38586751 -0.62389119  0.31482007  0.        ]",-0.0220717530725,-1.78403,[-0.83583596  0.39594456],"[[ 0.21651663 -0.54898641  0.17958792 -0.01352699]
 [ 0.6731941  -1.42479388  0.          0.        ]]"
24,[-0.90896273 -0.56250411],[ 0.34493116  0.54066455],"[ 0.74865292  0.91110345  0.58522308 -0.71900551  1.55320015 -0.1189675
  0.23265069 -0.10909736 -0.63336811  0.23157602  0.        ]",-0.022125136462,-1.80179,[ 0.34258206  0.58309617],"[[ 0.19666426 -0.56145735  0.17958792 -0.01352699]
 [-2.64737288  0.17237437  0.          0.        ]]"
