timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.59029198 -0.35436526],[-2.30882549 -1.04598069],"[ 0.80234614  1.15970095  0.1735678   0.28393392 -0.34205008 -0.62119058
  0.45453417 -0.18996114  1.82281614  1.15586108  0.        ]",-0.257827393102,-2.40731,[-2.02517071 -0.7590482 ],"[[-0.06427966  0.08794981 -0.03902223 -0.07150344]
 [-0.00497736  0.00458195  0.          0.        ]]"
1,[-0.59029198 -0.35436526],[-1.69230771 -0.97873175],"[ 0.7969302   1.16227771  0.10548624  0.22675533 -0.34204997 -0.62119033
  0.22683578 -0.67118625  1.81841286  1.00368308  0.        ]",-0.254609642961,-2.37217,[-1.78227572 -0.94313751],"[[-0.10405706  0.05790059 -0.03902223 -0.07150344]
 [-3.95959675 -2.99949686  0.          0.        ]]"
2,[-0.59029198 -0.35436526],[-0.59173191 -0.49432456],"[ 0.7658946   1.16335704 -0.09454227  0.04205282 -0.34204986 -0.62119009
  0.00365631 -1.25965376  1.76056012  0.54647988  0.        ]",-0.24375185886,-2.23603,[-1.10415597  0.0291043 ],"[[-0.22213932 -0.03894724 -0.03902223 -0.07150344]
 [-7.83573259 -6.67304625  0.          0.        ]]"
3,[-0.59029198 -0.35436526],[ 0.46076676 -0.49159944],"[ 0.66691134  1.14729542 -0.41180222 -0.20628409 -0.34204976 -0.62118985
 -0.21520146 -1.21978626  1.54290553 -0.12033884  0.        ]",-0.224053113878,-1.94001,[-0.1888698  -1.60772751],"[[ -0.41699108  -0.16991125  -0.03902223  -0.07150344]
 [-11.63681008  -6.42417638   0.           0.        ]]"
4,[-0.59029198 -0.35436526],[ 2.24204063  0.20470473],"[ 0.47061206  1.09808616 -0.76234523 -0.51425846 -0.34204965 -0.6211896
 -0.24490123 -1.83364331  1.08733423 -0.79456991  0.        ]",-0.196241180667,-1.891,[ 1.97474217 -1.07854914],"[[ -0.65490193  -0.33684321  -0.03902223  -0.07150344]
 [-12.15263059 -10.25623107   0.           0.        ]]"
5,[-0.59029198 -0.35436526],[ 2.9983325   1.37324429],"[ 0.24787851  0.97192345 -1.01321063 -0.92874661 -0.34204954 -0.62118936
 -0.00324302 -2.43561583  0.46847078 -1.20692034  0.        ]",-0.164407928481,-1.82542,[ 4.02429471  1.61998775],"[[ -0.85584342  -0.57967202  -0.03902223  -0.07150344]
 [ -7.95556327 -14.01411409   0.           0.        ]]"
6,[-0.59029198 -0.35436526],[ 2.49231982  0.50776893],"[ 0.09670371  0.79230733 -1.13663119 -1.27534461 -0.34204943 -0.62118911
  0.23348598 -1.75708679 -0.0363052  -1.27921893  0.        ]",-0.138272568404,-1.52208,[ 1.93622744  0.45793485],"[[-0.97370473 -0.81745567 -0.03902223 -0.07150344]
 [-3.84410524 -9.77835859  0.          0.        ]]"
7,[-0.59029198 -0.35436526],[ 1.81729341  0.40025377],"[ 0.04731388  0.6300531  -1.17086653 -1.48179749 -0.34204932 -0.62118887
  0.46561711 -1.43580596 -0.2988994  -1.2077667   0.        ]",-0.122111540097,-1.51809,[ 2.13766746  1.51979116],"[[-1.01013762 -0.99290004 -0.03902223 -0.07150344]
 [ 0.18749847 -7.77274556  0.          0.        ]]"
8,[-0.59029198 -0.35436526],[ 0.95173192 -0.66238052],"[ 0.10601182  0.51349725 -1.12986726 -1.59014803 -0.34204922 -0.62118863
  0.69315644 -0.77703994 -0.33372115 -1.13065332  0.        ]",-0.11539820436,-1.28508,[ 0.7899264  -0.93658222],"[[-0.96673842 -1.10709421 -0.03902223 -0.07150344]
 [ 4.13935425 -3.66034802  0.          0.        ]]"
9,[-0.59029198 -0.35436526],[-0.09880454  0.1532281 ],"[ 0.2508613   0.39505462 -1.01045447 -1.67331169 -0.34204911 -0.62118838
  0.86847131 -1.35959733 -0.23637457 -1.04228986  0.        ]",-0.113120267798,-1.2053,[ 0.20420553 -0.52786118],"[[-0.85340188 -1.21678943 -0.03902223 -0.07150344]
 [ 7.18418968 -7.29701571  0.          0.        ]]"
