timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.920921,"[ 1.0758318   1.59363625 -0.00859622 -0.67187929 -0.97235013 -0.77588248
  0.35171037 -0.27407945  1.89033113  0.59686164  0.        ]",[-2.39507707 -0.1298442 ],-0.334351137545,[-0.79339188  0.55614388],[-0.08958716 -0.12772362],"[[-0.01675311 -0.06526135 -0.11565869 -0.08806187]
 [ 0.00258183  0.00152103  0.          0.        ]]"
1,-0.867657,"[ 1.07381314  1.59318742 -0.06902767 -0.68332867 -0.97234272 -0.77587761
  0.02043896 -0.34548552  1.88590385  0.52787156  0.        ]",[-1.84371426  2.07053653],-0.331770785695,[-0.67052627  0.60559511],[-0.08958716 -0.12772362],"[[-0.05639052 -0.07037423 -0.11565869 -0.08806187]
 [-3.95315305 -0.51110468  0.          0.        ]]"
2,-0.912208,"[ 1.05497942  1.59519137 -0.2477396  -0.61692029 -0.97233531 -0.77587274
 -0.30442493  0.20769709  1.86575234  0.36195321  0.        ]",[-0.3242519   0.77144516],-0.325056750632,[-0.49821043  0.66549027],[-0.08958716 -0.12772362],"[[-0.17437505 -0.04075176 -0.11565869 -0.08806187]
 [-7.83237648  3.46011357  0.          0.        ]]"
3,-0.920421,"[ 0.99552823  1.59409099 -0.49522601 -0.39436178 -0.9723279  -0.77586788
 -0.39896648  0.62371444  1.8245845   0.17838118  0.        ]",[-0.41846094 -1.35067674],-0.316338436001,[-0.34414148  0.72070855],[-0.08958716 -0.12772362],"[[-0.34234957  0.05841549 -0.11565869 -0.08806187]
 [-8.96131712  6.44665079  0.          0.        ]]"
4,-0.792884,"[ 0.88124389  1.58300444 -0.76273976 -0.19803133 -0.97232049 -0.77586301
 -0.52262128  0.05444192  1.74371601 -0.04404035  0.        ]",[-0.23165012  0.98109153],-0.30339294091,[-0.12977061  0.82008106],[-0.08958716 -0.12772362],"[[ -0.53639084   0.14634549  -0.11565869  -0.08806187]
 [-10.43790324   2.35995825   0.           0.        ]]"
5,-0.757474,"[ 0.70175722  1.56313584 -1.02557799 -0.00908267 -0.97231308 -0.77585814
 -0.58220013  0.58909513  1.61515024 -0.27849507  0.        ]",[-0.30662161 -0.10451358],-0.286259827804,[ 0.04931414  0.8731159 ],[-0.08958716 -0.12772362],"[[ -0.75228716   0.23205444  -0.11565869  -0.08806187]
 [-11.1493654    6.19813451   0.           0.        ]]"
6,-0.658268,"[ 0.45567307  1.52118916 -1.25456442  0.2457967  -0.97230567 -0.77585327
 -0.66530367  0.51438105  1.45069224 -0.47754349  0.        ]",[-0.38089365  1.16992935],-0.266467661816,[ 0.23143521  0.92935967],[-0.08958716 -0.12772362],"[[ -0.98523112   0.35063608  -0.11565869  -0.08806187]
 [-12.14173956   5.66179878   0.           0.        ]]"
7,-0.621878,"[ 0.13863832  1.44387165 -1.42640896  0.55587577 -0.97229826 -0.7758484
 -0.77151586  1.0503545   1.24959613 -0.63407782  0.        ]",[ 0.3342691   0.51419509],-0.243158630321,[ 0.35448867  0.93429703],[-0.08958716 -0.12772362],"[[ -1.24079112   0.50247732  -0.11565869  -0.08806187]
 [-13.41006125   9.50947154   0.           0.        ]]"
8,-0.574629,"[-0.20305245  1.29752763 -1.50411164  0.94013512 -0.97229085 -0.77584353
 -0.63863441  1.30759892  1.06285844 -0.70084015  0.        ]",[ 1.12260066  0.16442541],-0.220317064423,[ 0.32193476  0.88134623],[-0.08958716 -0.12772362],"[[ -1.49307293   0.71119614  -0.11565869  -0.08806187]
 [-11.82338792  11.35626111   0.           0.        ]]"
9,-0.274913,"[-0.47219566  1.0882902  -1.49831989  1.29114602 -0.97228345 -0.77583867
 -0.28774334  1.36672959  0.95192377 -0.67500226  0.        ]",[-0.39962792  1.5585173 ],-0.203828834333,[ 0.22303987  0.80256784],[-0.08958716 -0.12772362],"[[ -1.68750306   0.94258084  -0.11565869  -0.08806187]
 [ -7.63348038  11.78085607   0.           0.        ]]"
10,-0.453516,"[-0.69892763  0.79279946 -1.44767597  1.57963677 -0.97227604 -0.7758338
 -0.40761629  1.88579197  0.89235567 -0.5792162   0.        ]",[-0.27730841 -0.89338603],-0.190712445952,[ 0.12710947  0.70893484],[-0.08958716 -0.12772362],"[[ -1.85453438   1.21558728  -0.11565869  -0.08806187]
 [ -9.06487709  15.50733279   0.           0.        ]]"
11,-0.271322,"[-0.94397876  0.4673436  -1.34028771  1.7119266  -0.97226863 -0.77582893
 -0.48445086  1.35022656  0.80783166 -0.46694158  0.        ]",[-1.01298849 -0.75206809],-0.17369158166,[ 0.05533865  0.64985085],[-0.08958716 -0.12772362],"[[ -2.04503636   1.48715968  -0.11565869  -0.08806187]
 [ -9.98236541  11.66269466   0.           0.        ]]"
12,0.0518778,"[-1.21631222  0.22016316 -1.13837892  1.70428745 -0.97226122 -0.77582406
 -0.79934765  0.90324686  0.66205955 -0.38991611  0.        ]",[-0.96305147  1.95779404],-0.149828007496,[ 0.01831426  0.61660469],[-0.08958716 -0.12772362],"[[ -2.28240911   1.68821992  -0.11565869  -0.08806187]
 [-13.74251107   8.45392896   0.           0.        ]]"
13,-0.125468,"[-1.49376765 -0.02828748 -0.77885242  1.60251444 -0.97225381 -0.7758192
 -1.09589908  1.43139626  0.4826692  -0.27695527  0.        ]",[-0.95596345 -0.70064631],-0.119809639994,[-0.0412572   0.57372612],[-0.08958716 -0.12772362],"[[ -2.59278771   1.89534223  -0.11565869  -0.08806187]
 [-17.28364713  12.24556795   0.           0.        ]]"
14,-0.146833,"[-1.67772446 -0.26790573 -0.23893734  1.40117861 -0.97224641 -0.77581433
 -1.38421107  1.01101061  0.30849763 -0.10192712  0.        ]",[-0.07802225  1.46396733],-0.089443608145,[-0.05408119  0.56456548],[-0.08958716 -0.12772362],"[[ -2.97300298   2.10997539  -0.11565869  -0.08806187]
 [-20.72647725   9.22771873   0.           0.        ]]"
15,-0.420091,"[-1.65597102 -0.48548301  0.38704386  1.09939551 -0.972239   -0.77580946
 -1.37581492  1.53689474  0.20416107  0.12381218  0.        ]",[ 0.47093753  0.65170092],-0.074860631142,[-0.09356031  0.54122978],[-0.08958716 -0.12772362],"[[ -3.38652867   2.3324093   -0.11565869  -0.08806187]
 [-20.62640734  13.00313415   0.           0.        ]]"
16,-0.470564,"[-1.42730502 -0.70079636  0.92168125  0.60140632 -0.97223159 -0.77580459
 -1.18555189  1.86030825  0.24443468  0.35616072  0.        ]",[-0.21813516  0.38136304],-0.0916675002485,[-0.11983459  0.52843028],[-0.08958716 -0.12772362],"[[ -3.77626478   2.6157682   -0.11565869  -0.08806187]
 [-18.35465449  15.32513341   0.           0.        ]]"
17,-0.559111,"[-1.0519308  -0.84082428  1.30646644 -0.06359695 -0.97222419 -0.77579973
 -1.22747825  2.02826907  0.38885429  0.53554655  0.        ]",[-0.04497458  0.00321996],-0.122289326938,[-0.14888281  0.51500273],[-0.08958716 -0.12772362],"[[ -4.14838301   2.93437122  -0.11565869  -0.08806187]
 [-18.85543201  16.53121716   0.           0.        ]]"
18,-0.593253,"[-0.57095206 -0.86565326  1.51562507 -0.41422103 -0.97221678 -0.77579486
 -1.21118465 -0.11287351  0.47115473  0.5975805   0.        ]",[-1.59820015  0.32315396],-0.136947636709,[-0.19455551  0.51204509],[-0.08958716 -0.12772362],"[[ -4.52354228   3.09199479  -0.11565869  -0.08806187]
 [-18.66101296   1.15974578   0.           0.        ]]"
