timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.70031,"[ 0.99583195  1.2865541   0.69992355 -1.21978305  0.10520721  1.11560521
  0.24813128 -0.33049258  1.3666134  -1.2258488   0.        ]",[ 2.11118807  3.97989479],-0.237726730517,[ 1.70624018  3.6959753 ],[-0.47811854 -0.28986123],"[[ 0.03507002 -0.0768529   0.01128386  0.12963435]
 [-0.0017669  -0.0021503   0.          0.        ]]"
1,-2.70168,"[ 0.99245879  1.28913583  0.76941177 -1.10034037  0.10520718  1.11560448
  0.88382707  0.31520897  1.36488658 -1.06736129  0.        ]",[ 2.84420028  2.0074512 ],-0.23082927519,[ 1.34403121  3.31037712],[-0.47811854 -0.28986123],"[[ 0.07471013 -0.03718305  0.01128386  0.12963435]
 [ 3.95261404  3.9559489   0.          0.        ]]"
2,-2.52023,"[ 0.96809241  1.28619121  0.97452311 -0.74460528  0.10520715  1.11560376
  1.50695525  0.94813054  1.3163955  -0.60133184  0.        ]",[ 0.03260006  2.47953945],-0.20901888341,[-0.01086378  2.09715319],[-0.47811854 -0.28986123],"[[ 0.19265339  0.08086282  0.01128386  0.12963435]
 [ 7.82882331  7.83570943  0.          0.        ]]"
3,-2.33795,"[ 0.9033115   1.24676075  1.23868083 -0.16706498  0.10520712  1.11560303
  1.50258848  1.56876072  1.13514692  0.01977603  0.        ]",[-0.72047378  1.54709211],-0.174707180269,[-1.2225045  0.982108 ],[-0.47811854 -0.28986123],"[[  3.48956789e-01   2.75748102e-01   1.12838596e-02   1.29634350e-01]
 [  7.80166839e+00   1.16401310e+01   0.00000000e+00   0.00000000e+00]]"
4,-2.21187,"[ 0.82520445  1.12382179  1.44107349  0.57784609  0.10520709  1.11560231
  1.01946372  2.17727769  0.81572393  0.53214162  0.        ]",[-2.398662    1.00074404],-0.135506138121,[-1.57330871  0.076996  ],[-0.47811854 -0.28986123],"[[  4.74836302e-01   5.45976988e-01   1.12838596e-02   1.29634350e-01]
 [  4.79636792e+00   1.53703138e+01   0.00000000e+00   0.00000000e+00]]"
5,-2.22638,"[ 0.78392116  0.86644961  1.5261202   1.35556171  0.10520706  1.11560158
  0.36818683  2.7737898   0.43649988  0.77999059  0.        ]",[-1.29118308 -1.78336305],-0.0961896416725,[-1.36147082 -0.5043422 ],[-0.47811854 -0.28986123],"[[  5.30115280e-01   8.90071605e-01   1.12838596e-02   1.29634350e-01]
 [  7.45064746e-01   1.90269322e+01   0.00000000e+00   0.00000000e+00]]"
6,-2.10431,"[ 0.80304677  0.53237216  1.4880958   1.85140056  0.10520703  1.11560086
 -0.2699236   2.06656929  0.15012979  0.75057066  0.        ]",[-1.30037097 -1.70425857],-0.0645980089736,[-0.60104209 -0.55699784],[-0.47811854 -0.28986123],"[[  5.05193127e-01   1.22711431e+00   1.12838596e-02   1.29634350e-01]
 [ -3.22433594e+00   1.46917331e+01   0.00000000e+00   0.00000000e+00]]"
7,-2.10673,"[ 0.87335484  0.2529057   1.32475059  2.01488247  0.105207    1.11560013
 -0.8956531   1.37329428  0.05242606  0.58691313  0.        ]",[ 0.32691474  0.06834384],-0.0493831502662,[ 0.20489725  0.04313955],[-0.47811854 -0.28986123],"[[  0.40165513   1.4783107    0.01128386   0.12963435]
 [ -7.11672177  10.44200264   0.           0.        ]]"
8,-1.93545,"[ 0.93904811  0.01402681  1.11294741  2.0071529   0.10520696  1.11559941
 -0.66504429  1.3836462   0.01609443  0.39761735  0.        ]",[ 0.67345002  0.89039319],-0.0431112203311,[ 0.23833379  0.39384818],[-0.47811854 -0.28986123],"[[  0.27371316   1.68778726   0.01128386   0.12963435]
 [ -5.68220947  10.50546652   0.           0.        ]]"
9,-1.64599,"[ 0.96947279 -0.25550586  0.96638577  1.83402575  0.10520693  1.11559868
 -0.21850069  1.9247878  -0.10102929  0.19525219  0.        ]",[ 0.16529801  1.95876678],-0.0341899196179,[-0.01479112  0.67778599],[-0.47811854 -0.28986123],"[[  1.87937371e-01   1.93117857e+00   1.12838596e-02   1.29634350e-01]
 [ -2.90446278e+00   1.38226524e+01   0.00000000e+00   0.00000000e+00]]"
10,-1.44658,"[ 0.9822508  -0.56552228  0.87812685  1.36860837  0.1052069   1.11559796
 -0.10401125  2.52606857 -0.28843609 -0.09385266  0.        ]",[ 0.71124825  1.82916423],-0.0409940961277,[ 0.10476363  1.31336403],[-0.47811854 -0.28986123],"[[  1.36992637e-01   2.24461292e+00   1.12838596e-02   1.29634350e-01]
 [ -2.19227580e+00   1.75085082e+01   0.00000000e+00   0.00000000e+00]]"
11,-1.38591,"[ 0.98528269 -0.8494395   0.85174815  0.48558695  0.10520687  1.11559723
  0.35576537  3.11544729 -0.47838812 -0.53891754  0.        ]",[ 0.44055761  2.09802983],-0.0770377061771,[-0.19488226  1.77715707],[-0.47811854 -0.28986123],"[[  1.21841799e-01   2.63103249e+00   1.12838596e-02   1.29634350e-01]
 [  6.67787049e-01   2.11214366e+01   0.00000000e+00   0.00000000e+00]]"
