timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.2196,"[ 1.07945992  1.95045337  0.30644716 -0.86816928 -0.24637378 -1.06797057
  0.33938313 -0.35766271  1.43776979  1.13172781  0.        ]",[-3.08469045 -0.27025696],-0.268902572694,[-2.59648228  0.05299437],[-0.19120848 -0.13221301],"[[ 0.04032526 -0.04934775 -0.02894267 -0.12047611]
 [ 0.00306266  0.0005273   0.          0.        ]]"
1,-1.3738,"[ 1.08066018  1.94967348  0.24699482 -0.89939834 -0.24637344 -1.06796758
 -0.05416952 -0.50947253  1.43699275  1.04626478  0.        ]",[-0.99854068  0.23152201],-0.264580164343,[-2.12766504  0.23497476],[-0.19120848 -0.13221301],"[[  6.99548825e-04  -6.00585947e-02  -2.89426708e-02  -1.20476111e-01]
 [ -3.95246530e+00  -1.06805496e+00   0.00000000e+00   0.00000000e+00]]"
2,-1.07626,"[ 1.07050002  1.94862898  0.0704563  -0.93417544 -0.2463731  -1.0679646
 -0.43944104 -0.37601553  1.41943167  0.81280678  0.        ]",[-2.31838921  0.84865521],-0.252182918031,[-1.40888774  0.50059873],[-0.19120848 -0.13221301],"[[-0.11720167 -0.07199448 -0.02894267 -0.12047611]
 [-7.82476234 -0.12866738  0.          0.        ]]"
3,-0.99879,"[ 1.00924145  1.95092092 -0.21451335 -0.84326192 -0.24637276 -1.06796162
 -0.81775823  0.10195247  1.3554656   0.4859796   0.        ]",[-0.31745098  1.96403478],-0.233177402373,[-0.54018086  0.74402374],[-0.19120848 -0.13221301],"[[ -0.31184767  -0.04081197  -0.02894267  -0.12047611]
 [-11.62716963   3.23570244   0.           0.        ]]"
4,-0.710293,"[ 0.85864575  1.94940045 -0.5444833  -0.54028622 -0.24637241 -1.06795863
 -0.91997012  0.65543639  1.23793485  0.1624392   0.        ]",[-0.67161024  1.56221486],-0.211512654693,[-0.02433953  0.78420353],[-0.19120848 -0.13221301],"[[ -0.55469857   0.06299126  -0.02894267  -0.12047611]
 [-12.65450252   7.1316239    0.           0.        ]]"
5,-0.515752,"[ 0.5971302   1.91317892 -0.86348079 -0.01878635 -0.24637207 -1.06795565
 -1.15956015  1.19801801  1.07270366 -0.11074136  0.        ]",[ 0.74545532  0.57696954],-0.188368206783,[ 0.5752219   0.72453749],[-0.19120848 -0.13221301],"[[ -0.83194958   0.24394337  -0.02894267  -0.12047611]
 [-15.06260756  10.95082061   0.           0.        ]]"
6,-0.308617,"[ 0.27079     1.80160615 -1.0919675   0.63394154 -0.24637173 -1.06795266
 -0.83660693  1.49156315  0.90216041 -0.27147591  0.        ]",[ 1.57394966  1.95559671],-0.167118912787,[ 0.54431367  0.53116727],[-0.19120848 -0.13221301],"[[ -1.10063466   0.48369134  -0.02894267  -0.12047611]
 [-11.81668935  13.01709662   0.           0.        ]]"
7,-0.241709,"[ 0.00329185  1.57196183 -1.19806539  1.33202596 -0.24637139 -1.06794968
 -0.41987019  2.01722716  0.81640642 -0.24890661  0.        ]",[ 0.40789337 -0.38031195],-0.154869653877,[ 0.28715658  0.29364392],[-0.19120848 -0.13221301],"[[ -1.29494509   0.781158    -0.02894267  -0.12047611]
 [ -7.62816168  16.7172874    0.           0.        ]]"
8,-0.264415,"[-0.19190319  1.23915307 -1.23990564  1.87451014 -0.24637105 -1.06794669
 -0.24421696  1.75616525  0.78056708 -0.11068955  0.        ]",[-0.15766725  1.15011985],-0.147672066496,[ 0.19779056  0.14630093],[-0.19120848 -0.13221301],"[[ -1.42979537   1.09706695  -0.02894267  -0.12047611]
 [ -5.86271297  14.87975712   0.           0.        ]]"
9,-0.674184,"[-0.37237924  0.82323313 -1.25453438  2.16777739 -0.24637071 -1.06794371
 -0.29480578  2.27681638  0.73082135  0.08476024  0.        ]",[ 1.79987688  0.91079118],-0.140193860951,[ 0.39374632  0.10217384],[-0.19120848 -0.13221301],"[[ -1.55215198   1.43143403  -0.02894267  -0.12047611]
 [ -6.37117367  18.54472276   0.           0.        ]]"
