timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.267918,"[ 1.07734623  1.6712386   0.15667718 -0.3486245   1.02072116 -0.93563706
  0.38388808 -0.29586551  0.34057106  1.0718313   0.        ]",[-1.95691817  1.06223057],-0.162685415622,[-1.18874812  0.47727731],[-0.09363063 -0.12418577],"[[ 0.0862528   0.09292233  0.11702541 -0.1067418 ]
 [ 0.00130696 -0.00075196  0.          0.        ]]"
1,-0.286807,"[ 1.08099579  1.66565039  0.09648458 -0.25496959  1.02071435 -0.93563133
  0.05721795  0.25825476  0.34233863  1.04028617  0.        ]",[-1.56677894  1.14910686],-0.159571688684,[-1.08465075  0.48400709],[-0.09363063 -0.12418577],"[[ 0.04657268  0.13265068  0.11702541 -0.1067418 ]
 [-3.95613924  3.96037759  0.          0.        ]]"
2,-0.510708,"[ 1.07894834  1.63760693 -0.08286996  0.02008739  1.02070755 -0.9356256
 -0.26299142  0.80139324  0.34133243  0.94624664  0.        ]",[-0.22226028  0.10678128],-0.149957772144,[-0.90039748  0.52238089],[-0.09363063 -0.12418577],"[[-0.07147097  0.25081419  0.11702541 -0.1067418 ]
 [-7.83531724  7.84301647  0.          0.        ]]"
3,0.139228,"[ 1.04416761  1.57316689 -0.32897058  0.3777499   1.02070074 -0.93561987
 -0.32279244  0.83883881  0.32502557  0.81323715  0.        ]",[-2.166697    0.79561867],-0.135487395978,[-0.71713692  0.58476132],[-0.09363063 -0.12418577],"[[-0.23544601  0.41036068  0.11702541 -0.1067418 ]
 [-8.55978674  8.11072796  0.          0.        ]]"
4,-0.312338,"[ 0.94742659  1.45721418 -0.62827987  0.77594935  1.02069394 -0.93561415
 -0.63548243  1.25722332  0.28014602  0.64144916  0.        ]",[ 0.69379335  2.1132829 ],-0.115198271168,[-0.43068063  0.65238631],[-0.09363063 -0.12418577],"[[ -0.44464822   0.60258429   0.11702541  -0.1067418 ]
 [-12.34787314  11.10160563   0.           0.        ]]"
5,-0.0980231,"[ 0.78940475  1.24171451 -0.90843144  1.23255846  1.02068714 -0.93560842
 -0.38886713  1.78017409  0.19778863  0.53111363  0.        ]",[-0.0152594   0.01322091],-0.0968004136974,[-0.38264135  0.61195558],[-0.09363063 -0.12418577],"[[ -0.66163142   0.86212532   0.11702541  -0.1067418 ]
 [ -9.3603007   14.84007483   0.           0.        ]]"
6,-0.00820404,"[ 0.6127374   0.93253714 -1.11410487  1.60307668  1.02068033 -0.93560269
 -0.37857521  1.74632508  0.09175594  0.51524528  0.        ]",[-0.2350873   0.77296328],-0.0846368967297,[-0.31114137  0.58323646],[-0.09363063 -0.12418577],"[[ -0.8475866    1.15650078   0.11702541  -0.1067418 ]
 [ -9.23563792  14.59826967   0.           0.        ]]"
7,0.102341,"[ 0.39688658  0.54879472 -1.28532459  1.79318219  1.02067353 -0.93559696
 -0.44035032  2.13397028 -0.0474729   0.52957212  0.        ]",[-1.25380777  0.03540186],-0.0748300863295,[-0.27993622  0.52873492],[-0.09363063 -0.12418577],"[[ -1.03980833   1.47627261   0.11702541  -0.1067418 ]
 [ -9.98402148  17.36965312   0.           0.        ]]"
8,-0.266583,"[ 0.09548243  0.12218495 -1.42960785  1.72950734  1.02066673 -0.93559123
 -0.75077387  2.1054329  -0.23151429  0.53739607  0.        ]",[ 1.23449228  1.11327523],-0.0682574742535,[-0.19492923  0.53820592],[-0.09363063 -0.12418577],"[[ -1.27721816   1.82162262   0.11702541  -0.1067418 ]
 [-13.74462419  17.16591638   0.           0.        ]]"
9,-0.0732509,"[-0.22160237 -0.30282867 -1.49180399  1.34763799  1.02065992 -0.9355855
 -0.40161917  2.61159035 -0.44866944  0.6098997   0.        ]",[-0.3075419   1.16399924],-0.081406083669,[-0.19608997  0.52907008],[-0.09363063 -0.12418577],"[[ -1.50967541   2.2012488    0.11702541  -0.1067418 ]
 [ -9.51489251  20.78477493   0.           0.        ]]"
