timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-3.89806,"[ 0.99093434  1.28370239  0.48683049 -0.76479729 -1.37693464 -1.16218008
  0.2478288  -0.32909513  2.85451445  1.94850947  0.        ]",[-1.91548194  1.6036504 ],-0.389266616737,[-2.54240441  0.46689522],[-0.48828951 -0.29442757],"[[-0.08706661  0.07481174 -0.15977229 -0.1328567 ]
 [-0.00425601  0.00476539  0.          0.        ]]"
1,-3.85605,"[ 0.98435141  1.27939676  0.4173102  -0.64522311 -1.37693349 -1.16217929
 -0.38956739  0.31780073  2.850814    1.89903757  0.        ]",[-2.11109198 -0.34214748],-0.38763468919,[-2.41359639 -0.23974955],[-0.48828951 -0.29442757],"[[-0.12685687  0.11464935 -0.15977229 -0.1328567 ]
 [-3.96159024  3.96578757  0.          0.        ]]"
2,-3.77791,"[ 0.95053104  1.26852018  0.2134122  -0.45153188 -1.37693234 -1.16217851
 -1.01402496  0.08396442  2.82984943  1.68050885  0.        ]",[-2.06125532 -0.560369  ],-0.380323506601,[-2.12594366 -0.41997927],[-0.48828951 -0.29442757],"[[-0.24498774  0.17959943 -0.15977229 -0.1328567 ]
 [-7.83859573  2.53398005  0.          0.        ]]"
3,-3.55604,"[ 0.84927596  1.26238208 -0.1086916  -0.36889715 -1.3769312  -1.16217772
 -1.62608121 -0.28637336  2.74933258  1.22364716  0.        ]",[-1.90999204  0.95382437],-0.363152316501,[-1.72346067 -0.39787674],[-0.48828951 -0.29442757],"[[ -0.43988634   0.20752742  -0.15977229  -0.1328567 ]
 [-11.63861346   0.26635776   0.           0.        ]]"
4,-3.31845,"[ 0.62229216  1.25117803 -0.50591463 -0.2421095  -1.37693005 -1.16217694
 -2.22640799  0.32977125  2.54841704  0.64684436  0.        ]",[-2.25140966 -2.30104171],-0.334737590102,[-1.67964017 -1.16325736],[-0.48828951 -0.29442757],"[[ -0.71005466   0.25070785  -0.15977229  -0.1328567 ]
 [-15.36582254   4.03908329   0.           0.        ]]"
5,-2.96778,"[ 0.21283139  1.23887186 -0.88818598 -0.12514193 -1.37692891 -1.16217615
 -2.81438372 -0.3297822   2.15244279  0.0330034   0.        ]",[ 0.8829825  -0.13148101],-0.290253325,[ 0.04672427 -0.68516892],[-0.48828951 -0.29442757],"[[ -1.05399828e+00   2.90970094e-01  -1.59772294e-01  -1.32856701e-01]
 [ -1.90163743e+01   5.61455743e-04   0.00000000e+00   0.00000000e+00]]"
6,-2.62681,"[-0.28259586  1.24057041 -1.09075171 -0.14026348 -1.37692776 -1.16217537
 -2.19115216 -0.4151062   1.60833659 -0.39319903  0.        ]",[-0.54635584  0.00200439],-0.235061393639,[ 0.15249945 -0.45370096],[-0.48828951 -0.29442757],"[[ -1.39550314   0.28573908  -0.15977229  -0.1328567 ]
 [-15.14699295  -0.52188793   0.           0.        ]]"
7,-2.35964,"[-0.7787966   1.24381264 -1.09890146 -0.16996185 -1.37692662 -1.16217458
 -2.49101028 -0.41205784  1.02734427 -0.53138151  0.        ]",[ 0.97781774  0.65351344],-0.176195881578,[ 1.68430591 -0.35574603],[-0.48828951 -0.29442757],"[[ -1.71712236   0.27548872  -0.15977229  -0.1328567 ]
 [-17.00873022  -0.5032233    0.           0.        ]]"
8,-1.58435,"[-1.21896506  1.23870584 -0.94704663 -0.1237039  -1.37692547 -1.1621738
 -1.81394866  0.01186813  0.51121059 -0.41853335  0.        ]",[ 1.00065409 -1.18568455],-0.119927353161,[ 1.26220715 -0.75425333],[-0.48828951 -0.29442757],"[[ -2.01512081   0.29146793  -0.15977229  -0.1328567 ]
 [-12.80511918   2.092522     0.           0.        ]]"
9,-0.999694,"[-1.50073639  1.23814882 -0.75058781 -0.11882643 -1.37692432 -1.16217301
 -1.13573996 -0.64184457  0.15715429 -0.20377959  0.        ]",[ 1.50062258  0.64454738],-0.0769568599214,[ 1.37465227  0.09819198],[-0.48828951 -0.29442757],"[[-2.22897567  0.29315717 -0.15977229 -0.1328567 ]
 [-8.59437429 -1.91023315  0.          0.        ]]"
10,-0.879406,"[-1.65220675  1.24210523 -0.59888716 -0.15420886 -1.37692318 -1.16217223
 -0.47134689 -0.21912732 -0.05158946 -0.01256563  0.        ]",[ 0.45359113 -1.35071   ],-0.0488620674906,[ 0.68973053 -0.2111463 ],[-0.48828951 -0.29442757],"[[-2.35947601  0.28092203 -0.15977229 -0.1328567 ]
 [-4.46940164  0.67810949  0.          0.        ]]"
11,-0.958761,"[-1.72638999  1.25005603 -0.50801524 -0.23070435 -1.37692203 -1.16217144
 -0.16784943 -0.86810199 -0.1718349   0.12255636  0.        ]",[ 1.66718345 -0.47515378],-0.0314643012046,[ 0.88857883  0.81157851],[-0.48828951 -0.29442757],"[[-2.42995828  0.25461431 -0.15977229 -0.1328567 ]
 [-2.58509762 -3.29563357  0.          0.        ]]"
