timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.845627,"[  1.06339926e+00   1.13838240e+00   9.75499767e-03  -2.41249225e-04
  -5.29525958e-01   1.26424002e+00   1.44381036e-02  -2.81765628e-02
   1.39575197e+00  -9.27172663e-01   0.00000000e+00]",[ 0.2744093  -1.03393068],-0.298384107294,[-0.01288272  0.09765925],[-0.0040396  -0.03014258],"[[ 0.03645932  0.0352284  -0.05853518  0.14232632]
 [ 0.0033147  -0.00161128  0.          0.        ]]"
1,-0.891937,"[ 1.06271478  1.13911482  0.02653305 -0.06477356 -0.52951266  1.26417562
  0.11487068 -0.54700714  1.39651112 -0.94078006  0.        ]",[-0.76512507 -0.91023904],-0.299416157937,[-0.01144328  0.09603845],[-0.0040396  -0.03014258],"[[ 0.04743185 -0.00453558 -0.05853518  0.14232632]
 [ 1.09031326 -3.96158825  0.          0.        ]]"
2,-0.904233,"[ 1.06319512  1.12997383  0.01313074 -0.2503267  -0.52949937  1.26411123
 -0.16665975 -1.00876872  1.3950849  -1.03609147  0.        ]",[-0.50271515 -0.419632  ],-0.305903174818,[-0.00751914  0.09389468],[-0.0040396  -0.03014258],"[[ 0.03866721 -0.11913036 -0.05853518  0.14232632]
 [-1.95664571 -7.48614725  0.          0.        ]]"
3,-0.90539,"[ 1.06391161  1.08756818 -0.07668357 -0.51227394 -0.52948608  1.26404684
 -0.34678797 -1.20689775  1.36623586 -1.23400758  0.        ]",[ 0.46279323 -0.16112298],-0.317548972219,[-0.00396973  0.09320264],[-0.0040396  -0.03014258],"[[-0.02002551 -0.28402973 -0.05853518  0.14232632]
 [-3.90616671 -8.99875088  0.          0.        ]]"
4,-0.865925,"[ 1.05980694  1.0005154  -0.16682984 -0.79053743 -0.52947279  1.26398247
 -0.17047985 -1.2671717   1.29581226 -1.43369295  0.        ]",[ 1.34463426  0.54353754],-0.326536747041,[-0.00203762  0.09327257],[-0.0040396  -0.03014258],"[[-0.07900502 -0.46862536 -0.05853518  0.14232632]
 [-1.99814137 -9.45927177  0.          0.        ]]"
5,-0.996362,"[ 1.05977558  0.88907842 -0.16664906 -1.01937685 -0.5294595   1.26391811
  0.19863783 -0.96080244  1.22915906 -1.53065202  0.        ]",[ -1.66354268e+00   1.61559100e-04],-0.328090625929,[-0.00221241  0.09424094],[-0.0040396  -0.03014258],"[[-0.07888875 -0.63435262 -0.05853518  0.14232632]
 [ 1.99653553 -7.12122874  0.          0.        ]]"
6,-0.992036,"[ 1.05971375  0.77181695 -0.16689215 -1.19350857 -0.52944621  1.26385376
 -0.17060704 -0.94203521  1.16112992 -1.60319763  0.        ]",[-1.58486443  0.02659181],-0.327847240387,[-0.00042857  0.09351772],[-0.0040396  -0.03014258],"[[-0.07905026 -0.77534253 -0.05853518  0.14232632]
 [-1.99943597 -6.97825681  0.          0.        ]]"
7,-0.869968,"[ 1.04661169  0.64030455 -0.28737025 -1.34122891 -0.52943292  1.26378941
 -0.5325798  -0.90993666  1.03423048 -1.74475906  0.        ]",[-1.041581    2.05344254],-0.330066697673,[ 0.00176216  0.09327714],[-0.0040396  -0.03014258],"[[-0.15834189 -0.91245213 -0.05853518  0.14232632]
 [-5.91674268 -6.733519    0.          0.        ]]"
8,-0.995038,"[ 0.99543233  0.54189844 -0.52054577 -1.42833728 -0.52941964  1.26372508
 -0.88749814 -0.37349089  0.85263322 -1.91169692  0.        ]",[-0.62431624  0.16595994],-0.333218044253,[ 0.00349466  0.09478059],[-0.0040396  -0.03014258],"[[-0.31521599 -1.00604377 -0.05853518  0.14232632]
 [-9.75784606 -2.6392662   0.          0.        ]]"
9,-1.05563,"[ 0.87081273  0.4916474  -0.82404791 -1.46646951 -0.52940635  1.26366076
 -1.09792017 -0.28039582  0.61874963 -2.06492444  0.        ]",[ 0.88114896 -1.67030947],-0.335223577103,[ 0.00432752  0.09522279],[-0.0040396  -0.03014258],"[[ -0.53322473  -1.05170097  -0.05853518   0.14232632]
 [-12.03544286  -1.92879368   0.           0.        ]]"
10,-1.00204,"[ 0.70331368  0.40288077 -1.07416642 -1.52478073 -0.52939306  1.26359644
 -0.75364506 -0.7942592   0.35486071 -2.14126426  0.        ]",[ 0.47089937  0.22754719],-0.330421150031,[ 0.00280559  0.09473693],[-0.0040396  -0.03014258],"[[-0.73655563 -1.12962739 -0.05853518  0.14232632]
 [-8.31010338 -5.85081128  0.          0.        ]]"
11,-1.11093,"[ 0.55652449  0.27591196 -1.22800297 -1.59019767 -0.52937978  1.26353214
 -0.56631253 -0.66104727  0.13234921 -2.13247939  0.        ]",[-0.44251477 -2.0572452 ],-0.320060117182,[ 0.0007237   0.09560841],[-0.0040396  -0.03014258],"[[-0.88242014 -1.23644436 -0.05853518  0.14232632]
 [-6.28305098 -4.83428246  0.          0.        ]]"
12,-0.983369,"[ 0.3955917   0.108196   -1.35363533 -1.64795849 -0.5293665   1.26346784
 -0.71659571 -1.16719684 -0.08545958 -2.0591279   0.        ]",[ 0.09338015  0.04991192],-0.303820702744,[-0.00129495  0.0936138 ],[-0.0040396  -0.03014258],"[[-1.02439893 -1.37189178 -0.05853518  0.14232632]
 [-7.90954243 -8.69757606  0.          0.        ]]"
13,-0.947729,"[ 0.20608355 -0.1088121  -1.45943945 -1.67916678 -0.52935322  1.26340356
 -0.66805121 -1.11867057 -0.29112796 -1.90957856  0.        ]",[ 0.06056963 -0.301178  ],-0.27977425362,[-0.00465014  0.0938566 ],[-0.0040396  -0.03014258],"[[-1.17732145 -1.54213123 -0.05853518  0.14232632]
 [-7.38443708 -8.32760271  0.          0.        ]]"
14,-0.795531,"[ 0.01640541 -0.33530115 -1.52885648 -1.66192136 -0.52933994  1.26333929
 -0.63244426 -1.25323931 -0.4321925  -1.71537471  0.        ]",[ 1.26017978  0.5656599 ],-0.251733732879,[-0.00839541  0.09350092],[-0.0040396  -0.03014258],"[[-1.32114598 -1.7189926  -0.05853518  0.14232632]
 [-6.99931877 -9.35511161  0.          0.        ]]"
15,-0.826716,"[-0.11838176 -0.5386822  -1.55884231 -1.60175689 -0.52932666  1.26327502
 -0.25395309 -0.9355187  -0.48709884 -1.53876899  0.        ]",[ 0.35627531 -0.84451316],-0.226369067343,[-0.01325412  0.09533395],[-0.0040396  -0.03014258],"[[-1.42004168 -1.88176793 -0.05853518  0.14232632]
 [-2.90373608 -6.93050682  0.          0.        ]]"
16,-0.79841,"[-0.1781856  -0.74080298 -1.56727623 -1.49478749 -0.52931338  1.26321077
 -0.11832837 -1.35562168 -0.47522348 -1.39265199  0.        ]",[-0.41525847 -1.105755  ],-0.204231895712,[-0.01548165  0.09413224],[-0.0040396  -0.03014258],"[[ -1.46339186  -2.05255323  -0.05853518   0.14232632]
 [ -1.43619788 -10.13733128   0.           0.        ]]"
17,-0.655061,"[-0.24047116 -0.99475764 -1.57300318 -1.27427378 -0.5293001   1.26314652
 -0.26766064 -1.84795408 -0.40699068 -1.21551229  0.        ]",[ 0.54801059 -0.49203078],-0.176109322289,[-0.01670758  0.09253301],[-0.0040396  -0.03014258],"[[ -1.50832766  -2.29301295  -0.05853518   0.14232632]
 [ -3.05211733 -13.89612116   0.           0.        ]]"
18,-0.616187,"[-0.29422551 -1.23806949 -1.57544781 -0.9101432  -0.52928682  1.26308229
 -0.06164262 -2.06695021 -0.26428119 -1.0532421   0.        ]",[ 0.30728713 -1.38486454],-0.15014869628,[-0.0189955   0.09312315],[-0.0040396  -0.03014258],"[[ -1.54700465  -2.58772251  -0.05853518   0.14232632]
 [ -0.82294089 -15.56924808   0.           0.        ]]"
19,-0.568423,"[-0.29991584 -1.40292653 -1.57547659 -0.38825722 -0.52927355  1.26301806
  0.05224537 -2.54493422 -0.04662512 -0.95380031  0.        ]",[-1.02704465 -0.43338728],-0.139782684559,[-0.02036527  0.09341522],[-0.0040396  -0.03014258],"[[ -1.55109989  -2.93574234  -0.05853518   0.14232632]
 [  0.40935532 -19.22056098   0.           0.        ]]"
20,-0.610263,"[-0.34389067 -1.42959659 -1.57555731 -0.09529006 -0.52926027  1.26295384
 -0.31435543 -0.17828948  0.08416992 -0.93545128  0.        ]",[-2.72617056 -0.34357132],-0.144062617905,[-0.02903487  0.09901299],[-0.0040396  -0.03014258],"[[-1.58271115 -3.11771432 -0.05853518  0.14232632]
 [-3.5573162  -1.15397706  0.          0.        ]]"
21,-0.518953,"[-0.4967425  -1.42850276 -1.56417111 -0.13160596 -0.529247    1.26288964
 -0.67374686  0.25189509  0.07140781 -0.93274628  0.        ]",[-0.49804254 -0.19197825],-0.142888855669,[-0.02955435  0.09898642],[-0.0040396  -0.03014258],"[[-1.69287382 -3.09532125 -0.05853518  0.14232632]
 [-7.44604844  2.12996528  0.          0.        ]]"
22,-0.476146,"[-0.72424051 -1.42493959 -1.51186704 -0.19747924 -0.52923372  1.26282544
 -0.84234766  0.20064139  0.05425905 -0.9228565   0.        ]",[ 1.07503705 -1.04239839],-0.140463480748,[-0.02934529  0.0980259 ],[-0.0040396  -0.03014258],"[[-1.86010055 -3.05463657 -0.05853518  0.14232632]
 [-9.27055233  1.73874804  0.          0.        ]]"
23,-0.475739,"[-0.91128623 -1.42149788 -1.43405234 -0.23973636 -0.52922045  1.26276126
 -0.45943866  0.09475606  0.04809965 -0.9112726   0.        ]",[ 1.83001543 -2.00702501],-0.138471342488,[-0.03120812  0.098861  ],[-0.0040396  -0.03014258],"[[-2.00394561 -3.0284648  -0.05853518  0.14232632]
 [-5.12775935  0.93049489  0.          0.        ]]"
24,-0.463585,"[-0.98815    -1.41937143 -1.3916439  -0.26117413 -0.52920718  1.26269708
 -0.08411263  0.03177002  0.04496138 -0.90486048  0.        ]",[ 0.33906496 -0.54752127],-0.137386971791,[-0.03255832  0.09999776],[-0.0040396  -0.03014258],"[[-2.06575763 -3.01515716 -0.05853518  0.14232632]
 [-1.06697356  0.44971     0.          0.        ]]"
25,-0.531012,"[-0.99746907 -1.41816804 -1.38595874 -0.27200707 -0.52919391  1.26263291
  0.04191906  0.00407262  0.04140435 -0.90266493  0.        ]",[-0.58532783 -1.62007136],-0.136871901425,[-0.03296906  0.10029787],[-0.0040396  -0.03014258],"[[-2.07341596 -3.0084224  -0.05853518  0.14232632]
 [ 0.29659654  0.23829291  0.          0.        ]]"
26,-0.465969,"[-1.01851804 -1.41758115 -1.37286875 -0.27669668 -0.52918064  1.26256876
 -0.17282604 -0.01648076  0.04115946 -0.90087482  0.        ]",[ 0.72030096 -1.05358562],-0.136609764722,[-0.03202622  0.0995221 ],[-0.0040396  -0.03014258],"[[-2.09079508 -3.005503   -0.05853518  0.14232632]
 [-2.02676445  0.08140703  0.          0.        ]]"
27,-0.529838,"[-1.03233982 -1.41732352 -1.36394657 -0.27829143 -0.52916738  1.26250461
  0.09448521 -0.02351938  0.04164222 -0.89993197  0.        ]",[-0.49322553 -1.81056049],-0.136509995165,[-0.03312358  0.10034239],[-0.0040396  -0.03014258],"[[-2.10231399 -3.00450756 -0.05853518  0.14232632]
 [ 0.86523626  0.02767897  0.          0.        ]]"
28,-0.413674,"[-1.035247   -1.41718068 -1.36195826 -0.27882839 -0.52915411  1.26244047
 -0.08760301 -0.02591979  0.04166748 -0.89967272  0.        ]",[ 1.78838305 -0.68498505],-0.136479513428,[-0.0323528   0.09979363],[-0.0040396  -0.03014258],"[[-2.10477444 -3.00416994 -0.05853518  0.14232632]
 [-1.10471585  0.0093535   0.          0.        ]]"
29,-0.45762,"[-1.01371493 -1.41701826 -1.37557069 -0.27954266 -0.52914084  1.26237634
  0.28039152 -0.02370841  0.03970064 -0.90053205  0.        ]",[ 0.56168009 -0.70370843],-0.136489196268,[-0.03386861  0.10089359],[-0.0040396  -0.03014258],"[[-2.08692448 -3.00372201 -0.05853518  0.14232632]
 [ 2.87644386  0.02622838  0.          0.        ]]"
30,-0.397691,"[-0.91569169 -1.41685826 -1.43110205 -0.28023281 -0.52912758  1.26231223
  0.48068295 -0.02495984  0.03207837 -0.90528449  0.        ]",[ 0.49421826  1.17977361],-0.136723111306,[-0.03442916  0.10153653],[-0.0040396  -0.03014258],"[[-2.00765429 -3.00328905 -0.05853518  0.14232632]
 [ 5.04335405  0.01667324  0.          0.        ]]"
31,-0.505462,"[-0.76116256 -1.40866433 -1.49829457 -0.34443114 -0.52911431  1.26224812
  0.65232867  0.49379684 -0.00524171 -0.90916628  0.        ]",[-1.39341819  0.45322982],-0.135267405229,[-0.03657445  0.1031805 ],[-0.0040396  -0.03014258],"[[-1.88815461 -2.96323005 -0.05853518  0.14232632]
 [ 6.90041397  3.97603415  0.          0.        ]]"
32,-0.528344,"[-0.63118839 -1.3806687  -1.53757128 -0.49736347 -0.52910105  1.26218402
  0.27370301  0.71858143 -0.07921095 -0.9202104   0.        ]",[-0.65330242 -0.79278038],-0.133635839035,[-0.0350583   0.10274716],[-0.0040396  -0.03014258],"[[-1.79124147 -2.86649473 -0.05853518  0.14232632]
 [ 2.80455096  5.69177881  0.          0.        ]]"
33,-0.515437,"[-0.59088022 -1.34822107 -1.54671006 -0.62261888 -0.52908779  1.26211993
  0.02945064  0.29249585 -0.13642706 -0.93300117  0.        ]",[-0.04293839 -0.63086821],-0.133743826755,[-0.031854    0.10118657],[-0.0040396  -0.03014258],"[[-1.76166107 -2.7852861  -0.05853518  0.14232632]
 [ 0.1623134   2.43992308  0.          0.        ]]"
34,-0.354035,"[-0.58880475 -1.33740796 -1.54704309 -0.65781575 -0.52907453  1.26205585
  0.01343041 -0.04114065 -0.15214848 -0.93633348  0.        ]",[ 1.77740595  1.38568533],-0.1338658908,[-0.03036399  0.10020099],[-0.0040396  -0.03014258],"[[-1.76015356 -2.76203539 -0.05853518  0.14232632]
 [-0.01098213 -0.10636541  0.          0.        ]]"
35,-0.413785,"[-0.5346074  -1.31859535 -1.55714005 -0.71408161 -0.52906127  1.26199178
  0.37945583  0.47797041 -0.1792504  -0.95339506  0.        ]",[ 0.94949816  0.85789821],-0.135892961038,[-0.03330901  0.10251736],[-0.0040396  -0.03014258],"[[-1.72064623 -2.72441251 -0.05853518  0.14232632]
 [ 3.94850056  3.8554515   0.          0.        ]]"
36,-0.588427,"[-0.37408403 -1.25403684 -1.57329572 -0.87359462 -0.52904801  1.26192773
  0.71972002  0.91306602 -0.25086768 -1.02130272  0.        ]",[ 0.00508493 -1.62640051],-0.145431934366,[-0.0333333   0.10458353],[-0.0040396  -0.03014258],"[[-1.60474396 -2.61398546 -0.05853518  0.14232632]
 [ 7.6293952   7.17619534  0.          0.        ]]"
37,-0.653575,"[-0.16395681 -1.18209792 -1.56355504 -1.01260773 -0.52903475  1.26186368
  0.70757206  0.375619   -0.29770533 -1.12395825  0.        ]",[-0.29650745 -1.91012028],-0.161016021438,[-0.02891073  0.10291213],[-0.0040396  -0.03014258],"[[-1.45347267 -2.51161354 -0.05853518  0.14232632]
 [ 7.49821594  3.07466985  0.          0.        ]]"
38,-0.618958,"[ 0.02285652 -1.16580714 -1.52488225 -1.04009959 -0.52902149  1.26179964
  0.58530882 -0.15118734 -0.28732561 -1.19149183  0.        ]",[ 0.9045721  -1.09186235],-0.17121092245,[-0.02480537  0.10074134],[-0.0040396  -0.03014258],"[[-1.31677612 -2.49045745 -0.05853518  0.14232632]
 [ 6.1758772  -0.94566949  0.          0.        ]]"
39,-0.439478,"[ 0.23071865 -1.20947392 -1.44573074 -0.9629547  -0.52900824  1.26173561
  0.90506017 -0.66755074 -0.23390444 -1.21643431  0.        ]",[ 2.4262796   0.95698207],-0.175067328608,[-0.02274818  0.09912683],[-0.0040396  -0.03014258],"[[-1.15855347 -2.54890933 -0.05853518  0.14232632]
 [ 9.63488917 -4.88635939  0.          0.        ]]"
40,-0.525916,"[ 0.50727872 -1.2496825  -1.26856729 -0.88232322 -0.52899498  1.26167159
  1.25339371 -0.15828071 -0.1645806  -1.25044025  0.        ]",[ 0.53048548  0.75749616],-0.180923589955,[-0.02362979  0.10203456],[-0.0040396  -0.03014258],"[[ -0.92804507  -2.60764385  -0.05853518   0.14232632]
 [ 13.40338738  -1.00001205   0.           0.        ]]"
41,-0.487286,"[ 0.78803949 -1.24283256 -0.95954167 -0.89663565 -0.52898173  1.26160758
  1.42294464  0.23741704 -0.08840405 -1.32531925  0.        ]",[ 0.24667156  1.44195711],-0.193690724904,[-0.02209108  0.10330375],[-0.0040396  -0.03014258],"[[ -0.6415667   -2.59734714  -0.05853518   0.14232632]
 [ 15.23829901   2.01963989   0.           0.        ]]"
42,-0.545359,"[ 0.98962077 -1.18633368 -0.53981989 -1.00452962 -0.52896848  1.26154357
  1.48521935  0.75111417  0.02765078 -1.42508415  0.        ]",[-0.19791891  0.57159979],-0.212071596476,[-0.02014706  0.1039003 ],[-0.0040396  -0.03014258],"[[ -0.3300311   -2.51762204  -0.05853518   0.14232632]
 [ 15.91293453   5.93982411   0.           0.        ]]"
43,-0.525989,"[ 1.0643214  -1.07110102 -0.07896451 -1.17942143 -0.52895522  1.26147958
  1.38351822  1.03234402  0.21109234 -1.50619475  0.        ]",[ 1.00820475  0.22966534],-0.232176144017,[-0.01728014  0.10361712],[-0.0040396  -0.03014258],"[[ -0.02280122  -2.37729052  -0.05853518   0.14232632]
 [ 14.81365839   8.08618163   0.           0.        ]]"
44,-0.640052,"[ 0.99820568 -0.90813374  0.42290313 -1.36067586 -0.52894197  1.2614156
  1.72212659  1.13059067  0.46599449 -1.48675656  0.        ]",[-0.10437349 -1.23457667],-0.246308112797,[-0.01789168  0.10302754],[-0.0040396  -0.03014258],"[[  0.3102386   -2.20804164  -0.05853518   0.14232632]
 [ 18.47799258   8.83627844   0.           0.        ]]"
45,-0.580777,"[ 0.7620583  -0.76195795  0.90817525 -1.4789024  -0.52892872  1.26135163
  1.64992928  0.58892807  0.69567319 -1.30521394  0.        ]",[-0.44936141 -0.84003388],-0.24429096939,[-0.01780554  0.0995051 ],[-0.0040396  -0.03014258],"[[  0.67197384  -2.07278672  -0.05853518   0.14232632]
 [ 17.69827026   4.7029919    0.           0.        ]]"
46,-0.481946,"[ 0.4194832  -0.69359474  1.24680244 -1.52291539 -0.52891548  1.26128767
  1.45302639  0.14099818  0.79146948 -1.05757957  0.        ]",[ 0.29562674 -0.51813171],-0.227994607295,[-0.01937483  0.09586817],[-0.0040396  -0.03014258],"[[  1.00457535  -2.01302112  -0.05853518   0.14232632]
 [ 15.56908141   1.28492253   0.           0.        ]]"
47,-0.40268,"[ 0.01207277 -0.68791821  1.43933029 -1.52618023 -0.52890223  1.26122372
  1.53262113 -0.13106929  0.77506728 -0.81864821  0.        ]",[ 0.71420052  0.36558157],-0.203643970562,[-0.02258844  0.09388243],[-0.0040396  -0.03014258],"[[  1.32460708  -2.00815294  -0.05853518   0.14232632]
 [ 16.43126339  -0.79116675   0.           0.        ]]"
48,-0.369739,"[-0.47647741 -0.6892156   1.47652524 -1.5253013  -0.52888898  1.26115977
  1.76371823  0.06082178  0.67341682 -0.57984869  0.        ]",[ 0.33101068 -0.62432271],-0.170994402583,[-0.02842333  0.09462352],[-0.0040396  -0.03014258],"[[  1.67833327  -2.0092856   -0.05853518   0.14232632]
 [ 18.93298677   0.67308031   0.           0.        ]]"
49,-0.286345,"[-0.988915   -0.70248505  1.30125978 -1.51720863 -0.52887573  1.26109584
  1.85005358 -0.26470963  0.48103928 -0.38628975  0.        ]",[ 0.06445937  0.2869596 ],-0.130548561703,[-0.03178377  0.09435367],[-0.0040396  -0.03014258],"[[  2.06638171  -2.02074685  -0.05853518   0.14232632]
 [ 19.86880095  -1.81090322   0.           0.        ]]"
