timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-3.07022,"[ 0.99953334  1.33024882  0.5878957  -1.21471143 -1.37335779  0.10302412
  0.24777027 -0.33366373  2.79016111  0.06881617  0.        ]",[-0.83488196  1.73139593],-0.370046225365,[-1.06457102  1.46666837],[-0.43298247 -0.28136715],"[[-0.01935379 -0.08478946 -0.15972733  0.01289915]
 [-0.00070962 -0.00091007  0.          0.        ]]"
1,-3.05131,"[ 0.99766781  1.33319845  0.53044147 -1.0948601  -1.37335651  0.10302409
 -0.26825024  0.30270774  2.78975748  0.03719932  0.        ]",[-1.11743859  0.89713664],-0.370193195266,[-1.07827294  0.98571175],[-0.43298247 -0.28136715],"[[-0.05252019 -0.04506676 -0.15972733  0.01289915]
 [-3.30492207  3.95997589  0.          0.        ]]"
2,-3.04771,"[ 0.9804129   1.33163501  0.3492593  -0.75015403 -1.37335523  0.10302405
 -0.87604348  0.86107858  2.78114543 -0.07819502  0.        ]",[-0.18494464 -0.08577122],-0.370046578747,[-1.1797806   0.52714652],[-0.43298247 -0.28136715],"[[-0.15766681  0.06900264 -0.15972733  0.01289915]
 [-7.19678036  7.43537388  0.          0.        ]]"
3,-3.02637,"[ 0.92640737  1.30852465  0.09673229 -0.31994466 -1.37335395  0.10302402
 -0.96804617  0.78289401  2.75125243 -0.26367797  0.        ]",[-1.01818892  0.37867624],-0.368458297051,[-1.46976078  0.36087227],[-0.43298247 -0.28136715],"[[-0.30751315  0.21282767 -0.15972733  0.01289915]
 [-7.78590089  6.94874243  0.          0.        ]]"
4,-2.98491,"[ 0.80719666  1.25873308 -0.21174259  0.12204565 -1.37335268  0.10302399
 -1.56189505  1.00190262  2.6819866  -0.53525854  0.        ]",[-1.6757538  1.3186017],-0.364390518206,[-1.26002717  0.13790765],[-0.43298247 -0.28136715],"[[ -0.50138324   0.36547982  -0.15972733   0.01289915]
 [-11.58847738   8.31189298   0.           0.        ]]"
5,-3.01064,"[ 0.55773013  1.15345368 -0.58600345  0.67258174 -1.3733514   0.10302395
 -2.14418193  1.61178642  2.53615197 -0.88389665  0.        ]",[-0.86834399 -0.74522316],-0.354996388662,[-0.82954782  0.05128714],[-0.43298247 -0.28136715],"[[ -7.70561880e-01   5.69805240e-01  -1.59727326e-01   1.28991502e-02]
 [ -1.53170349e+01   1.21079242e+01   0.00000000e+00   0.00000000e+00]]"
6,-2.97768,"[ 0.13304197  1.00338731 -0.92995381  1.16781194 -1.37335012  0.10302392
 -2.63329801  1.09923383  2.27399283 -1.29046178  0.        ]",[ 0.81171917  0.1384634 ],-0.337875191192,[ 0.0238896  -0.43166119],[-0.43298247 -0.28136715],"[[ -1.10832581e+00   7.79956308e-01  -1.59727326e-01   1.28991502e-02]
 [ -1.84490179e+01   8.91771375e+00   0.00000000e+00   0.00000000e+00]]"
7,-2.92382,"[-0.3633196   0.84414092 -1.09756653  1.52189023 -1.37334884  0.10302389
 -2.07487973  1.15862704  1.94851374 -1.59420578  0.        ]",[-0.73901608 -0.54384809],-0.315478178568,[-0.21461616 -0.38892227],[-0.43298247 -0.28136715],"[[ -1.44143078e+00   9.62019051e-01  -1.59727326e-01   1.28991502e-02]
 [ -1.48733337e+01   9.28739277e+00   0.00000000e+00   0.00000000e+00]]"
8,-2.82189,"[-0.86768327  0.6837606  -1.07936914  1.76869833 -1.37334756  0.10302385
 -2.48558844  0.78306856  1.59400339 -1.76455177  0.        ]",[ 0.38569113 -1.55970174],-0.28896153767,[ 0.77085292 -0.79360652],[-0.43298247 -0.28136715],"[[ -1.76528370e+00   1.12431447e+00  -1.59727326e-01   1.28991502e-02]
 [ -1.75032550e+01   6.94985434e+00   0.00000000e+00   0.00000000e+00]]"
9,-2.63095,"[-1.35066694  0.58047696 -0.877928    1.8832257  -1.37334628  0.10302382
 -2.19308778  0.12454657  1.18151484 -1.84967079  0.        ]",[ 1.17453065 -0.02151203],-0.257315670507,[ 0.97929674 -0.59054297],[-0.43298247 -0.28136715],"[[ -2.09655768e+00   1.22218700e+00  -1.59727326e-01   1.28991502e-02]
 [ -1.56303135e+01   2.85110036e+00   0.00000000e+00   0.00000000e+00]]"
