timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.399655035351,"[[ 0.0987199  -0.0614508  -0.17171544  0.134151  ]
 [ 0.00115161 -0.00225809  0.          0.        ]]",[ 0.33817488  0.21030016],-5.59567,"[ 1.06074057  1.82425408  0.5328528   0.20780044 -1.49203827  1.15513443
 -0.25517849 -0.05249344  3.01498747 -0.95722439  0.        ]",[-0.55793279 -0.43552852],[ 0.14576322  0.55534346]
1,-0.398372221467,"[[ 0.10451955 -0.03943517 -0.17171544  0.134151  ]
 [ 0.57689893  2.19649444  0.          0.        ]]",[ 0.47791857  0.73900312],-5.61654,"[ 1.05983426  1.8256994   0.54172585  0.25402726 -1.49203668  1.15513354
 -0.235864    0.23779182  3.01313297 -0.91971414  0.        ]",[-0.55793279 -0.43552852],[ 0.80156491  0.84908426]
2,-0.391500736309,"[[ 0.1477446   0.03777836 -0.17171544  0.134151  ]
 [ 3.7350972   5.5138067   0.          0.        ]]",[ 0.76078445  1.76946187],-5.61212,"[ 1.0514647   1.8257802   0.60766839  0.41632418 -1.49203509  1.15513265
 -0.1299169   0.6757523   2.99428918 -0.73974392  0.        ]",[-0.55793279 -0.43552852],[ 1.84438665  1.80552958]
3,-0.372436244917,"[[ 0.26138135  0.18667185 -0.17171544  0.134151  ]
 [ 7.61569663  9.36271466  0.          0.        ]]",[ 1.18202531  2.62109089],-5.37482,"[  1.01595259e+00   1.80404764e+00   7.78694666e-01   7.27108261e-01
  -1.49203350e+00   1.15513176e+00   2.64365629e-04   1.18389501e+00
   2.89764948e+00  -3.42204205e-01   0.00000000e+00]",[-0.55793279 -0.43552852],[ 0.21362731  3.2442146 ]
4,-0.337249471545,"[[  0.42065172   0.41179084  -0.17171544   0.134151  ]
 [  8.30913089  13.13659711   0.           0.        ]]",[ 1.37242985  3.04225492],-5.06747,"[ 0.93405084  1.71766632  1.0092879   1.17842224 -1.49203191  1.15513086
  0.02352679  1.68213139  2.63691193  0.16085489  0.        ]",[-0.55793279 -0.43552852],[ 0.90755025  3.85480572]
5,-0.280678381122,"[[  0.62120525   0.71162682  -0.17171544   0.134151  ]
 [ 11.73508797  16.83465426   0.           0.        ]]",[ 1.00698161  3.03943729],-4.50788,"[ 0.78067824  1.51012983  1.27635983  1.70995173 -1.49203032  1.15512997
  0.13845634  2.17035483  2.13928029  0.60415305  0.        ]",[-0.55793279 -0.43552852],[ 1.01912484  2.62965877]
6,-0.196023769461,"[[  0.89328806   1.08468636  -0.17171544   0.134151  ]
 [ 15.46126158  20.45917455   0.           0.        ]]",[ 0.88664985  2.93005371],-3.74069,"[ 0.49389194  1.13171235  1.57951211  2.19580276 -1.49202873  1.15512908
  0.26345715  2.64886623  1.38410991  0.74692645  0.        ]",[-0.55793279 -0.43552852],[ 1.65800192  3.11657362]
7,-0.101835231817,"[[  1.23918603   1.52951331  -0.17171544   0.134151  ]
 [ 19.11694567  24.01162737   0.           0.        ]]",[ 1.3623358   2.77746439],-2.99288,"[ 0.03015619  0.57614874  1.83538945  2.43755951 -1.49202714  1.15512819
  0.38609326  3.11785814  0.6213595   0.28937637  0.        ]",[-0.55793279 -0.43552852],[ 1.73823532  2.4257928 ]
8,-0.116342843752,"[[  1.65750502   2.04468114  -0.17171544   0.134151  ]
 [ 22.70341998  27.49354794   0.           0.        ]]",[ 2.16788435  2.55658436],-3.19389,"[-0.60424154 -0.07293805  1.91339487  2.20766211 -1.49202555  1.1551273
  0.50640758  3.57753163  0.34763342 -0.67637754  0.        ]",[-0.55793279 -0.43552852],[ 2.72992145  3.41717676]
9,-0.202599495397,"[[  2.14685546   2.62879801  -0.17171544   0.134151  ]
 [ 26.21969339  30.90690458   0.           0.        ]]",[ 2.44341803  1.99124074],-3.71633,"[-1.30937481 -0.61429879  1.6709774   1.36839281 -1.49202396  1.15512641
  0.62436684  4.02814481  0.8129835  -1.36911826  0.        ]",[-0.55793279 -0.43552852],[ 2.28377052  1.24518437]
