timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0703559390372,"[[-0.02983213 -0.06499513  0.1937795   0.05518786]
 [ 0.00288314 -0.00027229  0.          0.        ]]",[ 0.73420137 -0.05695343],-2.75832,"[ 1.06877947  1.77652461  0.35213773  0.23574036  1.66717273  0.47123982
 -0.25780587 -0.04689197 -0.11737036 -0.40770371  0.        ]",[-0.61904442 -0.47402102],[ 1.64518813 -0.74922609]
1,-0.0654603519341,"[[ 0.00992707 -0.09478107  0.1937795   0.05518786]
 [ 3.95985898 -2.96842342  0.          0.        ]]",[ 0.37481496 -0.42249382],-2.77411,"[ 1.0693931   1.77344842  0.41336884  0.17373014  1.66717081  0.47123965
 -0.12377404 -0.44307531 -0.11616984 -0.35437561  0.        ]",[-0.61904442 -0.47402102],[ 0.92958296 -1.50836133]
2,-0.0524236713784,"[[ 0.12524943 -0.19330158  0.1937795   0.05518786]
 [ 7.56039267 -6.87060894  0.          0.        ]]",[-0.04559701 -0.68087852],-2.6832,"[ 1.05730658  1.7551645   0.59048789 -0.02982636  1.66716889  0.47123947
 -0.00181572 -0.96393162 -0.12171259 -0.21391726  0.        ]",[-0.61904442 -0.47402102],[-0.81937961 -0.25882401]
3,-0.0437573092307,"[[ 0.2424387  -0.33961806  0.1937795   0.05518786]
 [ 4.16980466 -7.75809463  0.          0.        ]]",[ 0.12959699 -0.51287353],-2.69356,"[ 1.02406273  1.70538096  0.7678428  -0.3243751   1.66716697  0.4712393
 -0.1166627  -1.08239094 -0.14264559 -0.12626595  0.        ]",[-0.61904442 -0.47402102],[ 0.48532368 -1.27389157]
4,-0.0428985825481,"[[  0.34428493  -0.53297319   0.1937795    0.05518786]
 [  6.0086911  -11.56471553   0.           0.        ]]",[ 0.46151438  0.05709098],-2.688,"[ 0.97835576  1.5998738   0.91794233 -0.68981589  1.66716505  0.47123912
 -0.05437535 -1.59049029 -0.18072612 -0.1285578   0.        ]",[-0.61904442 -0.47402102],[ 0.8188586  -0.83911417]
5,-0.0400818904007,"[[  0.49578107  -0.79531614   0.1937795    0.05518786]
 [  9.1305673  -14.65921374   0.           0.        ]]",[ 0.60541302  0.77532387],-2.68342,"[ 0.88252856  1.3913479   1.13079404 -1.12004291  1.66716313  0.47123895
  0.05136982 -2.00353522 -0.26005455 -0.10758216  0.        ]",[-0.61904442 -0.47402102],[ 0.7495207   0.00618966]
6,-0.0346509962908,"[[  0.70633561  -1.08534776   0.1937795    0.05518786]
 [ 11.91572334 -14.34492104   0.           0.        ]]",[-0.06064098  1.13686323],-2.70134,"[ 0.69799694  1.08943368  1.39776357 -1.47589881  1.66716121  0.47123877
  0.1457095  -1.96158114 -0.3887785  -0.01189267  0.        ]",[-0.61904442 -0.47402102],[-0.14279805  0.10680765]
7,-0.0400277211298,"[[  0.93661887  -1.365146     0.1937795    0.05518786]
 [ 11.11525654 -13.63727305   0.           0.        ]]",[-0.29237178  1.6412158 ],-2.7029,"[ 0.43680021  0.7500837   1.63882148 -1.67319152  1.66715929  0.4712386
  0.11859578 -1.8671232  -0.55377524  0.10016552  0.        ]",[-0.61904442 -0.47402102],[-0.68473494  1.46104949]
8,-0.0546690101332,"[[ 1.12952531 -1.59544446  0.1937795   0.05518786]
 [ 8.18510018 -9.40673831  0.          0.        ]]",[-0.48418626  1.75046575],-2.72139,"[ 0.17995739  0.45412469  1.79076319 -1.71656518  1.66715737  0.47123842
  0.01934449 -1.30243949 -0.71319633  0.16497177  0.        ]",[-0.61904442 -0.47402102],[-0.37962793  2.0485629 ]
9,-0.0670659438767,"[[ 1.27652359 -1.74197774  0.1937795   0.05518786]
 [ 6.52026182 -5.26043612  0.          0.        ]]",[-0.80537963  1.34418166],-2.8236,"[-0.03282088  0.26569724  1.87209051 -1.68667111  1.66715545  0.47123825
 -0.0370475  -0.74899979 -0.83223597  0.22102941  0.        ]",[-0.61904442 -0.47402102],[ 0.08399518  1.0421433 ]
10,-0.0762475376317,"[[ 1.40896599 -1.80641211  0.1937795   0.05518786]
 [ 6.72329451 -1.19654278  0.          0.        ]]",[-1.57780933  0.60698605],-2.81064,"[-0.23298241  0.18409949  1.91817245 -1.65948941  1.66715353  0.47123807
 -0.03017029 -0.20656006 -0.91718744  0.32403414  0.        ]",[-0.61904442 -0.47402102],[-1.32973251  1.82484542]
