timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.99417941  1.32638361 -0.09872434  1.26270806 -1.44919848  0.1176513
 -0.19522715  0.28480202  3.23709077  0.03646317  0.        ]",-2.75902,[ 0.58210094 -1.54197048],-0.377355088386,[ 0.1488553  -1.49051893],[-0.52943075 -0.57866991],"[[ 0.02457657 -0.00982291 -0.167287    0.01320192]
 [ 0.00070966 -0.00209602  0.          0.        ]]"
1,"[ 0.99290829  1.32482818 -0.06384686  1.16281266 -1.44919546  0.11765122
  0.12361702 -0.37487641  3.23634698  0.04279347  0.        ]",-2.76354,[ 0.48767623 -1.47968522],-0.377272024557,[ 0.05951236 -1.27625847],[-0.52943075 -0.57866991],"[[ 0.04770994 -0.04960125 -0.167287    0.01320192]
 [ 2.30495065 -3.96253512  0.          0.        ]]"
2,"[ 0.98499486  1.307983    0.03390458  0.86775847 -1.44919244  0.11765114
  0.38446383 -1.02146554  3.22943738  0.05111891  0.        ]",-2.80371,[-0.5228229  -1.83934456],-0.376570859561,[ 0.02426762 -1.22652042],[-0.52943075 -0.57866991],"[[ 0.1127228  -0.16779998 -0.167287    0.01320192]
 [ 4.19005341 -7.84439585  0.          0.        ]]"
3,"[ 0.97144483  1.24086843  0.12680944  0.39558933 -1.44918943  0.11765106
  0.08699855 -1.65499236  3.20276102 -0.05858212  0.        ]",-2.77022,[-0.51114541 -1.22461942],-0.374181656055,[ 0.02558419 -1.19409931],[-0.52943075 -0.57866991],"[[  0.17495536  -0.36284915  -0.167287     0.01320192]
 [  2.04031825 -11.64785257   0.           0.        ]]"
4,"[ 0.96581997  1.07164586  0.15665169 -0.19937374 -1.44918641  0.11765098
 -0.19825487 -2.27598387  3.11436078 -0.37652644  0.        ]",-2.66454,[-0.16391679 -1.11960061],-0.367239176536,[-0.04050238 -1.10918987],[-0.52943075 -0.57866991],"[[  1.95079464e-01  -6.33212678e-01  -1.67286995e-01   1.32019180e-02]
 [ -2.11636888e-02  -1.53760886e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.96782126  0.74708413  0.14639955 -0.79562686 -1.4491834   0.1176509
 -0.28790638 -2.88476031  2.89402965 -0.79918547  0.        ]",-2.51797,[-1.04690384 -1.87097571],-0.35059915506,[-0.36806005 -1.06094384],[-0.52943075 -0.57866991],"[[  1.88157439e-01  -9.77405836e-01  -1.67286995e-01   1.32019180e-02]
 [ -6.69061952e-01  -1.90310523e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.98076829  0.2433815   0.06755325 -1.18596264 -1.44918038  0.11765082
 -0.83378737 -3.48133103  2.46475011 -1.2183992   0.        ]",-2.21576,[ 0.31465282 -0.7591684 ],-0.317788054216,[-0.88430458 -1.00380099],[-0.52943075 -0.57866991],"[[  1.35199322e-01  -1.39396360e+00  -1.67286995e-01   1.32019180e-02]
 [ -4.61405872e+00  -2.26128309e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.99222226 -0.37757185 -0.05090474 -1.11210979 -1.44917737  0.11765074
 -0.64923049 -3.90743524  1.86702673 -1.34860621  0.        ]",-1.97192,[-1.25598856 -0.77909293],-0.266250685719,[-1.34656966 -0.92150223],[-0.52943075 -0.57866991],"[[  5.63005440e-02  -1.87189015e+00  -1.67286995e-01   1.32019180e-02]
 [ -3.28030202e+00  -2.51712815e+01   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.99284872 -0.95805117 -0.20879641 -0.40738958 -1.44917435  0.11765066
 -1.18846027 -4.33814638  1.28609967 -1.00524414  0.        ]",-1.55741,[-0.63343734 -0.35104175],-0.202678530258,[-1.06642151 -0.05795138],[-0.52943075 -0.57866991],"[[ -4.84027683e-02  -2.40126377e+00  -1.67286995e-01   1.32019180e-02]
 [ -7.17723631e+00  -2.77575058e+01   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.95942151 -1.28158331 -0.45872414  0.84561521 -1.44917133  0.11765058
 -1.51614551 -4.47805433  1.011495   -0.24272017  0.        ]",-1.28058,[-0.69562153  0.11141733],-0.157990082199,[-0.82574463  0.65043306],[-0.52943075 -0.57866991],"[[ -2.15711414e-01  -2.96484515e+00  -1.67286995e-01   1.32019180e-02]
 [ -9.54538583e+00  -2.85978667e+01   0.00000000e+00   0.00000000e+00]]"
10,"[ 0.85485095 -1.29813461 -0.76794316  1.48133389 -1.44916832  0.1176505
 -1.870938    0.19297543  1.08909746  0.15476158  0.        ]",-1.35431,[-0.8410916   0.17100669],-0.162801225839,[-0.13896841  0.45649722],[-0.52943075 -0.57866991],"[[ -0.43234466  -3.21886102  -0.167287     0.01320192]
 [-12.10945359  -0.55352297   0.           0.        ]]"
