timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.01347776  1.24301348 -0.22932771  1.54404818 -1.65260277 -0.8939852
 -0.17499271  0.28233059  3.8090179   1.53305071  0.        ]",-4.43573,[-3.40253053 -2.3292222 ],-0.410261748204,[-2.8075552  -2.41418672],[-0.71365219 -0.77027392],"[[-0.07247598  0.03535709 -0.19041899 -0.10215367]
 [ 0.00328287 -0.00457593  0.          0.        ]]"
1,"[ 1.00797846  1.24385914 -0.28828895  1.44095044 -1.65259997 -0.89398447
 -0.78565149 -0.43430667  3.79769121  1.34113252  0.        ]",-4.3883,[-3.39109451 -1.93668717],-0.406633164919,[-2.58467007 -1.93532503],[-0.71365219 -0.77027392],"[[-0.11208604 -0.00444593 -0.19041899 -0.10215367]
 [-3.95112638 -3.96253949  0.          0.        ]]"
2,"[ 0.97775986  1.23353083 -0.46189767  1.13559379 -1.65259717 -0.89398374
 -1.38424125 -1.13675904  3.709997    0.7824564   0.        ]",-4.16943,[-2.3027166  -0.79953938],-0.393201489302,[-2.14741397 -1.37375796],[-0.71365219 -0.77027392],"[[-0.23000001 -0.12262225 -0.19041899 -0.10215367]
 [-7.8273885  -7.84216427  0.          0.        ]]"
3,"[ 0.8836135   1.1783711  -0.73704929  0.66302094 -1.65259437 -0.89398301
 -1.97108308 -1.68157972  3.40603593 -0.03896777  0.        ]",-3.72404,[-2.47331178 -0.58712403],-0.363413538971,[-1.6133461  -0.68754244],[-0.71365219 -0.77027392],"[[ -0.42467552  -0.30965637  -0.19041899  -0.10215367]
 [-11.62759324 -10.85120504   0.           0.        ]]"
4,"[ 0.66838326  1.04233178 -1.07800121  0.1031664  -1.65259158 -0.89398228
 -2.5464775  -2.06329538  2.74566703 -0.84665233  0.        ]",-3.04072,[-0.97638671 -0.18591076],-0.309832008813,[-1.2500447  -0.01698925],[-0.71365219 -0.77027392],"[[ -0.69461084  -0.54783345  -0.19041899  -0.10215367]
 [-15.3537013  -12.95943555   0.           0.        ]]"
5,"[ 0.27692626  0.81445389 -1.40839971 -0.42712989 -1.65258878 -0.89398155
 -3.09631716 -2.14975444  1.74425375 -1.2069704   0.        ]",-2.46858,[ 0.46446031  1.2997124 ],-0.229314438442,[ 0.5621056   1.20230532],[-0.71365219 -0.77027392],"[[ -1.03740821  -0.81181424  -0.19041899  -0.10215367]
 [-18.91437484 -13.4369772    0.           0.        ]]"
6,"[-0.22340621  0.5660584  -1.59264342 -0.77927532 -1.65258598 -0.89398082
 -2.75522359 -1.38457819  0.80050272 -0.87692355  0.        ]",-2.0238,[ 0.99538482  1.24170392],-0.141953842542,[ 1.4623121   1.82155991],[-0.71365219 -0.77027392],"[[ -1.39353649  -1.03815249  -0.19041899  -0.10215367]
 [-16.70562819  -9.21093021   0.           0.        ]]"
7,"[-0.66047893  0.39027657 -1.60635533 -0.94364776 -1.65258319 -0.89398009
 -2.09629942 -0.63468719  0.23886369 -0.25760719  0.        ]",-1.40701,[ 2.24970722  0.59141565],-0.0780750415234,[ 1.89116895  1.84641457],[-0.71365219 -0.77027392],"[[ -1.68483934  -1.18081623  -0.19041899  -0.10215367]
 [-12.43866005  -5.06929379   0.           0.        ]]"
8,"[-0.96387285  0.29088993 -1.53986229 -1.01221915 -1.65258039 -0.89397936
 -1.44739362 -0.19261945 -0.02648908  0.27732871  0.        ]",-1.22047,[ 2.34528149  1.91783952],-0.0495656724875,[ 1.93937266  1.49439478],[-0.71365219 -0.77027392],"[[-1.89145238 -1.25770497 -0.19041899 -0.10215367]
 [-8.23654145 -2.62776035  0.          0.        ]]"
9,"[-1.13624251  0.27472543 -1.47106948 -1.02185602 -1.65257759 -0.89397863
 -0.81131645  0.53358292 -0.13916986  0.57291546  0.        ]",-1.12261,[ 2.02714576  0.23111871],-0.0474183907622,[ 1.70392716  0.65170181],[-0.71365219 -0.77027392],"[[-2.01485597 -1.27001815 -0.19041899 -0.10215367]
 [-4.1174862   1.38304511  0.          0.        ]]"
10,"[-1.19256524  0.32252817 -1.44302717 -0.99214888 -1.6525748  -0.8939779
 -0.18770632  0.69415011 -0.17908358  0.61006718  0.        ]",-1.10621,[ 0.56040137  0.30197624],-0.0460520254957,[ 0.99536073 -0.00291231],[-0.71365219 -0.77027392],"[[-2.05668774 -1.23345943 -0.19041899 -0.10215367]
 [-0.0791613   2.26985737  0.          0.        ]]"
11,"[-1.16486989  0.39574121 -1.4571781  -0.93939259 -1.652572   -0.89397717
  0.15491501  0.90240972 -0.16921153  0.4669263   0.        ]",-1.11708,[ 0.61239026 -0.8757773 ],-0.0413227864174,[ 0.22945274 -0.61878127],[-0.71365219 -0.77027392],"[[-2.03600963 -1.17652178 -0.19041899 -0.10215367]
 [ 2.13955846  3.42007525  0.          0.        ]]"
12,"[-1.07364676  0.43730842 -1.4988985  -0.90533726 -1.6525692  -0.89397644
  0.52270379  0.26217593 -0.1056077   0.25835907  0.        ]",-1.06756,[-0.83779831 -0.26517063],-0.0422145464168,[-0.68604225 -0.46433836],[-0.71365219 -0.77027392],"[[-1.9693223  -1.1435982  -0.19041899 -0.10215367]
 [ 4.52125604 -0.11592249  0.          0.        ]]"
13,"[-0.99463624  0.42119259 -1.52934288 -0.9189035  -1.65256641 -0.89397571
 -0.00299009  0.07264932 -0.04567245  0.1549818   0.        ]",-1.11198,[ 0.60280163  0.35565123],-0.0471450711846,[ 0.02513477  0.06886604],[-0.71365219 -0.77027392],"[[-1.91305295 -1.15641887 -0.19041899 -0.10215367]
 [ 1.11701302 -1.16267354  0.          0.        ]]"
14,"[-0.92877774  0.40995228 -1.55094312 -0.92809094 -1.65256361 -0.89397498
  0.36187628  0.33168821  0.0060857   0.07136698  0.        ]",-1.09477,[-1.31737577 -0.65728469],-0.0521732507376,[-0.83304572 -0.55924362],[-0.71365219 -0.77027392],"[[-1.8670063  -1.1653181  -0.19041899 -0.10215367]
 [ 3.47978325  0.26799272  0.          0.        ]]"
15,"[-0.8865066   0.38352061 -1.56307599 -0.9488245  -1.65256081 -0.89397425
 -0.25969376 -0.14031111  0.03790944  0.04500668  0.        ]",-1.13527,[-0.08473966  0.06702377],-0.0552718215339,[ 0.11962851  0.40298375],[-0.71365219 -0.77027392],"[[-1.83779562 -1.18611338 -0.19041899 -0.10215367]
 [-0.5453237  -2.33884711  0.          0.        ]]"
16,"[-0.90704644  0.32732829 -1.55734246 -0.98895725 -1.65255801 -0.89397352
 -0.30982456 -0.08386076  0.01684081  0.1469934   0.        ]",-1.13366,[ 0.1476394   0.99060913],-0.0528712839291,[ 0.33883974  0.48555037],[-0.71365219 -0.77027392],"[[-1.85195924 -1.22976219 -0.19041899 -0.10215367]
 [-0.86995701 -2.0270737   0.          0.        ]]"
17,"[-0.92348103  0.32630852 -1.55252882 -0.98963622 -1.65255522 -0.89397279
 -0.21709949  0.63357758  0.00413501  0.17218121  0.        ]",-1.11448,[-0.26747254 -0.70377383],-0.0517185060202,[ 0.15858126 -0.28666016],[-0.71365219 -0.77027392],"[[-1.86333386 -1.2305477  -0.19041899 -0.10215367]
 [-0.26949768  1.93531754  0.          0.        ]]"
18,"[-0.94642956  0.33973938 -1.54546873 -0.98054316 -1.65255242 -0.89397206
 -0.37960946  0.12212994 -0.01279477  0.18859517  0.        ]",-1.12619,[ 0.53030835  0.17805079],-0.0502053971894,[ 0.4958055   0.37089911],[-0.71365219 -0.77027392],"[[-1.87928252 -1.22018257 -0.19041899 -0.10215367]
 [-1.32186477 -0.88939036  0.          0.        ]]"
