timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.02216125  1.22714942 -0.1250616   1.73965061 -0.3490025   0.30314424
 -0.16090577  0.286487    2.26881791 -0.31536848  0.        ]",-3.0956,[ 1.05746935 -2.10144203],-0.251755370879,[ 0.42887849 -2.0370698 ],[-0.75798565 -0.90404087],"[[-0.01015566  0.07815481 -0.04045273  0.03445952]
 [ 0.00118056 -0.00350189  0.          0.        ]]"
1,"[ 1.02157969  1.23042437 -0.06587004  1.6349315  -0.34900236  0.30314412
  0.48378493 -0.46015774  2.26838367 -0.25094727  0.        ]",-3.04518,[ 1.10621628 -1.99542387],-0.251307852576,[ 0.60525244 -1.89724112],[-0.75798565 -0.90404087],"[[ 0.02957368  0.03834219 -0.04045273  0.03445952]
 [ 3.95857062 -3.96455414  0.          0.        ]]"
2,"[ 1.0058499   1.22695195  0.10929841  1.32361274 -0.34900222  0.303144
  1.11571924 -1.1920133   2.25656467 -0.06005919  0.        ]",-3.03741,[ 0.78985942 -2.25418551],-0.249415743368,[ 0.78016722 -1.87479436],[-0.75798565 -0.90404087],"[[ 0.14766515 -0.07990435 -0.04045273  0.03445952]
 [ 7.83765971 -7.84715115  0.          0.        ]]"
3,"[ 0.93890974  1.17833553  0.37886284  0.81836232 -0.34900208  0.30314388
  1.59973577 -1.90929696  2.20689533  0.21885328  0.        ]",-3.03894,[ 0.85653295 -1.75695549],-0.244774877795,[ 0.90476799 -1.79694605],[-0.75798565 -0.90404087],"[[  0.33422824  -0.27502749  -0.04045273   0.03445952]
 [ 10.80877341 -11.65245432   0.           0.        ]]"
4,"[ 0.77409849  1.02630463  0.70947647  0.16682937 -0.34900194  0.30314376
  2.11717787 -2.61234313  2.08428725  0.5395855   0.        ]",-3.0755,[ 0.82018848 -1.30523877],-0.235188180113,[ 1.24175847 -1.49062347],[-0.75798565 -0.90404087],"[[  0.582272    -0.54549952  -0.04045273   0.03445952]
 [ 13.98508248 -15.38225148   0.           0.        ]]"
5,"[ 0.46211676  0.70779973  1.04959749 -0.51327142 -0.3490018   0.30314364
  2.60103351 -3.30134955  1.85049752  0.84850265  0.        ]",-3.10285,[ 1.03866942  0.06924424],-0.217662820468,[ 1.12021339 -0.94335842],[-0.75798565 -0.90404087],"[[  0.89177318  -0.88982112  -0.04045273   0.03445952]
 [ 16.95524614 -19.03760958   0.           0.        ]]"
6,"[-0.03345217  0.24473525  1.31197337 -0.97795574 -0.34900165  0.30314352
  3.1911548  -3.17854217  1.47779936  1.13700768  0.        ]",-2.98069,[-0.35463121  0.30755643],-0.190485228003,[ 0.0472555 -0.2266769],[-0.75798565 -0.90404087],"[[  1.26722159  -1.26403893  -0.04045273   0.03445952]
 [ 20.57775706 -18.38616329   0.           0.        ]]"
7,"[-0.61867983 -0.24581773  1.3740979  -1.09828116 -0.34900151  0.30314341
  2.89640433 -2.87999107  1.03640644  1.27917633  0.        ]",-2.77879,[-0.84726292  0.62503197],-0.157778307335,[-0.62484115  0.27732593],[-0.75798565 -0.90404087],"[[  1.66062451  -1.61587061  -0.04045273   0.03445952]
 [ 18.76849954 -16.80234521   0.           0.        ]]"
8,"[-1.10836845 -0.67073147  1.24580097 -0.93854913 -0.34900137  0.30314329
  2.28973688 -2.35046566  0.66587718  1.19298682  0.        ]",-2.53476,[-1.83014768  0.75809509],-0.12648726751,[-0.93163788  0.56404579],[-0.75798565 -0.90404087],"[[  1.99863204  -1.92373035  -0.04045273   0.03445952]
 [ 15.04450935 -13.99313587   0.           0.        ]]"
9,"[-1.43749108 -0.98016203  1.04300949 -0.64090065 -0.34900123  0.30314317
  1.59644968 -1.73225403  0.4172302   0.99170557  0.        ]",-1.88928,[-0.45273013  0.11446052],-0.101291581899,[-0.61095822  0.7279318 ],[-0.75798565 -0.90404087],"[[  2.25682439  -2.17068527  -0.04045273   0.03445952]
 [ 10.78877909 -10.71340684   0.           0.        ]]"
