timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.18477,"[ 0.9991666   1.36044222 -0.16057336  1.48530363 -0.51822733  1.43739519
 -0.26127025  0.30037557  2.2974247  -2.27199807  0.        ]",[ 3.53363896  0.51766211],-0.316603265939,[ 3.63841653  0.49853536],[-0.5050568  -0.57979304],"[[ 0.01562185 -0.00299123 -0.06066035  0.16724374]
 [-0.00240508 -0.00364208  0.          0.        ]]"
1,-2.23112,"[ 0.99703063  1.3602425  -0.10052482  1.54141877 -0.51822682  1.43739178
  0.26322383  0.64545061  2.29289104 -2.11514839  0.        ]",[ 3.24968146 -0.17854362],-0.310886422198,[ 3.4033711   0.30224681],[-0.5050568  -0.57979304],"[[ 0.05525673  0.01748681 -0.06066035  0.16724374]
 [ 3.95272708  2.0446242   0.          0.        ]]"
2,-1.99339,"[ 0.97660225  1.35872786  0.07705016  1.63283137 -0.51822631  1.43738838
  0.77748763  0.51927319  2.2521508  -1.6969277   0.        ]",[ 3.52782598  0.37512773],-0.294522920223,[ 2.83219123  0.05689159],[-0.5050568  -0.57979304],"[[ 0.1732203   0.05086482 -0.06066035  0.16724374]
 [ 7.83071712  1.29567621  0.          0.        ]]"
3,-1.95233,"[ 0.89760176  1.35490541  0.36110921  1.74365127 -0.5182258   1.43738497
  1.28146659  0.76493813  2.10380948 -1.05742292  0.        ]",[ 1.67734283 -0.83449546],-0.265698176176,[ 2.14157224 -0.43814686],[-0.5050568  -0.57979304],"[[  0.36796556   0.09140893  -0.06066035   0.16724374]
 [ 11.63116203   2.75387378   0.           0.        ]]"
4,-1.67506,"[ 0.70036284  1.35201676  0.71869405  1.8018847  -0.5182253   1.43738157
  1.77572124  0.19881939  1.77024802 -0.31705906  0.        ]",[ 0.51070376 -0.48516687],-0.223814013322,[ 1.22577333 -0.6475693 ],[-0.5050568  -0.57979304],"[[  0.63798441   0.11277141  -0.06066035   0.16724374]
 [ 15.35830257  -0.60643205   0.           0.        ]]"
5,-1.42098,"[ 0.34813786  1.35603565  1.05977853  1.71653317 -0.51822479  1.43737816
  2.00343628 -0.12293465  1.25311145  0.31459884  0.        ]",[-0.25775658 -0.49408688],-0.173417554591,[ 0.16881864 -0.89619839],[-0.5050568  -0.57979304],"[[  0.96237995   0.08148076  -0.06066035   0.16724374]
 [ 17.07552776  -2.51626428   0.           0.        ]]"
6,-1.01018,"[-0.09982536  1.36033433  1.27257216  1.52644405 -0.51822428  1.43737475
  1.82351993 -0.44405929  0.65750814  0.68609778  0.        ]",[ 0.08797511 -0.54898539],-0.122598235012,[-0.64561552 -0.88383663],[-0.5050568  -0.57979304],"[[  1.29027851e+00   1.20308454e-02  -6.06603525e-02   1.67243741e-01]
 [  1.57188470e+01  -4.42236096e+00   0.00000000e+00   0.00000000e+00]]"
7,-0.637586,"[-0.57267187  1.35415168  1.33094151  1.22710548 -0.51822377  1.43737135
  1.82854546 -0.79552171  0.08612389  0.79853443  0.        ]",[-0.96946146 -0.43493096],-0.0769588773919,[-1.50836241 -0.67027962],[-0.5050568  -0.57979304],"[[  1.60503605  -0.09734784  -0.06066035   0.16724374]
 [ 15.75679028  -6.50853539   0.           0.        ]]"
8,-0.584467,"[-0.98110302  1.32132671  1.26058534  0.83275452 -0.51822326  1.43736794
  1.27873552 -1.06365553 -0.35168611  0.72948936  0.        ]",[-2.70573984 -0.59272318],-0.0444264303333,[-1.61547291 -0.34729737],[-0.5050568  -0.57979304],"[[  1.87857338  -0.24348723  -0.06066035   0.16724374]
 [ 11.61074702  -8.10010187   0.           0.        ]]"
9,-0.516083,"[-1.24669385  1.24118386  1.14767588  0.35746743 -0.51822276  1.43736454
  0.7238023  -1.43174434 -0.54624011  0.61819859  0.        ]",[ 0.35818462 -0.93746393],-0.0307655157195,[-0.97330606  0.34829429],[-0.5050568  -0.57979304],"[[  2.06880239  -0.42741064  -0.06066035   0.16724374]
 [  7.42605429 -10.28497888   0.           0.        ]]"
10,-0.374492,"[-1.4517011   1.07526462  1.01409742 -0.20475118 -0.51822225  1.43736113
  0.89241351 -2.02284858 -0.5969146   0.49138435  0.        ]",[-1.34732693  1.46383964],-0.0217988184197,[-1.30803299  0.78121293],[-0.5050568  -0.57979304],"[[  2.23008072  -0.66831395  -0.06066035   0.16724374]
 [  8.69754446 -13.79363391   0.           0.        ]]"
11,-0.385409,"[-1.60227885  0.85709743  0.8808836  -0.65617827 -0.51822174  1.43735772
  0.34476602 -1.30951054 -0.58444306  0.35109251  0.        ]",[-0.62049068  1.55938905],-0.0124463114466,[-0.82973492  0.88957441],[-0.5050568  -0.57979304],"[[ 2.36259699 -0.90170356 -0.06066035  0.16724374]
 [ 4.56779071 -9.55949111  0.          0.        ]]"
12,-0.451554,"[-1.67015398  0.69300686  0.8076332  -0.88546324 -0.51822123  1.43735432
  0.00705343 -0.61041348 -0.53475495  0.25867147  0.        ]",[-0.28561013 -0.57336849],-0.00871582117292,[-0.43429619  0.60953188],[-0.5050568  -0.57979304],"[[ 2.42840147 -1.05125858 -0.06066035  0.16724374]
 [ 2.02113504 -5.40986376  0.          0.        ]]"
13,-0.412575,"[-1.69820076  0.53842275  0.77433524 -1.04166578 -0.51822072  1.43735091
 -0.14804972 -0.97479675 -0.43889193  0.18610777  0.        ]",[-1.56868457  1.62454703],-0.0152027378414,[-0.11395182  1.03129983],[-0.5050568  -0.57979304],"[[ 2.45708951 -1.18115664 -0.06066035  0.16724374]
 [ 0.85151821 -7.57274164  0.          0.        ]]"
14,-0.469062,"[-1.67592757  0.40050459  0.80092337 -1.14078348 -0.51822022  1.43734751
 -0.67518168 -0.2822949  -0.27666198  0.13533317  0.        ]",[ 1.86747293  1.08519112],-0.0303780644998,[ 0.72573489  0.79528451],[-0.5050568  -0.57979304],"[[ 2.43423706 -1.29136955 -0.06066035  0.16724374]
 [-3.1235291  -3.46226116  0.          0.        ]]"
15,-0.468726,"[-1.65375599  0.36361457  0.82621127 -1.16148097 -0.51821971  1.4373441
 -0.14235207  0.39618203 -0.20698259  0.12362967  0.        ]",[-0.46164643  0.41935624],-0.0369251759848,[ 0.02513009  0.25259247],[-0.5050568  -0.57979304],"[[ 2.41207997 -1.32020823 -0.06066035  0.16724374]
 [ 0.89447524  0.56497225  0.          0.        ]]"
16,-0.457198,"[-1.65312208  0.39924607  0.82691166 -1.14152419 -0.5182192   1.4373407
 -0.38700263  0.67411237 -0.23526182  0.14427351  0.        ]",[-1.01966189  0.49168413],-0.0342016188417,[ 0.30819917  0.08002348],[-0.5050568  -0.57979304],"[[ 2.41145916 -1.29235669 -0.06066035  0.16724374]
 [-0.95040696  2.2146851   0.          0.        ]]"
17,-0.454548,"[-1.59187988  0.47925525  0.89125402 -1.08850667 -0.51821869  1.43733729
 -0.90931242  0.99488125 -0.19729575  0.21074896  0.        ]",[ 0.64552989  0.66212461],-0.0378211219863,[ 1.13846374 -0.10030884],[-0.5050568  -0.57979304],"[[ 2.35293273 -1.22895981 -0.06066035  0.16724374]
 [-4.88908749  4.11867796  0.          0.        ]]"
18,-0.474223,"[-1.51246612  0.61110022  0.96453198 -0.97461034 -0.51821818  1.43733389
 -0.55783555  1.42272716 -0.18057584  0.30741689  0.        ]",[-0.70964797 -0.66731621],-0.04038202517,[ 0.55149639 -0.67413211],[-0.5050568  -0.57979304],"[[ 2.28174414 -1.12110562 -0.06066035  0.16724374]
 [-2.23865026  6.6582573   0.          0.        ]]"
19,-0.484207,"[-1.42643628  0.73341855  1.03317048 -0.83567105 -0.51821768  1.43733048
 -0.92421384  0.95550118 -0.15576074  0.39523858  0.        ]",[ 1.65861411 -1.04730794],-0.0443203449778,[ 1.30084109 -0.28664428],[-0.5050568  -0.57979304],"[[ 2.20925043 -1.0157661  -0.06066035  0.16724374]
 [-5.00146998  3.88495613  0.          0.        ]]"
20,-0.458004,"[-1.35247101  0.77481826  1.08459794 -0.78036514 -0.51821717  1.43732707
 -0.38623819  0.27527004 -0.07945594  0.43192869  0.        ]",[ 0.93645118  0.64397921],-0.0518599557425,[ 0.84301925  0.13752711],[-0.5050568  -0.57979304],"[[ 2.14992436 -0.9785778  -0.06066035  0.16724374]
 [-0.94467057 -0.15268484  0.          0.        ]]"
21,-0.503296,"[-1.3758105   0.79942638  1.06906212 -0.74529299 -0.51821666  1.43732367
  0.10748611  0.7051823  -0.14076155  0.44147837  0.        ]",[-0.1855631  -1.43237464],-0.046774431865,[-0.13881353 -0.41645357],[-0.5050568  -0.57979304],"[[ 2.16838616 -0.9560282  -0.06066035  0.16724374]
 [ 2.77843612  2.3991448   0.          0.        ]]"
22,-0.473873,"[-1.43470348  0.80782753  1.02699477 -0.73292515 -0.51821615  1.43732026
  0.00299097  0.03014133 -0.24410127  0.42968917  0.        ]",[-0.90868049 -1.00302815],-0.0377191458164,[ 0.08504441  0.14225167],[-0.5050568  -0.57979304],"[[ 2.21604871 -0.94824712 -0.06066035  0.16724374]
 [ 1.99045344 -1.6076857   0.          0.        ]]"
23,-0.456009,"[-1.43876629  0.72886639  1.02392947 -0.84147189 -0.51821564  1.43731686
 -0.47886439 -0.63139835 -0.17117891  0.38984738  0.        ]",[ 0.36999343  0.08627272],-0.0428442930543,[ 0.923985   0.8213098],[-0.5050568  -0.57979304],"[[ 2.21940136 -1.0197985  -0.06066035  0.16724374]
 [-1.64314842 -5.53437802  0.          0.        ]]"
24,-0.487065,"[-1.41699472  0.60528898  1.04008317 -0.98036209 -0.51821514  1.43731345
 -0.28044852 -0.5554559  -0.02325448  0.32068064  0.        ]",[ 1.644172    0.57292312],-0.0549343031416,[ 0.81843966  0.83845568],[-0.5050568  -0.57979304],"[[ 2.20155019 -1.12596342 -0.06066035  0.16724374]
 [-0.14692695 -5.08361141  0.          0.        ]]"
25,-0.488688,"[-1.4615279   0.51043102  1.00637055 -1.0646426  -0.51821463  1.43731005
  0.24458721 -0.1564801  -0.01246356  0.25452302  0.        ]",[-0.8465557  -0.20727826],-0.055277471371,[ 0.03240687  0.52147317],[-0.5050568  -0.57979304],"[[ 2.23833506 -1.20387506 -0.06066035  0.16724374]
 [ 3.81228444 -2.71542161  0.          0.        ]]"
26,-0.482978,"[-1.51067792  0.43286186  0.96602905 -1.12063809 -0.51821412  1.43730664
 -0.2096158  -0.28555089 -0.02692276  0.19794621  0.        ]",[-0.16538108  0.67002759],-0.0536561396524,[ 0.56327361  0.76289868],[-0.5050568  -0.57979304],"[[ 2.2802163  -1.26587006 -0.06066035  0.16724374]
 [ 0.38721392 -3.48154469  0.          0.        ]]"
27,-0.517515,"[-1.51193595  0.37901507  0.96494583 -1.15310433 -0.51821361  1.43730324
 -0.29750256  0.17305183  0.01292313  0.16013882  0.        ]",[-0.0120533  -0.37133702],-0.0573401721973,[ 0.67333615  0.5241816 ],[-0.5050568  -0.57979304],"[[ 2.28131099 -1.30818908 -0.06066035  0.16724374]
 [-0.27552697 -0.75943131  0.          0.        ]]"
28,-0.542759,"[-1.50508102  0.34073475  0.97078908 -1.17311884 -0.5182131   1.43729983
 -0.303063   -0.07212658  0.05209675  0.13219029  0.        ]",[ 1.397967    1.28709975],-0.0610424139125,[ 0.74654049  0.73113441],[-0.5050568  -0.57979304],"[[ 2.2753798  -1.33797918 -0.06066035  0.16724374]
 [-0.31745919 -2.2147277   0.          0.        ]]"
29,-0.522887,"[-1.54320874  0.3353982   0.9373418  -1.17570872 -0.5182126   1.43729643
  0.22242362  0.60220128 -0.00281342  0.12714463  0.        ]",[-0.32115928 -0.8176131 ],-0.055935384155,[-0.12112752  0.13504878],[-0.5050568  -0.57979304],"[[ 2.30878862 -1.34211464 -0.06066035  0.16724374]
 [ 3.64514085  1.78785492  0.          0.        ]]"
30,-0.470998,"[-1.60819361  0.3391707   0.87476997 -1.17387896 -0.51821209  1.43729302
  0.04441936  0.05087685 -0.11040071  0.1210933   0.        ]",[ 0.54251353  1.30064926],-0.0459307581799,[-0.03832033  0.50931847],[-0.5050568  -0.57979304],"[[ 2.36822364 -1.33919124 -0.06066035  0.16724374]
 [ 2.30284447 -1.48461592  0.          0.        ]]"
