timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.863,"[ 1.03080964  1.22268045  0.0063182   1.93599628  1.17490976 -0.47184594
 -0.19558201  0.29232695  0.25877574  1.6724246   0.        ]",[-1.30779892 -2.73028675],-0.108578232448,[-1.9853183  -2.65432572],[-0.75967127 -0.93108332],"[[ 0.09040502  0.08071496  0.1362965  -0.05378779]
 [ 0.00177876  0.00246771  0.          0.        ]]"
1,-2.66033,"[ 1.03499503  1.22614173 -0.05248771  1.82440532  1.17490872 -0.47184573
 -0.82980786 -0.46907881  0.27598775  1.4374678   0.        ]",[ 0.18315362 -1.77509091],-0.100497394889,[-0.80116236 -1.40577626],[-0.75967127 -0.93108332],"[[ 0.05076514  0.0410514   0.1362965  -0.05378779]
 [-3.9526028  -3.95563809  0.          0.        ]]"
2,-2.16963,"[ 1.03661735  1.22309733 -0.15802664  1.49187238  1.17490768 -0.47184551
 -0.70082356 -1.2157639   0.27662649  0.91765637  0.        ]",[ 0.48884722 -0.98206977],-0.0839122326941,[-0.05567044 -0.87352896],[-0.75967127 -0.93108332],"[[-0.02021791 -0.0770066   0.1362965  -0.05378779]
 [-3.14839229 -7.83722335  0.          0.        ]]"
3,-1.80741,"[ 1.03393818  1.17490026 -0.22181127  0.95356017  1.17490664 -0.4718453
 -0.38046257 -1.93409369  0.20703243  0.36339695  0.        ]",[ 0.97157932 -0.42521801],-0.0683662350447,[ 0.71517766 -0.38035727],[-0.75967127 -0.93108332],"[[ -0.06314456  -0.27121752   0.1362965   -0.05378779]
 [ -1.15095311 -11.57141848   0.           0.        ]]"
4,-1.69953,"[ 1.03524213  1.03964832 -0.1983831   0.31485179  1.1749056  -0.47184508
  0.23969695 -2.21417927  0.07519244 -0.03190671  0.        ]",[ 0.77391079 -0.91722991],-0.057362753996,[ 0.58160043 -0.06272526],[-0.75967127 -0.93108332],"[[ -0.0473683   -0.5172549    0.1362965   -0.05378779]
 [  2.71572026 -13.02744676   0.           0.        ]]"
5,-1.61167,"[ 1.03588855  0.78011044 -0.07273837 -0.33611073  1.17490455 -0.47184487
  0.72229286 -2.86338722 -0.09737196 -0.21140755  0.        ]",[ 0.52946672  0.94667694],-0.0465111906849,[ 0.21819974  0.51704586],[-0.75967127 -0.93108332],"[[  0.03713595  -0.81166581   0.1362965   -0.05378779]
 [  5.72469032 -16.40235941   0.           0.        ]]"
6,-1.57344,"[ 1.0149524   0.44484271  0.12586385 -0.80191293  1.17490351 -0.47184465
  1.03991965 -2.07992505 -0.26712121 -0.16887484  0.        ]",[-1.03876851  0.74494277],-0.0330319810739,[-0.73669302  0.7900458 ],[-0.75967127 -0.93108332],"[[  0.17149825  -1.09885005   0.1362965   -0.05378779]
 [  7.70508618 -12.32959724   0.           0.        ]]"
7,-1.57565,"[ 0.97678183  0.1578226   0.2892983  -1.01717385  1.17490247 -0.47184444
  0.38070198 -1.46533322 -0.4101536  -0.08027812  0.        ]",[ 0.4004651   0.87900703],-0.0205698416164,[-0.34514523  1.22656918],[-0.75967127 -0.93108332],"[[ 0.28436184 -1.31338572  0.1362965  -0.05378779]
 [ 3.59489019 -9.13468142  0.          0.        ]]"
8,-1.553,"[ 0.93479975 -0.04786588  0.41186877 -1.09255658  1.17490143 -0.47184422
  0.62334867 -0.76106202 -0.51240652  0.01417139  0.        ]",[-0.89387941  1.52083479],-0.0108277055785,[-1.05397105  0.91655308],[-0.75967127 -0.93108332],"[[ 0.37143829 -1.45934635  0.1362965  -0.05378779]
 [ 5.10778455 -5.47356377  0.          0.        ]]"
9,-1.58557,"[ 0.89614184 -0.14605005  0.50161269 -1.10746211  1.17490039 -0.47184401
  0.03965938  0.02160997 -0.5471794   0.12393731  0.        ]",[-0.75490042  0.45264562],-0.00529050026739,[-0.74586338  0.60254359],[-0.75967127 -0.93108332],"[[ 0.4370802  -1.52799492  0.1362965  -0.05378779]
 [ 1.46850628 -1.4048816   0.          0.        ]]"
