timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.98405568  1.34990621 -0.02604831  1.25539457  1.26984356 -0.67674051
 -0.19903548  0.28678214  0.09598778  1.3562037   0.        ]",-1.32788,[-1.89395741 -1.6286969 ],-0.113960414223,[-1.66735125 -1.85909641],[-0.49093959 -0.54077208],"[[ 0.07425371  0.00239781  0.14505883 -0.07821655]
 [ 0.00158576  0.00124665  0.          0.        ]]"
1,"[ 0.98733854  1.34900147 -0.08591255  1.15616726  1.26984114 -0.67673979
 -0.73255345 -0.36138798  0.10127062  1.19456342  0.        ]",-1.11777,[-0.47643465 -1.42278164],-0.104083751008,[-0.75133586 -0.8312726 ],[-0.49093959 -0.54077208],"[[ 0.03461005 -0.0372899   0.14505883 -0.07821655]
 [-3.95279166 -3.95683129  0.          0.        ]]"
2,"[ 0.98527039  1.33421283 -0.23279481  0.86244488  1.26983872 -0.67673907
 -0.97609071 -0.99686014  0.07441324  0.77104033  0.        ]",-0.718582,[ 0.6352537   0.50583623],-0.0786378213357,[ 0.55577385  0.22947372],[-0.49093959 -0.54077208],"[[-0.06255644 -0.15536128  0.14505883 -0.07821655]
 [-5.75787038 -7.83737318  0.          0.        ]]"
3,"[ 0.97083536  1.29532719 -0.36629981  0.53319814  1.2698363  -0.67673835
 -0.62179663 -0.64361797 -0.01305714  0.3617158   0.        ]",-0.529835,[ 1.61684326  0.24312509],-0.055614360931,[ 0.51679492 -0.07813259],[-0.49093959 -0.54077208],"[[-0.15136676 -0.29046608  0.14505883 -0.07821655]
 [-3.13189068 -5.68029157  0.          0.        ]]"
4,"[ 0.9653316   1.25042811 -0.399625    0.29103113  1.26983388 -0.67673763
 -0.07976492 -0.46780098 -0.08187842  0.17994384  0.        ]",-0.556748,[-1.19705018 -0.77199198],-0.0462588658837,[-0.10860151 -0.35341638],[-0.49093959 -0.54077208],"[[-0.17369633 -0.39329992  0.14505883 -0.07821655]
 [ 0.88557978 -4.60666195  0.          0.        ]]"
5,"[ 0.95913445  1.18080061 -0.43254744  0.01733731  1.26983146 -0.67673692
 -0.61574051 -0.95319934 -0.17849278 -0.00980127  0.        ]",-0.444988,[ 0.390518    0.80544911],-0.0386403981898,[ 1.01068509  0.61372775],[-0.49093959 -0.54077208],"[[-0.19584228 -0.51517292  0.14505883 -0.07821655]
 [-3.08700565 -7.57076917  0.          0.        ]]"
6,"[ 0.94405757  1.09741143 -0.49992393 -0.2301181   1.26982904 -0.6767362
 -0.39923711 -0.40647612 -0.31390499 -0.22761015  0.        ]",-0.458815,[ 0.78584969 -0.34333446],-0.0376296257338,[ 0.9307251   0.47146332],[-0.49093959 -0.54077208],"[[-0.24148249 -0.63309128  0.14505883 -0.07821655]
 [-1.48231403 -4.2321903   0.          0.        ]]"
7,"[ 0.94472576  1.01742735 -0.49721304 -0.4192609   1.26982662 -0.67673548
  0.02423549 -0.61555315 -0.39571194 -0.30631052  0.        ]",-0.420808,[ 0.85248323  0.25275711],-0.0389675931436,[ 0.36781791  0.55134213],[-0.49093959 -0.54077208],"[[-0.23963722 -0.73054512  0.14505883 -0.07821655]
 [ 1.65640615 -5.50892817  0.          0.        ]]"
8,"[ 0.96550871  0.92669884 -0.39858867 -0.59527172  1.2698242  -0.67673476
  0.47481618 -0.43397122 -0.41151644 -0.24823016  0.        ]",-0.404044,[-1.06210871  0.47027258],-0.0341415207018,[-0.4165796   0.32058358],[-0.49093959 -0.54077208],"[[-0.17300186 -0.82959866  0.14505883 -0.07821655]
 [ 4.99604825 -4.40009642  0.          0.        ]]"
9,"[ 0.97839392  0.85892449 -0.30994504 -0.70640387  1.26982178 -0.67673404
 -0.07240094 -0.11455935 -0.41158204 -0.18030392  0.        ]",-0.391991,[ 0.62368313  1.30527189],-0.0292585426652,[ 0.12994042  0.3658219 ],[-0.49093959 -0.54077208],"[[-0.11377465 -0.89803039  0.14505883 -0.07821655]
 [ 0.9401559  -2.44960244  0.          0.        ]]"
