timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.96752501  1.43138167 -0.19702055  1.01762948  1.11786255  0.99357296
 -0.21452152  0.29387868  0.23824197 -1.29670799  0.        ]",-1.26763,[ 2.72654526 -1.1275577 ],-0.148829416302,[ 2.3621757  -0.25335991],[-0.44843596 -0.42312312],"[[-0.02531479 -0.05052423  0.12828337  0.11375141]
 [-0.00213147  0.00326995  0.          0.        ]]"
1,"[ 0.96785718  1.42780266 -0.13643424  0.91978923  1.11786023  0.99357114
  0.28003211 -0.32720516  0.23844189 -1.25063526  0.        ]",-1.07595,[ 2.50023125  0.12619216],-0.145539553381,[ 1.91920078 -0.03029193],[-0.44843596 -0.42312312],"[[ 0.01434897 -0.09020275  0.12828337  0.11375141]
 [ 3.95532702 -3.95791351  0.          0.        ]]"
2,"[ 0.95458308  1.41590104  0.0432511   0.73990243  1.1178579   0.99356931
  0.76458719 -0.23680582  0.23287975 -1.05691577  0.        ]",-0.810952,[ 1.56280603  0.52394466],-0.131684998771,[ 1.05624759 -0.24703254],[-0.44843596 -0.42312312],"[[ 0.13235907 -0.16357641  0.12828337  0.11375141]
 [ 7.83277967 -3.38136174  0.          0.        ]]"
3,"[ 0.886576    1.40492113  0.33253009  0.62779666  1.11785558  0.99356749
  1.23948534  0.09875738  0.18542836 -0.64705378  0.        ]",-0.762184,[-1.47455592 -0.64444624],-0.102218189565,[-0.27627194 -0.68563622],[-0.44843596 -0.42312312],"[[  0.32714304  -0.20973082   0.12828337   0.11375141]
 [ 11.63296972  -1.24119207   0.           0.        ]]"
4,"[ 0.76671341  1.38996133  0.59778879  0.50720632  1.11785326  0.99356566
  0.71649273 -0.29721974  0.08658918 -0.26869978  0.        ]",-0.437071,[-0.01296376  0.12414237],-0.074367290716,[-0.19037125 -0.52659965],[-0.44843596 -0.42312312],"[[ 0.51781297 -0.25989345  0.12828337  0.11375141]
 [ 7.44795375 -3.76667119  0.          0.        ]]"
5,"[ 0.64103244  1.36403341  0.78400973  0.34247902  1.11785093  0.99356384
  0.69165223 -0.20843258 -0.01205041 -0.03250417  0.        ]",-0.471735,[-2.10534573 -0.49848018],-0.0565716317601,[-0.67902297 -0.59522653],[-0.44843596 -0.42312312],"[[ 0.66477774 -0.32954533  0.12828337  0.11375141]
 [ 7.249186   -3.20040298  0.          0.        ]]"
6,"[ 0.53631651  1.32538869  0.90358017  0.1509527   1.11784861  0.99356201
  0.17945507 -0.50772547 -0.08225828  0.08344618  0.        ]",-0.415006,[ 0.49185345  0.44158418],-0.0470768673755,[-0.25925472 -0.27312484],[-0.44843596 -0.42312312],"[[ 0.76863886 -0.41270523  0.12828337  0.11375141]
 [ 3.15055313 -5.10924451  0.          0.        ]]"
7,"[ 0.4452905   1.27834106  0.98985824 -0.03475024  1.11784628  0.99356019
  0.41474864 -0.21781612 -0.13642745  0.1469621   0.        ]",-0.488197,[-0.52318978 -1.43011908],-0.0408494224406,[-0.83832371 -0.40555072],[-0.44843596 -0.42312312],"[[ 0.85054081 -0.49633872  0.12828337  0.11375141]
 [ 5.0333891  -3.26025595  0.          0.        ]]"
8,"[ 0.35115222  1.20868983  1.065715   -0.25461969  1.11784396  0.99355836
  0.14382352 -0.82840521 -0.18450107  0.17419632  0.        ]",-0.417727,[-1.23920482  0.15987751],-0.035698689984,[-0.54628289  0.14100511],[-0.44843596 -0.42312312],"[[ 0.92945718 -0.60061583  0.12828337  0.11375141]
 [ 2.86543379 -7.15448854  0.          0.        ]]"
9,"[ 0.33005046  1.10132217  1.08111005 -0.51695063  1.11784164  0.99355654
 -0.35770897 -0.70672198 -0.16517725  0.04022363  0.        ]",-0.39217,[ 0.71972509  1.11667594],-0.0389441688406,[ 0.50704992  0.53124613],[-0.44843596 -0.42312312],"[[ 0.94649978 -0.73591887  0.12828337  0.11375141]
 [-1.14785377 -6.3784219   0.          0.        ]]"
10,"[  3.22776241e-01   1.02336671e+00   1.08628924e+00  -6.69184912e-01
   1.11783931e+00   9.93554714e-01   8.03689025e-04  -6.62295177e-02
  -1.55620258e-01  -5.76598856e-02   0.00000000e+00]",-0.426844,[-0.64629535 -0.53927216],-0.0427619514304,[-0.22680682 -0.03285628],[-0.44843596 -0.42312312],"[[ 0.952326   -0.82250188  0.12828337  0.11375141]
 [ 1.72097766 -2.29348279  0.          0.        ]]"
11,"[ 0.31219917  0.95869633  1.09370824 -0.77746241  1.11783699  0.99355289
 -0.32292212 -0.39378286 -0.15604546 -0.1262313   0.        ]",-0.398683,[ 1.40086004  0.29754283],-0.0455257792276,[ 0.51557577  0.48097032],[-0.44843596 -0.42312312],"[[ 0.96075495 -0.88933182  0.12828337  0.11375141]
 [-0.86948833 -4.38255663  0.          0.        ]]"
12,"[ 0.28369251  0.88187225  1.11305833 -0.88870765  1.11783466  0.99355107
  0.17362274 -0.19563815 -0.17077714 -0.17863128  0.        ]",-0.381891,[-0.35501399  0.83899044],-0.0467742043812,[-0.42364761  0.19492985],[-0.44843596 -0.42312312],"[[ 0.98323073 -0.96430375  0.12828337  0.11375141]
 [ 3.10387611 -3.1188306   0.          0.        ]]"
13,"[ 0.22223712  0.85165112  1.15171917 -0.92792758  1.11783234  0.99354924
 -0.0097106   0.33499173 -0.20834769 -0.12496805  0.        ]",-0.418945,[ 0.52228898 -0.69206396],-0.040759018283,[-0.36893344 -0.16063887],[-0.44843596 -0.42312312],"[[ 1.03058906 -0.99272501  0.12828337  0.11375141]
 [ 1.6368399   0.2654196   0.          0.        ]]"
14,"[ 0.15115853  0.82760209  1.19160842 -0.95745805  1.11783002  0.99354742
  0.24459404 -0.09558096 -0.25281252 -0.05513263  0.        ]",-0.37382,[-0.38609324  0.85908924],-0.0334094311573,[-0.87482715  0.09311214],[-0.44843596 -0.42312312],"[[ 1.08374306 -1.01496926  0.12828337  0.11375141]
 [ 3.67178955 -2.48068257  0.          0.        ]]"
15,"[ 0.07217056  0.81121024  1.23037945 -0.9767675   1.11782769  0.99354559
  0.04448639  0.44555265 -0.30426023  0.02834804  0.        ]",-0.376397,[-1.79848528  0.98313487],-0.0250658736292,[-0.84627324 -0.28986633],[-0.44843596 -0.42312312],"[[ 1.14111298 -1.02995545  0.12828337  0.11375141]
 [ 2.07052822  0.97055319  0.          0.        ]]"
16,"[ 0.0703699   0.87409256  1.23119605 -0.89902233  1.11782537  0.99354377
 -0.45523563  1.05308908 -0.3138648   0.10440931  0.        ]",-0.43318,[ 0.26499249 -1.10808199],-0.0220409829523,[-0.17999592 -0.66905886],[-0.44843596 -0.42312312],"[[ 1.1424025  -0.97166782  0.12828337  0.11375141]
 [-1.92824824  4.8452988   0.          0.        ]]"
17,"[ 0.10874204  0.93241307  1.21311761 -0.81747393  1.11782305  0.99354194
 -0.31929152  0.41715671 -0.29608656  0.12655877  0.        ]",-0.413903,[-0.75650175 -0.2944685 ],-0.0236811585442,[-0.22522306 -0.25199336],[-0.44843596 -0.42312312],"[[ 1.11475194 -0.91545532  0.12828337  0.11375141]
 [-0.84042777  0.78946576  0.          0.        ]]"
18,"[ 0.17231955  0.93641205  1.18023583 -0.81151689  1.11782072  0.99354012
 -0.69121667  0.23203267 -0.25012513  0.04777958  0.        ]",-0.375498,[ 0.66536298  1.00888304],-0.0299257474461,[ 0.71509302  0.12531431],[-0.44843596 -0.42312312],"[[ 1.06808285 -0.91151219  0.12828337  0.11375141]
 [-3.8165733  -0.39121206  0.          0.        ]]"
19,"[ 0.23756251  0.96839348  1.14243789 -0.76210886  1.1178184   0.99353829
 -0.3529466   0.85396175 -0.20823292 -0.0028104   0.        ]",-0.426133,[-1.2260118  -0.45100896],-0.0356618899194,[ 0.00112389 -0.61023557],[-0.44843596 -0.42312312],"[[ 1.01890984 -0.87953888  0.12828337  0.11375141]
 [-1.10974685  3.57531616  0.          0.        ]]"
20,"[ 0.31661105  1.01945019  1.09060554 -0.67612858  1.11781607  0.99353647
 -0.84456158  0.56305635 -0.15945988 -0.05328944  0.        ]",-0.392152,[ 2.32671151  0.04917899],-0.0422269040352,[ 1.18911779 -0.13734813],[-0.44843596 -0.42312312],"[[ 0.95724468 -0.82664776  0.12828337  0.11375141]
 [-5.04364623  1.71999379  0.          0.        ]]"
21,"[ 0.39051296  1.05282006  1.03544598 -0.61468309  1.11781375  0.99353464
 -0.33766666  0.58804996 -0.11202124 -0.12604353  0.        ]",-0.426808,[ 0.12059335 -0.50760723],-0.0496308879349,[ 0.38363662 -0.43540627],[-0.44843596 -0.42312312],"[[ 0.89706853 -0.79064836  0.12828337  0.11375141]
 [-0.98749177  1.87940175  0.          0.        ]]"
22,"[ 0.40811979  1.06821576  1.02124686 -0.58478674  1.11781143  0.99353282
 -0.27551747  0.26704609 -0.10168176 -0.13389895  0.        ]",-0.4052,[ 0.4951079   0.22778643],-0.0509363451152,[ 0.39320618 -0.203491  ],[-0.44843596 -0.42312312],"[[ 0.88230841 -0.77360139  0.12828337  0.11375141]
 [-0.49017852 -0.16788179  0.          0.        ]]"
23,"[ 0.39628005  1.07331964  1.03083832 -0.57464412  1.1178091   0.993531
 -0.02954927  0.40888609 -0.11065655 -0.1067315   0.        ]",-0.424973,[-2.09502182  0.09272736],-0.0489833899784,[-0.12551203 -0.4358604 ],[-0.44843596 -0.42312312],"[[ 0.89225265 -0.76788268  0.12828337  0.11375141]
 [ 1.47804782  0.7367415   0.          0.        ]]"
24,"[ 0.40869345  1.0894407   1.02077246 -0.54183962  1.11780678  0.99352917
 -0.5276401   0.46437372 -0.10422508 -0.10437281  0.        ]",-0.434562,[ 0.46688309 -0.74152605],-0.0495132854803,[ 0.78668934 -0.27748609],[-0.44843596 -0.42312312],"[[ 0.88182379 -0.74959715  0.12828337  0.11375141]
 [-2.50765404  1.09063101  0.          0.        ]]"
25,"[  4.45091301e-01   1.08253778e+00   9.89989127e-01  -5.56026250e-01
   1.11780446e+00   9.93527347e-01  -2.90481944e-01   5.18853406e-04
  -7.78280427e-02  -1.77362926e-01   0.00000000e+00]",-0.404217,[ 0.00946734  0.57566061],-0.0550380683499,[ 0.59823805  0.03584503],[-0.44843596 -0.42312312],"[[ 0.85071122 -0.7574666   0.12828337  0.11375141]
 [-0.60993043 -1.86771649  0.          0.        ]]"
26,"[ 0.45853761  1.07001511  0.97811297 -0.58120619  1.11780213  0.99352552
 -0.28438818  0.36371002 -0.06762745 -0.21932831  0.        ]",-0.402841,[ 1.68527479  0.03850654],-0.0578973142715,[ 0.53897309 -0.25311017],[-0.44843596 -0.42312312],"[[ 0.83900177 -0.77158033  0.12828337  0.11375141]
 [-0.56117079  0.44862397  0.          0.        ]]"
27,"[ 0.4254697   1.07925698  1.00681917 -0.56268336  1.11779981  0.9935237
  0.2114178   0.38602161 -0.09096822 -0.1478399   0.        ]",-0.42973,[ 0.53609147 -0.8062107 ],-0.0525323020139,[-0.34839821 -0.44261098],[-0.44843596 -0.42312312],"[[ 0.86758457 -0.76118019  0.12828337  0.11375141]
 [ 3.4062351   0.59092394  0.          0.        ]]"
28,"[ 0.31776225  1.06108831  1.08977991 -0.59872278  1.11779749  0.99352187
  0.46818815 -0.11644139 -0.16558228  0.00193297  0.        ]",-0.391604,[-0.23945242  0.42543444],-0.0398438180788,[-0.9486891  -0.14686745],[-0.44843596 -0.42312312],"[[ 0.95632419 -0.78151437  0.12828337  0.11375141]
 [ 5.46089564 -2.61364896  0.          0.        ]]"
