timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.95246293  1.71290293 -0.05345348  0.7115395   0.47073489 -1.21682735
 -0.21973542  0.31165389  0.84111558  1.46891899  0.        ]",-1.1919,[-1.40213192 -2.12292842],-0.217890293074,[-1.5699538  -1.42985141],[-0.29656744 -0.23828709],"[[ 0.07750354 -0.04226144  0.05322753 -0.14008515]
 [ 0.00496929 -0.00447072  0.          0.        ]]"
1,"[ 0.95591297  1.70974214 -0.1147441   0.61163936  0.47073386 -1.21682192
 -0.62807953 -0.24952017  0.84258425  1.35343578  0.        ]",-1.12905,[-1.49572312 -1.60506298],-0.209405266066,[-0.94560003 -0.99881601],[-0.29656744 -0.23828709],"[[ 0.03792683 -0.08206237  0.05322753 -0.14008515]
 [-3.94948197 -3.9624357   0.          0.        ]]"
2,"[ 0.9521647   1.68856974 -0.29747282  0.31755945  0.47073282 -1.21681649
 -1.02835688 -0.79958539  0.80820456  1.01319016  0.        ]",-0.919312,[ 1.22806545 -0.44246461],-0.183012572385,[-0.08096313 -0.47024262],[-0.29656744 -0.23828709],"[[-0.07995502 -0.2002366   0.05322753 -0.14008515]
 [-7.82583154 -7.84205669  0.          0.        ]]"
3,"[ 0.92825814  1.62638014 -0.4745051  -0.09896059  0.47073179 -1.21681106
 -0.60382949 -1.02618627  0.69500176  0.64688747  0.        ]",-0.829311,[-0.5517653  -0.21772286],-0.150690977344,[-0.15650314 -0.38768843],[-0.29656744 -0.23828709],"[[-0.19522333 -0.37311346  0.05322753 -0.14008515]
 [-3.71469381 -9.44029606  0.          0.        ]]"
4,"[ 0.89352826  1.51354931 -0.61818907 -0.53658955  0.47073075 -1.21680563
 -0.8216563  -1.12179789  0.51508448  0.34286517  0.        ]",-0.385626,[ 0.39939166  0.21858308],-0.117802148255,[ 0.46219286  0.00687522],[-0.29656744 -0.23828709],"[[ -0.29068155  -0.56868566   0.05322753  -0.14008515]
 [ -5.82416505 -10.11467566   0.           0.        ]]"
5,"[ 0.84329777  1.36329478 -0.76360311 -0.91536381  0.47072972 -1.2168002
 -0.64668239 -0.97076122  0.28024935  0.10157861  0.        ]",-0.270575,[-0.47045889 -0.83206543],-0.0841592696018,[ 0.57862025  0.16976814],[-0.29656744 -0.23828709],"[[-0.39016431 -0.76029135  0.05322753 -0.14008515]
 [-4.12972472 -9.04943956  0.          0.        ]]"
6,"[ 0.77854601  1.15770368 -0.90450098 -1.26037005  0.47072869 -1.21679476
 -0.83042802 -1.41238704 -0.0096093  -0.06258981  0.        ]",-0.202631,[ 1.42632833  0.6485648 ],-0.0495868443759,[ 1.07818139  0.602373  ],[-0.29656744 -0.23828709],"[[ -0.49061091  -0.97253231   0.05322753  -0.14008515]
 [ -5.90914933 -12.16427509   0.           0.        ]]"
7,"[ 0.71949463  0.91653347 -1.00801966 -1.51482042  0.47072765 -1.21678933
 -0.40992351 -1.01427917 -0.28856313 -0.11214168  0.        ]",-0.188264,[ 1.51923001  0.77047823],-0.0243836662929,[ 0.73402238  0.63309389],[-0.29656744 -0.23828709],"[[-0.56793828 -1.18764607  0.05322753 -0.14008515]
 [-1.83697701 -9.35644595  0.          0.        ]]"
8,"[ 0.72218417  0.72887607 -1.00367439 -1.6318077   0.47072662 -1.2167839
  0.0023456  -0.55559646 -0.41192733 -0.07056048  0.        ]",-0.197978,[ 0.94981366  0.36884205],-0.0179878135389,[ 0.24143943  0.52996635],[-0.29656744 -0.23828709],"[[-0.56462199 -1.34231662  0.05322753 -0.14008515]
 [ 2.15544586 -6.12136537  0.          0.        ]]"
9,"[ 0.78305927  0.59529777 -0.89574765 -1.67848878  0.47072558 -1.21677847
  0.38604704 -0.33144235 -0.40168309  0.00179564  0.        ]",-0.187408,[ 0.26603207  0.65317991],-0.0100398034769,[-0.33392376  0.29437417],[-0.29656744 -0.23828709],"[[-0.48423224 -1.4488821   0.05322753 -0.14008515]
 [ 5.87121979 -4.54041273  0.          0.        ]]"
