timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.00015426  1.7185856  -0.14266697  0.68157836  0.98536511  0.04078759
 -0.1339051   0.31426293  0.40167385 -0.01811604  0.        ]",-0.122305,[ 1.30136201 -0.87229583],-0.0985024238796,[ 0.42698553 -0.5797056 ],[-0.20997682 -0.16356212],"[[-0.03372597  0.01979091  0.11183279  0.00399379]
 [ 0.00056679 -0.00038919  0.          0.        ]]"
1,"[ 1.00094096  1.71867221 -0.08146982  0.59648641  0.98535931  0.04078747
  0.24561045 -0.1677362   0.40210053  0.0180479   0.        ]",-0.127339,[ 0.1232933  -0.20671628],-0.0982585351226,[ 0.06132441 -0.61717629],[-0.20997682 -0.16356212],"[[ 0.00598922 -0.01488667  0.11183279  0.00399379]
 [ 3.95777256 -3.45584769  0.          0.        ]]"
2,"[ 0.99523136  1.71352827  0.04667358  0.40872174  0.98535351  0.04078735
  0.28490635 -0.27238713  0.39936514  0.09036716  0.        ]",-0.147391,[ 1.61838936 -1.52444473],-0.0978803247755,[-0.08744149 -0.6438368 ],[-0.20997682 -0.16356212],"[[  8.92557728e-02  -9.15311216e-02   1.11832793e-01   3.99378560e-03]
 [  4.36751820e+00  -4.20609495e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 0.96767967  1.68994234  0.23876995  0.11054039  0.98534771  0.04078723
  0.65615737 -0.81329502  0.38602656  0.19279319  0.        ]",-0.357672,[-3.1824322  -0.69302575],-0.0974364534884,[-0.54767036 -0.69467968],[-0.20997682 -0.16356212],"[[  2.15445275e-01  -2.14560213e-01   1.11832793e-01   3.99378560e-03]
 [  8.23854954e+00  -8.08387392e+00   0.00000000e+00   0.00000000e+00]]"
4,"[ 0.91908185  1.61845101  0.42165421 -0.32742287  0.98534192  0.0407871
  0.26122453 -1.17351324  0.36095268  0.23135538  0.        ]",-0.296913,[-0.77171664 -1.99253656],-0.0949165719501,[-0.42195648 -0.6489585 ],[-0.20997682 -0.16356212],"[[  3.38900436e-01  -4.02148054e-01   1.11832793e-01   3.99378560e-03]
 [  4.12063486e+00  -1.06663231e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.89293198  1.46001835  0.49504804 -0.85803039  0.98533612  0.04078698
 -0.03928575 -1.69620188  0.32342037  0.09619968  0.        ]",-0.242398,[-1.13158089 -1.45408568],-0.0870427563923,[-0.17112076 -0.55049372],[-0.20997682 -0.16356212],"[[  3.89876197e-01  -6.53071958e-01   1.11832793e-01   3.99378560e-03]
 [  9.87253065e-01  -1.44136012e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.90367494  1.16366957  0.4662172  -1.40244246  0.98533032  0.04078686
 -0.42058214 -2.20850015  0.21741672 -0.19266731  0.        ]",-0.193551,[ 0.45853872 -2.09068576],-0.0779791263872,[ 0.29097974 -0.39161581],[-0.20997682 -0.16356212],"[[  3.69734436e-01  -9.78195533e-01   1.11832793e-01   3.99378560e-03]
 [ -2.98847711e+00  -1.80865488e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.92385233  0.70473794  0.40687477 -1.77445145  0.98532452  0.04078674
 -0.24099127 -2.71086331 -0.01867706 -0.48248551  0.        ]",-0.258142,[ 0.27003456 -2.48631749],-0.0769082098145,[ 0.33861256 -0.27569625],[-0.20997682 -0.16356212],"[[  3.28753877e-01  -1.37606648e+00   1.11832793e-01   3.99378560e-03]
 [ -1.11592521e+00  -2.16885199e+01   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.92905279  0.1206944   0.39022423 -1.72896346  0.98531872  0.04078662
 -0.13655922 -3.20319039 -0.36660295 -0.60809347  0.        ]",-0.0461401,[ 0.22214943  0.83734878],-0.0835686581333,[ 0.35304737 -0.18097147],[-0.20997682 -0.16356212],"[[  3.17361529e-01  -1.84525848e+00   1.11832793e-01   3.99378560e-03]
 [ -2.70394029e-02  -2.52188959e+01   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.92529003 -0.38683771  0.4023037  -1.17810484  0.98531292  0.04078649
 -0.05238455 -2.6710352  -0.71046427 -0.52798987  0.        ]",-0.0242232,[ 0.78000838  1.40016367],-0.0951574067135,[ 0.27975094 -0.14641619],[-0.20997682 -0.16356212],"[[  3.25623599e-01  -2.31136159e+00   1.11832793e-01   3.99378560e-03]
 [  8.50627099e-01  -2.14041150e+01   0.00000000e+00   0.00000000e+00]]"
10,"[ 0.90171781 -0.67276498  0.4715336  -0.42572515  0.98530712  0.04078637
  0.24209468 -2.05961667 -0.93612698 -0.3299821   0.        ]",-0.262161,[ 0.92126831 -0.28503877],-0.105329914229,[ 0.07551561 -0.14480868],[-0.20997682 -0.16356212],"[[  3.73440415e-01  -2.69546443e+00   1.11832793e-01   3.99378560e-03]
 [  3.92108728e+00  -1.70207472e+01   0.00000000e+00   0.00000000e+00]]"
11,"[ 0.8331227  -0.78981397  0.63143601  0.39351737  0.98530132  0.04078625
  0.58447102 -1.72180751 -1.08506208 -0.09023641  0.        ]",-0.497168,[ 0.47207424 -1.2957712 ],-0.116557200776,[-0.3033123  -0.19829798],[-0.20997682 -0.16356212],"[[  4.87677764e-01  -3.04382083e+00   1.11832793e-01   3.99378560e-03]
 [  7.49096343e+00  -1.45989286e+01   0.00000000e+00   0.00000000e+00]]"
12,"[ 0.70323887 -0.79581359  0.84781737  0.62978304  0.98529552  0.04078613
  0.74957146  0.41306191 -1.11960735 -0.02377665  0.        ]",-0.295474,[-0.6940643   0.04144813],-0.12051158327,[-0.47082677 -0.27752885],[-0.20997682 -0.16356212],"[[  6.54771170e-01  -3.14026078e+00   1.11832793e-01   3.99378560e-03]
 [  9.21244752e+00   7.07383860e-01   0.00000000e+00   0.00000000e+00]]"
